Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name,PC_Name,PC_No,CandID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,12,BALU S,M,TNMC,2196,GEN,1027036,1412373,GEN,,27,72.72,0.21,yes,65,0.01,3.33,GETN10811,,8252,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,13,THAMILARIMA S,M,AAAP,2131,GEN,1027036,1412373,GEN,,27,72.72,0.21,yes,31,0,3.33,GETN10826,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Retired or Pension,Retired Teacher,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,14,SARAVANAN M,M,IND,2100,GEN,1027036,1412373,GEN,,27,72.72,0.2,yes,50,0,3.33,GETN10809,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,15,SELVARAJ A,M,IND,2050,GEN,1027036,1412373,GEN,,27,72.72,0.2,yes,351,0.03,3.33,GETN10842,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Small Business or Self-employed,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,16,PALANI S,M,IND,1699,GEN,1027036,1412373,GEN,,27,72.72,0.17,yes,261,0.03,3.33,GETN10839,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Small Business or Self-employed,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,17,KALAIMANI K,M,MMKA,1438,GEN,1027036,1412373,GEN,,27,72.72,0.14,yes,101,0.01,3.33,GETN10810,,11624,TRUE,2,IND,10809,SIVAGANGA,TRUE,FALSE,0,FALSE,FALSE,TRUE,,,,,,8th Pass,Retired or Pension,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,18,RAJA A,M,IND,1337,GEN,1027036,1412373,GEN,,27,72.72,0.13,yes,68,0.01,3.33,GETN10851,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,19,GUNASEKARAN P,M,IND,1269,GEN,1027036,1412373,GEN,,27,72.72,0.12,yes,262,0.03,3.33,GETN4626,,10809,TRUE,5,IND,10809,SIVAGANGA,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,10th Pass,Labourer or Daily Wage,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,20,SIVAGNANAM AL,M,IND,1007,GEN,1027036,1412373,GEN,,27,72.72,0.1,yes,58,0.01,3.33,GETN10831,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Agricultural Labour,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,21,BALAKRISHNAN P,M,IND,949,GEN,1027036,1412373,GEN,,27,72.72,0.09,yes,76,0.01,3.33,GETN271714,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Agricultural Labour,Coolie,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,22,KARTHIKARAJAN T,M,IND,873,GEN,1027036,1412373,GEN,,27,72.72,0.09,yes,36,0,3.33,GETN10825,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Labourer or Daily Wage,Taxi Driver,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,23,PERIYAKARUPPAN S,M,IND,837,GEN,1027036,1412373,GEN,,27,72.72,0.08,yes,43,0,3.33,GETN10845,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,24,NATCHIAPPAN SP,M,IND,794,GEN,1027036,1412373,GEN,,27,72.72,0.08,yes,53,0.01,3.33,GETN10833,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Labourer or Daily Wage,Coolie,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,25,LENIN M,M,IND,741,GEN,1027036,1412373,GEN,,27,72.72,0.07,yes,5,0,3.33,GETN10834,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Agriculture,,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,26,MURUGAN P,M,IND,736,GEN,1027036,1412373,GEN,,27,72.72,0.07,yes,95,0.01,3.33,GETN10819,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,27,RADHAKRISHNAN A,M,IND,641,SC,1027036,1412373,GEN,,27,72.72,0.06,yes,76,0.01,3.33,GETN272240,,10809,TRUE,2,IND,10809,SIVAGANGA,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,12th Pass,Labourer or Daily Wage,Taxi Driver,,
GE,Tamil_Nadu,SIVAGANGA,16,31,2014,4,0,4,28,MEGARAJ MALLAR,M,IND,565,GEN,1027036,1412373,GEN,,27,72.72,0.06,yes,0,0,3.33,GETN10843,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Labourer or Daily Wage,Coolie,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,1,R.GOPALAKRISHNAN,M,ADMK,453785,GEN,974809,1441434,GEN,,31,67.63,46.55,no,199424,20.46,3.23,GETN20202,,930,TRUE,2,SWA,12923,SIVAKASI,FALSE,FALSE,1,TRUE,FALSE,FALSE,,,,,,Graduate,Business,Real Estate or Builder or Developer or Construction,Agriculture,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,2,V VELUSAMY,M,DMK,254361,GEN,974809,1441434,GEN,,31,67.63,26.09,no,107610,11.04,3.23,GETN271095,,10192,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,Politics,Party Worker
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,3,D SIVAMUTHU KUMAR,M,DMDK,146751,GEN,974809,1441434,GEN,,31,67.63,15.05,yes,114597,11.76,3.23,GETN10895,,2956,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,4,T.N.BHARATH NACHIAPPAN,M,INC,32154,GEN,974809,1441434,GEN,,31,67.63,3.3,yes,2028,0.21,3.23,GETN10897,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,5,B.VIKRAMAN,M,CPM,30126,GEN,974809,1441434,GEN,,31,67.63,3.09,yes,10361,1.06,3.23,GETN10870,,14635,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Politics,Party Worker,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,6,None of the Above,NOT,NOTA,19765,NULL,974809,1441434,GEN,,31,67.63,2.03,yes,13476,1.38,3.23,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,7,P.GOPALAKRISHNAN,M,IND,6289,GEN,974809,1441434,GEN,,31,67.63,0.65,yes,911,0.09,3.23,GETN10872,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Real Estate or Builder or Developer or Construction,Agriculture,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,8,M.KAMACIS,M,AAAP,5378,GEN,974809,1441434,GEN,,31,67.63,0.55,yes,911,0.09,3.23,GETN10871,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Salaried Work or Employed,Accountant,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,9,V.ANDICHAMY,M,IND,4467,GEN,974809,1441434,GEN,,31,67.63,0.46,yes,1713,0.18,3.23,GETN10876,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,10,M.GOPALAKRISHNAN,M,IND,2754,GEN,974809,1441434,GEN,,31,67.63,0.28,yes,14,0,3.23,GETN10874,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Agriculture,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,11,V.G.RAMDOSS,M,IND,2740,GEN,974809,1441434,GEN,,31,67.63,0.28,yes,686,0.07,3.23,GETN10898,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,Trader,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,12,V.KARUPPAIAH,M,IND,2054,SC,974809,1441434,GEN,,31,67.63,0.21,yes,491,0.05,3.23,GETN10889,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Agricultural Labour,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,13,J.MANIKANDESWARAN,M,IND,1563,GEN,974809,1441434,GEN,,31,67.63,0.16,yes,89,0.01,3.23,GETN10890,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,14,K. RAJA,M,DFBL,1474,GEN,974809,1441434,GEN,,31,67.63,0.15,yes,221,0.02,3.23,GETN10867,,15981,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Politics,Party Worker,Agriculture,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,15,A THAVAMANI,M,BSP,1253,SC,974809,1441434,GEN,,31,67.63,0.13,yes,27,0,3.23,GETN271793,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Illiterate,Politics,Party Worker,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,16,BHARATHI KANNAMMA,O,IND,1226,GEN,974809,1441434,GEN,,31,67.63,0.13,yes,269,0.03,3.23,GETN10864,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Social Work,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,17,P.JEYAKUMAR,M,IND,957,GEN,974809,1441434,GEN,,31,67.63,0.1,yes,57,0.01,3.23,AETN195216,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,18,M.MOHAMMED ALI,M,SAP,900,GEN,974809,1441434,GEN,,31,67.63,0.09,yes,181,0.02,3.23,GETN10878,,7575,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,19,P.CHANDRABOSE,M,IND,719,GEN,974809,1441434,GEN,,31,67.63,0.07,yes,53,0.01,3.23,GETN10882,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Literate,Labourer or Daily Wage,Auto-rickshaw Driver,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,20,K.THANGAPANDI,M,IND,666,GEN,974809,1441434,GEN,,31,67.63,0.07,yes,94,0.01,3.23,GETN10856,,10809,TRUE,2,IND,10809,MADURAI,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Illiterate,Business,Agricultural Business,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,21,P.RAMASUBRAMANIAN,M,IND,572,GEN,974809,1441434,GEN,,31,67.63,0.06,yes,7,0,3.23,GETN10860,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Agriculture,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,22,G.MARIA JOSEPH XAVIOUR,M,IND,565,GEN,974809,1441434,GEN,,31,67.63,0.06,yes,9,0,3.23,GETN10861,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Retired or Pension,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,23,G.KANNAN,M,IND,556,GEN,974809,1441434,GEN,,31,67.63,0.06,yes,73,0.01,3.23,GETN77044,,10809,TRUE,2,IND,10809,MADURAI,TRUE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,24,N ALAGU MUTHU VELAYUDAM,M,IND,483,GEN,974809,1441434,GEN,,31,67.63,0.05,yes,35,0,3.23,AETN192895,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Retired or Pension,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,25,S.ARIVUDAINAMBI,M,IND,448,SC,974809,1441434,GEN,,31,67.63,0.05,yes,16,0,3.23,AETN189861,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,26,M.MEENAKSHISUNDARAM,M,IND,432,GEN,974809,1441434,GEN,,31,67.63,0.04,yes,2,0,3.23,GETN10896,,10809,TRUE,2,IND,10809,MADURAI,TRUE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Doctor,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,27,T.RAMASAMY,M,IND,430,GEN,974809,1441434,GEN,,31,67.63,0.04,yes,6,0,3.23,GETN10888,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Labourer or Daily Wage,"Taxi Driver, Mechanic",,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,28,K.K.RAMESH,M,IND,424,GEN,974809,1441434,GEN,,31,67.63,0.04,yes,1,0,3.23,GETN10880,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Former Government,Ex Police,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,29,A.KANNAN,M,IND,423,GEN,974809,1441434,GEN,,31,67.63,0.04,yes,31,0,3.23,GETN10883,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Small Business or Self-employed,,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,30,M VENKATESAN,M,IND,392,GEN,974809,1441434,GEN,,31,67.63,0.04,yes,29,0,3.23,GETN10862,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,Distributors,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,31,S.GANESAN,M,IND,363,GEN,974809,1441434,GEN,,31,67.63,0.04,yes,24,0,3.23,GETN10857,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,Trader,,
GE,Tamil_Nadu,MADURAI,16,32,2014,4,0,4,32,S.MANICKAVASAGAM,M,IND,339,GEN,974809,1441434,GEN,,31,67.63,0.03,yes,0,0,3.23,GETN10865,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Illiterate,Labourer or Daily Wage,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,1,"PARTHIPAN, R.",M,ADMK,571254,GEN,1075583,1441302,GEN,,23,74.63,53.11,no,314532,29.24,2.78,GETN272643,,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,2,PON. MUTHURAMALINGAM,M,DMK,256722,GEN,1075583,1441302,GEN,,23,74.63,23.87,no,122360,11.38,2.78,GETN8272,,10192,TRUE,2,DMK,10192,MADURAI,FALSE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Politics,Ex MLA,Agriculture,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,3,"ALAGUSUNDARAM, K.",M,MDMK,134362,GEN,1075583,1441302,GEN,,23,74.63,12.49,yes,62930,5.85,2.78,GETN12777,,11601,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,4,"AARON RASHID, J.M.",M,INC,71432,GEN,1075583,1441302,GEN,,23,74.63,6.64,yes,61120,5.68,2.78,GETN270796,,3482,TRUE,3,INC,3482,THENI,TRUE,TRUE,2,FALSE,TRUE,TRUE,,,,,,12th Pass,Business,Real Estate or Builder or Developer or Construction,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,5,None of the Above,NOT,NOTA,10312,NULL,1075583,1441302,GEN,,23,74.63,0.96,yes,5013,0.47,2.78,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,6,"THANGADURAI, V.",M,BSP,5299,SC,1075583,1441302,GEN,,23,74.63,0.49,yes,1778,0.17,2.78,GETN12798,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Agricultural Labour,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,7,"MARIAPPAN, S.K.",M,IND,3521,SC,1075583,1441302,GEN,,23,74.63,0.33,yes,308,0.03,2.78,GETN272306,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,8,"RAMPRAKASH, J.",M,AAAP,3213,GEN,1075583,1441302,GEN,,23,74.63,0.3,yes,305,0.03,2.78,GETN12819,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Agriculture,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,9,"SENTHIL RAJAN MALLAR, K.",M,IND,2908,SC,1075583,1441302,GEN,,23,74.63,0.27,yes,227,0.02,2.78,GETN12824,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Politics,Party Worker,Agriculture,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,10,MAMALLAN THA. KANAGAMUTHU,M,IND,2681,SC,1075583,1441302,GEN,,23,74.63,0.25,yes,727,0.07,2.78,GETN15834,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Education,"Principal or Administrator, College Professor or Lecturer",,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,11,"MOHAMED MIAKHAN, P.",M,IND,1954,GEN,1075583,1441302,GEN,,23,74.63,0.18,yes,605,0.06,2.78,GETN12825,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Agriculture,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,12,"MANI, S.V.",M,IND,1349,GEN,1075583,1441302,GEN,,23,74.63,0.13,yes,76,0.01,2.78,GETN12827,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,13,"KANNAN, S.",M,IND,1273,SC,1075583,1441302,GEN,,23,74.63,0.12,yes,166,0.02,2.78,GETN272682,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,Trader,Social Work,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,14,"MEENAKSHI SUNDARAM, G.K.",M,SP,1107,GEN,1075583,1441302,GEN,,23,74.63,0.1,yes,25,0,2.78,GETN12849,,7425,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Religious Occupation,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,15,"ASATH, M.M.",M,IND,1082,GEN,1075583,1441302,GEN,,23,74.63,0.1,yes,91,0.01,2.78,GETN12863,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Business,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,16,"INNASIMUTHU, M.S.",M,IND,991,GEN,1075583,1441302,GEN,,23,74.63,0.09,yes,45,0,2.78,GETN12873,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,Rent,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,17,"KRISHNAMOORTHY, K.",M,CPIM,946,SC,1075583,1441302,GEN,,23,74.63,0.09,yes,87,0.01,2.78,GETN12902,,2560,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Other or Unspecified,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,18,"MUTHURAMALINGAM, M.",M,IND,859,GEN,1075583,1441302,GEN,,23,74.63,0.08,yes,92,0.01,2.78,GETN270788,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Agriculture,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,19,"RABEEK, K.",M,IND,767,GEN,1075583,1441302,GEN,,23,74.63,0.07,yes,25,0,2.78,GETN12938,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Others,Business,,Agriculture,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,20,"RAMAYA, R.",M,IND,742,SC,1075583,1441302,GEN,,23,74.63,0.07,yes,3,0,2.78,GETN12949,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Agriculture,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,21,"INIYAVAN, R.",M,IND,739,SC,1075583,1441302,GEN,,23,74.63,0.07,yes,43,0,2.78,GETN12951,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Salaried Work or Employed,Qualified Professional,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,22,"VOLTAIRE, M.J.",M,SUCI,696,GEN,1075583,1441302,GEN,,23,74.63,0.06,yes,1,0,2.78,AETN195023,,8082,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Social Work,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,23,"RAJA, V.",M,IND,695,GEN,1075583,1441302,GEN,,23,74.63,0.06,yes,16,0,2.78,GETN12965,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Social Work,,,
GE,Tamil_Nadu,THENI,16,33,2014,4,0,4,24,"KARUPPIAH, R.",M,IND,679,GEN,1075583,1441302,GEN,,23,74.63,0.06,yes,0,0,2.78,AETN200489,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Literate,Business,,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,1,RADHAKRISHNAN T,M,ADMK,406694,GEN,1010930,1350495,GEN,,26,74.86,40.23,no,145551,14.4,3.45,GETN10935,,930,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,10th Pass,Agriculture,,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,2,VAIKO,M,MDMK,261143,GEN,1010930,1350495,GEN,,26,74.86,25.83,no,19638,1.94,3.45,GETN270595,,11601,TRUE,4,MDMK,11601,VIRUDHUNAGAR,TRUE,TRUE,2,FALSE,FALSE,TRUE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,Agriculture,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,3,RETHINAVELU S,M,DMK,241505,GEN,1010930,1350495,GEN,,26,74.86,23.89,no,203023,20.08,3.45,GETN10918,,10192,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,4,MANICKAM TAGORE B,M,INC,38482,GEN,1010930,1350495,GEN,,26,74.86,3.81,yes,18325,1.81,3.45,GETN10917,,3482,TRUE,2,INC,3482,VIRUDHUNAGAR,TRUE,TRUE,1,FALSE,TRUE,TRUE,,,,,,Graduate Professional,Politics,Party Worker,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,5,SAMUELRAJ K,M,CPM,20157,SC,1010930,1350495,GEN,,26,74.86,1.99,yes,7932,0.78,3.45,GETN10929,,14635,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Politics,Party Worker,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,6,None of the Above,NOT,NOTA,12225,NULL,1010930,1350495,GEN,,26,74.86,1.21,yes,8755,0.87,3.45,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,7,SOUNDRAPANDIYAN K,M,IND,3470,GEN,1010930,1350495,GEN,,26,74.86,0.34,yes,59,0.01,3.45,GETN10916,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,5th Pass,Small Business or Self-employed,,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,8,SANTHANA KRISHNAN G,M,TNMC,3411,GEN,1010930,1350495,GEN,,26,74.86,0.34,yes,690,0.07,3.45,GETN10928,,8252,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Salaried Work or Employed,Insurance Agent,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,9,SOLAIRAJ K,M,IND,2721,GEN,1010930,1350495,GEN,,26,74.86,0.27,yes,199,0.02,3.45,GETN10926,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Labourer or Daily Wage,Coolie,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,10,DHANUSHKODI M,M,IND,2522,GEN,1010930,1350495,GEN,,26,74.86,0.25,yes,180,0.02,3.45,GETN10927,,10809,TRUE,2,IND,10809,VIRUDHUNAGAR,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,,,,,
GE,Tamil_Nadu,VIRUDHUNAGAR,16,34,2014,4,0,4,11,PALPANDI S DR,M,IND,2342,GEN,1010930,1350495,GEN,,26,74.86,0.23,yes,93,0.01,3.45,GETN10903,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Other or Unspecified,,,
