Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name,PC_Name,PC_No,CandID,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,1,BISHNU PADA RAY,M,BJP,90969,GEN,190328,269360,GEN,,15,70.66,47.8,no,7812,4.1,2.38,GEAN42196,,1605,TRUE,7,BJP,1605,ANDAMAN & NICOBAR ISLANDS,TRUE,TRUE,3,FALSE,TRUE,TRUE,,,,,,Graduate,Social Work,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,2,KULDEEP RAI SHARMA,M,INC,83157,GEN,190328,269360,GEN,,15,70.66,43.69,no,79420,41.73,2.38,GEAN64836,,3482,TRUE,3,INC,3482,ANDAMAN & NICOBAR ISLANDS,TRUE,TRUE,0,FALSE,FALSE,TRUE,,,,,,Graduate Professional,Social Work,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,3,SANJAY MESHACK,M,AAAP,3737,GEN,190328,269360,GEN,,15,70.66,1.96,yes,1454,0.76,2.38,GEAN14920,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,4,ANITA MONDAL,F,AITC,2283,GEN,190328,269360,GEN,,15,70.66,1.2,yes,506,0.27,2.38,GEAN14914,,18228,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,5,K.G.DAS,M,CPM,1777,GEN,190328,269360,GEN,,15,70.66,0.93,yes,190,0.1,2.38,GEAN14910,,14635,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Retired or Pension,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,6,PRAKASH MINJ,M,IND,1587,ST,190328,269360,GEN,,15,70.66,0.83,yes,23,0.01,2.38,GEAN14918,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Small Business or Self-employed,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,7,None of the Above,NOT,NOTA,1564,NULL,190328,269360,GEN,,15,70.66,0.82,yes,413,0.22,2.38,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,8,R.S.UMA BHARATTHY,F,NCP,1151,GEN,190328,269360,GEN,,15,70.66,0.6,yes,12,0.01,2.38,GEAN73948,,5792,TRUE,2,NCP,5792,ANDAMAN & NICOBAR ISLANDS,TRUE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Social Work,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,9,GOUR CHANDRA MAJUMDER,M,BSP,1139,GEN,190328,269360,GEN,,15,70.66,0.6,yes,292,0.15,2.38,GEAN73949,,16651,TRUE,2,IND,10809,ANDAMAN & NICOBAR ISLANDS,TRUE,FALSE,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,Agriculture,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,10,SARAVANAN,M,IND,847,GEN,190328,269360,GEN,,15,70.66,0.45,yes,411,0.22,2.38,GEAN14916,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Small Business or Self-employed,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,11,N K P NAIR,M,CPI(ML)(L),436,GEN,190328,269360,GEN,,15,70.66,0.23,yes,7,0,2.38,GEAN14911,,9890,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Salaried Work or Employed,Insurance Agent,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,12,V V KHALID,M,IND,429,GEN,190328,269360,GEN,,15,70.66,0.23,yes,50,0.03,2.38,GEAN14915,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,13,RAGHUBIR SINGH,M,SP,379,GEN,190328,269360,GEN,,15,70.66,0.2,yes,45,0.02,2.38,GEAN14922,,7425,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,14,C G SAJI KUMAR,M,IND,334,GEN,190328,269360,GEN,,15,70.66,0.18,yes,20,0.01,2.38,GEAN14908,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Salaried Work or Employed,,,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,15,N KANNAN,M,IND,314,GEN,190328,269360,GEN,,15,70.66,0.16,yes,89,0.05,2.38,GEAN14909,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,Agriculture,
GE,Andaman_&_Nicobar_Islands,ANDAMAN & NICOBAR ISLANDS,16,1,2014,4,0,4,16,A PANDIAN,M,AIFB,225,GEN,190328,269360,GEN,,15,70.66,0.12,yes,0,0,2.38,GEAN14912,,3040,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Business,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,1,KOTHAPALLI GEETHA,F,YSRCP,413191,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,45.42,no,91398,10.05,2.94,GEAP630,,8615,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Post Graduate,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,2,GUMMIDI SANDHYARANI,F,TDP,321793,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,35.38,no,268909,29.56,2.94,GEAP622,,8300,TRUE,4,TDP,8300,KURNOOL,FALSE,TRUE,1,FALSE,FALSE,TRUE,,,,,,Doctorate,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,3,KISHORE CHANDRA DEO,M,INC,52884,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,5.81,yes,13986,1.54,2.94,GEAP81781,,3482,TRUE,13,TDP,8300,ADILABAD,FALSE,FALSE,6,TRUE,TRUE,TRUE,,,,,,12th Pass,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,4,MIDIYAM BABURAO,M,CPM,38898,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,4.28,yes,15683,1.72,2.94,GEAP607,,14635,TRUE,2,INC,3482,ADILABAD,FALSE,FALSE,0,TRUE,FALSE,TRUE,,,,,,Graduate,Agricultural Labour,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,5,KANGALA BALUDORA,M,IND,23215,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,2.55,yes,6683,0.73,2.94,GEAP15039,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Illiterate,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,6,None of the Above,NOT,NOTA,16532,NULL,909614,1272340,ST,SEEMANDHRA,11,71.49,1.82,yes,7581,0.83,2.94,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,7,CHETTI SANKARARAO,M,IND,8951,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,0.98,yes,382,0.04,2.94,GEAP626,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,8,BURJABARIKI DHANARAJU,M,AAAP,8569,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,0.94,yes,881,0.1,2.94,GEAP618,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,9,SALLANGI RATNAM,F,IND,7688,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,0.85,yes,101,0.01,2.94,GEAP623,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,10,BIDDIKA RAMAIAH,M,IND,7587,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,0.83,yes,1895,0.21,2.94,GEAP625,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,11,IILLA RAMI REDDY,M,IND,5692,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,0.63,yes,1078,0.12,2.94,GEAP621,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,ARUKU,16,1,2014,4,0,4,12,VANUGU SANKARARAO,M,IND,4614,ST,909614,1272340,ST,SEEMANDHRA,11,71.49,0.51,yes,0,0,2.94,GEAP614,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,1,RAMMOHAN NAIDU KINJARAPU,M,TDP,556545,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,52.9,no,127692,12.14,2.22,GEAP649,,8300,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Post Graduate,Politics,Party Worker,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,2,REDDY SHANTHI,F,YSRCP,428853,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,40.76,no,404682,38.46,2.22,GEAP84099,,8615,TRUE,7,INC,3482,ANANTAPUR,FALSE,FALSE,4,TRUE,TRUE,TRUE,,,,,,Graduate Professional,Business,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,3,KILLI KRUPARANI,F,INC,24171,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,2.3,yes,12748,1.21,2.22,GEAP643,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Doctor,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,4,PAIDI RAJA RAO,M,JaSPa,11423,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,1.09,yes,3374,0.32,2.22,GEAP821,,16138,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Social Work,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,5,BODDEPALLI RAJARAO,M,BSP,8049,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.77,yes,1911,0.18,2.22,GEAP634,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Agriculture,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,6,None of the Above,NOT,NOTA,6138,NULL,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.58,yes,1006,0.1,2.22,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,Graduate,Salaried Work or Employed,Insurance Agent,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,7,VASUDEVA RAO BODDU,M,CPI(ML)(L),5132,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.49,yes,106,0.01,2.22,GEAP637,,9890,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Other or Unspecified,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,8,KADIYAM JAYALAKSHMI,F,PPOI,5026,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.48,yes,2467,0.23,2.22,GEAP652,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,9,JAIDEV INJARAPU,M,AAAP,2559,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.24,yes,415,0.04,2.22,GEAP641,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Doctorate,Other or Unspecified,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,10,TOTA TEJESWARA RAO,M,IND,2144,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.2,yes,69,0.01,2.22,GEAP656,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,SRIKAKULAM,16,2,2014,4,0,4,11,KINJARAPU TEJESWARA RAO,M,IND,2075,GEN,1052115,1413726,GEN,SEEMANDHRA,10,74.42,0.2,yes,0,0,2.22,GEAP633,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Other or Unspecified,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,1,ASHOK GAJAPATHI RAJU PUSAPATI,M,TDP,536549,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,47.89,no,106911,9.54,2.56,GEAP661,,8300,TRUE,3,TDP,8300,HINDUPUR,FALSE,TRUE,2,FALSE,TRUE,TRUE,,,,,,Graduate Professional,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,2,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,M,YSRCP,429638,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,38.35,no,307151,27.42,2.56,GEAP664,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Politics,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,3,JHANSI LAKSHMI BOTCHA,F,INC,122487,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,10.93,yes,115959,10.35,2.56,GEAP674,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Agriculture,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,4,None of the Above,NOT,NOTA,6528,NULL,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.58,yes,127,0.01,2.56,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,5,PRASADA RAO NANDA,M,PPOI,6401,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.57,yes,1276,0.11,2.56,GEAP670,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Retired or Pension,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,6,YELLA RAO SIYYADULA,M,IND,5125,SC,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.46,yes,1033,0.09,2.56,GEAP675,,10809,TRUE,2,IND,10809,BOBBILI,FALSE,TRUE,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Social Work,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,7,BONU KRISHNA,M,BSP,4092,SC,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.37,yes,489,0.04,2.56,GEAP671,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,8,HARIKISHAN KUPPILI,M,IND,3603,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.32,yes,215,0.02,2.56,GEAP668,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,9,TADIVAKA RAMESH NAIDU,M,JaSPa,3388,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.3,yes,883,0.08,2.56,GEAP657,,16138,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Agriculture,,,
GE,Andhra_Pradesh,VIZIANAGARAM,16,3,2014,4,0,4,10,NARU SIMHADRI NAIDU,M,AAAP,2505,GEN,1120316,1403736,GEN,SEEMANDHRA,9,79.81,0.22,yes,0,0,2.56,GEAP660,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,1,KAMBHAMPATI HARI BABU,M,BJP,566832,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,48.72,no,90488,7.78,2.44,GEAP704,,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,2,Y.S VIJAYAMMA,F,YSRCP,476344,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,40.94,no,425712,36.59,2.44,GEAP693,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Liberal Profession or Professional,Lawyer,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,3,BOLISETTI SATYANARAYANA (SATYA),M,INC,50632,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,4.35,yes,35685,3.07,2.44,GEAP707,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Politics,Party Worker,Agriculture,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,4,IMANDI VENKATA KURMARAO,M,BSP,14947,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,1.28,yes,7618,0.65,2.44,GEAP278,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Social Work,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,5,None of the Above,NOT,NOTA,7329,NULL,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.63,yes,685,0.06,2.44,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,Not Given,Agricultural Labour,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,6,SABBAM HARI,M,JaSPa,6644,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.57,yes,469,0.04,2.44,GEAP685,,16138,TRUE,3,IND,10809,KADAPA,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,12th Pass,Former Government,Ex Govt Employee,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,7,KUNA RAMAM,M,AAAP,6175,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.53,yes,757,0.07,2.44,GEAP711,,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,8,TANUKU DIVAKAR,M,IND,5418,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.47,yes,1095,0.09,2.44,GEAP708,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,Social Work,Activist
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,9,JT RAMARAO,M,sps,4323,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.37,yes,1606,0.14,2.44,GEAP706,,7309,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Business,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,10,DADI JYOTHI BHAVANI,F,PPOI,2717,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.23,yes,106,0.01,2.44,GEAP712,,6298,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Business,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,11,DURGAPRASAD GUNTU,M,IND,2611,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.22,yes,234,0.02,2.44,GEAP714,,10809,TRUE,3,PPOI,6298,KADAPA,FALSE,FALSE,0,FALSE,FALSE,TRUE,,,,,,Post Graduate,Salaried Work or Employed,Engineer,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,12,NAGENDRA SAIRAM,M,IND,2377,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.2,yes,450,0.04,2.44,GEAP709,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,12th Pass,Other or Unspecified,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,13,KURADA SATYANARAYANA PATNAIK,M,IND,1927,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.17,yes,17,0,2.44,GEAP702,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Education,College Professor or Lecturer,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,14,DR|| BHAVANI SANKAR SASTRY.A,M,ICSP,1910,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.16,yes,21,0,2.44,GEAP699,,3342,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,10th Pass,Liberal Profession or Professional,Journalist or Editor,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,15,KUTIKUPPALA SURYA RAO,M,IND,1889,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.16,yes,130,0.01,2.44,GEAP697,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate Professional,Business,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,16,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),M,IND,1759,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.15,yes,8,0,2.44,GEAP286,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Social Work,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,17,UMAMAHESWARARAO ARETI,M,IND,1751,SC,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.15,yes,157,0.01,2.44,GEAP270,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,18,CHALAPATHIRAO RONANKI,M,IND,1594,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.14,yes,54,0,2.44,GEAP272,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,19,J. PADMAJA,F,IND,1540,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.13,yes,161,0.01,2.44,GEAP280,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,20,SREENADH REDDY,M,IND,1379,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.12,yes,31,0,2.44,GEAP289,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,21,CHANDRASEKHAR BUDDA,M,IND,1348,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.12,yes,230,0.02,2.44,GEAP290,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,22,GEDELA KRISHNARAO,M,IND,1118,ST,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.1,yes,124,0.01,2.44,GEAP279,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,VISAKHAPATNAM,16,4,2014,4,0,4,23,BRAHMA SWAROOP KASIBHATTA,M,IND,994,GEN,1163558,1723011,GEN,SEEMANDHRA,22,67.53,0.09,yes,0,0,2.44,GEAP260,,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,1,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,TDP,568463,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,49.51,no,47932,4.17,2.17,GEAP36375,,8300,TRUE,8,YSRCP,8615,NELLORE,FALSE,FALSE,4,TRUE,TRUE,TRUE,,,,,,Graduate,Business,,Agriculture,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,2,GUDIVADA AMARNADH,M,YSRCP,520531,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,45.34,no,502761,43.79,2.17,AEAP11626,,8615,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Graduate,Agriculture,,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,3,VIJAYA LAKSHMI THOTA,F,INC,17770,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,1.55,yes,2936,0.26,2.17,GEAP740,,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Post Graduate,Business,,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,4,KARANAM TIRUPATHI RAO,M,BSP,14834,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,1.29,yes,6230,0.54,2.17,GEAP733,,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,Illiterate,Other or Unspecified,,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,5,None of the Above,NOT,NOTA,8604,NULL,1148072,1401474,GEN,SEEMANDHRA,8,81.92,0.75,yes,2343,0.2,2.17,,,5897,TRUE,,,,,,,,,FALSE,FALSE,,,,,,8th Pass,Business,,,
GE,Andhra_Pradesh,ANAKAPALLE,16,5,2014,4,0,4,6,KONDARAJU JAMPANA,M,JaSPa,6261,GEN,1148072,1401474,GEN,SEEMANDHRA,8,81.92,0.55,yes,755,0.07,2.17,GEAP65575,,16138,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,,,,,,,,,,
