,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year,Candidate_Type,Votes,Valid_Votes,Vote_Share_Percentage,Party_ID
1543,drbeesettivenkatasatyavathi,YSRCP,0,Graduate Professional,52,91526244.0,11139279,1,andhra_pradesh,anakapalle,2019,GEN,586226,1238491,47.33,8615
76,adarianandkumar,TDP,0,10th Pass,43,410547212.0,205591400,0,andhra_pradesh,anakapalle,2019,,497034,1238491,40.13,8300
1211,chintalaparthasarathi,Janasena Party,0,Post Graduate,56,335308506.0,110928567,0,andhra_pradesh,anakapalle,2019,,82588,1238491,6.67,17069
2527,kbswaroop,Jana Jagruti Party,0,Graduate Professional,51,24454500.0,0,0,andhra_pradesh,anakapalle,2019,,1621,1238491,0.13,17070
4143,psajaykumar,CPI(ML)(L),3,Post Graduate,57,1258000.0,0,0,andhra_pradesh,anakapalle,2019,,2716,1238491,0.22,2472
4854,ruthalasriramamurthy,INC,0,Graduate Professional,49,27611641.0,0,0,andhra_pradesh,anakapalle,2019,,10121,1238491,0.82,3482
1857,glalitha,SUCI(C),0,Graduate,56,1279676.0,0,0,andhra_pradesh,anantapur,2019,GEN,899,1342306,0.07,8082
1974,hamsadevineni,BJP,0,Post Graduate,33,8762212.0,1700000,0,andhra_pradesh,anantapur,2019,GEN,7604,1342306,0.57,1605
2636,krajivreddy,INC,0,Graduate Professional,30,7264263.0,1700000,0,andhra_pradesh,anantapur,2019,GEN,30079,1342306,2.24,3482
3448,mvenkatesulu,Pyramid Party of India,0,10th Pass,49,2345567.0,312273,0,andhra_pradesh,anantapur,2019,,1048,1342306,0.08,6298
1869,goddetimadhavi,YSRCP,0,Graduate Professional,26,141179.0,0,1,andhra_pradesh,araku,2019,ST,562190,1074538,52.32,8615
458,anumulavamsikrishna,IND,0,Post Graduate,41,50000.0,100000,0,andhra_pradesh,araku,2019,ST,10240,1074538,0.95,10809
3528,naravasatyavathi,IND,0,10th Pass,37,964000.0,0,0,andhra_pradesh,araku,2019,ST,11236,1074538,1.05,10809
1082,bussanagaraju,IND,1,Others,29,194000.0,0,0,andhra_pradesh,bapatla,2019,SC,1951,1266492,0.15,10809
1107,challagalikishorekumar,BJP,1,Graduate Professional,43,3185877.0,0,0,andhra_pradesh,bapatla,2019,SC,10351,1266492,0.82,1605
1204,chinanageswararaosadhu,Mundadugu Praja Party,0,Post Graduate,35,1259090.0,196000,0,andhra_pradesh,bapatla,2019,SC,466,1266492,0.04,17078
1749,gaddeharibabu,Navodayam Party,0,Graduate,40,20000.0,100000,0,andhra_pradesh,bapatla,2019,SC,530,1266492,0.04,5841
1829,gellanagamalli,IND,0,Graduate Professional,34,448500.0,465000,0,andhra_pradesh,bapatla,2019,SC,655,1266492,0.05,10809
1876,gollababurao,IND,0,Post Graduate,46,78000.0,0,0,andhra_pradesh,bapatla,2019,SC,1276,1266492,0.1,10809
2974,malyadrisriram,TDP,0,Post Graduate,65,42520353.0,598794,0,andhra_pradesh,bapatla,2019,SC,582192,1266492,45.97,8300
3704,nuthakkiramarao,All India Praja Party,0,Post Graduate,71,72376055.0,0,0,andhra_pradesh,bapatla,2019,SC,606,1266492,0.05,18180
3690,nreddeppa,YSRCP,0,Post Graduate,68,17355862.0,1341542,1,andhra_pradesh,chittoor,2019,SC,686792,1319472,52.05,8615
132,ahemanth,IND,0,5th Pass,28,50000.0,0,0,andhra_pradesh,chittoor,2019,SC,2094,1319472,0.16,10809
1182,cheemalarangappa,INC,0,Graduate Professional,60,12832000.0,0,0,andhra_pradesh,chittoor,2019,SC,24643,1319472,1.87,3482
1253,cpunyamurthy,BSP,4,Others,45,30323800.0,21635686,0,andhra_pradesh,chittoor,2019,SC,20062,1319472,1.52,16651
2265,jayaramduggani,BJP,0,Graduate,70,5100000.0,0,0,andhra_pradesh,chittoor,2019,SC,10496,1319472,0.8,1605
3525,naramallisivaprasad,TDP,0,Graduate Professional,68,69628816.0,0,0,andhra_pradesh,chittoor,2019,SC,549521,1319472,41.65,8300
3743,pallipattuabhinavvishnu,Mundadugu Praja Party,0,Graduate Professional,27,92600.0,0,0,andhra_pradesh,chittoor,2019,SC,3445,1319472,0.26,17078
4033,pramachandran,IND,0,Graduate Professional,42,3580500.0,2313000,0,andhra_pradesh,chittoor,2019,SC,1863,1319472,0.14,10809
221,alagaravikumar,IND,0,10th Pass,49,,0,0,andhra_pradesh,eluru,2019,,1648,1327923,0.12,10809
1207,chinnamramakotayya,BJP,0,10th Pass,58,100961778.0,7713964,0,andhra_pradesh,eluru,2019,,8412,1327923,0.63,1605
3124,mathebobby,RPI(A),0,12th Pass,29,10000.0,0,0,andhra_pradesh,eluru,2019,,1879,1327923,0.14,12285
2253,jayadevgalla,TDP,0,Graduate,53,3051485242.0,203452417,1,andhra_pradesh,guntur,2019,GEN,587918,1351474,43.5,8300
485,aravetihazarathrao,Pyramid Party of India,0,Graduate Professional,68,14924686.0,180700,0,andhra_pradesh,guntur,2019,,810,1351474,0.06,6298
1286,dasarikiranbabu,IND,0,8th Pass,37,5980980.0,2645782,0,andhra_pradesh,guntur,2019,,2909,1351474,0.22,10809
1520,doppalapudiveeradas,IND,0,Graduate,60,5990000.0,880000,0,andhra_pradesh,guntur,2019,,629,1351474,0.05,10809
2261,jayaprakashnarayanavalluru,BJP,0,Graduate Professional,44,39526187.0,0,0,andhra_pradesh,guntur,2019,,11841,1351474,0.88,1605
2283,jeldirajamohan,All India Praja Party,0,12th Pass,61,4209000.0,30000,0,andhra_pradesh,guntur,2019,,437,1351474,0.03,18180
3056,mannavahariprasad,CPI(ML) Red Star,0,Graduate Professional,55,14668071.0,107102,0,andhra_pradesh,guntur,2019,,3216,1351474,0.24,2560
3250,modugulavenugopalareddy,YSRCP,3,Graduate Professional,52,137466129.0,1675274,0,andhra_pradesh,guntur,2019,GEN,583713,1351474,43.19,8615
4481,ramaraosimhadri,Praja Shanthi Party,0,5th Pass,41,219000.0,0,0,andhra_pradesh,guntur,2019,,1746,1351474,0.13,6134
4945,samudralachinnakotaiah,National Dalitha Dhal Party,0,10th Pass,41,2024577.0,1500000,0,andhra_pradesh,guntur,2019,,628,1351474,0.05,17097
5094,sarabandirajusikhinam,Indian Labour Party (Ambedkar Phule),0,Post Graduate,35,30000.0,0,0,andhra_pradesh,guntur,2019,,1017,1351474,0.08,3457
5248,shaikjaleel,Navarang Congress Party,0,5th Pass,43,72625000.0,0,0,andhra_pradesh,guntur,2019,,563,1351474,0.04,17092
5250,shaikmastanvali,INC,1,Post Graduate,53,62806111.0,0,0,andhra_pradesh,guntur,2019,,14205,1351474,1.05,3482
2746,kuruvagorantlamadhav,YSRCP,2,Graduate,50,1787356.0,730332,1,andhra_pradesh,hindupur,2019,GEN,706602,1338514,52.79,8615
1873,gogulapulakuntajayanth,IND,0,Graduate,61,3196142.0,16710,0,andhra_pradesh,hindupur,2019,,1582,1338514,0.12,10809
3233,mittaparthasarathi,BJP,2,Graduate,60,357849990.0,106820000,0,andhra_pradesh,hindupur,2019,,13805,1338514,1.03,1605
3375,mugisuryaprakash,IND,0,Graduate,63,43266800.0,0,0,andhra_pradesh,hindupur,2019,,1316,1338514,0.1,10809
4464,ramamohandg,IND,0,12th Pass,51,447500.0,0,0,andhra_pradesh,hindupur,2019,,2231,1338514,0.17,10809
1881,gonapurushottamreddy,IND,4,Graduate,40,22473647.0,9206703,0,andhra_pradesh,kadapa,2019,GEN,1134,1228242,0.09,10809
1924,gujjulaeswaraiah,CPI,1,Post Graduate,50,327881.0,100000,0,andhra_pradesh,kadapa,2019,,6242,1228242,0.51,2444
1937,gundlakuntasreeramulu,INC,0,12th Pass,42,16452000.0,1130000,0,andhra_pradesh,kadapa,2019,,8341,1228242,0.68,3482
2202,jakkuchennakrishnareddy,IND,1,10th Pass,44,24746957.0,12380000,0,andhra_pradesh,kadapa,2019,GEN,579,1228242,0.05,10809
3706,nyamatullashaik,IND,0,Graduate,31,4909000.0,1000000,0,andhra_pradesh,kadapa,2019,,759,1228242,0.06,10809
3895,pedakalavaralakshmi,Pyramid Party of India,0,Graduate Professional,43,11034583.0,2402564,0,andhra_pradesh,kadapa,2019,,716,1228242,0.06,6298
421,ankadisathibabu,IND,0,Illiterate,45,50000.0,0,0,andhra_pradesh,kakinada,2019,,1381,1234655,0.11,10809
476,appalakondavangalapudi,Mundadugu Praja Party,0,Post Graduate,28,514707.0,508707,0,andhra_pradesh,kakinada,2019,,2997,1234655,0.24,17078
1515,donamneelakantam,All India Praja Party,0,Post Graduate,49,1477500.0,640000,0,andhra_pradesh,kakinada,2019,SC,980,1234655,0.08,18180
1871,godugusatyanarayana,CPI(ML)(L),0,Graduate,40,28000.0,0,0,andhra_pradesh,kakinada,2019,,1724,1234655,0.14,2472
2350,jyothulavenkateswararao,Janasena Party,0,12th Pass,62,173451539.0,1150000,0,andhra_pradesh,kakinada,2019,,132648,1234655,10.74,17069
2375,kakiletiravindra,IND,0,10th Pass,41,1820000.0,750000,0,andhra_pradesh,kakinada,2019,,3327,1234655,0.27,10809
3181,medisettivijayakumar,IND,8,12th Pass,53,46243484.0,11358500,0,andhra_pradesh,kakinada,2019,,2051,1234655,0.17,10809
3896,peddimsettivenkateswararao,Jana Jagruti Party,2,12th Pass,46,23742000.0,0,0,andhra_pradesh,kakinada,2019,,815,1234655,0.07,17070
5134,sathiveeralakshmi,Pyramid Party of India,0,Illiterate,38,30000.0,0,0,andhra_pradesh,kakinada,2019,,1119,1234655,0.09,6298
38,abdulwaris,SDPI,4,8th Pass,58,5110000.0,0,0,andhra_pradesh,kurnool,2019,,7293,1188327,0.61,7985
136,ahmedalikhan,INC,0,12th Pass,42,158831414.0,0,0,andhra_pradesh,kurnool,2019,,36500,1188327,3.07,3482
1277,danduseshuyadav,SP,0,Graduate Professional,39,1950000.0,0,0,andhra_pradesh,kurnool,2019,GEN,3282,1188327,0.28,7425
1358,devarapogumaddilety,IND,1,10th Pass,45,523616.0,0,0,andhra_pradesh,kurnool,2019,,1702,1188327,0.14,10809
1914,gsanjeevakumar,Samajwadi Forward Bloc,0,10th Pass,38,160000.0,0,0,andhra_pradesh,kurnool,2019,,2107,1188327,0.18,7333
2506,kasularajasekhar,Pyramid Party of India,0,10th Pass,46,4650560.0,1808144,0,andhra_pradesh,kurnool,2019,,1231,1188327,0.1,6298
2628,kotlajayasuryaprakashreddy,TDP,0,Graduate,67,174762674.0,1450000,0,andhra_pradesh,kurnool,2019,GEN,456395,1188327,38.41,8300
3248,mnaganna,SUCI(C),1,Illiterate,66,444500.0,15000,0,andhra_pradesh,kurnool,2019,,1285,1188327,0.11,8082
772,balashowryvallabhaneni,YSRCP,2,Post Graduate,50,990575840.0,746310844,1,andhra_pradesh,machilipatnam,2019,GEN,572850,1244570,46.03,8615
818,bandreddiramakrishna,Janasena Party,0,Post Graduate,44,100800000.0,37600000,0,andhra_pradesh,machilipatnam,2019,,113442,1244570,9.11,17069
1767,gandhidhanekula,IND,0,10th Pass,70,1530000.0,700000,0,andhra_pradesh,machilipatnam,2019,,846,1244570,0.07,10809
1877,gollukrishna,INC,5,Others,55,8795000.0,11400000,0,andhra_pradesh,machilipatnam,2019,,12310,1244570,0.99,3482
2618,konakallanarayanarao,TDP,0,12th Pass,68,58649214.0,16809408,0,andhra_pradesh,machilipatnam,2019,GEN,512612,1244570,41.19,8300
3457,nadakuditinagagayathri,IND,0,Post Graduate,38,8921500.0,4390000,0,andhra_pradesh,machilipatnam,2019,,774,1244570,0.06,10809
3902,peramsivanageswararao,RPI(A),0,8th Pass,51,32000000.0,1000000,0,andhra_pradesh,machilipatnam,2019,,3627,1244570,0.29,12285
3926,pochabrahmanandareddy,YSRCP,1,Post Graduate,60,585932911.0,177035582,1,andhra_pradesh,nandyal,2019,GEN,720888,1299093,55.49,8615
81,adinarayanainty,BJP,1,Post Graduate,67,33885898.0,4479155,0,andhra_pradesh,nandyal,2019,,9066,1299093,0.7,1605
858,bcramanathareddy,IND,1,Graduate,54,26418457.0,2329020,0,andhra_pradesh,nandyal,2019,GEN,2543,1299093,0.2,10809
969,bhumakishorreddy,IND,0,10th Pass,35,19574000.0,2275000,0,andhra_pradesh,nandyal,2019,GEN,4852,1299093,0.37,10809
1258,csurendranathreddy,IND,0,12th Pass,54,925000.0,0,0,andhra_pradesh,nandyal,2019,GEN,1708,1299093,0.13,10809
1508,dmahammadrafi,B. C. United Front,0,10th Pass,29,50000.0,190000,0,andhra_pradesh,nandyal,2019,,649,1299093,0.05,1031
1526,dpjamalbasha,Anna YSR Congress Party,0,10th Pass,48,450000.0,70000,0,andhra_pradesh,nandyal,2019,,4089,1299093,0.31,932
1580,drlakshmikanthareddychitla,IND,0,Doctorate,34,170000.0,90000,0,andhra_pradesh,nandyal,2019,GEN,1429,1299093,0.11,10809
1704,elluribhupal,IND,0,Graduate,39,20000.0,20000,0,andhra_pradesh,nandyal,2019,,668,1299093,0.05,10809
2147,ivpakkirreddy,IND,2,Graduate,70,10948558.0,390264,0,andhra_pradesh,nandyal,2019,GEN,3103,1299093,0.24,10809
2286,jestadisudhakar,IND,1,10th Pass,38,462788.0,0,0,andhra_pradesh,nandyal,2019,,4542,1299093,0.35,10809
2632,kpkambagiriswamy,IND,1,10th Pass,40,1400000.0,600000,0,andhra_pradesh,nandyal,2019,GEN,767,1299093,0.06,10809
2994,mandrasivanandareddy,TDP,0,Graduate Professional,57,348903562.0,68693655,0,andhra_pradesh,nandyal,2019,GEN,470769,1299093,36.24,8300
3931,poluruguruvaiah,IND,0,Illiterate,30,50000.0,0,0,andhra_pradesh,nandyal,2019,,6099,1299093,0.47,10809
4149,pulanagamaddilety,Ambedkar National Congress,0,10th Pass,40,50000.0,0,0,andhra_pradesh,nandyal,2019,,937,1299093,0.07,840
4843,ruddireddyradhakrishna,AIFB,0,Others,38,500000.0,280000,0,andhra_pradesh,nandyal,2019,,673,1299093,0.05,3040
4893,saindumathi,IND,0,Graduate Professional,42,1960002.0,3498000,0,andhra_pradesh,nandyal,2019,,847,1299093,0.07,10809
2800,lavusrikrishnadevarayalu,YSRCP,0,Graduate Professional,36,177710073.0,10142413,1,andhra_pradesh,narasaraopet,2019,GEN,745557,1437420,51.87,8615
246,alluvenkatareddy,Pyramid Party of India,0,Graduate Professional,49,16364000.0,1290000,0,andhra_pradesh,narasaraopet,2019,,2894,1437420,0.2,6298
1682,durgampudiramireddy,IND,0,Illiterate,66,1945300.0,70000,0,andhra_pradesh,narasaraopet,2019,,2685,1437420,0.19,10809
1742,gaddalavenu,IND,0,Graduate,28,15000.0,0,0,andhra_pradesh,narasaraopet,2019,,622,1437420,0.04,10809
2435,kanakamsrinivasarao,National Nava Kranthi Party,0,10th Pass,40,50000.0,0,0,andhra_pradesh,narasaraopet,2019,,887,1437420,0.06,17098
2450,kannalakshminarayana,BJP,0,Graduate,64,391360844.0,22561506,0,andhra_pradesh,narasaraopet,2019,,15486,1437420,1.08,1605
2455,kantesayanna,IND,0,Graduate,40,2251000.0,0,0,andhra_pradesh,narasaraopet,2019,,365,1437420,0.03,10809
3731,pakkalasuribabu,INC,1,Post Graduate,60,74537563.0,19126000,0,andhra_pradesh,narasaraopet,2019,,11033,1437420,0.77,3482
4752,rayapatisambasivarao,TDP,0,Graduate,75,437940180.0,1233171,0,andhra_pradesh,narasaraopet,2019,GEN,591555,1437420,41.15,8300
4757,reddyboinaprasannakumar,IND,0,5th Pass,50,12500.0,0,0,andhra_pradesh,narasaraopet,2019,GEN,1383,1437420,0.1,10809
2459,kanumururaghuramakrishnaraju,YSRCP,3,Post Graduate,57,3259405378.0,1014467354,1,andhra_pradesh,narsapuram,2019,GEN,449234,1177738,38.14,8615
1287,dasarikrishnamurthy,India Praja Bandhu Party,0,10th Pass,32,703000.0,153000,0,andhra_pradesh,narsapuram,2019,,1603,1177738,0.14,3331
1791,ganjipurnima,RPI(A),0,Graduate,35,99000.0,0,0,andhra_pradesh,narsapuram,2019,,869,1177738,0.07,12285
1904,gottumukkalashivaji,IND,0,Post Graduate,48,8084000.0,0,0,andhra_pradesh,narsapuram,2019,SC,1275,1177738,0.11,10809
1917,gsraju,SP,0,10th Pass,51,1700000.0,0,0,andhra_pradesh,narsapuram,2019,,3471,1177738,0.29,7425
1955,gurugubillirambabu,Marxist Communist Party of India (United),0,5th Pass,52,30000.0,0,0,andhra_pradesh,narsapuram,2019,,583,1177738,0.05,5399
2458,kanumurubapiraju,INC,1,10th Pass,71,143319558.0,0,0,andhra_pradesh,narsapuram,2019,GEN,13941,1177738,1.18,3482
2462,kapaul,Praja Shanthi Party,2,12th Pass,55,78000.0,207017,0,andhra_pradesh,narsapuram,2019,,3046,1177738,0.26,6134
3179,medapativarahalareddy,IND,0,10th Pass,44,26680000.0,1300000,0,andhra_pradesh,narsapuram,2019,GEN,2684,1177738,0.23,10809
3461,nagababukonidela,Janasena Party,0,Graduate Professional,58,367820773.0,21678798,0,andhra_pradesh,narsapuram,2019,,250802,1177738,21.3,17069
3495,nallamsuryachandrarao,Pyramid Party of India,0,Graduate,59,20935000.0,898000,0,andhra_pradesh,narsapuram,2019,,2210,1177738,0.19,6298
3497,nallirajesh,IND,6,10th Pass,36,3239775.0,2362420,0,andhra_pradesh,narsapuram,2019,SC,2653,1177738,0.23,10809
4175,pydikondalamanikyalarao,BJP,3,12th Pass,58,22392505.0,1242976,0,andhra_pradesh,narsapuram,2019,,12414,1177738,1.05,1605
75,adalaprabhakarareddy,YSRCP,0,12th Pass,70,2211663364.0,152281255,1,andhra_pradesh,nellore,2019,GEN,683830,1287036,53.13,8615
859,beedamasthanrao,TDP,0,Graduate,60,1654392880.0,680973688,0,andhra_pradesh,nellore,2019,,535259,1287036,41.59,8300
1084,buttinagaraju,IND,0,Post Graduate,49,9430000.0,4073216,0,andhra_pradesh,nellore,2019,,1101,1287036,0.09,10809
1144,chandrarajagopal,CPI(M),2,10th Pass,67,2353200.0,240000,0,andhra_pradesh,nellore,2019,,18830,1287036,1.46,14635
1189,chevurudevakumarreddy,INC,2,12th Pass,61,73819429.0,3948741,0,andhra_pradesh,nellore,2019,GEN,10021,1287036,0.78,3482
1208,chinnivenkateswarlu,Pyramid Party of India,0,Literate,67,1280000.0,0,0,andhra_pradesh,nellore,2019,,841,1287036,0.07,6298
1642,drssureshbabu,IND,0,Doctorate,42,9550548.0,0,0,andhra_pradesh,nellore,2019,,1482,1287036,0.12,10809
2449,kankanalapenchalanaidu,IND,0,8th Pass,33,,0,0,andhra_pradesh,nellore,2019,,668,1287036,0.05,10809
3178,medamallareddy,IND,0,5th Pass,68,1640000.0,0,0,andhra_pradesh,nellore,2019,GEN,598,1287036,0.05,10809
3527,narasapuramprasad,IND,0,Others,50,8563000.0,0,0,andhra_pradesh,nellore,2019,,2399,1287036,0.19,10809
5048,sannapureddysureshreddy,BJP,1,Graduate,58,28828964.0,700000,0,andhra_pradesh,nellore,2019,GEN,12513,1287036,0.97,1605
5249,shaikmahaboobbashamabu,RPI(A),1,Graduate Professional,35,,0,0,andhra_pradesh,nellore,2019,,1319,1287036,0.1,12285
2879,maguntasreenivasulureddy,YSRCP,0,Graduate,65,266583686.0,91302133,1,andhra_pradesh,ongole,2019,GEN,739202,1342368,55.07,8615
864,bellamkondasaibabu,Janasena Party,0,Graduate Professional,49,13866784.0,2472903,0,andhra_pradesh,ongole,2019,,29379,1342368,2.19,17069
997,billachennaiah,IND,0,12th Pass,49,2837000.0,1846848,0,andhra_pradesh,ongole,2019,,673,1342368,0.05,10809
1638,drsirivellaprasad,INC,0,Doctorate,51,2069078.0,0,0,andhra_pradesh,ongole,2019,,8139,1342368,0.61,3482
2523,kavurivenubabunaidu,IND,0,10th Pass,41,2291000.0,1050000,0,andhra_pradesh,ongole,2019,GEN,565,1342368,0.04,10809
2619,kondapraveenkumar,Navodayam Party,0,10th Pass,45,20000.0,0,0,andhra_pradesh,ongole,2019,,811,1342368,0.06,5841
2874,madhuyattapu,IND,0,Graduate,33,2800000.0,900000,0,andhra_pradesh,ongole,2019,,1160,1342368,0.09,10809
3108,maramsrinivasareddy,Praja Shanthi Party,0,Post Graduate,27,52197.0,0,0,andhra_pradesh,ongole,2019,GEN,3258,1342368,0.24,6134
3280,mohanayyappa,IND,0,Post Graduate,29,136431.0,47495,0,andhra_pradesh,ongole,2019,,1451,1342368,0.11,10809
219,akulasatyanarayana,Janasena Party,0,Post Graduate,55,673924565.0,461954372,0,andhra_pradesh,rajahmundry,2019,,155807,1250427,12.46,17069
813,bandarurajeswararao,Jana Jagruti Party,0,5th Pass,59,205700.0,0,0,andhra_pradesh,rajahmundry,2019,,1035,1250427,0.08,17070
1823,geddamdavidnelsonbabu,Ambedkarite Party of India,1,Post Graduate,60,5020544.0,760000,0,andhra_pradesh,rajahmundry,2019,,1757,1250427,0.14,880
2747,kuruvellabhanuchandar,IND,0,10th Pass,34,40000.0,0,0,andhra_pradesh,rajahmundry,2019,,1242,1250427,0.1,10809
3498,nallurivijayasrinivasarao,INC,0,12th Pass,55,562700.0,261693,0,andhra_pradesh,rajahmundry,2019,,12725,1250427,1.02,3482
4173,pvmidhunreddy,YSRCP,3,Post Graduate,42,665085701.0,205473477,1,andhra_pradesh,rajampet,2019,GEN,702211,1224354,57.35,8615
570,asadivenkatadri,Rashtriya Krantikari Samajwadi Party,0,12th Pass,61,850000.0,80000,0,andhra_pradesh,rajampet,2019,SC,3460,1224354,0.28,12157
1288,dasathyaprabha,TDP,0,12th Pass,68,2204833211.0,593275186,0,andhra_pradesh,rajampet,2019,,433927,1224354,35.44,8300
2477,karimullakhanpattan,Navataram Party,0,Post Graduate,40,1677823.0,0,0,andhra_pradesh,rajampet,2019,,1135,1224354,0.09,17117
3562,nareshkumarpoojala,IND,0,Others,25,73786.0,0,0,andhra_pradesh,rajampet,2019,,1768,1224354,0.14,10809
872,bethavivekanandamaharaj,IND,0,Graduate,33,133000.0,0,0,andhra_pradesh,srikakulam,2019,,3818,1157329,0.33,10809
3130,mattasatishchakravarthy,Pyramid Party of India,0,Post Graduate,37,1450117.0,10060,0,andhra_pradesh,srikakulam,2019,,1448,1157329,0.13,6298
3204,mettaramarao,Janasena Party,0,Post Graduate,53,63385326.0,0,0,andhra_pradesh,srikakulam,2019,,31956,1157329,2.76,17069
3482,naidugarirajasekhar,IND,0,Post Graduate,35,41500.0,0,0,andhra_pradesh,srikakulam,2019,,5156,1157329,0.45,10809
3500,namballakrishnamohan,IND,1,Graduate,44,707000.0,500000,0,andhra_pradesh,srikakulam,2019,,4836,1157329,0.42,10809
3904,perlasambamurthy,BJP,0,Post Graduate,58,375199993.0,120000000,0,andhra_pradesh,srikakulam,2019,,8390,1157329,0.72,1605
793,ballidurgaprasadrao,YSRCP,0,Graduate Professional,63,17426921.0,0,1,andhra_pradesh,tirupati,2019,SC,722877,1313515,55.03,8615
1048,bommisriharirao,BJP,0,Graduate,44,1702000.0,0,0,andhra_pradesh,tirupati,2019,SC,16125,1313515,1.23,1605
1212,chintamohan,INC,0,Graduate Professional,64,22808300.0,2007093,0,andhra_pradesh,tirupati,2019,SC,24039,1313515,1.83,3482
1513,doctordaggumatisreeharirao,BSP,0,Graduate Professional,52,6045000.0,5279699,0,andhra_pradesh,tirupati,2019,SC,20971,1313515,1.6,16651
2512,kattamanchiprabhakar,IND,0,Post Graduate,51,326587.0,0,0,andhra_pradesh,tirupati,2019,SC,1430,1313515,0.11,10809
2682,ksmunirathnam,IND,0,Others,65,5892600.0,0,0,andhra_pradesh,tirupati,2019,SC,2119,1313515,0.16,10809
3370,msolomon,Andhra Rastra Praja Samithi,0,Graduate Professional,65,1000000.0,0,0,andhra_pradesh,tirupati,2019,SC,1563,1313515,0.12,927
3617,neeruguttunageshmaphilosophy,Janapaalana Party (Democratic),0,Post Graduate,32,1338000.0,180000,0,andhra_pradesh,tirupati,2019,SC,913,1313515,0.07,17114
3748,panabakalakshmi,TDP,0,Doctorate,60,94021818.0,0,0,andhra_pradesh,tirupati,2019,SC,494501,1313515,37.65,8300
365,andukurivijayabhaskar,India Praja Bandhu Party,0,Graduate Professional,49,5000.0,0,0,andhra_pradesh,vijayawada,2019,,420,915106,0.05,3331
1046,bolisettyharibabu,IND,1,Illiterate,60,45608000.0,10944696,0,andhra_pradesh,vijayawada,2019,GEN,1739,1277711,0.14,10809
3258,mohammadishaq,IND,0,12th Pass,47,5276961.0,512010,0,andhra_pradesh,vijayawada,2019,,1218,1277711,0.1,10809
3508,nandininallaghatla,IND,0,Post Graduate,43,509343.0,409343,0,andhra_pradesh,vijayawada,2019,,953,1277711,0.07,10809
3523,naraharisettynarasimharao,INC,1,Graduate Professional,58,19342702.0,6788257,0,andhra_pradesh,vijayawada,2019,,16261,1277711,1.27,3482
