,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year,Candidate_Type,Votes,Valid_Votes,Vote_Share_Percentage,Party_ID
1708,elvisgomes,AAP,1,Graduate Professional,56,9676888.0,0,0,goa,south_goa,2019,,20891,424575,4.92,13
3135,mayurkhanconkar,IND,0,Graduate,28,1240000.0,0,0,goa,south_goa,2019,,1705,424575,0.4,10809
4448,rakhiamitnaik,SHS,1,Graduate,34,4666160.0,1235000,0,goa,south_goa,2019,,1763,424575,0.42,18691
3855,patelhasmukhbhaisomabhai,BJP,0,Others,58,74699690.0,6252577,1,gujarat,ahmedabad_east,2019,GEN,749834,1116367,67.17,1605
671,atulbhainanubhaikathiriya,IND,0,Graduate,34,2895740.0,33199,0,gujarat,ahmedabad_east,2019,,6082,1116367,0.54,10809
930,bharvadsaileshkumarkalidas,IND,2,8th Pass,42,3590000.0,1800000,0,gujarat,ahmedabad_east,2019,,573,1116367,0.05,10809
938,bhattsunilkumarnarendrabhai,Right to Recall Party,0,Post Graduate,38,2505720.0,0,0,gujarat,ahmedabad_east,2019,GEN,1155,1108661,0.1,17316
1174,chauhankiritbhai,IND,0,10th Pass,45,2850000.0,0,0,gujarat,ahmedabad_east,2019,,3548,1116367,0.32,10809
1175,chauhannarendrasinhmakhatulsinh,Yuva Jan Jagriti Party,0,Graduate,51,5310700.0,16071,0,gujarat,ahmedabad_east,2019,,589,1116367,0.05,8594
1361,devdadasharathmisarilal,IND,1,5th Pass,55,65000.0,0,0,gujarat,ahmedabad_east,2019,,1395,1116367,0.12,10809
2362,kadrimohammadsabir,Ambedkar National Congress,0,5th Pass,33,50000.0,0,0,gujarat,ahmedabad_east,2019,,628,1116367,0.06,840
2937,maheshprabhudasahuja,IND,1,Others,57,11137240.0,1528108,0,gujarat,ahmedabad_east,2019,GEN,1791,1116367,0.16,10809
3087,manojpremchandgupta,Sarvodaya Bharat Party,0,8th Pass,35,3925000.0,1600000,0,gujarat,ahmedabad_east,2019,GEN,604,1116367,0.05,7712
3218,minaxibenrakeshkumarsolanki,IND,0,Graduate,32,6963794.0,0,0,gujarat,ahmedabad_east,2019,,898,1116367,0.08,10809
3225,mishraarjunramshankar,Jan Sangharsh Virat Party,0,Others,27,95166.0,161113,0,gujarat,ahmedabad_east,2019,,821,1116367,0.07,4165
3226,mishrarajkumarmalekchand,IND,0,12th Pass,36,4240000.0,2778000,0,gujarat,ahmedabad_east,2019,,534,1116367,0.05,10809
3407,mundraanilkumar,Lok Gathbandhan Party,0,Graduate Professional,40,1839497.0,324958,0,gujarat,ahmedabad_east,2019,,635,1116367,0.06,5013
3810,pareshkumarnanubhaimulani,IND,0,Doctorate,47,2100000.0,0,0,gujarat,ahmedabad_east,2019,,458,1116367,0.04,10809
4334,rajeshmaurya,Prajatantra Aadhar Party,0,10th Pass,44,17796.0,0,0,gujarat,ahmedabad_east,2019,,1346,1116367,0.12,6189
5310,sharmabrijeshkumarujagarlal,IND,0,Graduate,38,26800.0,0,0,gujarat,ahmedabad_east,2019,,1337,1116367,0.12,10809
956,bhitorabhaveshchimanbhai,IND,0,12th Pass,34,66000.0,21000,0,gujarat,ahmedabad_west,2019,SC,810,997024,0.08,10809
1173,chauhanharishbhaijethabhai,Rashtriya Power Party,0,Graduate Professional,40,3293451.0,0,0,gujarat,ahmedabad_west,2019,SC,2063,997024,0.21,24360
1501,dipikajitendrakumarsutaria,Manvadhikar National Party,0,12th Pass,49,25570000.0,0,0,gujarat,ahmedabad_west,2019,SC,615,997024,0.06,5355
2036,harshadkumarlaxmanbhaisolanki,Right to Recall Party,0,10th Pass,28,149586.0,0,0,gujarat,ahmedabad_west,2019,SC,621,997024,0.06,17316
2900,mahediamahendrabhaiparsottamdas,IND,1,Graduate,62,14182000.0,400000,0,gujarat,ahmedabad_west,2019,SC,1351,997024,0.14,10809
2964,malhotrapankajkumardayabhaidoctorsaheb,IND,0,Graduate Professional,45,4000.0,0,0,gujarat,ahmedabad_west,2019,SC,1420,997024,0.14,10809
4415,rajuparmar,INC,0,Graduate,68,262997727.0,18943977,0,gujarat,ahmedabad_west,2019,SC,320076,997024,32.1,3482
2361,kachhadiyanaranbhaibhikhabhai,BJP,0,12th Pass,64,35900763.0,828961,1,gujarat,amreli,2019,GEN,529035,909167,58.19,1605
1170,chauhandayabhaibhagvanbhai,IND,0,Literate,54,1100000.0,130000,0,gujarat,amreli,2019,,1553,909167,0.17,10809
1176,chauhanravjibhaimulabhai,BSP,0,Literate,47,133189.0,0,0,gujarat,amreli,2019,,9691,909167,1.07,16651
1404,dhapadharamshibhairamjibhai,Vyavastha Parivartan Party,2,10th Pass,45,3060000.0,177000,0,gujarat,amreli,2019,,7836,1041279,0.75,8518
3809,pareshdhanani,INC,0,Graduate,42,14342991.0,0,0,gujarat,amreli,2019,,327604,909167,36.03,3482
916,bharatbhaimadhavsinhsolanki,INC,0,Graduate Professional,65,54490955.0,1934855,0,gujarat,anand,2019,GEN,435379,1108661,39.27,3482
936,bhattashishkumarmanojkumar,Akhil Bharatiya Jan Sangh,0,12th Pass,42,2107881.0,104000,0,gujarat,anand,2019,GEN,1034,1108661,0.09,9325
937,bhattsunilkumarnarendrabhai,Right to Recall Party,0,Post Graduate,38,2505720.0,0,0,gujarat,anand,2019,GEN,704,1116367,0.06,17316
1177,chavdakaushikkumar,IND,0,Post Graduate,45,11646000.0,100000,0,gujarat,anand,2019,,1064,1108661,0.1,10809
1550,drchandraben,IND,1,Doctorate,56,40641649.0,7060912,0,gujarat,banaskantha,2019,,2261,1102081,0.21,10809
2173,jagdishjiparthijidharani,IND,0,12th Pass,46,653714.0,105400,0,gujarat,banaskantha,2019,,1492,1102081,0.14,10809
2861,madhunirupaben,IND,0,Graduate,40,351400.0,0,0,gujarat,banaskantha,2019,,6845,1102081,0.62,10809
3729,padhiyarbharatkumarishvarlal,IND,0,5th Pass,42,60100.0,0,0,gujarat,banaskantha,2019,,1507,1102081,0.14,10809
3819,parmarchhaganchandrarajdhanabhai,IND,0,10th Pass,52,4520750.0,0,0,gujarat,banaskantha,2019,,2516,1102081,0.23,10809
3826,parsaniibrahimbhaipirabhai,IND,0,5th Pass,38,1366760.0,0,0,gujarat,banaskantha,2019,,3679,1102081,0.33,10809
3831,parthibhaigalbabhaibhatol,INC,1,10th Pass,75,40404078.0,2164385,0,gujarat,banaskantha,2019,,310812,1102081,28.2,3482
4160,purohitshyamabennaranbhai,IND,0,Graduate,33,2578000.0,2306381,0,gujarat,banaskantha,2019,,11069,1102081,1.0,10809
3801,parbhubhainagarbhaivasava,BJP,0,Others,49,28350217.0,3676869,1,gujarat,bardoli,2019,ST,742273,1348038,55.06,1605
554,arvindbhaibhanabhairathod,IND,0,5th Pass,49,157500.0,0,0,gujarat,bardoli,2019,ST,1730,1348038,0.13,10809
1472,dineshbhaigulabbhaichaudhari,BSP,0,Post Graduate,43,95000.0,0,0,gujarat,bardoli,2019,ST,9520,1348038,0.71,16651
1762,gamitkaushikbhaivirendrabhai,Sardar Vallabhbhai Patel Party,0,8th Pass,43,290000.0,62300,0,gujarat,bardoli,2019,ST,5343,1348038,0.4,7682
1763,gamitmohanbhaibabubhai,Bahujan Republican Socialist Party,0,Graduate Professional,74,2382000.0,0,0,gujarat,bardoli,2019,ST,1692,1348038,0.13,1096
1764,gamitsureshbhaibabubhai,Svatantra Bharat Satyagrah Party,0,10th Pass,53,365000.0,0,0,gujarat,bardoli,2019,ST,1572,1348038,0.12,8160
4007,pragneshbhairatilalchaudhari,IND,0,Graduate,41,5420035.0,2050000,0,gujarat,bardoli,2019,ST,3828,1348038,0.28,10809
1545,drbharatibendhirubhaishiyal,BJP,0,Graduate Professional,55,17753161.0,3689036,1,gujarat,bhavnagar,2019,GEN,661273,1041279,63.51,1605
1111,champabenzaverbhaichauhan,IND,0,Post Graduate,59,3771365.0,0,0,gujarat,bhavnagar,2019,,1828,1041279,0.18,10809
1403,dhapadharamshibhairamjibhai,Vyavastha Parivartan Party,2,10th Pass,45,3060000.0,177000,0,gujarat,bhavnagar,2019,,4747,909167,0.52,8518
4710,rathvagitabenvajesingbhai,BJP,0,12th Pass,47,8634660.0,0,1,gujarat,chhota_udaipur,2019,ST,764445,1232459,62.03,1605
4700,rathavaranjitsinhmohansinh,INC,0,Graduate,53,34721898.0,3769537,0,gujarat,chhota_udaipur,2019,ST,386502,1232459,31.36,3482
4709,rathvabhavsingbhainamarsingbhai,IND,1,5th Pass,40,300000.0,0,0,gujarat,chhota_udaipur,2019,ST,6887,1232459,0.56,10809
4711,rathvamaganbhaichathiyabhai,IND,0,Others,62,1475000.0,0,0,gujarat,chhota_udaipur,2019,ST,8782,1232459,0.71,10809
877,bhabhordhulabhaiditabhai,BSP,0,10th Pass,64,71845.0,0,0,gujarat,dahod,2019,ST,11339,1063212,1.07,16651
2171,jagdishbhaimanilalmeda,Bharatiya National Janta Dal,0,8th Pass,39,50000.0,0,0,gujarat,dahod,2019,ST,3824,1063212,0.36,9441
2380,kalararamsingbhainanjibhai,Hindusthan Nirman Dal,0,12th Pass,47,283616.0,0,0,gujarat,dahod,2019,ST,3836,1063212,0.36,3288
2507,katarababubhaikhimabhai,INC,1,Graduate,58,48020539.0,2490502,0,gujarat,dahod,2019,ST,434164,1063212,40.84,3482
298,amitshah,BJP,4,12th Pass,54,403275307.0,4769587,1,gujarat,gandhinagar,2019,GEN,894624,1284090,69.67,1605
1136,chandrapalhasmukhbavjibhai,Peoples Party of India (Democratic),0,12th Pass,54,4994296.0,270000,0,gujarat,gandhinagar,2019,,1438,1284090,0.11,6054
2270,jayendrakarshanbhairathod,BSP,0,Post Graduate,35,805781.0,0,0,gujarat,gandhinagar,2019,,6400,1284090,0.5,16651
2562,khodabhailalajibhaidesai,IND,2,5th Pass,51,188690310.0,0,0,gujarat,gandhinagar,2019,GEN,695,1284090,0.05,10809
2909,mahendrabhaisomabhaipatni,IND,0,8th Pass,32,10000.0,0,0,gujarat,gandhinagar,2019,,1559,1284090,0.12,10809
2957,makwanaanilkumarsomabhai,IND,0,5th Pass,52,1273032.0,0,0,gujarat,gandhinagar,2019,SC,1691,1284090,0.13,10809
4221,rahulchimanbhaimehta,Right to Recall Party,0,Post Graduate,50,54819000.0,0,0,gujarat,gandhinagar,2019,GEN,1097,1284090,0.09,17316
4708,rathodvaljibhaibecharbhai,IND,3,Literate,44,959500.0,0,0,gujarat,gandhinagar,2019,,2664,1284090,0.21,10809
5341,shekhshahinbanumolanamustak,IND,0,5th Pass,35,753000.0,32000,0,gujarat,gandhinagar,2019,,5895,1284090,0.46,10809
3941,poonambenhematbhaimaadam,BJP,0,Graduate,44,427331034.0,98632194,1,gujarat,jamnagar,2019,GEN,591588,1010965,58.52,1605
3,aaminmamadbhaisafiya,IND,0,8th Pass,30,46100.0,0,0,gujarat,jamnagar,2019,,477,1010965,0.05,10809
853,bathvarnanjiamarshi,IND,0,Literate,56,310000.0,0,0,gujarat,jamnagar,2019,,5249,1010965,0.52,10809
854,baximrudulashwinkumar,IND,0,Post Graduate,30,118500.0,0,0,gujarat,jamnagar,2019,,3106,1010965,0.31,10809
904,bhanderiamarshibhaichhaganbhai,IND,0,8th Pass,47,112734000.0,92475000,0,gujarat,jamnagar,2019,,396,1010965,0.04,10809
923,bharatramjibhaidagara,IND,0,8th Pass,33,120400.0,0,0,gujarat,jamnagar,2019,,921,1010965,0.09,10809
927,bharkhanikarabhaijivabhai,IND,0,Illiterate,50,91000.0,0,0,gujarat,jamnagar,2019,,1448,1010965,0.14,10809
1172,chauhandhirajkantilal,IND,7,8th Pass,32,883500.0,0,0,gujarat,jamnagar,2019,,774,1010965,0.08,10809
1271,dalvadinakumrasiklalji,IND,0,10th Pass,30,6998443.0,3605798,0,gujarat,jamnagar,2019,,10060,1010965,1.0,10809
1517,dongajayantilalarjanbhai,IND,0,10th Pass,53,12516500.0,1700000,0,gujarat,jamnagar,2019,,2489,1010965,0.25,10809
2187,jahidaavadjami,IND,0,Graduate,47,172000.0,0,0,gujarat,jamnagar,2019,,1246,1010965,0.12,10809
2441,kandoriyamulubhairanmalbhai,INC,1,Graduate,61,290828040.0,43838249,0,gujarat,jamnagar,2019,,354784,1010965,35.09,3482
2954,makraniajazahmed,IND,0,8th Pass,37,87000.0,0,0,gujarat,jamnagar,2019,,479,1010965,0.05,10809
3490,nakumnarmadabenkhodalal,IND,0,5th Pass,60,787108.0,89883,0,gujarat,jamnagar,2019,,2113,1010965,0.21,10809
3947,popatputrarafikabubakar,IND,0,8th Pass,58,136000.0,0,0,gujarat,jamnagar,2019,GEN,8216,1010965,0.81,10809
4182,rabarikarshanbhaijeshabhai,IND,0,10th Pass,47,1928903.0,1419300,0,gujarat,jamnagar,2019,,1436,1010965,0.14,10809
4923,samayusuf,IND,1,8th Pass,52,366000.0,0,0,gujarat,jamnagar,2019,GEN,649,1010965,0.06,10809
5090,sapariyavijaykumarmansukhbhai,IND,0,8th Pass,38,2968835.0,0,0,gujarat,jamnagar,2019,,772,1010965,0.08,10809
1229,chudasamarajeshbhainaranbhai,BJP,1,12th Pass,36,10866041.0,1481768,1,gujarat,junagadh,2019,GEN,547744,1004743,54.52,1605
977,bhutashokbhaibhimjibhai,Rashtriya Samajwadi Party (Secular),0,8th Pass,66,7882314.0,1361151,0,gujarat,junagadh,2019,GEN,3256,1004743,0.32,12427
1372,devengovindbhaivanvi,BSP,0,12th Pass,48,503683.0,0,0,gujarat,junagadh,2019,,25691,1004743,2.56,16651
1996,hareshmanubhaisardhara,IND,0,Graduate,38,769762.0,0,0,gujarat,junagadh,2019,,3491,1004743,0.35,10809
2475,kariadhirenbhaiamrutlal,IND,28,10th Pass,37,82928865.0,5796716,0,gujarat,junagadh,2019,,884,1004743,0.09,10809
3750,panchabhaibhayabhaidamaniya,IND,0,5th Pass,36,870364.0,0,0,gujarat,junagadh,2019,,1209,1004743,0.12,10809
3996,pradipbhaimavjibhaitank,IND,0,10th Pass,44,6767500.0,835000,0,gujarat,junagadh,2019,,1139,1004743,0.11,10809
4707,rathodnathabhaivasharambhai,Vyavastha Parivartan Party,0,8th Pass,69,3825000.0,0,0,gujarat,junagadh,2019,,916,1004743,0.09,8518
1179,chavdavinodlakhamshi,BJP,0,Post Graduate,40,33508455.0,12458607,1,gujarat,kachchh,2019,SC,637034,1023198,62.26,1605
722,babulalamarshivaghela,IND,0,Illiterate,55,30000.0,0,0,gujarat,kachchh,2019,SC,2141,1023198,0.21,10809
1178,chavdapravinbhaichanabhai,Hindusthan Nirman Dal,0,10th Pass,50,1420000.0,750547,0,gujarat,kachchh,2019,SC,2155,1023198,0.21,3288
1444,dhirubhaibabulalshrimali,New All India Congress Party,0,10th Pass,50,37500.0,0,0,gujarat,kachchh,2019,SC,1596,1023198,0.16,5860
2761,lakhubhaivaghela,BSP,0,5th Pass,51,825650.0,0,0,gujarat,kachchh,2019,SC,7448,1023198,0.73,16651
2944,maheshwaridevjibhaivachhiyabhai,Bahujan Mukti Party,1,Graduate Professional,43,5128027.0,1420000,0,gujarat,kachchh,2019,SC,10098,1023198,0.99,1074
3116,marumanishabharat,IND,0,5th Pass,37,327000.0,0,0,gujarat,kachchh,2019,SC,4984,1023198,0.49,10809
3191,meghvalbhimjibhaibhikhabhai,IND,0,10th Pass,34,756102.0,393950,0,gujarat,kachchh,2019,SC,5761,1023198,0.56,10809
3567,nareshnaranbhaimaheshwari,INC,0,Graduate,52,3813627.0,144294,0,gujarat,kachchh,2019,SC,331521,1023198,32.4,3482
1171,chauhandevusinh,BJP,0,Others,54,13023202.0,995240,1,gujarat,kheda,2019,GEN,714572,1098633,65.04,1605
5307,shardabenanilbhaipatel,BJP,0,12th Pass,71,440308300.0,7477793,1,gujarat,mahesana,2019,GEN,659525,1081938,60.96,1605
196,ajpatel,INC,0,Graduate Professional,73,698773712.0,96220673,0,gujarat,mahesana,2019,GEN,378006,1081938,34.94,3482
837,barotkuldipkumarbharatkumar,Yuva Jan Jagriti Party,0,Graduate,30,1465000.0,850000,0,gujarat,mahesana,2019,,919,1081938,0.08,8594
1166,chaudharisendhabhaiabherajbhai,Bahujan Mukti Party,0,Post Graduate,44,8431116.0,0,0,gujarat,mahesana,2019,,4585,1081938,0.42,1074
3851,patelambalaltalashibhai,IND,0,Graduate Professional,71,6500500.0,71000,0,gujarat,mahesana,2019,GEN,4001,1081938,0.37,10809
3852,patelanitabenramabhai,IND,0,8th Pass,33,551000.0,0,0,gujarat,mahesana,2019,GEN,2119,1081938,0.2,10809
4013,prajapatikanubhaiamatharam,Bharatiya Rashtravadi Paksha,0,5th Pass,52,8230642.0,0,0,gujarat,mahesana,2019,,992,1081938,0.09,1771
4706,rathodgulabsinhdursinh,IND,0,10th Pass,28,4347000.0,145000,0,gujarat,mahesana,2019,,5221,1081938,0.48,10809
1911,govindbhailaxmanbhairathod,IND,0,5th Pass,62,1765000.0,230000,0,gujarat,navsari,2019,SC,4195,1308018,0.32,10809
2075,hiramaniben,Rashtriya Samaj Paksha,0,8th Pass,32,186000.0,1300000,0,gujarat,navsari,2019,,3016,1308018,0.23,6792
2191,jainrajendrakumaranilkumar,IND,0,Post Graduate,32,534450.0,0,0,gujarat,navsari,2019,,2104,1308018,0.16,10809
3850,pasvanvirendra,Bharatiya Bahujan Congress,0,10th Pass,49,826000.0,0,0,gujarat,navsari,2019,,497,1308018,0.04,15789
4895,saiyadmehmudahmad,IND,0,10th Pass,61,258400.0,0,0,gujarat,navsari,2019,,797,1308018,0.06,10809
5339,shekhhamidramjan,IND,1,Literate,57,75000.0,0,0,gujarat,navsari,2019,,663,1308018,0.05,10809
1261,dabhibharatsinhjishankarji,BJP,0,Graduate,64,47373221.0,5613860,1,gujarat,patan,2019,,633368,1126256,56.24,1605
1167,chaudharishaileshkumarkanjibhai,IND,0,12th Pass,36,1960000.0,0,0,gujarat,patan,2019,,1222,1126256,0.11,10809
2959,makwanavaghabhaimaganbhai,IND,0,10th Pass,47,390000.0,0,0,gujarat,patan,2019,,2044,1126256,0.18,10809
4012,prajapatijayantibhaidevabhai,Hindusthan Nirman Dal,0,5th Pass,49,913425.0,419576,0,gujarat,patan,2019,,2788,1126256,0.25,3288
4705,rathodgovindbhaibhikhabhai,IND,0,8th Pass,35,190543.0,0,0,gujarat,patan,2019,,7304,1126256,0.65,10809
2784,lalitvasoya,INC,2,12th Pass,57,23284746.0,509206,0,gujarat,porbandar,2019,,334058,949947,35.17,3482
4181,rabaridasabhaikarabhai,IND,1,8th Pass,33,230000.0,0,0,gujarat,porbandar,2019,,3929,949947,0.41,10809
4779,reshmapatel,IND,0,12th Pass,34,8765565.0,0,0,gujarat,porbandar,2019,GEN,3716,949947,0.39,10809
2278,jbchauhan,IND,0,5th Pass,40,92500.0,0,0,gujarat,rajkot,2019,,970,1195271,0.08,10809
2363,kagatharalalitbhai,INC,2,Graduate,61,97582897.0,82106333,0,gujarat,rajkot,2019,,390238,1195271,32.65,3482
4704,rathoddipsinhshankarsinh,BJP,0,8th Pass,67,23997443.0,0,1,gujarat,sabarkantha,2019,GEN,701983,1218353,57.62,1605
2376,kalabhaibababhaiparmar,IND,0,Post Graduate,49,555000.0,0,0,gujarat,sabarkantha,2019,,1510,1218353,0.12,10809
2555,kharadidharmendrasinghsamsubhai,Bhartiya Tribal Party,0,Post Graduate,34,2697325.0,1388000,0,gujarat,sabarkantha,2019,,2833,1218353,0.23,2055
2798,latababubhainathaji,IND,0,12th Pass,57,5425231.0,535554,0,gujarat,sabarkantha,2019,,7777,1218353,0.64,10809
2809,laxmishankarmadhusudanjoshi,Jan Satya Path Party,0,10th Pass,65,3450000.0,0,0,gujarat,sabarkantha,2019,GEN,1335,1218353,0.11,4169
3136,mayursinhvanrajsinhzala,Rashtra Vikas Zumbes Party,0,12th Pass,27,674667.0,0,0,gujarat,sabarkantha,2019,,1290,1218353,0.11,6352
3563,nareshkumarrameshbhaipatel,Bharatiya National Janta Dal,0,10th Pass,29,612000.0,250000,0,gujarat,sabarkantha,2019,GEN,1447,1218353,0.12,9441
3856,patelkeshavlalgangarambhai,IND,0,10th Pass,64,2432500.0,0,0,gujarat,sabarkantha,2019,GEN,4929,1218353,0.4,10809
3857,patelkiritkumarbabarbhai,IND,0,Graduate,41,4137000.0,330000,0,gujarat,sabarkantha,2019,GEN,2727,1218353,0.22,10809
4717,ravalrajubhaipunjabhai,IND,0,10th Pass,38,590918.0,0,0,gujarat,sabarkantha,2019,,17175,1218353,1.41,10809
4975,sanghanimustakbhaijamalbhai,IND,2,10th Pass,52,4635500.0,116000,0,gujarat,sabarkantha,2019,,2661,1218353,0.22,10809
2322,jogiyaamishavikrambhai,Sanyukt Vikas Party,0,Graduate,29,168500.0,38277,0,gujarat,surat,2019,,607,1068412,0.06,7674
905,bhanjibhaishekhava,IND,0,8th Pass,46,1670000.0,60000,0,gujarat,surendranagar,2019,,982,1077726,0.09,10809
935,bhathaniyafaridbhaiamijibhai,IND,0,5th Pass,32,575000.0,250000,0,gujarat,surendranagar,2019,,2887,1077726,0.27,10809
942,bhavanbhaidevjibhaivora,IND,0,Graduate,50,882000.0,0,0,gujarat,surendranagar,2019,SC,3816,1077726,0.35,10809
970,bhupatbhailaljibhaisolanki,IND,2,8th Pass,36,2755000.0,0,0,gujarat,surendranagar,2019,,1350,1077726,0.13,10809
1523,dostmer,IND,0,5th Pass,36,135000.0,0,0,gujarat,surendranagar,2019,,11103,1077726,1.03,10809
1878,goltarbhagvanbhaimaiyabhai,IND,5,Illiterate,69,2778407.0,250000,0,gujarat,surendranagar,2019,,2471,1077726,0.23,10809
1978,hanifbhaikayabhaikatiya,IND,0,5th Pass,54,55000.0,0,0,gujarat,surendranagar,2019,,2004,1077726,0.19,10809
2219,jargelahasanbhaiabdulbhai,IND,0,10th Pass,56,35000.0,0,0,gujarat,surendranagar,2019,,3110,1077726,0.29,10809
2396,kalubhaimalubhaivadaliya,IND,0,8th Pass,66,1526000.0,0,0,gujarat,surendranagar,2019,GEN,1133,1077726,0.11,10809
2476,karimbhaiadambhaiurfebababhai,IND,0,Literate,65,643800.0,0,0,gujarat,surendranagar,2019,,1134,1077726,0.11,10809
2613,kolipatellaljibhaichaturbhai,IND,1,Literate,63,45657414.0,0,0,gujarat,surendranagar,2019,GEN,4666,1077726,0.43,10809
2614,kolirameshbhaivirsangbhaivaghela,IND,0,Literate,39,265000.0,0,0,gujarat,surendranagar,2019,,1430,1077726,0.13,10809
2958,makwanadalpatbhailagharbhai,IND,0,5th Pass,68,135000.0,0,0,gujarat,surendranagar,2019,,746,1077726,0.07,10809
3566,nareshmakwana,IND,0,12th Pass,39,377300.0,0,0,gujarat,surendranagar,2019,,6637,1077726,0.62,10809
4703,rathodanandbhaipachanbhai,IND,0,Graduate,37,357269.0,0,0,gujarat,surendranagar,2019,,901,1077726,0.08,10809
4914,salimbhaishahbudinbhaipathan,IND,0,8th Pass,32,1725000.0,0,0,gujarat,surendranagar,2019,,1153,1077726,0.11,10809
5092,sapravipulr,IND,0,10th Pass,36,173500.0,0,0,gujarat,surendranagar,2019,,2615,1077726,0.24,10809
5106,sardarkhanmalek,IND,0,8th Pass,40,306000.0,0,0,gujarat,surendranagar,2019,,993,1077726,0.09,10809
4669,ranjanbenbhatt,BJP,0,12th Pass,56,29426428.0,0,1,gujarat,vadodara,2019,GEN,883719,1222348,72.3,1605
1608,drrahulvasudevbhaivyas,IND,0,Post Graduate,39,20924425.0,8389504,0,gujarat,vadodara,2019,,3457,1222348,0.28,10809
1874,gohilrinku,Yuva Jan Jagriti Party,0,12th Pass,32,2899350.0,1400000,0,gujarat,vadodara,2019,,3811,1222348,0.31,8594
2238,jatsubhassinghbrijlal,All India Hindustan Congress Party,1,Graduate,36,2925000.0,0,0,gujarat,vadodara,2019,,1097,1222348,0.09,662
3333,mohsimmiyasaiyadmohsinbapu,Bahujan Mukti Party,0,8th Pass,58,2136583.0,0,0,gujarat,vadodara,2019,,872,1222348,0.07,1074
3641,nimeshpatelkamrol,IND,0,Graduate,33,2679190.0,3022000,0,gujarat,vadodara,2019,GEN,963,1222348,0.08,10809
4820,rohitmadhusudanmohanbhai,BSP,0,Graduate,53,9024000.0,50000,0,gujarat,vadodara,2019,SC,7458,1222348,0.61,16651
5085,santoshssolanki,Bhartiya Manavadhikaar Federal Party,0,Post Graduate,30,847232.0,81774,0,gujarat,vadodara,2019,,858,1222348,0.07,18060
1576,drkcpatel,BJP,0,Graduate Professional,69,68239480.0,0,1,gujarat,valsad,2019,ST,771980,1260377,61.25,1605
1165,chaudharijitubhaiharjibhai,INC,1,8th Pass,54,6611455.0,0,0,gujarat,valsad,2019,ST,418183,1260377,33.18,3482
1796,ganvitjayendrabhailaxmanbhai,IND,0,Graduate,39,25000.0,0,0,gujarat,valsad,2019,ST,5819,1260377,0.46,10809
1801,gaurangbhairameshbhaipatel,IND,0,Graduate,35,700000.0,0,0,gujarat,valsad,2019,ST,2997,1260377,0.24,10809
3858,patelnareshbhaibabubhai,Sardar Vallabhbhai Patel Party,0,10th Pass,54,153000.0,0,0,gujarat,valsad,2019,ST,7178,1260377,0.57,7682
3860,patelpankajbhailallubhai,Bhartiya Tribal Party,0,10th Pass,36,855000.0,203280,0,gujarat,valsad,2019,ST,9536,1260377,0.76,2055
3862,patelumeshbhaimaganbhai,IND,0,12th Pass,46,15000.0,0,0,gujarat,valsad,2019,ST,7461,1260377,0.59,10809
4714,rattanlalkataria,BJP,0,Post Graduate,67,54361499.0,188861,1,haryana,ambala,2019,SC,746508,1316235,56.72,1605
380,anilkumar,RPI(A),0,Graduate Professional,37,1659500.0,910740,0,haryana,ambala,2019,,1436,980390,0.15,16442
535,arunkumar,CPI,0,Graduate Professional,46,1695000.0,0,0,haryana,ambala,2019,SC,7563,1316235,0.57,2444
871,betamamchandrattuwala,IND,0,Post Graduate,35,2885000.0,0,0,haryana,ambala,2019,SC,3270,1316235,0.25,10809
2234,jatindersingh,IND,0,10th Pass,36,332945.0,0,0,haryana,ambala,2019,SC,2637,1316235,0.2,10809
3556,nareshkumar,BSP,0,10th Pass,55,38090737.0,73613,0,haryana,ambala,2019,SC,1820,1451765,0.13,10809
4123,prithviraj,AAP,0,Graduate Professional,61,32258582.0,0,0,haryana,ambala,2019,SC,12302,1316235,0.93,13
4156,puranchand,Rashtriya Lokswaraj Party,0,8th Pass,61,5350000.0,0,0,haryana,ambala,2019,SC,719,1316235,0.05,6713
4280,rajenderkumarbhatli,Bhartiya Shakti Chetna Party,0,10th Pass,49,1849779.0,76500,0,haryana,ambala,2019,SC,1162,1316235,0.09,2047
4673,ranjeetsingh,IND,1,5th Pass,38,770000.0,0,0,haryana,ambala,2019,SC,3742,1316235,0.28,10809
4713,rattanlal,IND,0,Graduate,69,2749348.0,412714,0,haryana,ambala,2019,SC,1894,1316235,0.14,10809
4958,sandeepsingh,Aapki Apni Party (Peoples),0,8th Pass,26,645000.0,0,0,haryana,ambala,2019,SC,894,1316235,0.07,18403
5198,selja,INC,0,Post Graduate,56,240508152.0,0,0,haryana,ambala,2019,SC,404163,1316235,30.71,3482
801,balwansingh,INLD,2,12th Pass,37,4094534.0,1600000,0,haryana,bhiwani_mahendragarh,2019,,2194,1478795,0.15,10809
897,bhaisurenderdhanak,Bhartiya Janraj Party,0,10th Pass,29,837000.0,710000,0,haryana,bhiwani_mahendragarh,2019,,940,1161115,0.08,18464
1407,dharambirsinghs0fatehsingh,IND,0,Post Graduate,49,4640509.0,0,0,haryana,bhiwani_mahendragarh,2019,,1260,1161115,0.11,10809
1987,happysingh,IND,0,Illiterate,28,383000.0,0,0,haryana,bhiwani_mahendragarh,2019,,314,1161115,0.03,10809
