,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year,Candidate_Type,Votes,Valid_Votes,Vote_Share_Percentage,Party_ID
5361,shribishnupadaray,BJP,1,Graduate,59,1241034.0,0,1,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,75211,170103,44.21,1605
5370,shrikuldeepraisharma,INC,1,Graduate Professional,41,5409630.0,10374,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,72221,170103,42.46,3482
5373,shrimsmohan,BSP,0,10th Pass,50,5452500.0,300000,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,789,170103,0.46,16651
5374,shrinkpnair,CPI(ML)(L),0,10th Pass,54,1488456.0,62000,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,734,170103,0.43,2472
5378,shripradeepkumarekka,JDP,0,Others,37,410000.0,0,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,1785,170103,1.05,11044
5380,shriprganeshan,RJD,0,Not Given,71,329563.0,0,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,4916,170103,2.89,12103
5383,shritali,IND,0,12th Pass,37,445957.0,296000,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,398,170103,0.23,10809
5384,shritapankumarbepari,CPM,0,Post Graduate,52,3986000.0,0,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,7190,170103,4.23,14635
5385,shrivakiathvalappilkhalid,IND,0,8th Pass,41,57000.0,48362,0,andaman_and_nicobar_islands,andaman_and_nicobar_islands,2009,GEN,1480,170103,0.87,10809
75,adetukaram,BJP,0,10th Pass,55,865000.0,370000,0,andhra_pradesh,adilabad,2009,ST,57931,863581,6.71,1605
2659,kotnakramesh,INC,0,12th Pass,39,2600000.0,0,0,andhra_pradesh,adilabad,2009,ST,257181,863581,29.78,3482
4717,rathodsadashivnaik,BSP,0,Graduate,50,1150000.0,0,0,andhra_pradesh,adilabad,2009,ST,16471,863581,1.91,16651
1918,gvharshakumar,INC,1,Post Graduate,50,7289000.0,1014298,1,andhra_pradesh,amalapuram,2009,SC,368501,1023765,35.99,3482
222,akumarthisuryanarayana,Trilinga Praja Pragati Party,0,5th Pass,50,395000.0,0,0,andhra_pradesh,amalapuram,2009,SC,17999,1023765,1.76,12998
891,bheemaraoramjimuthabathula,PPOI,0,10th Pass,39,50000.0,0,0,andhra_pradesh,amalapuram,2009,SC,7261,1023765,0.71,6298
2609,kirankumarbinepe,PBHP,0,Not Given,43,15887.0,0,0,andhra_pradesh,amalapuram,2009,SC,4810,1023765,0.47,6124
3143,masaramadasu,RDMP,0,Not Given,45,20000.0,0,0,andhra_pradesh,amalapuram,2009,SC,2557,1023765,0.25,6447
3955,pothulaprameeladevi,PRAP,0,Graduate,55,550000.0,0,0,andhra_pradesh,amalapuram,2009,SC,328496,1023765,32.09,6132
4128,pvchakravarthi,RPI(KH),0,Graduate Professional,54,200000.0,0,0,andhra_pradesh,amalapuram,2009,SC,4480,1023765,0.44,14880
4823,sabbamhari,INC,0,12th Pass,55,85032286.0,450000,1,andhra_pradesh,anakapalle,2009,GEN,369968,1048154,35.3,3482
233,alluaravind,PRAP,1,Graduate,62,452181969.0,53958644,0,andhra_pradesh,anakapalle,2009,GEN,294183,1048154,28.07,6132
892,bheemisettinageswararao,RJD,0,Post Graduate,41,1120500.0,200000,0,andhra_pradesh,anakapalle,2009,GEN,6578,1048154,0.63,12103
995,boyinanageswararao,JD(U),0,5th Pass,52,500000.0,380898,0,andhra_pradesh,anakapalle,2009,GEN,3394,1048154,0.32,11002
3522,nandagopalgandham,IND,0,Others,60,148180000.0,30000000,0,andhra_pradesh,anakapalle,2009,GEN,12322,1048154,1.18,10809
3708,nookarapusuryaprakasarao,TDP,0,Graduate,50,119726600.0,0,0,andhra_pradesh,anakapalle,2009,GEN,317056,1048154,30.25,8300
3861,pathalasatyarao,IND,0,Literate,46,150000.0,0,0,andhra_pradesh,anakapalle,2009,GEN,9218,1048154,0.88,10809
4109,pulamarasettivenkataramana,PPOI,0,Graduate,28,3500.0,0,0,andhra_pradesh,anakapalle,2009,GEN,9978,1048154,0.95,6298
325,ananthavenkataramireddy,INC,0,Post Graduate,52,13015000.0,0,1,andhra_pradesh,anantapur,2009,GEN,457876,1000208,45.78,3482
255,amarnath,LSP,0,Graduate,32,488500.0,0,0,andhra_pradesh,anantapur,2009,GEN,6340,1000208,0.63,5107
265,ambatiramakrishnareddy,BJP,0,Graduate Professional,41,25550000.0,251000,0,andhra_pradesh,anantapur,2009,GEN,16540,1000208,1.65,1605
1307,devellamurali,IND,0,5th Pass,45,,0,0,andhra_pradesh,anantapur,2009,GEN,4781,1000208,0.48,10809
1672,gaddalanagabhushanam,BSP,2,Post Graduate,48,575000.0,9000,0,andhra_pradesh,anantapur,2009,SC,5921,1000208,0.59,16651
1782,ghari,PPOI,0,Post Graduate,30,80000.0,0,0,andhra_pradesh,anantapur,2009,GEN,3232,1000208,0.32,6298
2387,kalavasrinivasulu,TDP,0,Post Graduate,44,4205517.0,1950000,0,andhra_pradesh,anantapur,2009,GEN,379955,1000208,37.99,8300
2665,kpnarayanaswamy,IND,0,Graduate,41,,0,0,andhra_pradesh,anantapur,2009,SC,8908,1000208,0.89,10809
2713,krushnapuramgayathridevi,CPI(ML)(L),0,5th Pass,36,1057900.0,750000,0,andhra_pradesh,anantapur,2009,GEN,2083,1000208,0.21,2472
3118,mansoor,PRAP,0,10th Pass,56,33790000.0,0,0,andhra_pradesh,anantapur,2009,GEN,11761,564199,2.08,10809
2084,illaramireddy,IND,0,Literate,54,,0,0,andhra_pradesh,araku,2009,ST,12086,792367,1.53,10809
2783,kurusabojjaiah,BJP,0,10th Pass,56,1028805.0,0,0,andhra_pradesh,araku,2009,ST,23093,792367,2.91,1605
2801,lakerajarao,BSP,0,12th Pass,50,350000.0,0,0,andhra_pradesh,araku,2009,ST,24331,792367,3.07,16651
3212,meenakasimhachalam,PRAP,0,Graduate,43,2029200.0,0,0,andhra_pradesh,araku,2009,ST,128649,792367,16.24,6132
3237,midiyambaburao,CPM,0,Graduate Professional,58,707000.0,0,0,andhra_pradesh,araku,2009,ST,168014,792367,21.2,14635
3781,panabakalakshmi,INC,0,Post Graduate,50,16635386.0,0,1,andhra_pradesh,bapatla,2009,SC,460757,1043627,44.15,3482
813,battularosayya,BJP,0,Not Given,52,,0,0,andhra_pradesh,bapatla,2009,SC,14370,1043627,1.38,1605
1207,darasambaiah,BSP,0,Not Given,62,7170000.0,698162,0,andhra_pradesh,bapatla,2009,SC,8979,1043627,0.86,16651
1740,garikapatisudhakar,RDMP,0,8th Pass,32,60000.0,0,0,andhra_pradesh,bapatla,2009,SC,3966,1043627,0.38,6447
1824,gollababurao,IND,0,Post Graduate,34,50000.0,0,0,andhra_pradesh,bapatla,2009,SC,1645,1043627,0.16,10809
1844,gorremuchuchinnarao,IND,0,5th Pass,42,258000.0,110985,0,andhra_pradesh,bapatla,2009,SC,5884,1043627,0.56,10809
1872,gudipallisathyababuji,IND,0,Graduate,40,3900000.0,0,0,andhra_pradesh,bapatla,2009,SC,6455,1043627,0.62,10809
3017,malyadrisriram,TDP,0,Post Graduate,55,15870952.0,0,0,andhra_pradesh,bapatla,2009,SC,391419,1043627,37.51,8300
3719,nuthakkiramarao,PRAP,0,Post Graduate,61,32825159.0,0,0,andhra_pradesh,bapatla,2009,SC,144593,1043627,13.85,6132
2651,komatireddyrajgopalreddy,INC,0,Graduate,41,194763618.0,6057899,1,andhra_pradesh,bhongir,2009,GEN,504103,1127790,44.7,3482
1132,chinthasambamurthy,BJP,0,Graduate,50,165000.0,0,0,andhra_pradesh,bhongir,2009,GEN,45898,1127790,4.07,1605
3020,mamidigallajohnbabu,IND,0,Not Given,40,,0,0,andhra_pradesh,bhongir,2009,SC,4368,1127790,0.39,10809
3211,medinarsimha,IND,0,10th Pass,31,360000.0,0,0,andhra_pradesh,bhongir,2009,SC,4378,1127790,0.39,10809
3706,nomulanarsimhaiah,CPM,3,Post Graduate,53,10247088.0,0,0,andhra_pradesh,bhongir,2009,GEN,364215,1127790,32.29,14635
3779,pallaprabhakarreddy,PPOI,0,Graduate,65,6600000.0,50000,0,andhra_pradesh,bhongir,2009,GEN,8355,1127790,0.74,6298
4143,rachasubhadrareddy,LSP,0,Graduate,59,2950000.0,150000,0,andhra_pradesh,bhongir,2009,GEN,10866,1127790,0.96,5107
4818,rupanirameshvaddera,IND,0,12th Pass,31,160000.0,0,0,andhra_pradesh,bhongir,2009,GEN,14903,1127790,1.32,10809
4925,sangumallayya,IND,0,Not Given,66,50000.0,0,0,andhra_pradesh,bhongir,2009,GEN,5980,1127790,0.53,10809
5436,sirupangiramulu,IND,1,5th Pass,55,1505000.0,0,0,andhra_pradesh,bhongir,2009,SC,28486,1127790,2.53,10809
412,apjithenderreddy,TDP,1,Graduate,54,267668583.0,3621000,0,andhra_pradesh,chevella,2009,GEN,402275,1085000,37.08,8300
674,baddambalreddy,BJP,1,12th Pass,64,6343740.0,0,0,andhra_pradesh,chevella,2009,GEN,112701,1085000,10.39,1605
1216,dasarisaraladevi,MCPI(S),1,Not Given,39,530000.0,15000,0,andhra_pradesh,chevella,2009,GEN,3292,1085000,0.3,11590
1809,gmalleshamgoud,IND,0,Graduate,32,400000.0,0,0,andhra_pradesh,chevella,2009,GEN,2107,1085000,0.19,10809
2762,kummarigiri,PPOI,0,Not Given,28,,0,0,andhra_pradesh,chevella,2009,GEN,37076,1085000,3.42,6298
4546,rameshwaramjangaiah,IND,0,Not Given,52,130000.0,0,0,andhra_pradesh,chevella,2009,GEN,2181,1085000,0.2,10809
4886,samasrinivasulu,GRIP,0,10th Pass,34,,0,0,andhra_pradesh,chevella,2009,GEN,8618,1085000,0.79,10326
3547,naramallisivaprasad,TDP,0,Graduate Professional,57,6011000.0,0,1,andhra_pradesh,chittoor,2009,SC,434376,1044438,41.59,8300
0,aamarnadh,RKSP,0,Not Given,37,,0,0,andhra_pradesh,chittoor,2009,SC,3951,1044438,0.38,12157
1018,bsivakumar,BJP,0,10th Pass,40,1549643.0,60000,0,andhra_pradesh,chittoor,2009,SC,10899,1044438,1.04,1605
1917,gvenkatachalam,LSP,0,Post Graduate,29,250000.0,115000,0,andhra_pradesh,chittoor,2009,SC,13286,1044438,1.27,5107
2272,jayaramduggani,BSP,0,12th Pass,60,315000.0,0,0,andhra_pradesh,chittoor,2009,SC,14311,1044438,1.37,16651
2541,kavurisambasivarao,INC,0,Graduate Professional,66,126050111.0,945674,1,andhra_pradesh,eluru,2009,GEN,423777,1078988,39.28,3482
1444,doddakameswararao,IND,0,10th Pass,54,2010000.0,0,0,andhra_pradesh,eluru,2009,GEN,3005,1078988,0.28,10809
1450,dowlurigovardhan,IND,1,5th Pass,32,33227.0,15000,0,andhra_pradesh,eluru,2009,SC,9795,1078988,0.91,10809
2523,kasinaidukammili,IND,0,10th Pass,39,60000.0,0,0,andhra_pradesh,eluru,2009,GEN,2097,1078988,0.19,10809
2937,magantivenkateswararaobabu,TDP,0,12th Pass,49,64298108.0,1253750,0,andhra_pradesh,eluru,2009,GEN,380994,1078988,35.31,8300
3923,pillellisunil,BSP,0,Not Given,35,,0,0,andhra_pradesh,eluru,2009,SC,5151,1078988,0.48,16651
5435,sirikisrinivas,RDMP,0,Post Graduate,32,5000.0,0,0,andhra_pradesh,eluru,2009,GEN,2196,1078988,0.2,6447
250,amanullakhan,LSP,0,Literate,37,90000.0,0,0,andhra_pradesh,guntur,2009,GEN,17362,1044731,1.66,5107
2653,kommanaboinalakshmaiah,RDHP,0,Not Given,39,222400.0,0,0,andhra_pradesh,guntur,2009,GEN,2342,1044731,0.22,12061
3013,mallelababurao,BSP,0,Post Graduate,61,15880237.0,3133480,0,andhra_pradesh,guntur,2009,SC,7385,1044731,0.71,16651
2712,kristappanimmala,TDP,0,Graduate,52,15917465.0,1216390,1,andhra_pradesh,hindupur,2009,GEN,435753,1026389,42.45,8300
989,bnagabhushanarao,IND,0,Graduate,76,4547188.0,335000,0,andhra_pradesh,hindupur,2009,GEN,5439,1026389,0.53,10809
2367,kadapalasreekanthareddy,PRAP,0,Post Graduate,56,66073943.0,1484577,0,andhra_pradesh,hindupur,2009,GEN,110698,1026389,10.79,6132
2628,kjakeer,IND,0,8th Pass,40,80000.0,0,0,andhra_pradesh,hindupur,2009,GEN,3153,1026389,0.31,10809
3590,nareshkumar,BJP,0,10th Pass,45,69665000.0,3600000,0,andhra_pradesh,hindupur,2009,,810,787130,0.1,10332
3666,niranjanbabuk,LSP,0,Graduate Professional,30,20000.0,0,0,andhra_pradesh,hindupur,2009,GEN,7522,1026389,0.73,5107
3934,pkhasimkhan,INC,0,Graduate,53,5190960.0,2432826,0,andhra_pradesh,hindupur,2009,GEN,412918,1026389,40.23,3482
499,asaduddinowaisi,AIMIM,4,Graduate Professional,41,9302233.0,0,1,andhra_pradesh,hyderabad,2009,GEN,308061,731108,42.14,706
244,altafahmedkhan,IND,0,10th Pass,43,240000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,797,731108,0.11,10809
1008,braviyadav,IND,0,Graduate,33,1690187.0,620000,0,andhra_pradesh,hyderabad,2009,GEN,2008,731108,0.27,10809
1593,dsadanand,IND,0,8th Pass,45,471500.0,0,0,andhra_pradesh,hyderabad,2009,SC,505,731108,0.07,10809
1596,dsurender,TNPP,0,8th Pass,36,1055000.0,0,0,andhra_pradesh,hyderabad,2009,SC,1713,731108,0.23,12998
2914,mabasith,IND,0,10th Pass,55,300000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,2130,731108,0.29,10809
2944,mahabeeb,IND,0,10th Pass,33,10000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,1132,731108,0.15,10809
3129,maquddusghori,IND,1,Not Given,43,30000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,558,731108,0.08,10809
3144,masattar,IND,2,10th Pass,29,35000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,522,731108,0.07,10809
3200,mdosman,IND,0,Illiterate,45,25000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,2791,731108,0.38,10809
3702,nlsrinivas,IND,0,12th Pass,31,197000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,771,731108,0.11,10809
3938,plaxmanraogoud,INC,0,12th Pass,55,18530669.0,2000000,0,andhra_pradesh,hyderabad,2009,GEN,93917,731108,12.85,3482
4130,pvenkateswararao,PPOI,0,Post Graduate,58,1978000.0,600000,0,andhra_pradesh,hyderabad,2009,GEN,13085,731108,1.79,6298
4905,samymohammed,BSP,0,Post Graduate,29,306000.0,0,0,andhra_pradesh,hyderabad,2009,GEN,2149,731108,0.29,16651
5013,sardarsingh,IND,0,8th Pass,62,731000.0,168000,0,andhra_pradesh,hyderabad,2009,GEN,523,731108,0.07,10809
5049,satishagarwal,BJP,0,Graduate,38,10695500.0,4921846,0,andhra_pradesh,hyderabad,2009,GEN,75503,731108,10.33,1605
5154,sgopalsingh,Akhil Bharatiya Jan Sangh,1,5th Pass,34,,0,0,andhra_pradesh,hyderabad,2009,GEN,2049,731108,0.28,10809
1033,cgopinarasimhareddy,JD(U),0,12th Pass,31,1356400.0,510000,0,andhra_pradesh,kadapa,2009,GEN,816,1026285,0.08,11002
1499,drkhaleelbasha,PRAP,0,Graduate Professional,60,1990356.0,310743,0,andhra_pradesh,kadapa,2009,GEN,63309,1026285,6.17,6132
2341,jsubbarayudu,IND,0,5th Pass,51,15000.0,0,0,andhra_pradesh,kadapa,2009,ST,1836,1026285,0.18,10809
3698,nkishorekumarreddy,JD(S),3,Others,32,1152000.0,400000,0,andhra_pradesh,kadapa,2009,GEN,692,1026285,0.07,10979
3778,palemsrikanthreddy,TDP,0,Post Graduate,46,283709255.0,45000000,0,andhra_pradesh,kadapa,2009,GEN,363765,1026285,35.44,8300
4875,salisher,IND,0,10th Pass,47,6707300.0,1500,0,andhra_pradesh,kadapa,2009,GEN,2429,1026285,0.24,10809
3265,mmpallamraju,INC,0,Post Graduate,46,65589882.0,1112763,1,andhra_pradesh,kakinada,2009,GEN,323607,965570,33.51,3482
204,akaysuryanarayana,IND,0,8th Pass,50,,0,0,andhra_pradesh,kakinada,2009,GEN,1390,965570,0.14,10809
672,badampudibaburao,IND,1,5th Pass,51,,0,0,andhra_pradesh,kakinada,2009,GEN,15532,965570,1.61,10809
946,bikkinavisweswararao,BJP,0,Graduate Professional,34,8740000.0,952000,0,andhra_pradesh,kakinada,2009,GEN,14861,965570,1.54,1605
1023,bugathabangarrao,CPI(ML)(L),7,10th Pass,48,230560.0,0,0,andhra_pradesh,kakinada,2009,GEN,3076,965570,0.32,2472
1036,chalamalasettysunil,PRAP,0,Post Graduate,39,109877965.0,0,0,andhra_pradesh,kakinada,2009,GEN,289563,965570,29.99,6132
1199,danamlazarbabu,IND,0,Graduate Professional,42,710000.0,400000,0,andhra_pradesh,kakinada,2009,SC,9188,965570,0.95,10809
1448,dommetisudhakar,BSP,0,Post Graduate,51,1060000.0,70000,0,andhra_pradesh,kakinada,2009,GEN,7716,965570,0.8,16651
1701,galisatyavathi,RPI,0,Not Given,40,120000.0,0,0,andhra_pradesh,kakinada,2009,SC,7263,965570,0.75,6911
1795,gidlasimhachalam,RDMP,0,Graduate Professional,50,,0,0,andhra_pradesh,kakinada,2009,SC,4108,965570,0.43,6447
3514,namalasatyanarayana,RDHP,0,Graduate Professional,45,560000.0,0,0,andhra_pradesh,kakinada,2009,GEN,5287,965570,0.55,12061
3710,npallamraju,Ajeya Bharat Party,0,Graduate,52,4325000.0,500000,0,andhra_pradesh,kakinada,2009,GEN,2289,965570,0.24,119
3948,ponnamprabhakar,INC,0,Graduate Professional,41,1287000.0,0,1,andhra_pradesh,karimnagar,2009,GEN,317927,989301,32.14,3482
787,barigegattaiahyadav,IND,0,Not Given,32,,0,0,andhra_pradesh,karimnagar,2009,GEN,26026,989301,2.63,10809
1673,gaddamrajireddy,IND,0,Not Given,48,1030000.0,0,0,andhra_pradesh,karimnagar,2009,GEN,5205,989301,0.53,10809
2452,kandemprabhakar,IND,0,10th Pass,44,1700000.0,0,0,andhra_pradesh,karimnagar,2009,GEN,9292,889511,1.04,10809
2657,korivivenugopal,IND,0,Graduate Professional,47,410000.0,0,0,andhra_pradesh,karimnagar,2009,SC,7520,989301,0.76,10809
2890,lingampallisrinivasreddy,MCPI(S),0,10th Pass,39,75520.0,0,0,andhra_pradesh,karimnagar,2009,GEN,4399,989301,0.44,11590
3782,panakantisatishkumar,IND,0,Graduate Professional,46,181357.0,138666,0,andhra_pradesh,karimnagar,2009,GEN,6558,989301,0.66,10809
3902,peddiravinder,IND,0,Post Graduate,29,95000.0,0,0,andhra_pradesh,karimnagar,2009,GEN,5851,989301,0.59,10809
4183,ragularamulu,RPI(A),0,5th Pass,41,1500000.0,0,0,andhra_pradesh,karimnagar,2009,SC,3279,989301,0.33,12285
3515,namanageswararao,TDP,0,12th Pass,50,1737508117.0,0,1,andhra_pradesh,khammam,2009,GEN,469368,1034009,45.39,8300
618,avulavenkateswarlu,IND,2,Graduate,45,100000.0,0,0,andhra_pradesh,khammam,2009,GEN,23325,1034009,2.26,10809
774,banothlaxmanaik,IND,0,10th Pass,52,500000.0,0,0,andhra_pradesh,khammam,2009,ST,11642,1034009,1.13,10809
1046,chandalingaiah,IND,0,Graduate,58,1735000.0,0,0,andhra_pradesh,khammam,2009,ST,4543,1034009,0.44,10809
1200,dandalingaiah,IND,0,Not Given,59,530000.0,0,0,andhra_pradesh,khammam,2009,GEN,3893,1034009,0.38,10809
2208,jalagamhemamalini,PRAP,0,Graduate,40,1999000.0,200000,0,andhra_pradesh,khammam,2009,GEN,131135,1034009,12.68,6132
2349,jupellisatyanarayana,LSP,0,Post Graduate,62,1045000.0,0,0,andhra_pradesh,khammam,2009,GEN,12143,1034009,1.17,5107
4770,renukachowdhury,INC,1,Post Graduate,54,381527458.0,0,0,andhra_pradesh,khammam,2009,GEN,344920,1034009,33.36,3482
2658,kotlajayasuryaprakashreddy,INC,0,Graduate,57,53719195.0,3034000,1,andhra_pradesh,kurnool,2009,GEN,382668,871360,43.92,3482
1020,btnaidu,TDP,0,Post Graduate,36,5545000.0,350000,0,andhra_pradesh,kurnool,2009,GEN,308895,871360,35.45,8300
1472,drdandiyakhajapeera,PRAP,0,Graduate Professional,55,9830500.0,400000,0,andhra_pradesh,kurnool,2009,GEN,114803,871360,13.18,6132
4754,ravisubramanyamka,BJP,0,Graduate Professional,39,3150000.0,0,0,andhra_pradesh,kurnool,2009,GEN,8268,871360,0.95,1605
2654,konakallanarayanarao,TDP,0,12th Pass,59,8616000.0,3787000,1,andhra_pradesh,machilipatnam,2009,GEN,409936,1045905,39.19,8300
904,bhogadiramadevi,BJP,0,Not Given,56,1986000.0,70000,0,andhra_pradesh,machilipatnam,2009,GEN,10721,1045905,1.03,1605
2655,koppulavenkateswararao,LSP,0,Not Given,45,,0,0,andhra_pradesh,machilipatnam,2009,GEN,12022,1045905,1.15,5107
3893,pbalram,INC,0,Graduate,45,17195194.0,14122000,1,andhra_pradesh,mahabubabad,2009,ST,394447,996402,39.59,3482
775,banothmolchand,LSP,0,12th Pass,60,1010000.0,0,0,andhra_pradesh,mahabubabad,2009,ST,11303,996402,1.13,5107
819,bdilip,BJP,0,Graduate,35,11545000.0,8102375,0,andhra_pradesh,mahabubabad,2009,ST,16610,996402,1.67,1605
1220,datlanageswarrao,IND,0,Graduate Professional,42,2700000.0,300000,0,andhra_pradesh,mahabubabad,2009,ST,6163,996402,0.62,10809
1598,dtnaik,PRAP,0,Graduate Professional,61,61928000.0,20000000,0,andhra_pradesh,mahabubabad,2009,ST,145299,996402,14.58,6132
1886,gummadipullaiah,BSP,0,Graduate,58,400000.0,0,0,andhra_pradesh,mahabubabad,2009,ST,10882,996402,1.09,16651
2405,kalthiveeraswamy,IND,0,8th Pass,52,125000.0,0,0,andhra_pradesh,mahabubabad,2009,ST,5112,996402,0.51,10809
2554,kechelarangareddy,IND,0,Not Given,44,600000.0,0,0,andhra_pradesh,mahabubabad,2009,ST,43164,996402,4.33,10809
2771,kunjasrinivasarao,CPI,1,Graduate,32,310500.0,50000,0,andhra_pradesh,mahabubabad,2009,ST,325490,996402,32.67,2444
3760,padigayerraiah,IND,0,Not Given,64,,0,0,andhra_pradesh,mahabubabad,2009,ST,7634,996402,0.77,10809
3944,podemsammaiah,PPOI,0,Post Graduate,31,10000.0,0,0,andhra_pradesh,mahabubabad,2009,ST,10710,996402,1.07,6298
4102,psatyanarayana,IND,0,12th Pass,32,622000.0,0,0,andhra_pradesh,mahabubabad,2009,ST,19588,996402,1.97,10809
22,abdulkareemkhajamohammad,LSP,0,Graduate,50,,0,0,andhra_pradesh,mahbubnagar,2009,GEN,7412,926516,0.8,5107
580,asirvadam,GRIP,0,Post Graduate,35,,0,0,andhra_pradesh,mahbubnagar,2009,SC,9543,926516,1.03,10326
1283,depallymaisaiah,IND,0,10th Pass,27,,0,0,andhra_pradesh,mahbubnagar,2009,SC,1974,926516,0.21,10809
2502,karrejangaiah,IND,0,10th Pass,29,,0,0,andhra_pradesh,mahbubnagar,2009,SC,11268,926516,1.22,10809
2787,kvenkatesh,TNPP,0,Graduate,37,250000.0,100000,0,andhra_pradesh,mahbubnagar,2009,SC,4388,927261,0.47,10809
3004,majabbar,IND,0,Not Given,39,,0,0,andhra_pradesh,mahbubnagar,2009,GEN,2084,926516,0.22,10809
3010,malajangilamma,IND,0,Not Given,50,,0,0,andhra_pradesh,mahbubnagar,2009,SC,1854,926516,0.2,10809
3422,muniswamycr,Samajwadi Janata Party (Rashtriya),0,Not Given,32,,0,0,andhra_pradesh,mahbubnagar,2009,SC,2603,926516,0.28,7408
3797,pandu,IND,0,Not Given,29,,0,0,andhra_pradesh,mahbubnagar,2009,SC,2718,926516,0.29,10809
4305,rajeshnaik,IND,0,10th Pass,30,17000.0,0,0,andhra_pradesh,mahbubnagar,2009,ST,1893,926516,0.2,10809
2282,jbhaskar,IND,0,Not Given,34,,0,0,andhra_pradesh,malkajgiri,2009,,1841,1030973,0.18,10809
2723,ksrinivasaraju,IND,0,Graduate,44,2580000.0,1284000,0,andhra_pradesh,malkajgiri,2009,GEN,3735,1205714,0.31,10809
2910,ltcolretdduserlapaparaidu,IND,0,Post Graduate,62,12500000.0,600000,0,andhra_pradesh,malkajgiri,2009,GEN,4270,1205714,0.35,10809
3722,nvramareddy,PPOI,0,10th Pass,54,36650006.0,96384,0,andhra_pradesh,malkajgiri,2009,GEN,4054,1205714,0.34,6298
5107,sdkrishnamurthy,TNPP,0,Post Graduate,51,1430000.0,0,0,andhra_pradesh,malkajgiri,2009,SC,5314,1205714,0.44,12998
1619,dyadeshwar,BSP(AP),0,Graduate,46,110000.0,0,0,andhra_pradesh,medak,2009,GEN,7401,1060272,0.7,1226
2660,kovuriprabhakar,PPOI,0,Not Given,51,824000.0,0,0,andhra_pradesh,medak,2009,GEN,11225,1060272,1.06,6298
2727,ksudheerreddy,LSP,0,Post Graduate,37,3810013.0,0,0,andhra_pradesh,medak,2009,GEN,19395,1060272,1.83,5107
2769,kundetiravi,IND,0,Post Graduate,32,226586.0,0,0,andhra_pradesh,medak,2009,GEN,38714,1060272,3.65,10809
3942,pniroopreddy,BJP,0,Post Graduate,50,22746000.0,1490000,0,andhra_pradesh,medak,2009,GEN,69027,1060272,6.51,1605
1514,drmandajagannath,INC,0,Post Graduate,57,28126000.0,3123000,1,andhra_pradesh,nagarkurnool,2009,SC,422745,1025367,41.23,3482
614,avshivakumar,IND,0,10th Pass,42,500000.0,180000,0,andhra_pradesh,nagarkurnool,2009,SC,7708,1025367,0.75,10809
1298,devanisatyanarayana,PRAP,3,Not Given,38,395000.0,200000,0,andhra_pradesh,nagarkurnool,2009,SC,62216,1025367,6.07,6132
1919,gvidyasagar,LSP,0,Graduate,60,1011000.0,0,0,andhra_pradesh,nagarkurnool,2009,SC,7225,1025367,0.7,5107
1952,hanumanthu,IND,0,10th Pass,28,1563000.0,23000,0,andhra_pradesh,nagarkurnool,2009,SC,20899,1025367,2.04,10809
3701,nkurumaiah,IND,0,Not Given,27,,0,0,andhra_pradesh,nagarkurnool,2009,SC,15782,1025367,1.54,10809
5434,sirigirimannem,IND,0,Graduate,36,250000.0,0,0,andhra_pradesh,nagarkurnool,2009,SC,36533,1025367,3.56,10809
1916,guthasukenderreddy,INC,0,12th Pass,55,16040830.0,16662997,1,andhra_pradesh,nalgonda,2009,GEN,493849,1078698,45.78,3482
300,anageshwarrao,PPOI,0,Not Given,59,1043501.0,0,0,andhra_pradesh,nalgonda,2009,GEN,12437,1078698,1.15,6298
1183,daidalingaiah,IND,0,Not Given,51,125000.0,0,0,andhra_pradesh,nalgonda,2009,SC,3837,1078698,0.36,10809
2788,kvsrinivasacharyulu,IND,0,Post Graduate,30,1044077.0,0,0,andhra_pradesh,nalgonda,2009,GEN,4401,1078698,0.41,10809
3136,marrynehemiah,IND,0,12th Pass,55,80000.0,0,0,andhra_pradesh,nalgonda,2009,GEN,11722,1078698,1.09,10809
3197,mdnazeemuddin,IND,0,Graduate,50,476517.0,0,0,andhra_pradesh,nalgonda,2009,GEN,2475,1078698,0.23,10809
3631,nazeeruddin,BSP,0,Graduate,50,476517.0,0,0,andhra_pradesh,nalgonda,2009,GEN,9371,1078698,0.87,16651
5172,shaikahmed,IND,0,Not Given,57,,0,0,andhra_pradesh,nalgonda,2009,GEN,10687,1078698,0.99,10809
40,abdulsattarg,B. C. United Front,0,10th Pass,26,600000.0,0,0,andhra_pradesh,nandyal,2009,GEN,6910,994826,0.69,1031
