,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year,Candidate_Type,Votes,Valid_Votes,Vote_Share_Percentage,Party_ID
1003,drsvenugopalachary,TDP,0,Others,42,11580000.0,1247053,0,andhra_pradesh,adilabad,2004,GEN,374455,831337,45.04,8300
1947,mothebarikrao,PRBP,0,Graduate,32,,30000,0,andhra_pradesh,adilabad,2004,SC,23282,831337,2.8,6067
2024,nainalagoverdhan,IND,0,Post Graduate,30,,0,0,andhra_pradesh,adilabad,2004,GEN,18171,831337,2.19,10809
893,dmuralikrishna,BSP,0,Others,59,6763811.0,748000,1,andhra_pradesh,amalapuram,2004,SC,8768,704224,1.25,16651
1022,dunnajanardhanarao,TDP,0,Graduate,51,988000.0,60000,0,andhra_pradesh,amalapuram,2004,SC,308861,704224,43.86,8300
1983,muneeswararaobhupati,IND,0,Others,59,236200.0,35000,0,andhra_pradesh,amalapuram,2004,SC,26699,704224,3.79,10809
3604,yalangiramesh,IND,0,Not Given,40,340000.0,0,0,andhra_pradesh,amalapuram,2004,SC,9550,704224,1.36,10809
650,chalapathiraopappala,TDP,0,Graduate,58,5396505.0,246000,1,andhra_pradesh,anakapalli,2004,GEN,385406,782106,49.28,8300
2038,nandagopalgandham,INC,0,Not Given,0,,0,0,andhra_pradesh,anakapalli,2004,GEN,369992,782106,47.31,3482
207,ananthavenkataramireddy,INC,0,Post Graduate,47,3890000.0,437636,1,andhra_pradesh,anantapur,2004,GEN,458925,875135,52.44,3482
97,ajaganmohanrao,TRS,0,Graduate,32,505000.0,0,0,andhra_pradesh,anantapur,2004,GEN,4419,875135,0.5,8284
633,bsamarnath,IND,0,Graduate,42,33698.0,0,0,andhra_pradesh,anantapur,2004,GEN,3640,875135,0.42,10809
1052,gaddalanagabhushanam,BSP,0,Graduate,41,97000.0,9000,0,andhra_pradesh,anantapur,2004,SC,9296,875135,1.06,16651
1440,kalavasrinivasulu,TDP,0,Post Graduate,39,300320.0,88000,0,andhra_pradesh,anantapur,2004,GEN,385521,875135,44.05,8300
1658,kvenkatesulu,PPOI,0,12th Pass,44,54000.0,0,0,andhra_pradesh,anantapur,2004,GEN,6232,875135,0.71,6298
3610,yathampothalaiah,IND,0,Not Given,32,120000.0,0,0,andhra_pradesh,anantapur,2004,GEN,7102,875135,0.81,10809
761,daggubatipurandareswari,INC,0,Others,44,40907640.0,5212201,1,andhra_pradesh,bapatla,2004,GEN,411099,735462,55.9,3482
707,chellamallavenkatareddy,TRS,0,Graduate,0,70000.0,0,0,andhra_pradesh,bapatla,2004,GEN,3753,735462,0.51,8284
762,daggubatiramanaidu,TDP,0,Graduate,67,98790428.0,0,0,andhra_pradesh,bapatla,2004,GEN,317017,735462,43.1,8300
1284,inagantiapparao,IND,0,Others,40,3298000.0,200000,0,andhra_pradesh,bapatla,2004,GEN,1434,735462,0.19,10809
2347,prathipatisrinivasu,IND,0,Graduate,0,,0,0,andhra_pradesh,bapatla,2004,GEN,2159,735462,0.29,10809
1871,midiyambaburao,CPM,0,Graduate Professional,52,542000.0,130000,1,andhra_pradesh,bhadrachalam,2004,ST,373148,823415,45.32,14635
1361,janniapparao,BSP,0,12th Pass,30,100000.0,0,0,andhra_pradesh,bhadrachalam,2004,ST,71978,823415,8.74,16651
3152,smtkprkphaneeswaramma,TDP,0,Others,39,2941913.0,42000,0,andhra_pradesh,bhadrachalam,2004,ST,319342,823415,38.78,8300
1592,kondapallipydithallinaidu,TDP,0,Not Given,73,1979000.0,50000,1,andhra_pradesh,bobbili,2004,GEN,373922,746725,50.07,8300
1183,gvenkatesh,TRS,0,Graduate,47,38000.0,0,0,andhra_pradesh,bobbili,2004,SC,14131,746725,1.89,8284
1383,jhansibotcha,INC,0,Post Graduate,40,25900500.0,0,0,andhra_pradesh,bobbili,2004,GEN,342574,746725,45.88,3482
2265,peddintijaganmohanrao,IND,0,Others,0,5988503.0,97000,0,andhra_pradesh,bobbili,2004,GEN,16098,746725,2.16,10809
889,dkaudikesavulu,TDP,0,Not Given,63,670576468.0,0,1,andhra_pradesh,chittoor,2004,GEN,454128,875992,51.84,8300
159,amallarao,TRS,0,Others,42,355000.0,0,0,andhra_pradesh,chittoor,2004,GEN,10258,875992,1.17,8284
767,danagaraju,IND,0,Not Given,46,,0,0,andhra_pradesh,chittoor,2004,GEN,5532,875992,0.63,10809
985,drravurivenkataswamy,INC,0,Graduate,54,11815429.0,228886,0,andhra_pradesh,chittoor,2004,GEN,391990,875992,44.75,3482
3010,shaikjeelanibasha,IND,0,Not Given,54,,0,0,andhra_pradesh,chittoor,2004,GEN,3653,875992,0.42,10809
3198,ssahadevareddy,IND,0,Post Graduate,31,210000.0,0,0,andhra_pradesh,chittoor,2004,GEN,10431,875992,1.19,10809
3621,ysvivekanandareddy,INC,0,Graduate,51,36227380.0,0,1,andhra_pradesh,cuddapah,2004,GEN,461431,819201,56.33,3482
599,bnarayanareddy,RPI,0,Not Given,42,1507000.0,27000,0,andhra_pradesh,cuddapah,2004,GEN,903,819201,0.11,6911
647,cbalavaradareddy,IND,0,Others,39,130000.0,0,0,andhra_pradesh,cuddapah,2004,GEN,1115,819201,0.14,10809
648,cgopinarasimhareddy,IND,0,Graduate,28,20000.0,20000,0,andhra_pradesh,cuddapah,2004,GEN,746,819201,0.09,10809
1156,gravindranathareddy,JP,0,8th Pass,53,1811500.0,310000,0,andhra_pradesh,cuddapah,2004,GEN,731,819201,0.09,4406
1290,indireddythimmareddy,RJD,2,Not Given,38,1150000.0,180000,0,andhra_pradesh,cuddapah,2004,GEN,5242,819201,0.64,12103
1589,kondaboinasreenivasuluk,PPOI,0,Not Given,35,,0,0,andhra_pradesh,cuddapah,2004,GEN,1759,819201,0.21,6298
2106,nbhaskarareddy,PP,0,Not Given,0,381000.0,20000,0,andhra_pradesh,cuddapah,2004,GEN,485,819201,0.06,11914
2177,osubbareddy,Akhil Bharatiya Jan Sangh,0,Others,54,408000.0,30000,0,andhra_pradesh,cuddapah,2004,GEN,649,819201,0.08,9325
2264,pecharavenkateshwarrao,TRS,0,Graduate,36,1250000.0,0,0,andhra_pradesh,cuddapah,2004,GEN,617,819201,0.08,8284
2410,putharamaprasadareddy,Ambedkar National Congress,0,8th Pass,37,50000.0,0,0,andhra_pradesh,cuddapah,2004,GEN,825,819201,0.1,840
3142,sivanathareddychadipiralla,NTRTDP(LP),3,10th Pass,40,1710000.0,86755,0,andhra_pradesh,cuddapah,2004,GEN,759,819201,0.09,11834
3398,tbhaskarreddy,IND,0,10th Pass,49,921500.0,200000,0,andhra_pradesh,cuddapah,2004,GEN,10250,819201,1.25,10809
3517,venkatamysurareddymule,TDP,1,Others,55,1485000.0,0,0,andhra_pradesh,cuddapah,2004,GEN,329757,819201,40.25,8300
3580,vittasubbarao,IND,0,Post Graduate,64,524324.0,111900,0,andhra_pradesh,cuddapah,2004,GEN,3932,819201,0.48,10809
1517,kavurusambasivarao,INC,0,Not Given,60,117898221.0,191621,1,andhra_pradesh,eluru,2004,GEN,499191,896946,55.65,3482
600,bnvsatyanarayana,TRS,0,Post Graduate,42,50000.0,1050000,0,andhra_pradesh,eluru,2004,GEN,4776,896946,0.53,8284
602,bollabulliramaiah,TDP,0,Others,77,83368069.0,3470256,0,andhra_pradesh,eluru,2004,GEN,375900,896946,41.91,8300
1013,dsvkrishnaji,BSP,0,Others,38,3465000.0,0,0,andhra_pradesh,eluru,2004,GEN,8707,896946,0.97,16651
1585,kodurisriramulu,IND,0,10th Pass,45,3146414.0,142243,0,andhra_pradesh,eluru,2004,GEN,1904,896946,0.21,10809
3343,svbreddy,IND,0,Others,57,1662000.0,0,0,andhra_pradesh,eluru,2004,GEN,2358,965740,0.24,10809
3345,svsubbarao,IND,0,Graduate,44,42927.0,0,0,andhra_pradesh,eluru,2004,GEN,4736,896946,0.53,10809
2780,rayapatisambasivarao,INC,0,Not Given,61,48198297.0,9889900,1,andhra_pradesh,guntur,2004,GEN,466221,821478,56.75,3482
1412,jupallihanumantharaogoud,BSP,0,10th Pass,39,1250000.0,0,0,andhra_pradesh,guntur,2004,GEN,9375,821478,1.14,16651
2001,muvvavenkatrao,IND,0,Post Graduate,72,5890000.0,0,0,andhra_pradesh,guntur,2004,GEN,4009,821478,0.49,10809
3523,venkateswarlugundi,TRS,0,Others,38,805000.0,0,0,andhra_pradesh,guntur,2004,GEN,5444,821478,0.66,8284
644,bvinodkumar,TRS,0,Graduate,45,10011716.0,0,1,andhra_pradesh,hanamkonda,2004,GEN,496048,831926,59.63,8284
649,chadasureshreddy,TDP,0,Graduate,45,23665000.0,120000,0,andhra_pradesh,hanamkonda,2004,GEN,278981,831926,33.53,8300
920,drdharmapursampathrajaramyadav,IND,0,Others,52,7700000.0,0,0,andhra_pradesh,hanamkonda,2004,GEN,11634,831926,1.4,10809
2136,nizamoddin,INC,0,Graduate,50,1405000.0,200779,1,andhra_pradesh,hindupur,2004,GEN,419744,868063,48.35,3482
597,bkpardhasarathi,TDP,0,Graduate,45,4306482.0,2196288,0,andhra_pradesh,hindupur,2004,GEN,417904,868063,48.14,8300
636,bsurenderkumar,TRS,0,Graduate,31,70000.0,0,0,andhra_pradesh,hindupur,2004,GEN,16907,868063,1.95,8284
3149,smtdesaireddyprabhavathi,IND,0,Not Given,44,570000.0,0,0,andhra_pradesh,hindupur,2004,GEN,13508,868063,1.56,10809
305,asaduddinowaisi,AIMIM,3,Graduate Professional,37,3902342.0,0,1,andhra_pradesh,hyderabad,2004,GEN,378854,986737,38.39,706
505,bhagwandas,IND,0,Others,45,102000.0,0,0,andhra_pradesh,hyderabad,2004,SC,4025,700715,0.57,10809
1160,gsubashchanderji,BJP,0,Others,51,338000.0,0,0,andhra_pradesh,hyderabad,2004,GEN,278709,986737,28.25,1605
1591,kondalakshmareddy,INC,0,Graduate,56,1025000.0,0,0,andhra_pradesh,hyderabad,2004,GEN,249516,986737,25.29,3482
1772,majeedullahkhanfarhatkhan,MBT,0,12th Pass,36,700000.0,0,0,andhra_pradesh,hyderabad,2004,GEN,47560,986737,4.82,5282
1934,mohsinbinhussainalkasari,IND,0,Others,28,4715000.0,0,0,andhra_pradesh,hyderabad,2004,GEN,2961,986737,0.3,10809
2855,salahuddinahmedsk,IND,0,Not Given,50,946744.0,0,0,andhra_pradesh,hyderabad,2004,GEN,6158,986737,0.62,10809
3150,smtgshobharani,BSP,0,Others,41,3900.0,250000,0,andhra_pradesh,hyderabad,2004,GEN,11068,986737,1.12,16651
3155,smtvarshadhawan,PPOI,0,12th Pass,48,,0,0,andhra_pradesh,hyderabad,2004,GEN,4199,986737,0.43,6298
3355,syedgaffar,IND,0,Not Given,40,,0,0,andhra_pradesh,hyderabad,2004,GEN,4523,986737,0.46,10809
1967,mudragadapadmanabham,TDP,0,Not Given,0,,0,1,andhra_pradesh,kakinada,2004,GEN,353730,832284,42.5,8300
2025,nainalasettimurthy,CPI(ML)(L),0,Not Given,51,900000.0,562000,0,andhra_pradesh,kakinada,2004,GEN,9458,832284,1.14,2472
1521,kchandrashakherrao,TRS,0,Graduate,51,8598858.0,2559507,1,andhra_pradesh,karimnagar,2004,GEN,451199,874498,51.6,8284
710,chennamanenividyasagarrao,BJP,0,Graduate Professional,61,5196600.0,0,0,andhra_pradesh,karimnagar,2004,GEN,320031,874498,36.6,1605
1593,kothapallisandrimenayya,BSP,0,Graduate,69,1815000.0,400000,0,andhra_pradesh,karimnagar,2004,GEN,43582,874498,4.98,16651
1783,mamidipalligangarajam,IND,0,12th Pass,50,72000.0,0,0,andhra_pradesh,karimnagar,2004,GEN,59686,874498,6.83,10809
2790,renukachowdhury,INC,1,Post Graduate,49,136912161.0,300414,1,andhra_pradesh,khammam,2004,GEN,518047,1023177,50.63,3482
283,arunachandra,IND,0,Not Given,44,200000.0,0,0,andhra_pradesh,khammam,2004,GEN,50619,1023177,4.95,10809
464,banothsomlanaik,IND,0,Others,58,4460000.0,306157,0,andhra_pradesh,khammam,2004,ST,2985,1023177,0.29,10809
642,burravenkanna,IND,0,5th Pass,39,54000.0,3000,0,andhra_pradesh,khammam,2004,SC,14552,1023177,1.42,10809
2029,nalajalasaroja,PPOI,0,Not Given,46,2685000.0,0,0,andhra_pradesh,khammam,2004,GEN,10255,1023177,1.0,6298
2034,namanageswararao,TDP,0,12th Pass,45,3683000.0,0,0,andhra_pradesh,khammam,2004,GEN,409159,1023177,39.99,8300
2035,namanaikislavath,IND,0,Others,43,160000.0,0,0,andhra_pradesh,khammam,2004,ST,5899,1023177,0.58,10809
2183,padigayerraiah,IND,0,10th Pass,60,238000.0,0,0,andhra_pradesh,khammam,2004,ST,8316,1023177,0.81,10809
2279,pittalavenkatanarasaiahmudira,MRS,0,10th Pass,49,635000.0,50000,0,andhra_pradesh,khammam,2004,GEN,3345,1023177,0.33,11656
1594,kotlajayasuryaprakashareddy,INC,0,Graduate,52,15941801.0,681000,1,andhra_pradesh,kurnool,2004,GEN,433529,818809,52.95,3482
970,drparameshwarreddy,PPOI,0,Graduate Professional,36,78000.0,0,0,andhra_pradesh,kurnool,2004,GEN,3722,818809,0.45,6298
1125,girinivarthiraoyadav,IND,0,Post Graduate,52,4842200.0,0,0,andhra_pradesh,kurnool,2004,GEN,2873,818809,0.35,10809
1351,james,IND,0,12th Pass,39,10000.0,0,0,andhra_pradesh,kurnool,2004,SC,17410,818809,2.13,10809
1460,kambalapaduedigakrishnamurthi,TDP,0,Not Given,65,32496805.0,18682834,0,andhra_pradesh,kurnool,2004,GEN,332431,818809,40.6,8300
1660,kvkrishnakumar,IND,1,Graduate,26,50000.0,0,0,andhra_pradesh,kurnool,2004,GEN,2083,818809,0.25,10809
2782,reddipogudavid,BSP,0,Not Given,47,537500.0,720000,0,andhra_pradesh,kurnool,2004,GEN,12515,818809,1.53,16651
2825,rvmohanareddy,JP,0,Graduate,42,235000.0,0,0,andhra_pradesh,kurnool,2004,GEN,2624,818809,0.32,4406
3443,tseshaphani,IND,0,12th Pass,34,2000.0,0,0,andhra_pradesh,kurnool,2004,GEN,8899,818809,1.09,10809
3586,vravinderrao,TRS,0,Not Given,35,,0,0,andhra_pradesh,kurnool,2004,GEN,2723,818809,0.33,8284
412,badigaramakrishna,INC,0,12th Pass,61,138545000.0,11559000,1,andhra_pradesh,machilipatnam,2004,GEN,387127,755314,51.25,3482
42,adapalasivannarayana,PPOI,0,Others,32,298906.0,0,0,andhra_pradesh,machilipatnam,2004,GEN,6201,755314,0.82,6298
172,ambatibrahmanaiah,TDP,0,Post Graduate,64,1546471.0,168301,0,andhra_pradesh,machilipatnam,2004,GEN,336786,755314,44.59,8300
635,bsrao,TRS,0,Others,42,8200000.0,0,0,andhra_pradesh,machilipatnam,2004,GEN,2426,755314,0.32,8284
896,doddakameswararao,IND,0,10th Pass,49,1500000.0,0,0,andhra_pradesh,machilipatnam,2004,GEN,4297,755314,0.57,10809
3613,yendurisubrahmanyeswararaomani,IND,0,Others,46,800000.0,0,0,andhra_pradesh,machilipatnam,2004,GEN,18477,755314,2.45,10809
1026,dvittalrao,INC,0,Graduate,53,65075830.0,3000000,1,andhra_pradesh,mahabubnagar,2004,GEN,428764,866550,49.48,3482
1155,gramchandraiahyadav,BSP,0,Others,47,182.0,0,0,andhra_pradesh,mahabubnagar,2004,GEN,18304,866550,2.11,16651
1920,mohdmazherhussain,Muslim League Kerala State Committee,0,Not Given,52,,0,0,andhra_pradesh,mahabubnagar,2004,GEN,12783,866550,1.48,5501
3151,smtgundalavijayalakshmi,PPOI,0,12th Pass,56,50000.0,0,0,andhra_pradesh,mahabubnagar,2004,GEN,25842,866550,2.98,6298
3612,yelkotiyellareddy,TDP,0,12th Pass,64,1904000.0,189910,0,andhra_pradesh,mahabubnagar,2004,GEN,380857,866550,43.95,8300
211,anarendra,TRS,0,Graduate,49,2020000.0,500000,1,andhra_pradesh,medak,2004,GEN,453738,901015,50.36,8284
1582,klaxmaiahyadav,IND,0,Graduate,45,180000.0,0,0,andhra_pradesh,medak,2004,GEN,18457,901015,2.05,10809
1857,mdulfathali,IND,0,Not Given,62,200000.0,0,0,andhra_pradesh,medak,2004,GEN,34476,901015,3.83,10809
2032,nallasuryaprakash,BSP,0,Graduate,43,10000.0,0,0,andhra_pradesh,medak,2004,GEN,52273,901015,5.8,16651
2282,pjeevulanaik,IND,0,5th Pass,57,2379500.0,0,0,andhra_pradesh,medak,2004,GEN,12099,901015,1.34,10809
2327,pramachandrareddy,BJP,0,Post Graduate,73,6454939.0,640392,0,andhra_pradesh,medak,2004,GEN,329972,901015,36.62,1605
1340,jaipalreddysudini,INC,0,Post Graduate,62,12264007.0,1546865,1,andhra_pradesh,miryalguda,2004,GEN,572169,962599,59.44,3482
1839,marrynehemiah,IND,0,Graduate,50,80000.0,0,0,andhra_pradesh,miryalguda,2004,GEN,9566,962599,0.99,10809
3498,vangalaswamygoud,TDP,0,Not Given,52,5001067.0,1993070,0,andhra_pradesh,miryalguda,2004,GEN,355262,962599,36.91,8300
3502,varikuppalavenkanna,MCPI(S),0,10th Pass,33,,0,0,andhra_pradesh,miryalguda,2004,GEN,7980,962599,0.83,11590
3605,yanalanarsireddy,IND,0,12th Pass,37,62000.0,0,0,andhra_pradesh,miryalguda,2004,GEN,8166,962599,0.85,10809
952,drmandajagannath,TDP,0,Post Graduate,52,6545314.0,2339000,1,andhra_pradesh,nagarkurnool,2004,SC,405046,883350,45.85,8300
925,drgraghavulu,IND,0,Others,47,135000.0,170000,0,andhra_pradesh,nagarkurnool,2004,SC,25848,883350,2.93,10809
1623,ksratnam,IND,0,Not Given,46,6897500.0,506545,0,andhra_pradesh,nagarkurnool,2004,SC,305396,883350,34.57,10809
2259,pbhagavanthu,IND,0,Not Given,28,,0,0,andhra_pradesh,nagarkurnool,2004,SC,119813,883350,13.56,10809
2285,plalaiah,BSP,0,Graduate,60,50000.0,0,0,andhra_pradesh,nagarkurnool,2004,SC,27247,883350,3.08,16651
3288,suravaramsudhakarreddy,CPI,1,Graduate Professional,62,1990000.0,962600,1,andhra_pradesh,nalgonda,2004,GEN,479511,1047866,45.76,2444
193,anageswararao,PPOI,0,Graduate,54,645000.0,0,0,andhra_pradesh,nalgonda,2004,GEN,15736,1047866,1.5,6298
1170,gummibakkareddy,IND,0,Not Given,60,125000.0,0,0,andhra_pradesh,nalgonda,2004,GEN,9441,1047866,0.9,10809
1186,gyaraprathap,IND,0,10th Pass,41,800000.0,0,0,andhra_pradesh,nalgonda,2004,SC,9528,1047866,0.91,10809
2033,nalluindrasenareddy,BJP,0,Post Graduate,53,16242000.0,0,0,andhra_pradesh,nalgonda,2004,GEN,423360,1047866,40.4,1605
2391,pudarinarsimha,BSP,0,Graduate,34,,125000,0,andhra_pradesh,nalgonda,2004,SC,14552,1047866,1.39,16651
3508,vattipallysrinivasgoud,TRS,0,Graduate,40,4190972.0,0,0,andhra_pradesh,nalgonda,2004,GEN,86426,1047866,8.25,8284
3182,spyreddy,INC,0,Graduate Professional,54,64646900.0,13374000,1,andhra_pradesh,nandyal,2004,GEN,458526,829976,55.25,3482
40,acvsubbaiah,BSP,0,Graduate,40,100000.0,0,0,andhra_pradesh,nandyal,2004,GEN,7468,829976,0.9,16651
554,bhumashobhanagireddy,TDP,0,12th Pass,34,34003688.0,4819821,0,andhra_pradesh,nandyal,2004,GEN,346847,829976,41.79,8300
639,buddareddysrinivasareddy,IND,0,Not Given,33,6686000.0,2300000,0,andhra_pradesh,nandyal,2004,GEN,1419,829976,0.17,10809
1297,injetikrishnareddy,IND,2,Not Given,40,3050000.0,30000,0,andhra_pradesh,nandyal,2004,GEN,1552,829976,0.19,10809
1667,lakuobulesu,IND,0,Not Given,42,227000.0,200000,0,andhra_pradesh,nandyal,2004,SC,7662,829976,0.92,10809
1775,malagunampallegokari,IND,0,Not Given,49,90000.0,0,0,andhra_pradesh,nandyal,2004,SC,1800,829976,0.22,10809
2566,ramakrishnareddys,IND,0,Not Given,40,1480000.0,201500,0,andhra_pradesh,nandyal,2004,GEN,2020,829976,0.24,10809
3342,svasudevprasad,TRS,0,Not Given,29,,0,0,andhra_pradesh,nandyal,2004,GEN,2682,829976,0.32,8284
151,alluriyugandhararaju,PPOI,0,Post Graduate,39,451000.0,0,1,andhra_pradesh,narasapur,2004,GEN,27427,768537,3.57,6298
3483,uppalapativenkatakrishnamraju,BJP,0,Graduate,64,,450000,0,andhra_pradesh,narasapur,2004,GEN,338349,768537,44.03,1605
1867,mekapatirajamohanreddy,INC,0,Graduate Professional,59,63961169.0,0,1,andhra_pradesh,narasaraopet,2004,GEN,481310,899784,53.49,3482
1135,gontuvenkateswarareddy,IND,0,Graduate,59,1075000.0,0,0,andhra_pradesh,narasaraopet,2004,GEN,8278,899784,0.92,10809
1720,maddilakshmaiah,TDP,0,Others,74,169062689.0,157955,0,andhra_pradesh,narasaraopet,2004,GEN,395055,899784,43.91,8300
2394,pulimamidinarsimhareddy,TRS,0,Graduate,40,45000.0,0,0,andhra_pradesh,narasaraopet,2004,GEN,9622,899784,1.07,8284
2395,pulimivenkataramireddy,IND,0,5th Pass,42,80400.0,20000,0,andhra_pradesh,narasaraopet,2004,GEN,5519,899784,0.61,10809
2193,panabakalakshmi,INC,0,Post Graduate,46,5395726.0,0,1,andhra_pradesh,nellore,2004,SC,450129,836502,53.81,3482
432,balakondaiahkarupotala,BJP,0,Graduate,65,461481.0,0,0,andhra_pradesh,nellore,2004,SC,321905,836502,38.48,1605
779,davapenchalarao,IND,0,Others,0,100000.0,24500,0,andhra_pradesh,nellore,2004,SC,3884,836502,0.46,10809
1718,maddelabrahmanaidu,IND,0,Not Given,32,22000.0,0,0,andhra_pradesh,nellore,2004,SC,2285,836502,0.27,10809
1776,malakondaiahy,SP,0,Post Graduate,62,62000.0,0,0,andhra_pradesh,nellore,2004,SC,36085,836502,4.31,7425
1794,mangalapurivenkateswarlu,BRPP,0,Graduate,54,67500.0,39646,0,andhra_pradesh,nellore,2004,SC,3421,836502,0.41,1800
1838,marlapativemaiah,BSP,0,Graduate,37,,0,0,andhra_pradesh,nellore,2004,SC,9395,836502,1.12,16651
2179,ouruvurukrishnaiah,IND,0,10th Pass,40,,0,0,andhra_pradesh,nellore,2004,SC,3415,836502,0.41,10809
3519,venkataramravinuthala,IND,0,Not Given,53,20000.0,0,0,andhra_pradesh,nellore,2004,SC,5983,836502,0.72,10809
1725,madhugoudyaskhi,INC,0,Post Graduate,45,142718537.0,32560000,1,andhra_pradesh,nizamabad,2004,GEN,442142,782439,56.51,3482
425,baisaramadasu,IND,0,12th Pass,48,11100.0,0,0,andhra_pradesh,nizamabad,2004,GEN,14893,782439,1.9,10809
3366,syedyousufali,TDP,0,Not Given,49,11801000.0,200000,0,andhra_pradesh,nizamabad,2004,GEN,304271,782439,38.89,8300
3611,yedlaramu,BSP,0,Post Graduate,48,5000.0,0,0,andhra_pradesh,nizamabad,2004,GEN,21133,782439,2.7,16651
3187,sreenivasulureddymagunta,INC,2,Graduate,49,141768943.0,0,1,andhra_pradesh,ongole,2004,GEN,446584,799109,55.89,3482
150,allaramachandrareddy,IND,0,5th Pass,57,900000.0,25000,0,andhra_pradesh,ongole,2004,GEN,4741,799109,0.59,10809
486,bathulavijayabharathi,TDP,0,Not Given,0,,0,0,andhra_pradesh,ongole,2004,GEN,340563,799109,42.62,8300
605,boyallaranganayakulu,IND,0,Not Given,0,1200000.0,0,0,andhra_pradesh,ongole,2004,GEN,853,799109,0.11,10809
1161,gudipudinarasimharao,IND,0,Not Given,0,20000.0,300000,0,andhra_pradesh,ongole,2004,GEN,896,799109,0.11,10809
2030,nalamalapulakshminarasareddy,IND,0,Not Given,35,181000.0,0,0,andhra_pradesh,ongole,2004,GEN,986,799109,0.12,10809
2570,ramaraodaggupati,IND,0,Not Given,59,130000.0,0,0,andhra_pradesh,ongole,2004,GEN,1041,799109,0.13,10809
2942,satishkumar,IND,0,Post Graduate,58,40000.0,0,0,andhra_pradesh,ongole,2004,SC,168,179007,0.09,10809
3525,venubabunaidukavuri,IND,0,Not Given,27,303270.0,88000,0,andhra_pradesh,ongole,2004,GEN,982,799109,0.12,10809
1577,kishorechandrasuryanarayanadeovyricherla,INC,0,Post Graduate,57,220678000.0,0,1,andhra_pradesh,parvathipuram,2004,ST,321788,660923,48.69,3482
271,arikagumpaswamy,IND,0,Not Given,55,442000.0,0,0,andhra_pradesh,parvathipuram,2004,ST,10869,660923,1.64,10809
759,dadichilukaveeragourisankararao,TDP,0,Doctorate,35,921000.0,0,0,andhra_pradesh,parvathipuram,2004,ST,314370,660923,47.57,8300
3475,uooyakamutyalu,IND,0,8th Pass,32,20000.0,0,0,andhra_pradesh,parvathipuram,2004,ST,13896,660923,2.1,10809
1184,gvenkatswamy,INC,0,10th Pass,76,19464700.0,0,1,andhra_pradesh,peddapalli,2004,SC,572207,939450,60.91,3482
961,drmtcsuguna,TDP,0,Post Graduate,48,50279356.0,0,0,andhra_pradesh,peddapalli,2004,SC,309072,939450,32.9,8300
1468,kamillajayarao,IND,1,12th Pass,38,,0,0,andhra_pradesh,peddapalli,2004,SC,8637,939450,0.92,10809
1719,maddelaodelu,IND,0,Not Given,27,478000.0,60000,0,andhra_pradesh,peddapalli,2004,SC,8829,939450,0.94,10809
284,arunakumarvundavalli,INC,2,Graduate Professional,50,23431318.0,881017,1,andhra_pradesh,rajahmundry,2004,GEN,413927,816125,50.72,3482
1016,duggireddydharmareddy,IND,0,Not Given,0,59500.0,0,0,andhra_pradesh,rajahmundry,2004,GEN,4630,816125,0.57,10809
