,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year,Candidate_Type,Votes,Valid_Votes,Vote_Share_Percentage,Party_ID
3741,obulesuthudum,BSP,0,Post Graduate,38,1590000.0,150000,0,andhra_pradesh,nandyal,2014,SC,11784,1204956,0.98,16651
4222,pvnreddy,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,36,182000.0,0,0,andhra_pradesh,nandyal,2014,GEN,5598,1204956,0.46,706
192,akkireddybhimanadula,Pyramid Party of India,0,10th Pass,33,644500.0,0,0,andhra_pradesh,narasaraopet,2014,GEN,7032,1282058,0.55,6298
655,ayodhyaramireddyalla,Yuvajana Sramika Rythu Congress Party,1,Post Graduate,50,6543381756.0,604035456,0,andhra_pradesh,narasaraopet,2014,GEN,597184,1282058,46.58,8615
2465,kanumurikoteswararao,IND,0,Graduate,45,20000.0,0,0,andhra_pradesh,narasaraopet,2014,SC,1404,1282058,0.11,10809
2637,kondapallivenkateswarlu,INC,0,Graduate Professional,58,69781168.0,9723000,0,andhra_pradesh,narasaraopet,2014,GEN,22943,1282058,1.79,3482
3216,mekalahanumantharaoyadav,BSP,4,Post Graduate,35,2301000.0,0,0,andhra_pradesh,narasaraopet,2014,GEN,4911,1282058,0.38,16651
4807,ravusubrahmanyam,IND,0,Graduate,37,177000.0,0,0,andhra_pradesh,narasaraopet,2014,GEN,1025,1282058,0.08,10809
1801,gokarajugangaraju,BJP,1,Graduate,69,2883567122.0,168501286,1,andhra_pradesh,narsapuram,2014,GEN,540306,1088947,49.62,1605
691,badampudisiva,IND,0,Graduate,27,40000.0,0,0,andhra_pradesh,narsapuram,2014,GEN,1605,1088947,0.15,10809
1152,chintapallikanakarao,BSP,0,Post Graduate,55,1225000.0,2000000,0,andhra_pradesh,narsapuram,2014,GEN,8491,1088947,0.78,16651
3192,medapativarahalareddy,IND,0,Others,38,6800000.0,15000,0,andhra_pradesh,narsapuram,2014,GEN,1250,1088947,0.11,10809
3517,nallirajesh,Republican Paksha (Khoripa),1,Others,31,395000.0,0,0,andhra_pradesh,narsapuram,2014,SC,6708,1088947,0.62,6935
3217,mekapatirajamohanreddy,Yuvajana Sramika Rythu Congress Party,2,Graduate Professional,69,361746068.0,0,1,andhra_pradesh,nellore,2014,GEN,576396,1187648,48.53,8615
75,adalaprabhakarareddy,TDP,0,12th Pass,64,1282585640.0,131646350,0,andhra_pradesh,nellore,2014,GEN,562918,1187648,47.4,8300
281,anandaraosompalli,IND,1,Graduate,52,7813000.0,0,0,andhra_pradesh,nellore,2014,GEN,760,1187648,0.06,10809
2629,kolatigopinath,Pyramid Party of India,0,Graduate Professional,33,2272624.0,0,0,andhra_pradesh,nellore,2014,GEN,999,1187648,0.08,6298
2979,mallivenkateswarlu,IND,0,12th Pass,39,5482100.0,0,0,andhra_pradesh,nellore,2014,GEN,686,1187648,0.06,10809
2982,malyadriravulakollu,IND,0,Post Graduate,31,500.0,0,0,andhra_pradesh,nellore,2014,GEN,875,1187648,0.07,10809
3191,medamallareddy,IND,0,5th Pass,63,1382000.0,0,0,andhra_pradesh,nellore,2014,GEN,820,1187648,0.07,10809
3933,pattapuravi,BSP,0,Post Graduate,56,11400123.0,1725000,0,andhra_pradesh,nellore,2014,SC,3299,1187648,0.28,16651
1102,chapalavenkatarao,IND,0,10th Pass,30,550000.0,0,0,andhra_pradesh,ongole,2014,GEN,879,1208225,0.07,10809
1217,damamohanrao,IND,0,8th Pass,58,20896812.0,0,0,andhra_pradesh,ongole,2014,GEN,492,1208225,0.04,10809
1803,gollapallikishorekumarreddy,Jai Samaikyandhra Party,0,Post Graduate,35,335000.0,0,0,andhra_pradesh,ongole,2014,GEN,3724,1208225,0.31,16138
2523,kavurivenubabunaidu,IND,2,10th Pass,37,1151500.0,950000,0,andhra_pradesh,ongole,2014,GEN,3207,1208225,0.27,10809
3813,pammivenkareddy,Pyramid Party of India,0,12th Pass,39,771307.0,0,0,andhra_pradesh,ongole,2014,GEN,1392,1208225,0.12,6298
3992,pidaparthimadhusudhanareddy,IND,0,Graduate,34,160000.0,0,0,andhra_pradesh,ongole,2014,GEN,625,1208225,0.05,10809
3452,muralimohanmaganti,TDP,1,12th Pass,73,180822216.0,12245000,1,andhra_pradesh,rajahmundry,2014,GEN,630573,1154381,54.62,8300
378,annamdevuladharmarao,IND,0,Illiterate,62,100000.0,0,0,andhra_pradesh,rajahmundry,2014,GEN,590,1154381,0.05,10809
1002,bodduvenkataramanachowdary,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,39,356200864.0,13796000,0,andhra_pradesh,rajahmundry,2014,GEN,463139,1154381,40.12,8615
1120,cheekatlavenkateswararao,IND,1,Graduate,46,40000.0,0,0,andhra_pradesh,rajahmundry,2014,GEN,1356,1154381,0.12,10809
2053,illagovindarajan,IND,0,Others,36,5000.0,0,0,andhra_pradesh,rajahmundry,2014,GEN,1390,1154381,0.12,10809
2632,kollabathularichmondcarey,Gareeb Aadmi Party,0,Graduate,40,1990000.0,133630,0,andhra_pradesh,rajahmundry,2014,GEN,5481,1154381,0.47,3076
3112,marrebabji,BSP,0,Post Graduate,47,7260922.0,2150000,0,andhra_pradesh,rajahmundry,2014,SC,6079,1154381,0.53,16651
3194,medasrinivas,Rashtriya Praja Congress (Secular),4,Graduate Professional,44,21005000.0,0,0,andhra_pradesh,rajahmundry,2014,GEN,991,1154381,0.09,6772
3433,mullapudisatyanarayana,Jai Samaikyandhra Party,2,Post Graduate,43,5529128.0,795000,0,andhra_pradesh,rajahmundry,2014,GEN,11718,1154381,1.02,16138
3473,mutyalarambabu,IND,0,Graduate,30,1752500.0,0,0,andhra_pradesh,rajahmundry,2014,GEN,1282,1154381,0.11,10809
4220,pvmidhunreddy,Yuvajana Sramika Rythu Congress Party,1,Post Graduate,36,225984036.0,8183862,1,andhra_pradesh,rajampet,2014,GEN,601752,1158317,51.95,8615
380,annayyagarisaiprathap,INC,0,12th Pass,69,11011974.0,4332082,0,andhra_pradesh,rajampet,2014,GEN,29332,1158317,2.53,3482
1786,gmujeebhussain,Jai Samaikyandhra Party,0,Graduate,56,39415000.0,1950000,0,andhra_pradesh,rajampet,2014,GEN,59777,1158317,5.16,16138
3644,ndeva,Hindustan Janta Party,0,10th Pass,33,300000.0,0,0,andhra_pradesh,rajampet,2014,GEN,3896,1158317,0.34,10341
4637,rammohannaidukinjarapu,TDP,0,Post Graduate,27,84173423.0,0,1,andhra_pradesh,srikakulam,2014,GEN,556545,1052115,52.9,8300
1000,boddepallirajarao,BSP,0,10th Pass,47,4877532.0,0,0,andhra_pradesh,srikakulam,2014,GEN,8049,1052115,0.77,16651
2160,jaidevinjarapu,AAP,0,Post Graduate,41,680000.0,0,0,andhra_pradesh,srikakulam,2014,GEN,2559,1052115,0.24,13
2354,kadiyamjayalakshmi,Pyramid Party of India,0,Graduate,32,510000.0,0,0,andhra_pradesh,srikakulam,2014,GEN,5026,1052115,0.48,6298
2577,killikruparani,INC,0,Graduate Professional,52,34705308.0,556693,0,andhra_pradesh,srikakulam,2014,GEN,24171,1052115,2.3,3482
2579,kinjaraputejeswararao,IND,0,Post Graduate,31,640000.0,0,0,andhra_pradesh,srikakulam,2014,GEN,2075,1052115,0.2,10809
3800,paidirajarao,Jai Samaikyandhra Party,0,Graduate,40,14090000.0,1455000,0,andhra_pradesh,srikakulam,2014,GEN,11423,1052115,1.09,16138
1151,chintamohan,INC,0,Graduate Professional,59,11433300.0,2242572,0,andhra_pradesh,tirupati,2014,SC,33333,1213062,2.75,3482
1283,degalasuryanarayana,Pyramid Party of India,0,Others,39,80000.0,0,0,andhra_pradesh,tirupati,2014,SC,2875,1213062,0.24,6298
1565,druramachandrambbs,BSP,1,Graduate Professional,43,19006100.0,3000000,0,andhra_pradesh,tirupati,2014,SC,6036,1213062,0.5,16651
2383,kalavapallisahadevaiah,IND,0,Graduate Professional,46,5440036.0,657242,0,andhra_pradesh,tirupati,2014,SC,2510,1213062,0.21,10809
2513,kattamanchiprabhakar,IND,0,Post Graduate,46,194845.0,700000,0,andhra_pradesh,tirupati,2014,SC,1455,1213062,0.12,10809
2647,kothapallisubramanyam,CPI(M),0,Graduate Professional,45,1426110.0,0,0,andhra_pradesh,tirupati,2014,SC,11168,1213062,0.92,14635
3652,neeruguttanageswara,AAP,1,Graduate,26,264920.0,120000,0,andhra_pradesh,tirupati,2014,SC,7280,1213062,0.6,13
3736,nunevengaiah,IND,0,Graduate,56,6766231.0,99000,0,andhra_pradesh,tirupati,2014,SC,1829,1213062,0.15,10809
638,avinashdevineni,INC,0,Post Graduate,26,228035761.0,6541922,0,andhra_pradesh,vijayawada,2014,GEN,39760,1195765,3.33,3482
1006,bolisettyharibabu,IND,0,Illiterate,55,22785000.0,2700000,0,andhra_pradesh,vijayawada,2014,GEN,667,1195765,0.06,10809
1107,chatragaddapratap,IND,0,12th Pass,25,1978000.0,292000,0,andhra_pradesh,vijayawada,2014,GEN,950,1195765,0.08,10809
1234,dasarivenkatanagesh,IND,0,Graduate Professional,50,4290000.0,0,0,andhra_pradesh,vijayawada,2014,GEN,1874,1195765,0.16,10809
2095,ishwaryalakshmichinnam,Jai Samaikyandhra Party,0,Post Graduate,35,22247950.0,0,0,andhra_pradesh,vijayawada,2014,GEN,5296,1195765,0.44,16138
1014,brahmaswaroopkasibhatta,IND,0,Graduate Professional,48,25254386.0,2268000,0,andhra_pradesh,visakhapatnam,2014,GEN,994,1163558,0.09,10809
1206,dadijyothibhavani,Pyramid Party of India,0,10th Pass,43,380000.0,0,0,andhra_pradesh,visakhapatnam,2014,GEN,2717,1163558,0.23,6298
1587,durgaprasadguntu,IND,0,Graduate,45,2587000.0,200000,0,andhra_pradesh,visakhapatnam,2014,GEN,2611,1163558,0.22,10809
1736,gedelakrishnarao,IND,0,Post Graduate,60,658118000.0,0,0,andhra_pradesh,visakhapatnam,2014,ST,1118,1163558,0.1,10809
2056,imandivenkatakurmarao,BSP,0,Graduate Professional,43,4032000.0,400000,0,andhra_pradesh,visakhapatnam,2014,GEN,14947,1163558,1.28,16651
2750,kunaramam,AAP,0,Post Graduate,51,29512350.0,480000,0,andhra_pradesh,visakhapatnam,2014,GEN,6175,1163558,0.53,13
2772,kutikuppalasuryarao,IND,0,Doctorate,60,53726000.0,700000,0,andhra_pradesh,visakhapatnam,2014,GEN,1889,1163558,0.16,10809
4905,sabbamhari,Jai Samaikyandhra Party,0,12th Pass,60,108270254.0,824380,0,andhra_pradesh,visakhapatnam,2014,GEN,6644,1163558,0.57,16138
548,ashokgajapathirajupusapati,TDP,0,10th Pass,62,39754644.0,0,1,andhra_pradesh,vizianagaram,2014,GEN,536549,1120316,47.89,8300
1008,bonukrishna,BSP,1,12th Pass,50,485000.0,0,0,andhra_pradesh,vizianagaram,2014,SC,4092,1120316,0.37,16651
1952,harikishankuppili,IND,0,Doctorate,37,860000.0,0,0,andhra_pradesh,vizianagaram,2014,GEN,3603,1120316,0.32,10809
2271,jhansilakshmibotcha,INC,0,Doctorate,50,54824574.0,8849835,0,andhra_pradesh,vizianagaram,2014,GEN,122487,1120316,10.93,3482
3599,narusimhadrinaidu,AAP,0,Post Graduate,58,2252790.0,50000,0,andhra_pradesh,vizianagaram,2014,GEN,2505,1120316,0.22,13
4125,prasadaraonanda,Pyramid Party of India,0,Post Graduate,42,1281000.0,0,0,andhra_pradesh,vizianagaram,2014,GEN,6401,1120316,0.57,6298
3682,ninongering,INC,0,Graduate,55,88065000.0,0,1,arunachal_pradesh,arunachal_east,2014,ST,118455,261291,45.33,3482
2586,kirenrijiju,BJP,0,Graduate Professional,42,12539868.0,475000,1,arunachal_pradesh,arunachal_west,2014,ST,169367,335665,50.46,1605
1764,gichokabak,NCP,0,10th Pass,49,400000.0,0,0,arunachal_pradesh,arunachal_west,2014,ST,6065,335665,1.81,5792
1872,gumjumhaider,AITC,0,Graduate,36,8808016.0,0,0,arunachal_pradesh,arunachal_west,2014,ST,9135,335665,2.72,18228
1919,habungpayeng,AAP,0,Post Graduate,56,14587055.0,0,0,arunachal_pradesh,arunachal_west,2014,ST,3647,335665,1.09,13
2187,jalleysonam,PPA,0,10th Pass,33,4680000.0,0,0,arunachal_pradesh,arunachal_west,2014,ST,14664,335665,4.37,6028
973,birensinghengti,INC,0,Post Graduate,74,35367390.0,0,1,assam,autonomous_district,2014,ST,213152,543280,39.23,3482
600,ashwengjrengma,JMM,0,10th Pass,56,960000.0,0,0,assam,autonomous_district,2014,ST,9263,543280,1.71,4653
1165,chomangkro,IND,0,Graduate,48,4122196.0,0,0,assam,autonomous_district,2014,ST,108299,543280,19.93,10809
2326,joyramengleng,BJP,0,10th Pass,54,22032158.0,5096806,0,assam,autonomous_district,2014,ST,189057,543280,34.8,1605
4149,pratimaengheepi,CPI(ML)L,0,Graduate,39,469165.0,365000,0,assam,autonomous_district,2014,ST,11762,543280,2.16,9890
64,abulawal,SP,0,12th Pass,42,1224844.0,379980,0,assam,barpeta,2014,GEN,3099,1205863,0.26,7425
809,barunkarmakar,IND,0,12th Pass,36,713000.0,0,0,assam,barpeta,2014,SC,1649,1205863,0.14,10809
836,bhadreswarbarman,IND,0,12th Pass,40,251000.0,0,0,assam,barpeta,2014,GEN,1695,1205863,0.14,10809
1522,drpervezaliahmed,AITC,0,Graduate Professional,65,327895738.0,1163236,0,assam,barpeta,2014,GEN,10944,1205863,0.91,18228
1619,entazali,Lok Bharati,0,8th Pass,51,1200000.0,0,0,assam,barpeta,2014,GEN,1937,1205863,0.16,4941
1722,gautamkumarsarma,IND,0,Post Graduate,51,5276151.0,600000,0,assam,barpeta,2014,GEN,1859,1205863,0.15,10809
2096,ismailhussain,INC,0,Post Graduate,60,18415063.0,0,0,assam,barpeta,2014,GEN,277802,1205863,23.04,3482
2417,kamaluddin,IND,0,Literate,66,152836.0,0,0,assam,barpeta,2014,GEN,3433,1205863,0.28,10809
2575,khurshidaanowarabegum,SUCI(C),0,Post Graduate,62,4918640.0,369608,0,assam,barpeta,2014,GEN,5710,1205863,0.47,8082
3980,phanibhusanchoudhury,AGP,0,Graduate,62,9374499.0,67240,0,assam,barpeta,2014,GEN,73733,1205863,6.11,978
5000,samsulhoque,IND,0,8th Pass,53,732000.0,0,0,assam,barpeta,2014,GEN,24444,1205863,2.03,10809
697,badruddinajmal,AIUDF,1,Post Graduate,50,432748134.0,0,1,assam,dhubri,2014,GEN,592569,1369624,43.27,795
212,alihussain,IND,0,Graduate,36,114136.0,0,0,assam,dhubri,2014,GEN,23816,1369624,1.74,10809
387,anowarhussain,AGP,0,Graduate,45,828710.0,0,0,assam,dhubri,2014,GEN,9897,1369624,0.72,978
664,azmalhussain,AAP,0,12th Pass,53,14635426.0,0,0,assam,dhubri,2014,GEN,4468,1369624,0.33,13
