,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year,Candidate_Type,Votes,Valid_Votes,Vote_Share_Percentage,Party_ID
519,arvindkumarsharma,INC,0,Post Graduate,51,35428444.0,15584114,0,haryana,karnal,2014,GEN,234670,1193500,19.66,3482
521,arvindtiwari,IND,0,Doctorate,45,160000.0,0,0,haryana,karnal,2014,GEN,1260,1193500,0.11,10809
531,ashish,AIFB,0,Graduate,30,2077000.0,1100000,0,haryana,karnal,2014,GEN,1314,1193500,0.11,3040
1579,dulichand,Lok Parivartan Party(DC),0,Graduate Professional,66,4828000.0,290000,0,haryana,karnal,2014,GEN,1144,1193500,0.1,16231
2124,jagbirsinghrana,IND,0,Post Graduate,55,54297291.0,2759783,0,haryana,karnal,2014,GEN,2775,1193500,0.23,10809
2134,jagdish,IND,0,Illiterate,65,4778000.0,60000,0,haryana,karnal,2014,SC,2145,1279105,0.17,10809
2224,jaswindersingh,INLD,0,10th Pass,58,46436884.0,2562000,0,haryana,karnal,2014,SC,1230,961297,0.13,18691
2558,khatabsinghmor,Bhartiya Shakti Chetna Party,0,12th Pass,38,14880000.0,200000,0,haryana,karnal,2014,GEN,885,1193500,0.07,2047
2609,kismatsharma,IND,0,10th Pass,0,1350000.0,540000,0,haryana,karnal,2014,GEN,1757,1193500,0.15,10809
2949,mahinderpal,IND,0,5th Pass,36,8401000.0,8000000,0,haryana,karnal,2014,GEN,1276,1193500,0.11,10809
2953,mahmoodhassan,IND,0,8th Pass,54,1622345.0,640000,0,haryana,karnal,2014,GEN,2723,1193500,0.23,10809
2987,mamchand,CPI,0,Illiterate,70,37120000.0,2100000,0,haryana,karnal,2014,GEN,10945,1193500,0.92,2444
3105,marathavirenderverma,BSP,0,Graduate Professional,59,96600000.0,0,0,haryana,karnal,2014,GEN,102628,1193500,8.6,16651
3810,paleramkashyap,Rashtriya Janshakti Party(Eklavya),0,10th Pass,47,731148.0,0,0,haryana,karnal,2014,GEN,2654,1193500,0.22,6587
3852,paramjitsingh,AAP,0,Graduate,36,2863613.0,1382819,0,haryana,karnal,2014,GEN,32060,1193500,2.69,13
4205,puransinghpanwar,Rashtravadi Janata Party,0,Graduate Professional,67,3621304.0,296000,0,haryana,karnal,2014,GEN,865,1193500,0.07,6362
4660,ramphalsharma,IND,0,10th Pass,57,4537000.0,0,0,haryana,karnal,2014,GEN,940,1193500,0.08,10809
5228,savitri,IND,0,Illiterate,42,3700000.0,200000,0,haryana,karnal,2014,SC,1468,1193500,0.12,10809
4421,rajkumarsaini,BJP,0,Graduate,60,132880476.0,23262108,1,haryana,kurukshetra,2014,GEN,418112,1135892,36.81,1605
318,anil,IND,0,5th Pass,32,18036000.0,0,0,haryana,kurukshetra,2014,GEN,829,1044331,0.08,6440
599,ashwanimalhotra,AITC,0,10th Pass,49,1284743.0,0,0,haryana,kurukshetra,2014,GEN,3251,1135892,0.29,18228
740,balbirsinghsaini,INLD,0,Graduate,65,42261869.0,4284205,0,haryana,kurukshetra,2014,GEN,288376,1135892,25.39,3863
776,balwinderkaur,AAP,0,10th Pass,51,17852106.0,1196325,0,haryana,kurukshetra,2014,GEN,32554,1135892,2.87,13
1108,chattarsingh,BSP,0,Graduate Professional,62,72970569.0,3500000,0,haryana,kurukshetra,2014,GEN,68926,1135892,6.07,16651
1173,chunimanojkumar,IND,0,5th Pass,32,1593000.0,0,0,haryana,kurukshetra,2014,GEN,2770,1135892,0.24,10809
1245,davinderkumar,IND,2,12th Pass,33,2275000.0,250000,0,haryana,kurukshetra,2014,SC,2041,1135892,0.18,10809
1899,gurmeetsingh,Lok Dal,0,Graduate,47,3125677.0,69000,0,haryana,kurukshetra,2014,GEN,1092,1135892,0.1,4996
2581,kiranpal,Bharatiya Inqalab Party,0,12th Pass,40,18260000.0,0,0,haryana,kurukshetra,2014,GEN,762,1135892,0.07,1403
2722,kuldeepsingh,RPI,0,10th Pass,44,53708428.0,0,0,haryana,kurukshetra,2014,SC,13732,1176767,1.17,16651
3624,naveenjindal,INC,2,Post Graduate,44,3083154000.0,49114000,0,haryana,kurukshetra,2014,GEN,287722,1135892,25.33,3482
3775,onkarsingh,National Janhit Congress (AB),0,Literate,45,13440157.0,673667,0,haryana,kurukshetra,2014,GEN,4947,854749,0.58,16526
4422,rajkumarsaini,IND,0,5th Pass,37,562200.0,24000,0,haryana,kurukshetra,2014,GEN,6061,1135892,0.53,10809
4612,ramkishan,Lok Parivartan Party(DC),0,10th Pass,49,1785984.0,0,0,haryana,kurukshetra,2014,SC,1635,1135892,0.14,16231
4698,ranbirsinghsharma,IND,0,Graduate Professional,58,14604045.0,300000,0,haryana,kurukshetra,2014,GEN,2765,1135892,0.24,10809
2178,jaisingh,IND,0,10th Pass,59,18187000.0,200000,0,haryana,rohtak,2014,GEN,48597,985638,4.93,13
3070,manojkumar,BSP,0,12th Pass,41,13590000.0,0,0,haryana,rohtak,2014,GEN,1854,1099467,0.17,10809
3623,naveenjaihind,AAP,1,Doctorate,32,340057.0,0,0,haryana,rohtak,2014,GEN,46759,1044331,4.48,13
4782,ravinderkumar,Indian Bahujan Sandesh Party (Kanshiram),0,12th Pass,37,1245000.0,0,0,haryana,rohtak,2014,SC,418,1044331,0.04,16060
4955,sajjansingh,IND,0,Illiterate,66,2761000.0,250000,0,haryana,rohtak,2014,GEN,2032,1044331,0.19,10809
5198,satpal,IND,0,10th Pass,44,3998000.0,0,0,haryana,rohtak,2014,GEN,2449,1044331,0.23,10809
5357,shamshersinghkharkara,INLD,0,Post Graduate,56,242943888.0,0,0,haryana,rohtak,2014,GEN,151120,1044331,14.47,3863
588,ashoktanwar,INC,1,Doctorate,38,72777188.0,11222039,0,haryana,sirsa,2014,SC,390634,1279105,30.54,3482
772,balwantsingh,Bharatiya Sant Mat Party,0,10th Pass,45,1053000.0,0,0,haryana,sirsa,2014,SC,2201,1279105,0.17,1840
1196,comraderamkumar,CPI(M),0,12th Pass,46,877705.0,0,0,haryana,sirsa,2014,SC,11194,1279105,0.88,14635
1558,drsushilindora,HJC(BL),0,Graduate Professional,54,31066422.0,28522,0,haryana,sirsa,2014,SC,241067,1279105,18.85,3185
1638,fakirchand,IND,0,8th Pass,55,438500.0,0,0,haryana,sirsa,2014,SC,1197,1279105,0.09,10809
1932,hansrajhansa,Jan Morcha,0,12th Pass,42,77000.0,0,0,haryana,sirsa,2014,SC,2901,1279105,0.23,4139
2133,jagdish,IND,0,Graduate,39,759500.0,0,0,haryana,sirsa,2014,SC,7186,1095587,0.66,1074
2164,jaipalbhatti,IND,0,5th Pass,44,2300000.0,0,0,haryana,sirsa,2014,SC,1365,1279105,0.11,10809
3012,mangeram,BSP,0,Graduate,73,6507759.0,0,0,haryana,sirsa,2014,GEN,30446,1155914,2.63,16651
3047,manjeetsingh,IND,0,5th Pass,33,710000.0,0,0,haryana,sirsa,2014,GEN,415,1196336,0.03,10809
3222,mewasingh,IND,0,5th Pass,43,5696200.0,0,0,haryana,sirsa,2014,SC,4136,1279105,0.32,10809
4319,rajbirpalna,IND,0,Post Graduate,28,356000.0,37362,0,haryana,sirsa,2014,SC,5636,1279105,0.44,10809
4416,rajkumarnagar,SP,0,Graduate,43,5675000.0,3200000,0,haryana,sirsa,2014,SC,4208,1279105,0.33,7425
4729,ranvirkhobra,IND,0,Graduate,26,7896000.0,1450000,0,haryana,sirsa,2014,SC,7308,1279105,0.57,10809
5078,sanjivbhojraj,VANCHITSAMAJ INSAAF PARTY,1,10th Pass,26,106000.0,0,0,haryana,sirsa,2014,SC,2350,1279105,0.18,8480
332,anilkumar,Rashtriya Bahujan Hitay Party,0,10th Pass,27,10875000.0,0,0,haryana,sonipat,2014,SC,2478,882262,0.28,10809
407,anupsingdahiya,Rashtriya Jatigat Aarakshan Virodhi Party,0,10th Pass,65,13153500.0,152500,0,haryana,sonipat,2014,GEN,259,985638,0.03,16422
572,ashokkumarvashishth,RPI(A),0,10th Pass,37,1501000.0,0,0,haryana,sonipat,2014,GEN,492,985638,0.05,12285
920,bhupeshwardayal,IND,0,Graduate Professional,37,3058174.0,0,0,haryana,sonipat,2014,GEN,2525,985638,0.26,10809
943,bijenderkumar,IND,0,10th Pass,36,1650000.0,0,0,haryana,sonipat,2014,SC,965,985638,0.1,10809
1211,dalbirsinghchahal,Rashtravadi Janata Party,0,5th Pass,28,16475000.0,90000,0,haryana,sonipat,2014,GEN,671,985638,0.07,6362
1867,gulabsingh,POORVANCHAL RASHTRIYA CONGRESS,0,Graduate,42,53952000.0,0,0,haryana,sonipat,2014,GEN,916,985638,0.09,6098
2121,jagbir,IND,0,8th Pass,29,415316.0,0,0,haryana,sonipat,2014,SC,357,985638,0.04,10809
2123,jagbirsinghmalik,INC,0,Graduate Professional,64,69917201.0,2154569,0,haryana,sonipat,2014,GEN,269789,985638,27.37,3482
2177,jaisingh,AAP,0,Post Graduate,62,246912638.0,12140161,0,haryana,sonipat,2014,GEN,2769,1175692,0.24,10809
2219,jaswant,IND,0,10th Pass,51,612000.0,108000,0,haryana,sonipat,2014,GEN,656,985638,0.07,10809
3069,manojkumar,IND,0,Graduate Professional,0,5915698.0,685000,0,haryana,sonipat,2014,GEN,2873,1024906,0.28,10809
3786,padamsingh,INLD,0,Graduate Professional,51,30051128.0,466311,0,haryana,sonipat,2014,GEN,1375,985638,0.14,10809
3787,padamsingh,IND,0,12th Pass,64,11672304.0,0,0,haryana,sonipat,2014,GEN,264404,985638,26.83,3863
4563,ramesh,IND,0,Graduate Professional,53,42376491.0,425241,0,haryana,sonipat,2014,SC,602,1070400,0.06,11002
5026,sanjay,IND,0,10th Pass,40,15800000.0,0,0,haryana,sonipat,2014,GEN,3950,985638,0.4,10809
5086,santdharamvirchotiwala,IND,0,Graduate Professional,42,30110000.0,50000,0,haryana,sonipat,2014,GEN,943,985638,0.1,10809
5207,satyanarayan,IND,0,10th Pass,47,14173000.0,0,0,haryana,sonipat,2014,GEN,550,985638,0.06,10809
410,anuragsinghthakur,BJP,10,Graduate,39,46535803.0,2074555,1,himachal_pradesh,hamirpur,2014,GEN,448035,835205,53.64,1605
258,aminchand,IND,0,5th Pass,55,277443.0,0,0,himachal_pradesh,hamirpur,2014,SC,647,835205,0.08,10809
535,ashishkumar,IND,0,Graduate Professional,34,900.0,0,0,himachal_pradesh,hamirpur,2014,GEN,603,835205,0.07,10809
1321,devrajbhardwaj,IND,0,Others,61,512130100.0,300000,0,himachal_pradesh,hamirpur,2014,GEN,1692,835205,0.2,10809
2409,kamalkantabatra,AAP,0,10th Pass,69,23643190.0,0,0,himachal_pradesh,hamirpur,2014,GEN,15329,835205,1.84,13
4466,rakeshchoudhary,BSP,1,10th Pass,38,21668407.0,900000,0,himachal_pradesh,hamirpur,2014,GEN,5827,835205,0.7,16651
472,artisoni,SHS,0,10th Pass,35,1118040.0,400000,0,himachal_pradesh,kangra,2014,GEN,3757,799445,0.47,18691
746,baldevraj,Himachal Swabhiman Party,0,10th Pass,65,9725138.0,0,0,himachal_pradesh,kangra,2014,GEN,997,799445,0.12,3219
922,bhupindermehra,IND,0,Graduate,35,1503000.0,650000,0,himachal_pradesh,kangra,2014,GEN,5585,799445,0.7,10809
1073,chanderkumar,INC,0,Post Graduate,69,53716274.0,173656,0,himachal_pradesh,kangra,2014,GEN,286091,799445,35.79,3482
1336,dhaniram,IND,0,Illiterate,72,54000.0,0,0,himachal_pradesh,kangra,2014,ST,1085,799445,0.14,10809
2807,lalhussain,BSP,0,Illiterate,47,3441000.0,500000,0,himachal_pradesh,kangra,2014,GEN,5949,799445,0.74,16651
4504,ramankumar,Bahujan Mukti Party,0,12th Pass,31,397000.0,36000,0,himachal_pradesh,kangra,2014,SC,637,799445,0.08,1074
4690,ramswaroopsharma,BJP,0,10th Pass,55,10178871.0,571823,1,himachal_pradesh,mandi,2014,GEN,362824,726094,49.97,1605
840,bhagchandrana,IND,0,10th Pass,38,16328803.0,0,0,himachal_pradesh,mandi,2014,GEN,1868,726094,0.26,10809
2159,jaichandthakur,AAP,1,Post Graduate,62,15449353.0,658000,0,himachal_pradesh,mandi,2014,GEN,9359,726094,1.29,13
2769,kushalbhardwaj,CPI(M),3,Post Graduate,45,1561535.0,0,0,himachal_pradesh,mandi,2014,GEN,13965,726094,1.92,14635
2800,lalaram,BSP,1,10th Pass,38,1323000.0,856000,0,himachal_pradesh,mandi,2014,GEN,5167,726094,0.71,16651
4147,pratibhasingh,INC,0,Graduate,57,348210305.0,19280480,0,himachal_pradesh,mandi,2014,GEN,322968,726094,44.48,3482
4203,punichand,SP,0,5th Pass,43,1097000.0,0,0,himachal_pradesh,mandi,2014,GEN,923,726094,0.13,7425
1905,gurnamsinghkoli,BSP,0,12th Pass,38,5530658.0,260000,0,himachal_pradesh,shimla,2014,SC,5985,737756,0.81,16651
2119,jagatram,CPI(M),4,10th Pass,57,1004055.0,0,0,himachal_pradesh,shimla,2014,SC,11434,737756,1.55,14635
3320,mohanlalbrakta,INC,0,Graduate Professional,48,9452159.0,1859464,0,himachal_pradesh,shimla,2014,SC,301786,737756,40.91,3482
3209,mehboobamufti,JKPDP,1,Graduate Professional,54,5200000.0,0,1,jammu_and_kashmir,anantnag,2014,GEN,200429,375279,53.41,11133
6,abdulahadmir,IND,0,12th Pass,48,17950000.0,0,0,jammu_and_kashmir,anantnag,2014,GEN,3439,375279,0.92,10809
603,asifjeelani,AIFB,0,Post Graduate,44,300000.0,0,0,jammu_and_kashmir,anantnag,2014,GEN,803,375279,0.21,3040
1755,ghnabishah,SP,0,10th Pass,62,19939000.0,878970,0,jammu_and_kashmir,anantnag,2014,GEN,1837,375279,0.49,7425
3243,mirzamehboobbeg,JKNC,0,Graduate Professional,62,10710000.0,0,0,jammu_and_kashmir,anantnag,2014,GEN,135012,375279,35.98,11089
3302,mohammadyaqoobrather,All Jammu and Kashmir Republican Party,0,8th Pass,49,11450000.0,500000,0,jammu_and_kashmir,anantnag,2014,GEN,1568,375279,0.42,803
3362,mohdyousifganie,Ambedkar Samaj Party,0,Graduate,47,2020000.0,0,0,jammu_and_kashmir,anantnag,2014,GEN,3286,375279,0.88,9011
3468,mushtaqahmadmalik,BJP,0,10th Pass,41,315000.0,0,0,jammu_and_kashmir,anantnag,2014,GEN,4720,375279,1.26,1605
3478,muzaffarhussainbaig,JKPDP,0,Post Graduate,67,200707183.0,11401285,1,jammu_and_kashmir,baramulla,2014,GEN,175277,465992,37.61,11133
15,abdulhussain,IND,0,Others,45,21441634.0,697808,0,jammu_and_kashmir,baramulla,2014,GEN,7301,465992,1.57,10809
45,abhamidmalik,IND,0,Graduate Professional,35,10675000.0,0,0,jammu_and_kashmir,baramulla,2014,GEN,3655,465992,0.78,10809
530,ashiqhussainganie,IND,0,8th Pass,31,715000.0,0,0,jammu_and_kashmir,baramulla,2014,GEN,1943,465992,0.42,10809
651,ayazahmadsofi,Gareeb Aadmi Party,0,8th Pass,30,10000.0,350000,0,jammu_and_kashmir,baramulla,2014,GEN,5566,465992,1.19,3076
1758,ghulammohammadmir,BJP,0,Graduate Professional,63,16100000.0,1380000,0,jammu_and_kashmir,baramulla,2014,GEN,6558,465992,1.41,1605
3333,mohdabdullahchatwal,IND,0,10th Pass,51,3000000.0,2000000,0,jammu_and_kashmir,baramulla,2014,GEN,4006,465992,0.86,10809
3357,mohdshafibhat,BSP,0,Graduate Professional,52,7050000.0,300000,0,jammu_and_kashmir,baramulla,2014,GEN,3143,465992,0.67,16651
3704,nisarahmadahanger,IND,0,10th Pass,34,3813600.0,0,0,jammu_and_kashmir,baramulla,2014,GEN,2050,465992,0.44,10809
4964,salamuddinbajad,JKPC,0,Graduate Professional,65,13721058.0,0,0,jammu_and_kashmir,baramulla,2014,GEN,71154,465992,15.27,4099
2332,jugalkishore,BJP,0,10th Pass,51,26824308.0,300000,1,jammu_and_kashmir,jammu,2014,GEN,619995,1253593,49.46,1605
19,abdulmajidchouhan,IND,0,10th Pass,34,2600000.0,0,0,jammu_and_kashmir,jammu,2014,ST,4177,1253593,0.33,10809
553,ashokkumar,BSP,0,10th Pass,39,4435000.0,350000,0,jammu_and_kashmir,jammu,2014,GEN,2553,967968,0.26,3076
569,ashokkumarsharma,IND,0,Graduate,50,6156613.0,215602,0,jammu_and_kashmir,jammu,2014,GEN,2582,1253593,0.21,10809
709,bahadursinghchowdhary,SP,0,Graduate,62,1431120.0,298000,0,jammu_and_kashmir,jammu,2014,GEN,3164,1253593,0.25,7425
1911,gursagarsingh,Socialistic Democratic Party,0,12th Pass,34,19540000.0,3350000,0,jammu_and_kashmir,jammu,2014,GEN,6042,1253593,0.48,12552
1949,harichandjalmeria,JKNPP,0,Graduate Professional,58,4004437.0,500000,0,jammu_and_kashmir,jammu,2014,GEN,9071,1253593,0.72,4079
2779,labharam,IND,0,12th Pass,51,860000.0,230000,0,jammu_and_kashmir,jammu,2014,GEN,5046,1253593,0.4,10809
2872,madanlalsharma,INC,0,10th Pass,62,18843802.0,384929,0,jammu_and_kashmir,jammu,2014,GEN,362715,1253593,28.93,3482
3208,meharmanavbhagat,Bharatiya Bahujan Party,0,Graduate Professional,25,32000.0,0,0,jammu_and_kashmir,jammu,2014,SC,2013,1253593,0.16,1365
3332,mohdabbaskhan,IND,0,Graduate Professional,53,218316.0,261000,0,jammu_and_kashmir,jammu,2014,GEN,2469,1253593,0.2,10809
3344,mohdimtiaz,IND,0,Graduate,30,,0,0,jammu_and_kashmir,jammu,2014,GEN,7423,1253593,0.59,10809
3699,nirmalsingh,IND,0,Graduate,48,30496000.0,904000,0,jammu_and_kashmir,jammu,2014,SC,2149,1030954,0.21,5792
3973,perseensingh,IND,0,12th Pass,34,205959.0,0,0,jammu_and_kashmir,jammu,2014,GEN,7173,1253593,0.57,10809
5194,satishpoonchi,IND,0,10th Pass,65,2513000.0,0,0,jammu_and_kashmir,jammu,2014,GEN,1981,1253593,0.16,10809
1761,ghulamraza,IND,0,Graduate,50,123766.0,0,0,jammu_and_kashmir,ladakh,2014,GEN,31075,118029,26.33,10809
29,abdulrashidtantray,IND,0,10th Pass,43,410000.0,0,0,jammu_and_kashmir,srinagar,2014,GEN,1668,312212,0.53,10809
122,agasyedmohsin,IND,0,Others,54,6550000.0,0,0,jammu_and_kashmir,srinagar,2014,GEN,16050,312212,5.14,10809
1127,chetansharma,IND,0,Post Graduate,40,12798000.0,300000,0,jammu_and_kashmir,srinagar,2014,GEN,608,312212,0.19,10809
1530,drrajamuzaffarbhat,AAP,1,Graduate,37,2110000.0,0,0,jammu_and_kashmir,srinagar,2014,GEN,3271,312212,1.05,13
1643,farooqabdullah,JKNC,0,Graduate Professional,77,131005305.0,0,0,jammu_and_kashmir,srinagar,2014,GEN,48555,86334,56.24,11089
1649,fayazahmadbhat,BJP,0,Graduate,42,152000.0,0,0,jammu_and_kashmir,srinagar,2014,GEN,4467,312212,1.43,1605
3244,mirzasajadhussainbeigh,IND,0,8th Pass,34,60000.0,0,0,jammu_and_kashmir,srinagar,2014,GEN,2802,312212,0.9,10809
3296,mohammadmaqboolmalik,JKNPP,0,10th Pass,43,20000.0,600000,0,jammu_and_kashmir,srinagar,2014,GEN,583,312212,0.19,4079
3298,mohammadshafiguroo,IND,0,8th Pass,51,30550000.0,500000,0,jammu_and_kashmir,srinagar,2014,GEN,1157,312212,0.37,10809
3469,mushtaqshamim,Akhil Bharatiya Muslim League (Secular),0,Graduate,45,5605000.0,250000,0,jammu_and_kashmir,srinagar,2014,GEN,521,312212,0.17,339
4230,rabiaaltaf,IND,0,Post Graduate,46,11498600.0,2625000,0,jammu_and_kashmir,srinagar,2014,GEN,864,312212,0.28,10809
1486,drjitendrasingh,BJP,0,Graduate Professional,57,38464932.0,11881,1,jammu_and_kashmir,udhampur,2014,GEN,487369,1041758,46.78,1605
322,anilkhajuria,IND,0,Graduate Professional,32,25000.0,0,0,jammu_and_kashmir,udhampur,2014,GEN,15188,1041758,1.46,10809
336,anilkumargupta,IND,0,Graduate,48,51621298.0,1717547,0,jammu_and_kashmir,udhampur,2014,GEN,5755,1041758,0.55,10809
795,bansilal,IND,0,8th Pass,48,6730000.0,200000,0,jammu_and_kashmir,udhampur,2014,GEN,7339,1041758,0.7,10809
1350,dharampalbalgotra,BSP,0,Others,66,16995852.0,1158038,0,jammu_and_kashmir,udhampur,2014,GEN,16437,1041758,1.58,16651
1760,ghulamnabiazad,INC,0,Post Graduate,65,41389590.0,0,0,jammu_and_kashmir,udhampur,2014,GEN,426393,1041758,40.93,3482
1765,girdharilal,Bharatiya Bahujan Party,0,Post Graduate,61,24920000.0,0,0,jammu_and_kashmir,udhampur,2014,SC,1971,1041758,0.19,1365
3339,mohdarshadmalik,JKPDP,0,10th Pass,62,7042892.0,0,0,jammu_and_kashmir,udhampur,2014,GEN,30461,1041758,2.92,11133
3639,nazakathussain,IND,0,Post Graduate,28,500000.0,0,0,jammu_and_kashmir,udhampur,2014,ST,9217,1041758,0.88,10809
4192,profbhimsingh,JKNPP,0,Post Graduate,73,3895677.0,1410000,0,jammu_and_kashmir,udhampur,2014,GEN,25312,1041758,2.43,4079
5350,shamlal,All J & K Kisan Majdoor Party,0,8th Pass,40,817000.0,0,0,jammu_and_kashmir,udhampur,2014,SC,2187,1041758,0.21,801
341,anilkumaroraon,IND,0,10th Pass,45,3490000.0,25000,0,jharkhand,chatra,2014,ST,4209,712971,0.59,10809
533,ashishbhushanpathak,IND,0,Post Graduate,31,3530500.0,0,0,jharkhand,chatra,2014,GEN,2944,712971,0.41,10809
771,balwantkumar,Jharkhand Party,1,Graduate,36,9514000.0,0,0,jharkhand,chatra,2014,GEN,6845,712971,0.96,4717
804,banwarisaw,CPI,0,Literate,60,5765202.0,553000,0,jharkhand,chatra,2014,GEN,21261,712971,2.98,2444
1923,hajijainulabedin,BSP,0,Graduate,40,15758303.0,0,0,jharkhand,chatra,2014,GEN,14929,712971,2.09,16651
2541,keshwaryadav,SP,16,5th Pass,50,3450487.0,300000,0,jharkhand,chatra,2014,GEN,29754,712971,4.17,7425
2944,maheshsinghyadav,JD(U),0,Graduate,67,44079939.0,3281756,0,jharkhand,chatra,2014,GEN,5783,712971,0.81,11002
3502,nagmani,AJSU Party,1,12th Pass,51,87315758.0,0,0,jharkhand,chatra,2014,GEN,35674,712971,5.0,8958
3617,naushadalam,AITC,0,Graduate,33,4839400.0,0,0,jharkhand,chatra,2014,GEN,7841,712971,1.1,18228
3669,nilamdevi,JVM(P),0,5th Pass,37,9780527.0,1048964,0,jharkhand,chatra,2014,GEN,104176,712971,14.61,4736
4417,rajkumarpahan,Rashtriya Deshaj Party,0,Graduate,45,8851813.0,0,0,jharkhand,chatra,2014,GEN,10771,712971,1.51,6449
4646,ramnareshsingh,CPI(ML)L,4,10th Pass,49,1255000.0,0,0,jharkhand,chatra,2014,GEN,8341,712971,1.17,9890
4862,robinsingh,IND,0,10th Pass,25,6430000.0,0,0,jharkhand,chatra,2014,ST,2016,712971,0.28,10809
4928,sagarram,ABHM,0,Literate,38,700000.0,0,0,jharkhand,chatra,2014,SC,5743,712971,0.81,268
3897,pashupatinathsingh,BJP,1,Graduate,65,24248150.0,0,1,jharkhand,dhanbad,2014,GEN,543491,1143902,47.51,1605
130,ahmadhussainansari,Jharkhand Disom Party,0,Graduate Professional,68,11286622.0,0,0,jharkhand,dhanbad,2014,GEN,3120,1143902,0.27,11044
149,ajaykumardubey,INC,0,12th Pass,53,7484762.0,0,0,jharkhand,dhanbad,2014,GEN,250537,1143902,21.9,3482
193,aklurammahto,SP,0,Post Graduate,70,1747750.0,0,0,jharkhand,dhanbad,2014,GEN,4169,1143902,0.36,7425
293,anandmahato,Marxist Co-Ordination,1,Graduate,72,6155932.0,0,0,jharkhand,dhanbad,2014,GEN,110185,1143902,9.63,11559
965,binodsingh,IND,0,10th Pass,39,963000.0,0,0,jharkhand,dhanbad,2014,GEN,1457,1143902,0.13,10809
1498,drkrishnachandrasinghraj,IND,0,Post Graduate,62,734500.0,0,0,jharkhand,dhanbad,2014,GEN,13200,1143902,1.15,10809
1714,ganpatmahto,IND,1,12th Pass,47,21327928.0,0,0,jharkhand,dhanbad,2014,GEN,5441,1143902,0.48,10809
1721,gautamkumarmahato,IND,0,10th Pass,37,415157.0,2000,0,jharkhand,dhanbad,2014,GEN,3000,1143902,0.26,10809
2009,hemlatasmohan,AJSU Party,0,Doctorate,55,30794844.0,2087939,0,jharkhand,dhanbad,2014,GEN,21277,1143902,1.86,8958
2016,hiralalsankhwar,Jharkhand Party,0,Post Graduate,64,3422500.0,0,0,jharkhand,dhanbad,2014,GEN,8580,1143902,0.75,4717
2241,jayantpandey,AIFB,0,Post Graduate,41,92500.0,0,0,jharkhand,dhanbad,2014,GEN,2518,1143902,0.22,3040
2607,kishorkumarmurmu,Bahujan Mukti Party,0,Others,29,1545450.0,0,0,jharkhand,dhanbad,2014,ST,4531,1143902,0.4,1074
2873,madanmohanram,BSP,6,10th Pass,29,672000.0,0,0,jharkhand,dhanbad,2014,GEN,8455,1143902,0.74,16651
3030,manilalmahto,IND,0,12th Pass,35,750860.0,0,0,jharkhand,dhanbad,2014,GEN,1888,1143902,0.17,10809
3100,mantoshkumarmandal,Amra Bangalee,0,Post Graduate,67,2025930.0,0,0,jharkhand,dhanbad,2014,GEN,3413,1143902,0.3,894
3189,mdzubair,All India Minorities Front,0,Graduate,53,659395.0,0,0,jharkhand,dhanbad,2014,GEN,3094,1143902,0.27,726
3447,munshihembram,IND,0,Literate,62,2653000.0,482,0,jharkhand,dhanbad,2014,ST,1486,1143902,0.13,10809
3881,parshurampaswan,IND,0,Graduate Professional,39,77400.0,0,0,jharkhand,dhanbad,2014,SC,1359,1143902,0.12,10809
3949,pawanmahato,IND,1,12th Pass,38,10512603.0,1597,0,jharkhand,dhanbad,2014,GEN,811,1143902,0.07,10809
4176,premprakashpaswan,IND,0,12th Pass,30,248371.0,0,0,jharkhand,dhanbad,2014,SC,1226,1143902,0.11,10809
4498,ramakantverma,AAP,0,8th Pass,63,1703826.0,0,0,jharkhand,dhanbad,2014,GEN,1350,971375,0.14,5995
4565,rameshbharati,IND,2,Graduate Professional,42,6053500.0,0,0,jharkhand,dhanbad,2014,GEN,2052,1143902,0.18,10809
4581,rameshkumarray,IND,0,12th Pass,35,239715.0,0,0,jharkhand,dhanbad,2014,GEN,965,1143902,0.08,10809
4697,ranbirsingh,IND,0,Literate,40,47000.0,0,0,jharkhand,dhanbad,2014,GEN,1516,1143902,0.13,10809
4848,rituranisingh,IND,2,10th Pass,29,1260459.0,728268,0,jharkhand,dhanbad,2014,GEN,3814,1143902,0.33,10809
4976,samareshsingh,JVM(P),15,10th Pass,73,9949808.0,672954,0,jharkhand,dhanbad,2014,GEN,90926,1143902,7.95,4736
677,babulalmarandi,JVM(P),0,Graduate,56,6974656.0,0,0,jharkhand,dumka,2014,ST,158122,903060,17.51,4736
678,babulalsoren,AITC,0,Literate,57,575800.0,0,0,jharkhand,dumka,2014,ST,6284,903060,0.7,18228
702,baghraisoren,IND,0,Graduate Professional,59,765000.0,0,0,jharkhand,dumka,2014,ST,9436,903060,1.04,10809
989,bitiyamanjhi,CPI(ML)L,0,10th Pass,40,1214500.0,0,0,jharkhand,dumka,2014,ST,5813,903060,0.64,9890
1135,chhayakole,CPI,0,8th Pass,31,3061595.0,700000,0,jharkhand,dumka,2014,ST,26442,903060,2.93,2444
2319,joshilmurmu,IND,0,Graduate,32,30672.0,0,0,jharkhand,dumka,2014,ST,4567,903060,0.51,10809
4933,sahadeosoren,AAP,0,Post Graduate,64,10977580.0,0,0,jharkhand,dumka,2014,ST,3739,903060,0.41,13
4787,ravindrakumarpandey,BJP,0,Graduate,55,73376970.0,1970628,1,jharkhand,giridih,2014,GEN,391913,969997,40.4,1605
