,Unnamed: 0,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
2755,2755,GE,karnataka,16,8,2014,4.0,14,nazeerhussain,M,RKSP,2129,GEN,1006508,1535105,koppal,65.57,0.21,40,0.0,12157,10th Pass
2331,2331,GE,jammu_and_kashmir,16,2,2017,,2,nazirahmadkhan,M,PDP,37779,,86334,1261395,srinagar,6.84,43.76,0,0.0,11133,
8691,8691,GE,west_bengal,16,21,2014,4.0,10,nazmayasmeen,F,WPOI,3272,GEN,1261296,1555914,diamond_harbour,81.06,0.26,380,0.03,8529,Graduate
2767,2767,GE,karnataka,16,9,2014,4.0,9,nbkrishnappanayaka,M,IND,3888,ST,1045772,1487945,bellary,70.28,0.37,387,0.04,10809,Graduate Professional
2935,2935,GE,karnataka,16,20,2014,4.0,9,ncputtaraju,M,IND,4021,GEN,1192638,1669262,mandya,71.45,0.34,951,0.08,10809,12th Pass
363,363,GE,andhra_pradesh,16,24,2014,4.0,8,ndeva,M,HJP,3896,GEN,1158317,1487791,rajampet,77.85,0.34,347,0.03,10341,Others
2718,2718,GE,karnataka,16,7,2014,4.0,2,ndharamsingh,M,INC,367068,GEN,959384,1600962,bidar,59.93,38.26,308340,32.14,3482,Post Graduate
6121,6121,GE,tamil_nadu,16,18,2014,4.0,2,ndineshkumar,M,DMDK,263463,GEN,1050190,1375589,tiruppur,76.34,25.09,58052,5.53,2956,Post Graduate
3436,3436,GE,madhya_pradesh,16,3,2014,4.0,4,neelamagrwal,F,AAAP,11510,GEN,990912,1876965,gwalior,52.79,1.16,1213,0.12,13,12th Pass
8079,8079,GE,uttar_pradesh,16,68,2014,4.0,1,neelamsonkar,F,BJP,324016,SC,898655,1661470,lalganj,54.09,36.06,63086,7.02,1605,Post Graduate
7701,7701,GE,uttar_pradesh,16,44,2014,4.0,12,neerajkumaradvocate,M,IND,2259,SC,971375,1768635,akbarpur,54.92,0.23,369,0.04,10809,Graduate Professional
654,654,GE,bihar,16,6,2014,4.0,7,neerajpathak,M,AAAP,9718,GEN,860453,1627832,madhubani,52.86,1.13,244,0.03,13,Graduate
8147,8147,GE,uttar_pradesh,16,72,2014,4.0,2,neerajshekhar,M,SP,220324,GEN,942211,1768271,ballia,53.28,23.38,56381,5.98,7425,Graduate
5462,5462,GE,rajasthan,16,7,2014,4.0,13,neeruagarwal,F,nuzp,1566,GEN,1296806,1957820,jaipur,66.24,0.12,463,0.04,5682,Post Graduate
347,347,GE,andhra_pradesh,16,23,2014,4.0,7,neeruguttanageswara,M,AAAP,7280,SC,1213062,1574161,tirupati,77.06,0.6,1244,0.1,13,
5675,5675,GE,rajasthan,16,22,2014,4.0,4,neeruramjat,M,BSP,14579,GEN,982119,1701194,rajsamand,57.73,1.48,2100,0.21,16651,10th Pass
2581,2581,GE,jharkhand,16,11,2014,4.0,4,neiltirkey,M,AJSUP,27158,ST,736955,1111856,khunti,66.28,3.69,2644,0.36,8958,Graduate
4838,4838,GE,nagaland,16,1,2014,4.0,1,neiphiurio,M,NPF,713372,ST,1038910,1182972,nagaland,87.82,68.67,400225,38.52,5545,Graduate
6387,6387,GE,tamil_nadu,16,31,2014,4.0,11,nelsona,M,IND,2987,GEN,1027036,1412373,sivaganga,72.72,0.29,791,0.08,10809,12th Pass
5581,5581,GE,rajasthan,16,14,2014,4.0,12,nemichand,M,AVIRP,4372,GEN,1004019,1678660,nagaur,59.81,0.44,40,0.0,53,10th Pass
8872,8872,GE,west_bengal,16,35,2014,4.0,3,nepalmahata,M,INC,257923,GEN,1204675,1471933,purulia,81.84,21.41,171687,14.25,3482,Post Graduate
4888,4888,GE,odisha,16,5,2014,4.0,2,nepoleraghumurmu,M,BJP,270913,ST,1053399,1327555,mayurbhanj,79.35,25.72,97929,9.3,1605,Doctorate
152,152,GE,andhra_pradesh,16,10,2014,4.0,4,netalarameshbabu,M,BSP,11670,SC,1201697,1427764,eluru,84.17,0.97,4126,0.34,16651,Illiterate
6612,6612,GE,telangana,16,1,2014,4.0,5,nethawathramdas,M,IND,41032,ST,1045839,1386282,adilabad,75.44,3.92,23948,2.29,10809,
7355,7355,GE,uttar_pradesh,16,25,2014,4.0,9,netram,M,IND,2038,GEN,1017891,1664081,bareilly,61.17,0.2,153,0.02,10809,Literate
4915,4915,GE,odisha,16,7,2014,4.0,8,netranandamallick,M,AOP,4518,SC,1081339,1469498,bhadrak,73.59,0.42,1879,0.17,42,Graduate
6127,6127,GE,tamil_nadu,16,18,2014,4.0,8,ngurusamy,M,BSP,4665,SC,1050190,1375589,tiruppur,76.34,0.44,401,0.04,16651,Post Graduate
3054,3054,GE,karnataka,16,26,2014,4.0,22,nhanumegowda,M,IND,414,GEN,1113726,1998724,bangalore_south,55.72,0.04,49,0.0,10809,
3860,3860,GE,maharashtra,16,2,2014,4.0,14,nihalahabrahemandanewala,M,SP,1148,GEN,983083,1675367,dhule,58.68,0.12,234,0.02,7425,10th Pass
5368,5368,GE,rajasthan,16,1,2014,4.0,1,nihalchand,M,BJP,658130,SC,1256806,1718414,ganganagar,73.14,52.37,291741,23.21,1605,Graduate
7901,7901,GE,uttar_pradesh,16,57,2014,4.0,13,nihaluddinahamad,M,AIPF,2119,GEN,943357,1711967,kaiserganj,55.1,0.22,297,0.03,15661,Post Graduate
5745,5745,GE,tamil_nadu,16,2,2014,4.0,7,nijammohaideenm,M,SDPI,14585,GEN,910114,1422392,chennai_north,63.98,1.6,7766,0.85,7985,Graduate
4538,4538,GE,maharashtra,16,36,2014,4.0,2,nikamdevdattajaywant,M,NCP,341601,GEN,1089506,1824112,shirur,59.73,31.35,305153,28.01,5792,Graduate
4541,4541,GE,maharashtra,16,36,2014,4.0,5,nikamsopanraopandharinath,M,AAAP,16663,GEN,1089506,1824112,shirur,59.73,1.53,4668,0.43,13,Post Graduate
8529,8529,GE,west_bengal,16,8,2014,4.0,11,nikhilchandramandal,M,BSP,6138,SC,1092407,1347143,maldaha_dakshin,81.09,0.56,2761,0.25,16651,10th Pass
1161,1161,GE,bihar,16,37,2014,4.0,2,nikhilkumar,M,INC,241594,GEN,786274,1536153,aurangabad,51.18,30.73,105457,13.41,3482,Post Graduate
722,722,GE,bihar,16,11,2014,4.0,2,nikhilkumarchoudhary,M,BJP,316552,GEN,977830,1446478,katihar,67.6,32.37,215787,22.07,1605,Graduate
1565,1565,GE,delhi,16,4,2014,4.0,17,nikhilsablania,M,IND,444,SC,969812,1490147,new_delhi,65.08,0.05,15,0.0,10809,Graduate Professional
2430,2430,GE,jharkhand,16,4,2014,4.0,3,nilamdevi,F,JVM,104176,GEN,712971,1312562,chatra,54.32,14.61,68502,9.61,4736,5th Pass
4512,4512,GE,maharashtra,16,34,2014,4.0,16,nileshdhanave,M,IND,840,GEN,993278,1835835,pune,54.1,0.08,147,0.01,10809,Post Graduate
3996,3996,GE,maharashtra,16,9,2014,4.0,17,nileshmahadeodhoke,M,IND,2537,SC,1050316,1677266,ramtek,62.62,0.24,113,0.01,10809,8th Pass
4760,4760,GE,maharashtra,16,46,2014,4.0,2,nileshnarayanrane,M,INC,343037,GEN,896256,1367362,ratnagiri_-_sindhudurg,65.55,38.27,329949,36.81,3482,Doctorate
3751,3751,GE,madhya_pradesh,16,23,2014,4.0,13,nileshtiwari,M,IND,1685,GEN,1161349,1626556,mandsour,71.4,0.15,69,0.01,10809,Post Graduate
4546,4546,GE,maharashtra,16,36,2014,4.0,10,nileshyashwantmhaskule,M,IND,2118,GEN,1089506,1824112,shirur,59.73,0.19,185,0.02,10809,12th Pass
7371,7371,GE,uttar_pradesh,16,26,2014,4.0,10,nilimasharma,F,PECP,2670,GEN,1050547,1671154,pilibhit,62.86,0.25,53,0.01,5995,Doctorate
8887,8887,GE,west_bengal,16,36,2014,4.0,5,nilmadhabgupta,M,INC,22021,GEN,1236319,1503812,bankura,82.21,1.78,11792,0.95,3482,Others
2917,2917,GE,karnataka,16,19,2014,4.0,8,nilufarjamaniahmed,F,BSP,4732,GEN,1101484,1518518,tumkur,72.54,0.43,2342,0.21,16651,Graduate
419,419,GE,assam,16,2,2014,4.0,17,nilumandol,M,SHS,1922,SC,799830,1060175,silchar,75.44,0.24,317,0.04,18691,8th Pass
816,816,GE,bihar,16,15,2014,4.0,27,nilusingh,F,PBI,2271,GEN,948887,1551363,muzaffarpur,61.16,0.24,2,0.0,6211,12th Pass
8475,8475,GE,west_bengal,16,4,2014,4.0,12,nimalama,M,grac,2906,ST,1142009,1437154,darjeeling,79.46,0.25,806,0.07,16005,Graduate
8480,8480,GE,west_bengal,16,5,2014,4.0,3,nimubhowmick,M,BJP,203131,GEN,1108193,1387526,raiganj,79.87,18.33,10433,0.94,1605,10th Pass
3036,3036,GE,karnataka,16,26,2014,4.0,4,ninapnayak,F,AAAP,21403,GEN,1113726,1998724,bangalore_south,55.72,1.92,13989,1.26,13,Post Graduate
383,383,GE,arunachal_pradesh,16,2,2014,4.0,1,ninongering,M,INC,118455,ST,261291,312704,arunachal_east,83.56,45.33,12478,4.78,3482,Graduate
5023,5023,GE,odisha,16,17,2014,4.0,8,niradbarankhuntia,M,AAAP,4262,GEN,1039389,1404581,puri,74.0,0.41,0,0.0,13,Not Given
999,999,GE,bihar,16,27,2014,4.0,10,nirajkumar,M,AAAP,6058,GEN,899353,1549456,banka,58.04,0.67,1337,0.15,13,12th Pass
1072,1072,GE,bihar,16,31,2014,4.0,8,nirajkumar,M,IND,8084,GEN,978649,1736074,pataliputra,56.37,0.83,1815,0.19,10809,Graduate
894,894,GE,bihar,16,20,2014,4.0,12,nirajram,M,BMUP,2818,SC,863254,1538740,saran,56.1,0.33,0,0.0,1074,Literate
1042,1042,GE,bihar,16,29,2014,4.0,21,nirajsharma,M,ravp,2342,GEN,921761,1951967,nalanda,47.22,0.25,105,0.01,16375,Literate
1721,1721,GE,gujarat,16,6,2014,4.0,7,niranjanghosh,M,BSP,6068,SC,1135495,1733972,gandhinagar,65.49,0.53,2301,0.2,16651,Graduate
7767,7767,GE,uttar_pradesh,16,49,2014,4.0,1,niranjanjyoti,F,BJP,485994,GEN,1056688,1804753,fatehpur,58.55,45.99,187206,17.72,1605,12th Pass
1182,1182,GE,bihar,16,38,2014,4.0,9,niranjankumar,M,CPI(ML)(L),7624,SC,809378,1501521,gaya_(sc),53.9,0.94,75,0.01,9890,Graduate
2420,2420,GE,jharkhand,16,3,2014,4.0,10,niranjanprasadyadav,M,IND,9059,GEN,1049442,1590772,godda,65.97,0.86,1612,0.15,10809,Post Graduate
8477,8477,GE,west_bengal,16,4,2014,4.0,14,niranjansaha,M,AMB,2029,GEN,1142009,1437154,darjeeling,79.46,0.18,0,0.0,894,Graduate Professional
7193,7193,GE,uttar_pradesh,16,16,2014,4.0,7,niranjansingh,M,IND,2847,SC,1049273,1758927,hathras,59.65,0.27,69,0.01,10809,10th Pass
7190,7190,GE,uttar_pradesh,16,16,2014,4.0,4,niranjansinghdhangar,M,RLD,86109,SC,1049273,1758927,hathras,59.65,8.21,80440,7.67,12169,12th Pass
7903,7903,GE,uttar_pradesh,16,57,2014,4.0,15,nirhu,M,CPIM,1466,SC,943357,1711967,kaiserganj,55.1,0.16,0,0.0,2560,Literate
2243,2243,GE,haryana,16,10,2014,4.0,15,nirmala,F,JD(U),976,SC,1130725,1740352,faridabad,64.97,0.09,9,0.0,11002,Illiterate
7616,7616,GE,uttar_pradesh,16,39,2014,4.0,12,nirmaladevi,F,BaVaP,2766,GEN,894456,1716394,pratapgarh,52.11,0.31,308,0.03,1862,8th Pass
3766,3766,GE,madhya_pradesh,16,24,2015,,2,nirmaladileepsinghbhuriya,,BJP,447911,,1045071,1702576,ratlam(st)_jhabua,61.38,42.86,426339,40.8,1605,
2965,2965,GE,karnataka,16,22,2014,4.0,6,nirmalakumari,F,IND,6604,SC,1133029,1555781,chamarajanagar,72.83,0.58,1206,0.11,10809,Post Graduate
7854,7854,GE,uttar_pradesh,16,54,2014,4.0,4,nirmalkhatri,M,INC,129917,GEN,1022716,1738701,faizabad,58.82,12.7,118380,11.58,3482,Doctorate
8438,8438,GE,west_bengal,16,1,2016,,9,nirmalkumarroy,M,INDEPENDENT,4617,SC,1336037,1613403,"coochbehar(sc),_district,_coochbehar",82.81,0.35,892,0.07,10809,
4932,4932,GE,odisha,16,9,2014,4.0,6,nirmalsamal,M,IND,7505,GEN,1042101,1363471,dhenkanal,76.43,0.72,931,0.09,10809,8th Pass
2372,2372,GE,jammu_and_kashmir,16,6,2014,4.0,9,nirmalsingh,M,IND,5286,GEN,1253593,1848155,jammu,67.83,0.42,161,0.01,10809,Graduate
5251,5251,GE,punjab,16,8,2014,4.0,9,nirmalsingh,M,NCP,2149,SC,1030954,1396957,fatehgarh_sahib,73.8,0.21,8,0.0,5792,12th Pass
5169,5169,GE,punjab,16,4,2014,4.0,12,nirmalsinghbolina,M,IND,2257,SC,1040762,1551497,jalandhar,67.08,0.22,305,0.03,10809,Post Graduate
5352,5352,GE,punjab,16,13,2014,4.0,6,nirmalsinghdhaliwal,M,CPI,8537,GEN,1120933,1580273,patiala,70.93,0.76,3622,0.32,2444,Graduate Professional
7657,7657,GE,uttar_pradesh,16,42,2014,4.0,3,nirmaltiwari,M,BSP,127785,GEN,1114460,1808886,kannauj,61.61,11.47,120405,10.8,16651,Post Graduate
2551,2551,GE,jharkhand,16,9,2014,4.0,3,niroopmahanty,M,JMM,138109,GEN,1049140,1581665,jamshedpur,66.33,13.16,122480,11.67,4653,Post Graduate
417,417,GE,assam,16,2,2014,4.0,15,nirupammandal,M,IND,2462,SC,799830,1060175,silchar,75.44,0.31,292,0.04,10809,Graduate Professional
2313,2313,GE,jammu_and_kashmir,16,1,2014,4.0,15,nisarahmadahanger,M,IND,2050,GEN,465992,1190766,baramulla,39.13,0.44,107,0.02,10809,10th Pass
4179,4179,GE,maharashtra,16,17,2014,4.0,6,nisarsubhankhanpathan,M,IND,12341,GEN,1162233,1803792,parbhani,64.43,1.06,4335,0.37,10809,12th Pass
7113,7113,GE,uttar_pradesh,16,11,2014,4.0,9,nishant,M,IND,2708,GEN,1004263,1505175,baghpat,66.72,0.27,616,0.06,10809,12th Pass
7900,7900,GE,uttar_pradesh,16,57,2014,4.0,12,nishantkanchan,M,IND,3246,GEN,943357,1711967,kaiserganj,55.1,0.34,1127,0.12,10809,12th Pass
5486,5486,GE,rajasthan,16,8,2014,4.0,20,nisharahmed,M,JMBP,441,GEN,1062305,1626442,alwar,65.31,0.04,0,0.0,4036,Literate
2411,2411,GE,jharkhand,16,3,2014,4.0,1,nishikantdubey,M,BJP,380500,GEN,1049442,1590772,godda,65.97,36.26,60682,5.78,1605,Post Graduate
987,987,GE,bihar,16,26,2014,4.0,17,nishikantmandal,M,BMUP,3147,ST,974016,1685339,bhagalpur,57.79,0.32,142,0.01,1074,Graduate Professional
7827,7827,GE,uttar_pradesh,16,52,2014,4.0,16,nisthadevmaurya,M,PGSP,2181,GEN,891586,1666569,allahabad,53.5,0.24,66,0.01,16357,Graduate
2591,2591,GE,jharkhand,16,11,2014,4.0,14,nitimabodrabari,F,SP,4425,ST,736955,1111856,khunti,66.28,0.6,76,0.01,7425,Graduate
7135,7135,GE,uttar_pradesh,16,12,2014,4.0,16,nitin,M,IND,624,SC,1342321,2357553,ghaziabad,56.94,0.05,0,0.0,10809,10th Pass
4725,4725,GE,maharashtra,16,44,2014,4.0,4,nitinganpatraosavgave,M,BMUP,8405,GEN,1046659,1649107,sangli,63.47,0.8,52,0.0,1074,Doctorate
4376,4376,GE,maharashtra,16,27,2014,4.0,11,nitinhkhare,M,IND,1078,GEN,895517,1775416,mumbai_north_west,50.44,0.12,190,0.02,10809,Graduate Professional
1961,1961,GE,gujarat,16,22,2014,4.0,11,nitinishwarlalvakiladvocate,M,IND,2661,SC,1060211,1417548,bharuch,74.79,0.25,17,0.0,10809,Graduate Professional
3647,3647,GE,madhya_pradesh,16,16,2014,4.0,6,nitinkumarsahu,M,BSP,12241,GEN,1107498,1402038,chhindwara,78.99,1.11,5640,0.51,16651,10th Pass
4568,4568,GE,maharashtra,16,38,2014,4.0,3,nitinnavnathudmale,M,AAAP,11580,SC,932645,1462267,shirdi,63.78,1.24,1199,0.13,13,Graduate
4354,4354,GE,maharashtra,16,26,2014,4.0,11,nitinravindrarajvardhan,M,BMUP,796,SC,946562,1783870,mumbai_north,53.06,0.08,28,0.0,1074,10th Pass
4326,4326,GE,maharashtra,16,25,2014,4.0,10,nitinshankardeshpande,M,DaP,2175,GEN,1054189,2073251,thane,50.85,0.21,34,0.0,15984,Post Graduate
7850,7850,GE,uttar_pradesh,16,53,2014,4.0,15,nitinsingh,M,NAP,1315,SC,1068168,1721278,barabanki,62.06,0.12,0,0.0,5560,Graduate
4093,4093,GE,maharashtra,16,13,2014,4.0,14,nitinvasantpohane,M,LB,3772,GEN,1109743,1753690,chandrapur,63.28,0.34,556,0.05,4941,Graduate
911,911,GE,bihar,16,22,2014,4.0,1,nityanandrai,M,BJP,317352,GEN,858920,1426217,ujiarpur,60.22,36.95,60469,7.04,1605,Graduate
1148,1148,GE,bihar,16,36,2014,4.0,5,nityanandsingh,M,IND,10625,GEN,811516,1423246,jahanabad,57.02,1.31,45,0.01,10809,Literate
8051,8051,GE,uttar_pradesh,16,66,2014,4.0,2,niyajahmad,M,BSP,231114,GEN,971557,1806926,deoria,53.77,23.79,80262,8.26,16651,12th Pass
4420,4420,GE,maharashtra,16,29,2014,4.0,20,niyazahmedallauddinshaikh,M,AwVP,512,GEN,845292,1737084,mumbai_north_central,48.66,0.06,178,0.02,1016,8th Pass
3273,3273,GE,kerala,16,12,2014,4.0,13,njpious,M,IND,2344,GEN,850834,1156492,ernakulam,73.57,0.28,240,0.03,10809,Graduate
14,14,GE,andaman_and_nicobar_islands,16,1,2014,4.0,15,nkannan,M,IND,314,GEN,190328,269360,andaman_and_nicobar_islands,70.66,0.16,89,0.05,10809,8th Pass
3302,3302,GE,kerala,16,14,2014,4.0,8,nkbiju,M,SUCI,2879,GEN,831636,1161465,kottayam,71.6,0.35,722,0.09,8082,12th Pass
10,10,GE,andaman_and_nicobar_islands,16,1,2014,4.0,11,nkpnair,M,CPI(ML)(L),436,GEN,190328,269360,andaman_and_nicobar_islands,70.66,0.23,7,0.0,9890,10th Pass
3348,3348,GE,kerala,16,18,2014,4.0,1,nkpremachandran,M,RSP,408528,GEN,879056,1219415,kollam,72.09,46.47,37649,4.28,12053,Graduate Professional
6787,6787,GE,telangana,16,9,2014,4.0,17,nmahendersingh,M,NBNP,485,GEN,971421,1823217,hyderabad,53.28,0.05,0,0.0,5811,
257,257,GE,andhra_pradesh,16,17,2014,4.0,2,nmdfarook,M,TDP,516645,GEN,1204956,1576945,nandyal,76.41,42.88,500267,41.52,8300,12th Pass
1278,1278,GE,chhattisgarh,16,3,2014,4.0,15,noharsinghsonwani,M,SP,2852,SC,1073347,1744201,janjgir-champa,61.54,0.27,128,0.01,7425,Graduate
2857,2857,GE,karnataka,16,15,2014,4.0,5,noneoftheabove,NOT,NOTA,7828,,1034108,1387294,udupi_chikmagalur,74.54,0.76,379,0.04,5897,
5744,5744,GE,tamil_nadu,16,2,2014,4.0,6,noneoftheabove,NOT,NOTA,17472,,910114,1422392,chennai_north,63.98,1.92,2887,0.32,5897,
574,574,GE,bihar,16,1,2014,4.0,7,noneoftheabove,NOT,NOTA,15515,,900127,1456598,valmiki_nagar,61.8,1.72,2934,0.33,5897,
2528,2528,GE,jharkhand,16,8,2014,4.0,9,noneoftheabove,NOT,NOTA,6900,,1049783,1648459,ranchi,63.68,0.66,2204,0.21,5897,
5784,5784,GE,tamil_nadu,16,3,2014,4.0,5,noneoftheabove,NOT,NOTA,20229,,1071409,1795776,chennai_south,59.66,1.89,3021,0.28,5897,
5454,5454,GE,rajasthan,16,7,2014,4.0,5,noneoftheabove,NOT,NOTA,8345,,1296806,1957820,jaipur,66.24,0.64,3152,0.24,5897,
1035,1035,GE,bihar,16,29,2014,4.0,14,noneoftheabove,NOT,NOTA,5452,,921761,1951967,nalanda,47.22,0.59,839,0.09,5897,
2670,2670,GE,karnataka,16,3,2014,4.0,4,noneoftheabove,NOT,NOTA,10764,,1079310,1568633,bagalkot,68.81,1.0,3394,0.31,5897,
2700,2700,GE,karnataka,16,5,2014,4.0,5,noneoftheabove,NOT,NOTA,9888,,997638,1721990,gulbarga,57.94,0.99,814,0.08,5897,
5728,5728,GE,tamil_nadu,16,1,2014,4.0,5,noneoftheabove,NOT,NOTA,23598,,1254440,1702833,thiruvallur,73.67,1.88,9804,0.78,5897,
5127,5127,GE,punjab,16,2,2014,4.0,12,noneoftheabove,NOT,NOTA,2533,,1007196,1477262,amritsar,68.18,0.25,137,0.01,5897,
5644,5644,GE,rajasthan,16,19,2014,4.0,4,noneoftheabove,NOT,NOTA,26685,,1193202,1817940,udaipur,65.63,2.24,5995,0.5,5897,
2744,2744,GE,karnataka,16,8,2014,4.0,3,noneoftheabove,NOT,NOTA,12947,,1006508,1535105,koppal,65.57,1.29,3418,0.34,5897,
5247,5247,GE,punjab,16,8,2014,4.0,5,noneoftheabove,NOT,NOTA,4005,,1030954,1396957,fatehgarh_sahib,73.8,0.39,832,0.08,5897,
535,535,GE,assam,16,12,2014,4.0,5,noneoftheabove,NOT,NOTA,14648,,931336,1189486,jorhat,78.3,1.57,7317,0.79,5897,
370,370,GE,andhra_pradesh,16,25,2014,4.0,5,noneoftheabove,NOT,NOTA,6996,,1198915,1451851,chittoor,82.58,0.58,1256,0.1,5897,
5700,5700,GE,rajasthan,16,24,2014,4.0,4,noneoftheabove,NOT,NOTA,12760,,1154960,1744539,kota,66.2,1.1,1898,0.16,5897,
5390,5390,GE,rajasthan,16,2,2014,4.0,5,noneoftheabove,NOT,NOTA,13492,,929751,1592355,bikaner,58.39,1.45,2105,0.23,5897,
5910,5910,GE,tamil_nadu,16,8,2014,4.0,5,noneoftheabove,NOT,NOTA,7100,,974770,1312259,vellore,74.28,0.73,1044,0.11,5897,
5493,5493,GE,rajasthan,16,9,2014,4.0,5,noneoftheabove,NOT,NOTA,5935,,962432,1690705,bharatpur,56.92,0.62,1966,0.2,5897,
2684,2684,GE,karnataka,16,4,2014,4.0,4,noneoftheabove,NOT,NOTA,8287,,966757,1622635,bijapur,59.58,0.86,3570,0.37,5897,
491,491,GE,assam,16,8,2014,4.0,7,noneoftheabove,NOT,NOTA,10722,,1233237,1515676,mangaldoi,81.37,0.87,2381,0.19,5897,
2932,2932,GE,karnataka,16,20,2014,4.0,6,noneoftheabove,NOT,NOTA,6021,,1192638,1669262,mandya,71.45,0.5,1667,0.14,5897,
6410,6410,GE,tamil_nadu,16,32,2014,4.0,6,noneoftheabove,NOT,NOTA,19765,,974809,1441434,madurai,67.63,2.03,13476,1.38,5897,
6338,6338,GE,tamil_nadu,16,28,2014,4.0,5,noneoftheabove,NOT,NOTA,13181,,1025538,1350318,mayiladuthurai,75.95,1.29,1568,0.15,5897,
5574,5574,GE,rajasthan,16,14,2014,4.0,5,noneoftheabove,NOT,NOTA,12185,,1004019,1678660,nagaur,59.81,1.21,833,0.08,5897,
5507,5507,GE,rajasthan,16,10,2014,4.0,6,noneoftheabove,NOT,NOTA,5934,,845941,1549468,karauli-dholpur,54.6,0.7,1167,0.14,5897,
2569,2569,GE,jharkhand,16,10,2014,4.0,5,noneoftheabove,NOT,NOTA,27037,,795286,1152632,singhbhum,69.0,3.4,1490,0.19,5897,
6163,6163,GE,tamil_nadu,16,20,2014,4.0,6,noneoftheabove,NOT,NOTA,17428,,1176620,1720221,coimbatore,68.4,1.48,10748,0.91,5897,
6125,6125,GE,tamil_nadu,16,18,2014,4.0,6,noneoftheabove,NOT,NOTA,13941,,1050190,1375589,tiruppur,76.34,1.33,7519,0.72,5897,
5721,5721,GE,sikkim,16,1,2014,4.0,5,noneoftheabove,NOT,NOTA,4332,,308967,370770,sikkim,83.33,1.4,1791,0.58,5897,
2708,2708,GE,karnataka,16,6,2014,4.0,4,noneoftheabove,NOT,NOTA,13176,,968889,1661606,raichur,58.31,1.36,922,0.1,5897,
2870,2870,GE,karnataka,16,16,2014,4.0,6,noneoftheabove,NOT,NOTA,7334,,1147172,1561486,hassan,73.47,0.64,536,0.05,5897,
2498,2498,GE,jharkhand,16,7,2014,4.0,11,noneoftheabove,NOT,NOTA,7675,,1143902,1890021,dhanbad,60.52,0.67,2234,0.2,5897,
6441,6441,GE,tamil_nadu,16,33,2014,4.0,5,noneoftheabove,NOT,NOTA,10312,,1075583,1441302,theni,74.63,0.96,5013,0.47,5897,
5660,5660,GE,rajasthan,16,21,2014,4.0,4,noneoftheabove,NOT,NOTA,20034,,1172629,1819506,chittorgarh,64.45,1.71,7359,0.63,5897,
5427,5427,GE,rajasthan,16,5,2014,4.0,7,noneoftheabove,NOT,NOTA,7410,,1065750,1769882,sikar,60.22,0.7,374,0.04,5897,
6149,6149,GE,tamil_nadu,16,19,2014,4.0,3,noneoftheabove,NOT,NOTA,46559,,933076,1269173,nilgiris,73.52,4.99,8857,0.95,5897,
6033,6033,GE,tamil_nadu,16,14,2014,4.0,5,noneoftheabove,NOT,NOTA,10901,,1107241,1412499,kallakurichi,78.39,0.98,3587,0.32,5897,
2481,2481,GE,jharkhand,16,6,2014,4.0,12,noneoftheabove,NOT,NOTA,4879,,969997,1511644,giridih,64.17,0.5,554,0.06,5897,
5540,5540,GE,rajasthan,16,12,2014,4.0,9,noneoftheabove,NOT,NOTA,3673,,1043638,1710775,tonk-sawai_madhopur,61.0,0.35,546,0.05,5897,
2441,2441,GE,jharkhand,16,4,2014,4.0,14,noneoftheabove,NOT,NOTA,5791,,712971,1312562,chatra,54.32,0.81,8,0.0,5897,
2608,2608,GE,jharkhand,16,13,2014,4.0,6,noneoftheabove,NOT,NOTA,18287,,977323,1645957,palamau,59.38,1.87,8695,0.89,5897,
6561,6561,GE,tamil_nadu,16,38,2014,4.0,8,noneoftheabove,NOT,NOTA,12893,,962330,1420435,tirunelveli,67.75,1.34,8201,0.85,5897,
5399,5399,GE,rajasthan,16,3,2014,4.0,5,noneoftheabove,NOT,NOTA,11293,,1131104,1753825,churu,64.49,1.0,515,0.05,5897,
386,386,GE,arunachal_pradesh,16,2,2014,4.0,4,noneoftheabove,NOT,NOTA,4505,,261291,312704,arunachal_east,83.56,1.72,0,0.0,5897,
6188,6188,GE,tamil_nadu,16,21,2014,4.0,5,noneoftheabove,NOT,NOTA,12947,,1012667,1381505,pollachi,73.3,1.28,8005,0.79,5897,
2356,2356,GE,jammu_and_kashmir,16,5,2014,4.0,7,noneoftheabove,NOT,NOTA,10478,,1041758,1469072,udhampur,70.91,1.01,1261,0.12,5897,
5206,5206,GE,punjab,16,6,2014,4.0,6,noneoftheabove,NOT,NOTA,5937,,1086563,1564721,anandpur_sahib,69.44,0.55,1687,0.16,5897,
5440,5440,GE,rajasthan,16,6,2014,4.0,4,noneoftheabove,NOT,NOTA,11533,,1013691,1700307,jaipur_rural,59.62,1.14,2053,0.2,5897,
2318,2318,GE,jammu_and_kashmir,16,2,2014,4.0,4,noneoftheabove,NOT,NOTA,4979,,312212,1207230,srinagar,25.86,1.59,512,0.16,5897,
5652,5652,GE,rajasthan,16,20,2014,4.0,3,noneoftheabove,NOT,NOTA,34404,,1171188,1698244,banswara,68.96,2.94,6518,0.56,5897,
5586,5586,GE,rajasthan,16,15,2014,4.0,3,noneoftheabove,NOT,NOTA,17703,,1095587,1902094,pali,57.6,1.62,1234,0.11,5897,
