,Unnamed: 0,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
1420,1420,GE,chhattisgarh,16,9,2014,4.0,11,chandulalsahu,M,IND,5497,GEN,1131209,1516177,mahasamund,74.61,0.49,779,0.07,10809,
1417,1417,GE,chhattisgarh,16,9,2014,4.0,8,chandulalsahu,M,IND,7091,GEN,1131209,1516177,mahasamund,74.61,0.63,1223,0.11,10809,
1414,1414,GE,chhattisgarh,16,9,2014,4.0,5,chandulalsahu,M,IND,10797,GEN,1131209,1516177,mahasamund,74.61,0.95,197,0.02,10809,
1410,1410,GE,chhattisgarh,16,9,2014,4.0,1,chandulalsahuchandubhaiya,M,BJP,503514,GEN,1131209,1516177,mahasamund,74.61,44.51,1217,0.11,1605,Graduate Professional
1428,1428,GE,chhattisgarh,16,9,2014,4.0,19,chanduramsahu,M,IND,2167,GEN,1131209,1516177,mahasamund,74.61,0.19,502,0.04,10809,
1430,1430,GE,chhattisgarh,16,9,2014,4.0,21,chanduramsahu,M,IND,1628,GEN,1131209,1516177,mahasamund,74.61,0.14,105,0.01,10809,
1423,1423,GE,chhattisgarh,16,9,2014,4.0,14,chanduramsahu,M,IND,3732,GEN,1131209,1516177,mahasamund,74.61,0.33,62,0.01,10809,
6791,6791,GE,telangana,16,10,2014,4.0,4,chanpasha,M,ABML(S),56835,GEN,1315862,2185164,chelvella,60.22,4.32,16700,1.27,339,
251,251,GE,andhra_pradesh,16,16,2014,4.0,12,chapalavenkatarao,M,IND,879,GEN,1208225,1470212,ongole,82.18,0.07,123,0.01,10809,5th Pass
1288,1288,GE,chhattisgarh,16,4,2014,4.0,9,charanbhaya,M,IND,6919,ST,1052720,1423729,korba,73.94,0.66,458,0.04,10809,Not Given
1281,1281,GE,chhattisgarh,16,4,2014,4.0,2,charandasmahant,M,INC,434737,GEN,1052720,1423729,korba,73.94,41.3,381984,36.29,3482,Doctorate
1609,1609,GE,delhi,16,6,2014,4.0,16,charanjeetsinghkhalsa,M,AIFB,451,GEN,1347971,2039410,west_delhi,66.1,0.03,36,0.0,3040,Post Graduate
2055,2055,GE,haryana,16,3,2014,4.0,1,charanjeetsinghrori,M,INLD,506370,SC,1279105,1660557,sirsa,77.03,39.59,115736,9.05,3863,10th Pass
5761,5761,GE,tamil_nadu,16,2,2014,4.0,23,charavananmp,M,IND,475,GEN,910114,1422392,chennai_north,63.98,0.05,3,0.0,10809,Graduate
4082,4082,GE,maharashtra,16,13,2014,4.0,3,chatapwamanraosadashiv,M,AAAP,204413,GEN,1109743,1753690,chandrapur,63.28,18.42,155184,13.98,13,Graduate Professional
7000,7000,GE,uttar_pradesh,16,3,2014,4.0,20,chatarsinghkashyap,M,VAJP,350,GEN,1107434,1588475,muzaffarnagar,69.72,0.03,0,0.0,8471,10th Pass
194,194,GE,andhra_pradesh,16,12,2014,4.0,18,chatragaddapratap,M,IND,950,GEN,1195765,1564513,vijayawada,76.43,0.08,147,0.01,10809,
2035,2035,GE,haryana,16,2,2014,4.0,4,chattarsingh,M,BSP,68926,GEN,1135892,1498459,kurukshetra,75.8,6.07,36372,3.2,16651,Graduate Professional
3488,3488,GE,madhya_pradesh,16,6,2014,4.0,11,chaturbhujsnehi,M,IND,4035,SC,766321,1528863,tikamgarh,50.12,0.53,180,0.02,10809,12th Pass
2972,2972,GE,karnataka,16,22,2014,4.0,13,chaudahallyjavaraiah,M,CPI(ML)(L),2008,SC,1133029,1555781,chamarajanagar,72.83,0.18,59,0.01,9890,Graduate Professional
1971,1971,GE,gujarat,16,23,2014,4.0,6,chaudharichandubhaimachalabhai,M,AAAP,10842,ST,1206179,1614106,bardoli,74.73,0.9,2235,0.19,13,Graduate
4530,4530,GE,maharashtra,16,35,2014,4.0,4,chaudharikaluramvinayak,M,BSP,24908,SC,1066556,1813553,baramati,58.81,2.34,10692,1.0,16651,8th Pass
1976,1976,GE,gujarat,16,23,2014,4.0,11,chaudharireniyabhaishankarbhai,M,HND,2184,ST,1206179,1614106,bardoli,74.73,0.18,0,0.0,3288,Graduate
1969,1969,GE,gujarat,16,23,2014,4.0,4,chaudharirevabenshankarbhai,F,CPI,13270,ST,1206179,1614106,bardoli,74.73,1.1,1645,0.14,2444,10th Pass
1967,1967,GE,gujarat,16,23,2014,4.0,2,chaudharitusharbhaiamarsinhbhai,M,INC,498885,ST,1206179,1614106,bardoli,74.73,41.36,478894,39.7,3482,Doctorate
2245,2245,GE,haryana,16,10,2014,4.0,17,chaudharydayachand,M,BSCP,711,GEN,1130725,1740352,faridabad,64.97,0.06,26,0.0,2047,Graduate
1702,1702,GE,gujarat,16,4,2014,4.0,14,chaudharydineshbhaisalubhai,M,VHS,1084,GEN,1004258,1498219,mahesana,67.03,0.11,52,0.01,8503,Literate
1659,1659,GE,gujarat,16,2,2014,4.0,1,chaudharyharibhaiparthibhai,M,BJP,507856,GEN,886634,1515711,banaskantha,58.5,57.28,202334,22.82,1605,Graduate
7432,7432,GE,uttar_pradesh,16,30,2014,4.0,16,chaudharylalbaghel,M,BMUP,1992,GEN,1026972,1550263,sitapur,66.25,0.19,448,0.04,1074,8th Pass
5484,5484,GE,rajasthan,16,8,2014,4.0,18,chaudharynasrudeentanwar,M,SP(I),662,GEN,1062305,1626442,alwar,65.31,0.06,96,0.01,8030,Literate
1901,1901,GE,gujarat,16,17,2014,4.0,9,chauhandevusingmotishing,M,IND,1860,GEN,955906,1599476,kheda,59.76,0.19,416,0.04,10809,10th Pass
1893,1893,GE,gujarat,16,17,2014,4.0,1,chauhandevusinhjesingbhaichauhandevusinh,M,BJP,568235,GEN,955906,1599476,kheda,59.76,59.44,232901,24.36,1605,12th Pass
1989,1989,GE,gujarat,16,25,2014,4.0,4,chauhankeshavbhaimalabhaimaster,M,BSP,11240,SC,1160747,1764622,navsari,65.78,0.97,1918,0.17,16651,12th Pass
1909,1909,GE,gujarat,16,18,2014,4.0,1,chauhanprabhatsinhpratapsinh,M,BJP,508274,GEN,933461,1576667,panchmahal,59.2,54.45,170596,18.28,1605,10th Pass
1917,1917,GE,gujarat,16,18,2014,4.0,9,chavadaharishchandrasinhprabhatsinh,M,IND,3751,GEN,933461,1576667,panchmahal,59.2,0.4,1350,0.14,10809,10th Pass
1849,1849,GE,gujarat,16,14,2014,4.0,5,chavadamanubhaiparshottmbhai,M,JD(U),13803,GEN,808816,1486286,amreli,54.42,1.71,3689,0.46,11002,12th Pass
4243,4243,GE,maharashtra,16,20,2014,4.0,1,chavanharishchandradeoram,M,BJP,542784,ST,970182,1530208,dindori,63.4,55.95,247619,25.52,1605,Graduate
4117,4117,GE,maharashtra,16,14,2014,4.0,19,chavanvinodnarayan,M,IND,2177,GEN,1032949,1755292,yavatmal-washim,58.85,0.21,5,0.0,10809,10th Pass
1753,1753,GE,gujarat,16,8,2014,4.0,5,chavdamansukhbhainagarbhai,M,BSP,6205,SC,964609,1534400,ahmedabad_west,62.87,0.64,3368,0.35,16651,
1777,1777,GE,gujarat,16,9,2014,4.0,17,chavdapalabhainanjibhai,M,IND,1227,SC,944677,1656657,surendranagar,57.02,0.13,1,0.0,10809,Illiterate
1653,1653,GE,gujarat,16,1,2014,4.0,1,chavdavinodlakhamashi,M,BJP,562855,SC,946240,1533782,kachchh,61.69,59.48,254482,26.89,1605,Graduate Professional
4413,4413,GE,maharashtra,16,29,2014,4.0,13,chawansuryakantgangaram,M,IND,787,GEN,845292,1737084,mumbai_north_central,48.66,0.09,94,0.01,10809,8th Pass
3994,3994,GE,maharashtra,16,9,2014,4.0,15,chawaremayanamdeo,F,SP,2682,SC,1050316,1677266,ramtek,62.62,0.26,42,0.0,7425,Post Graduate
6745,6745,GE,telangana,16,8,2014,4.0,6,chayaratanmusinipally,F,AAAP,11184,SC,1003769,1893741,secundrabad,53.0,1.11,4612,0.46,13,
127,127,GE,andhra_pradesh,16,8,2014,4.0,9,cheekatlavenkateswararao,M,IND,1356,GEN,1154381,1421276,rajahmundry,81.22,0.12,27,0.0,10809,Literate
6085,6085,GE,tamil_nadu,16,16,2014,4.0,8,chellakumarasamytsdr,M,AAAP,4348,GEN,1058755,1329552,namakkal,79.63,0.41,428,0.04,13,Post Graduate
5934,5934,GE,tamil_nadu,16,9,2014,4.0,4,chellakumardra,M,INC,38885,GEN,1068391,1379957,krishnagiri,77.42,3.64,22865,2.14,3482,Graduate Professional
333,333,GE,andhra_pradesh,16,22,2014,4.0,8,chemikalatirupati,M,ARPS,1424,GEN,1187648,1606127,nellore,73.94,0.12,425,0.04,927,Graduate
3322,3322,GE,kerala,16,16,2014,4.0,2,chengarasurendran,M,CPI,369695,SC,889060,1252668,mavelikkara,70.97,41.58,289952,32.61,2444,Graduate
548,548,GE,assam,16,13,2014,4.0,7,chenirammoran,M,AIFB,7112,GEN,890968,1124305,dibrugarh,79.25,0.8,0,0.0,3040,10th Pass
6637,6637,GE,telangana,16,3,2014,4.0,3,chennamanenividyasagarrao,M,BJP,214828,GEN,1125184,1550810,karimnagar,72.55,19.09,175520,15.6,1605,
6834,6834,GE,telangana,16,14,2014,4.0,4,cherupallyseetharamulu,M,CPM,54035,GEN,1211732,1492240,bhongir,81.2,4.46,19031,1.57,14635,
3960,3960,GE,maharashtra,16,8,2014,4.0,3,chetanbhimrajpendam,M,BSP,90866,ST,1013445,1564552,wardha,64.78,8.97,75128,7.41,16651,Post Graduate
2326,2326,GE,jammu_and_kashmir,16,2,2014,4.0,12,chetansharma,M,IND,608,GEN,312212,1207230,srinagar,25.86,0.19,25,0.01,10809,Post Graduate
7378,7378,GE,uttar_pradesh,16,27,2014,4.0,4,chetram,M,INC,27011,SC,1129841,1979294,shahjahanpur,57.08,2.39,14066,1.24,3482,Graduate Professional
7483,7483,GE,uttar_pradesh,16,33,2014,4.0,19,chetrampasi,M,RPI(A),2592,SC,1201603,2164392,unnao,55.52,0.22,152,0.01,12285,Literate
22,22,GE,andhra_pradesh,16,1,2014,4.0,7,chettisankararao,M,IND,8951,ST,909614,1272340,aruku,71.49,0.98,382,0.04,10809,12th Pass
4958,4958,GE,odisha,16,11,2014,4.0,10,chhabilalnial,M,APoI,8299,SC,1117536,1474135,kalahandi,75.81,0.74,970,0.09,880,Graduate Professional
4894,4894,GE,odisha,16,5,2014,4.0,8,chhabimahali,F,AAAP,8183,ST,1053399,1327555,mayurbhanj,79.35,0.78,50,0.0,13,Others
5636,5636,GE,rajasthan,16,18,2014,4.0,13,chhaganarambhalaram,M,BMUP,3960,SC,1087272,1824968,jalore,59.58,0.36,760,0.07,1074,8th Pass
5629,5629,GE,rajasthan,16,18,2014,4.0,6,chhaganaramprhalad,M,HJP,15811,SC,1087272,1824968,jalore,59.58,1.45,2803,0.26,10341,Literate
1683,1683,GE,gujarat,16,3,2014,4.0,10,chhaganbhainaranbhaiprajapati,M,IND,2539,GEN,955799,1628641,patan,58.69,0.27,561,0.06,10809,10th Pass
4255,4255,GE,maharashtra,16,21,2014,4.0,2,chhaganbhujbal,M,NCP,307399,GEN,937405,1593774,nashik,58.82,32.79,244349,26.07,5792,10th Pass
3416,3416,GE,madhya_pradesh,16,1,2014,4.0,12,chhavendra,M,IND,1969,GEN,854279,1702457,morena,50.18,0.23,540,0.06,10809,Literate
2399,2399,GE,jharkhand,16,2,2014,4.0,4,chhayakole,F,CPI,26442,ST,903060,1273049,dumka,70.94,2.93,8117,0.9,2444,8th Pass
7564,7564,GE,uttar_pradesh,16,37,2014,4.0,11,chhayasingh,F,AITC,4109,GEN,874625,1669843,amethi,52.38,0.47,804,0.09,18228,Post Graduate
7793,7793,GE,uttar_pradesh,16,50,2014,4.0,12,chheddoo,M,IND,3342,SC,910414,1738509,kaushambi,52.37,0.37,0,0.0,10809,Literate
1116,1116,GE,bihar,16,34,2014,4.0,1,chhedipaswan,M,BJP,366087,SC,846788,1607747,sasaram_(sc),52.67,43.23,63327,7.48,1605,Post Graduate
672,672,GE,bihar,16,7,2014,4.0,13,chhediram,M,IND,7632,SC,941249,1668405,jhanjharpur,56.42,0.81,274,0.03,10809,Literate
8323,8323,GE,uttar_pradesh,16,80,2014,4.0,1,chhotelal,M,BJP,378211,SC,885873,1639074,robertsganj,54.05,42.69,190486,21.5,1605,5th Pass
716,716,GE,bihar,16,10,2014,4.0,7,chhotelalmahto,M,IND,11392,GEN,928490,1438990,kishanganj,64.52,1.23,5678,0.61,10809,5th Pass
5573,5573,GE,rajasthan,16,14,2014,4.0,4,chhoturam,M,IND,15234,SC,1004019,1678660,nagaur,59.81,1.52,3049,0.3,10809,10th Pass
183,183,GE,andhra_pradesh,16,12,2014,4.0,7,chigurupatiramalingeswararao,M,BSP,3582,GEN,1195765,1564513,vijayawada,76.43,0.3,494,0.04,16651,Post Graduate
6850,6850,GE,telangana,16,15,2014,4.0,6,chiluveruprathap,M,IND,9178,SC,1174631,1537778,warangal,76.38,0.78,1828,0.16,10809,
4029,4029,GE,maharashtra,16,10,2014,4.0,26,chimoterammurtikeshvrao,M,GGP,528,ST,1085038,1900784,nagpur,57.08,0.05,62,0.01,3129,12th Pass
3926,3926,GE,maharashtra,16,5,2014,4.0,15,chincholegangaramkaluji,M,IND,1917,GEN,978626,1595435,buldhana,61.34,0.2,130,0.01,10809,12th Pass
5932,5932,GE,tamil_nadu,16,9,2014,4.0,2,chinnapillappap,M,DMK,273900,GEN,1068391,1379957,krishnagiri,77.42,25.64,48937,4.58,10192,Post Graduate
2914,2914,GE,karnataka,16,19,2014,4.0,5,chinnappav,M,CPI,10448,GEN,1101484,1518518,tumkur,72.54,0.95,2126,0.19,2444,Graduate
6298,6298,GE,tamil_nadu,16,25,2014,4.0,21,chinnarajendranc,M,IND,877,SC,1030826,1285576,perambalur,80.18,0.09,244,0.02,10809,12th Pass
6223,6223,GE,tamil_nadu,16,23,2014,4.0,2,chinnasamym,M,DMK,345475,GEN,1046534,1298322,karur,80.61,33.01,268915,25.7,10192,Graduate Professional
6230,6230,GE,tamil_nadu,16,23,2014,4.0,9,chinnasamym,M,IND,3719,GEN,1046534,1298322,karur,80.61,0.36,167,0.02,10809,8th Pass
6233,6233,GE,tamil_nadu,16,23,2014,4.0,12,chinnasamyv,M,IND,2108,GEN,1046534,1298322,karur,80.61,0.2,672,0.06,10809,8th Pass
2712,2712,GE,karnataka,16,6,2014,4.0,8,chinnayyanayak,M,IND,6540,ST,968889,1661606,raichur,58.31,0.67,1605,0.17,10809,12th Pass
6057,6057,GE,tamil_nadu,16,15,2014,4.0,6,chinnusamyn,M,IND,5374,GEN,1150296,1498350,salem,76.77,0.47,176,0.02,10809,5th Pass
7735,7735,GE,uttar_pradesh,16,46,2014,4.0,15,chintamani,M,ARWP,2029,GEN,1320804,1932052,jhansi,68.36,0.15,210,0.02,446,Graduate Professional
2543,2543,GE,jharkhand,16,8,2014,4.0,24,chintamanimahto,M,IND,1605,GEN,1049783,1648459,ranchi,63.68,0.15,101,0.01,10809,12th Pass
343,343,GE,andhra_pradesh,16,23,2014,4.0,3,chintamohan,M,INC,33333,SC,1213062,1574161,tirupati,77.06,2.75,22165,1.83,3482,Post Graduate
138,138,GE,andhra_pradesh,16,9,2014,4.0,5,chintapallikanakarao,M,BSP,8491,GEN,1088947,1325028,narsapuram,82.18,0.78,487,0.04,16651,10th Pass
307,307,GE,andhra_pradesh,16,20,2014,4.0,10,chintasarathkumarreddy,M,IND,1275,GEN,1177257,1446496,hindupur,81.39,0.11,18,0.0,10809,Post Graduate
6852,6852,GE,telangana,16,15,2014,4.0,8,chinthaswamy,M,AAAP,5569,SC,1174631,1537778,warangal,76.38,0.47,2358,0.2,13,
1206,1206,GE,bihar,16,40,2014,4.0,1,chiragkumarpaswan,M,LJP,285354,SC,775639,1550936,jamui_(sc),50.01,36.79,85947,11.08,5029,12th Pass
6664,6664,GE,telangana,16,4,2014,4.0,12,chirulingadrulavenkatesham,M,IND,3091,GEN,1033924,1496193,nizamabad,69.1,0.3,274,0.03,10809,
720,720,GE,bihar,16,10,2014,4.0,11,chitranjansingh,M,IND,5152,GEN,928490,1438990,kishanganj,64.52,0.55,0,0.0,10809,10th Pass
3064,3064,GE,karnataka,16,27,2014,4.0,8,chitraprasad,F,BSP,6279,GEN,1263274,1658410,chikkballapur,76.17,0.5,1590,0.13,16651,Post Graduate
2567,2567,GE,jharkhand,16,10,2014,4.0,3,chitrasensinku,M,INC,111796,ST,795286,1152632,singhbhum,69.0,14.06,76115,9.57,3482,12th Pass
8514,8514,GE,west_bengal,16,7,2014,4.0,11,chittaranjankirttania,M,BSP,6229,GEN,1162985,1425428,maldaha_uttar,81.59,0.54,1533,0.13,16651,Graduate
2193,2193,GE,haryana,16,8,2014,4.0,15,chittersinghbali,M,IND,1060,SC,1030431,1473912,bhiwani-mahendragarh,69.91,0.1,40,0.0,10809,10th Pass
6206,6206,GE,tamil_nadu,16,22,2014,4.0,4,chitthannsv,M,INC,35632,GEN,1083364,1400531,dindigul,77.35,3.29,16177,1.49,3482,Graduate
6709,6709,GE,telangana,16,7,2014,4.0,1,chmallareddy,M,TDP,523356,GEN,1620444,3183083,malkajgiri,50.91,32.3,28166,1.74,8300,
6764,6764,GE,telangana,16,8,2014,4.0,25,chmurahari,M,SUCI,554,GEN,1003769,1893741,secundrabad,53.0,0.06,7,0.0,8082,
4047,4047,GE,maharashtra,16,11,2014,4.0,10,choleomprakashbakaram,M,IND,4417,GEN,1197196,1655852,bhandara_-_gondiya,72.3,0.37,248,0.02,10809,Graduate Professional
423,423,GE,assam,16,3,2014,4.0,3,chomangkro,M,IND,108299,ST,543280,702230,autonomous_district,77.36,19.93,96537,17.77,10809,Graduate
1631,1631,GE,delhi,16,7,2014,4.0,20,choombirsinghnaughwar,M,BHBP,303,GEN,1102410,1752748,south_delhi,62.9,0.03,0,0.0,1365,12th Pass
4729,4729,GE,maharashtra,16,44,2014,4.0,8,chopadeshriprasadjanardan,M,IND,4309,GEN,1046659,1649107,sangli,63.47,0.41,0,0.0,10809,12th Pass
1671,1671,GE,gujarat,16,2,2014,4.0,13,choudharyadambhainasirbhai,M,SP,2007,GEN,886634,1515711,banaskantha,58.5,0.23,237,0.03,7425,8th Pass
3643,3643,GE,madhya_pradesh,16,16,2014,4.0,2,choudharychandrabhankubersingh,M,BJP,443218,GEN,1107498,1402038,chhindwara,78.99,40.02,417590,37.71,1605,Graduate Professional
957,957,GE,bihar,16,25,2014,4.0,1,choudharymahboobalikaiser,M,LJP,313806,GEN,896231,1506587,khagaria,59.49,35.01,76003,8.48,5029,Graduate
3493,3493,GE,madhya_pradesh,16,7,2014,4.0,2,choudharymahendrapratapsingh,M,INC,299780,GEN,912080,1651614,damoh,55.22,32.87,268261,29.41,3482,Post Graduate
8671,8671,GE,west_bengal,16,20,2014,4.0,1,choudhurymohanjatua,M,AITC,630262,SC,1270985,1488785,mathurapur,85.37,49.59,138768,10.92,18228,Post Graduate
8654,8654,GE,west_bengal,16,18,2014,4.0,5,chowdhurysiddiqullah,M,AIUDF,25178,GEN,1273771,1490596,basirhat,85.45,1.98,15207,1.19,795,Others
1836,1836,GE,gujarat,16,13,2014,4.0,1,chudasamarajeshbhainaranbhai,M,BJP,513179,GEN,941378,1485543,junagadh,63.37,54.51,135832,14.43,1605,12th Pass
4812,4812,GE,manipur,16,2,2014,4.0,4,chungkhokaidoungel,M,NCP,61662,ST,771766,919009,outer_manipur,83.98,7.99,26667,3.46,5792,Graduate
8854,8854,GE,west_bengal,16,33,2014,4.0,10,chunibalahansda,F,JKP(N),7608,ST,1257613,1475112,jhargram,85.26,0.6,155,0.01,11127,10th Pass
2040,2040,GE,haryana,16,2,2014,4.0,9,chunimanojkumar,M,IND,2770,GEN,1135892,1498459,kurukshetra,75.8,0.24,5,0.0,10809,5th Pass
1642,1642,GE,goa,16,2,2014,4.0,3,churchillalemao,M,AITC,11941,GEN,410369,545336,south_goa,75.25,2.91,695,0.17,18228,Others
2867,2867,GE,karnataka,16,16,2014,4.0,3,chvijayashankar,M,BJP,165688,GEN,1147172,1561486,hassan,73.47,14.44,146783,12.8,1605,Graduate
3358,3358,GE,kerala,16,18,2014,4.0,11,cindulalexserviceman,M,IND,1709,GEN,879056,1219415,kollam,72.09,0.19,7,0.0,10809,10th Pass
3157,3157,GE,kerala,16,5,2014,4.0,3,ckpadmanabhan,M,BJP,115760,GEN,943009,1182484,kozhikode,79.75,12.28,101826,10.8,1605,10th Pass
3214,3214,GE,kerala,16,8,2014,4.0,14,ckramakrishnan,M,IND,1092,SC,910322,1208726,palakkad,75.31,0.12,264,0.03,10809,Not Given
3149,3149,GE,kerala,16,4,2014,4.0,11,cleatus,M,IND,1517,GEN,915006,1249420,wayanad,73.23,0.17,200,0.02,10809,8th Pass
4439,4439,GE,maharashtra,16,30,2014,4.0,17,cliffordmartis,M,IND,799,GEN,768627,1447886,mumbai_south_central,53.09,0.1,113,0.01,10809,
1651,1651,GE,goa,16,2,2014,4.0,12,clifftondesouza,M,BMUP,666,GEN,410369,545336,south_goa,75.25,0.16,136,0.03,1074,10th Pass
3440,3440,GE,madhya_pradesh,16,3,2014,4.0,8,clkarodiyaprijapati,M,JND,4719,GEN,990912,1876965,gwalior,52.79,0.48,500,0.05,4185,Graduate
7575,7575,GE,uttar_pradesh,16,37,2014,4.0,22,clmaurya,M,PGSP,1871,GEN,874625,1669843,amethi,52.38,0.21,87,0.01,16357,12th Pass
4834,4834,GE,mizoram,16,1,2014,4.0,1,clruala,M,INC,210485,ST,433201,702170,mizoram,61.69,48.59,6154,1.42,3482,Graduate
2947,2947,GE,karnataka,16,21,2014,4.0,4,cmohankumar,M,BSP,13637,SC,1159594,1723134,mysore,67.3,1.18,4713,0.41,16651,10th Pass
2992,2992,GE,karnataka,16,24,2014,4.0,2,cnarayanaswamy,M,INC,488562,GEN,1356718,2401472,bangalore_north,56.5,36.01,395881,29.18,3482,Post Graduate
3230,3230,GE,kerala,16,10,2014,4.0,1,cnjayadevan,M,CPI,389209,GEN,920505,1275288,thrissur,72.18,42.28,38227,4.15,2444,Post Graduate
1613,1613,GE,delhi,16,7,2014,4.0,2,coldevindersehrawat,M,AAAP,390980,GEN,1102410,1752748,south_delhi,62.9,35.47,265767,24.11,13,Post Graduate
4505,4505,GE,maharashtra,16,34,2014,4.0,9,coloneljayantraochitale,M,IND,1886,GEN,993278,1835835,pune,54.1,0.19,89,0.01,10809,Graduate Professional
5798,5798,GE,tamil_nadu,16,3,2014,4.0,19,colonelkadarbasha,M,IND,427,GEN,1071409,1795776,chennai_south,59.66,0.04,11,0.0,10809,Others
3687,3687,GE,madhya_pradesh,16,19,2014,4.0,10,colonelkesarisingh,M,IND,1840,GEN,1130182,1957241,bhopal,57.74,0.16,346,0.03,10809,
782,782,GE,bihar,16,14,2014,4.0,9,colonellakshmeshwarmishra,M,CPI(ML)(L),9111,GEN,828342,1495445,darbhanga,55.39,1.1,276,0.03,9890,Graduate Professional
8156,8156,GE,uttar_pradesh,16,72,2014,4.0,11,colretdbharatsinghshauryachakra,M,AAAP,3297,GEN,942211,1768271,ballia,53.28,0.35,482,0.05,13,Not Given
5612,5612,GE,rajasthan,16,17,2014,4.0,1,colsonaram,M,BJP,488747,GEN,1219119,1680152,barmer,72.56,40.09,87461,7.17,1605,Graduate Professional
4507,4507,GE,maharashtra,16,34,2014,4.0,11,colsureshpatilrtd,M,BMUP,1324,GEN,993278,1835835,pune,54.1,0.13,94,0.01,1074,12th Pass
7881,7881,GE,uttar_pradesh,16,56,2014,4.0,4,comandokamalkishor,M,INC,24421,SC,934263,1638640,bahraich,57.01,2.61,10923,1.17,3482,Graduate
4000,4000,GE,maharashtra,16,9,2014,4.0,21,combanduramchandrameshram,M,CPIM,1602,SC,1050316,1677266,ramtek,62.62,0.15,60,0.01,2560,12th Pass
1446,1446,GE,chhattisgarh,16,10,2014,4.0,9,comdevchandduruv,M,CPIM,6180,ST,769913,1298083,bastar,59.31,0.8,0,0.0,2560,8th Pass
4245,4245,GE,maharashtra,16,20,2014,4.0,3,comhemantmotiramwaghere,M,CPM,72599,ST,970182,1530208,dindori,63.4,7.48,54875,5.66,14635,Graduate
2823,2823,GE,karnataka,16,13,2014,4.0,4,comhkramachandrappa,M,CPI,8064,ST,1114868,1522712,davanagere,73.22,0.72,967,0.09,2444,10th Pass
2752,2752,GE,karnataka,16,8,2014,4.0,11,comidhpujar,M,CPIM,2636,SC,1006508,1535105,koppal,65.57,0.26,177,0.02,2560,5th Pass
3924,3924,GE,maharashtra,16,5,2014,4.0,13,commanderrtdashokraut,M,IND,2077,GEN,978626,1595435,buldhana,61.34,0.21,71,0.01,10809,Graduate Professional
2862,2862,GE,karnataka,16,15,2014,4.0,10,comradecjjagannath,M,CPIM,1612,SC,1034108,1387294,udupi_chikmagalur,74.54,0.16,398,0.04,2560,5th Pass
3807,3807,GE,madhya_pradesh,16,27,2014,4.0,4,comradejyotigore,F,CPI,25930,ST,1152525,1703272,khargone,67.67,2.25,3789,0.33,2444,8th Pass
3762,3762,GE,madhya_pradesh,16,24,2014,4.0,9,comradelatabhabor,F,CPM,6078,ST,1082690,1702576,ratlam,63.59,0.56,2217,0.2,14635,8th Pass
4178,4178,GE,maharashtra,16,17,2014,4.0,5,comraderajankshirsagar,M,CPI,12404,GEN,1162233,1803792,parbhani,64.43,1.07,63,0.01,2444,Graduate
2060,2060,GE,haryana,16,3,2014,4.0,6,comraderamkumar,M,CPM,11194,SC,1279105,1660557,sirsa,77.03,0.88,3886,0.3,14635,12th Pass
2770,2770,GE,karnataka,16,9,2014,4.0,12,comradesbheemappa,M,CPIM,2042,ST,1045772,1487945,bellary,70.28,0.2,45,0.0,2560,8th Pass
3447,3447,GE,madhya_pradesh,16,3,2014,4.0,15,comradesunilgopal,M,SUCI,2054,GEN,990912,1876965,gwalior,52.79,0.21,73,0.01,8082,Graduate Professional
1241,1241,GE,chhattisgarh,16,1,2014,4.0,6,comradesurendralalsingh,M,CPM,14849,ST,1187321,1523022,sarguja,77.96,1.25,147,0.01,14635,Post Graduate
4181,4181,GE,maharashtra,16,17,2014,4.0,8,comredbhiseganpatdevrao,M,IND,7251,SC,1162233,1803792,parbhani,64.43,0.62,1097,0.09,10809,Graduate
4832,4832,GE,meghalaya,16,2,2016,,1,conradkongkalsangma,,NPP,329497,,466782,586501,"tura(st),_district,west_garo_hills",79.59,70.59,192212,41.18,5671,
6962,6962,GE,uttar_pradesh,16,1,2014,4.0,9,cpverma,M,IND,2114,SC,1194308,1608833,saharanpur,74.23,0.18,226,0.02,10809,Literate
5570,5570,GE,rajasthan,16,14,2014,4.0,1,crchoudhary,M,BJP,414791,GEN,1004019,1678660,nagaur,59.81,41.31,75218,7.49,1605,Post Graduate
1986,1986,GE,gujarat,16,25,2014,4.0,1,crpatil,M,BJP,820831,GEN,1160747,1764622,navsari,65.78,70.72,558116,48.08,1605,10th Pass
2927,2927,GE,karnataka,16,20,2014,4.0,1,csputtaraju,M,JD(S),524370,GEN,1192638,1669262,mandya,71.45,43.97,5518,0.46,10979,12th Pass
3842,3842,GE,maharashtra,16,1,2014,4.0,6,csvalvi,M,IND,6004,ST,1116676,1672943,nandurbar,66.75,0.54,1292,0.12,10809,Graduate
2979,2979,GE,karnataka,16,23,2014,4.0,5,cthopaiah,M,BSP,11594,SC,1455244,2190398,bangalore_rural,66.44,0.8,1723,0.12,16651,5th Pass
6701,6701,GE,telangana,16,6,2014,,7,cvgupta,,TCP,3759,,1035148,1536166,medak,67.39,0.36,55,0.01,8269,
