,Candidate,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Year,Category,Votes,ValidVotes,VoteSharePercentage,PartyID
434,bipinsaikia,RDMP,0,Graduate,55,M,1002000.0,0,0,assam,nowgong,2009,GEN,2095,999426,0.21,6447
435,birendas,RWS,1,8th Pass,48,M,1825000.0,223,0,assam,nowgong,2009,SC,2313,999426,0.23,6394
436,herambamohanpandit,IND,0,Not Given,45,M,233000.0,0,0,assam,nowgong,2009,GEN,9723,999426,0.97,10809
437,liaqathussain,LJP,0,Graduate,40,M,357027.0,0,0,assam,nowgong,2009,GEN,2454,999426,0.25,5029
438,nazrulhaquemazarbhuiyan,IND,0,Post Graduate,55,M,1832000.0,100000,0,assam,nowgong,2009,GEN,1315,688546,0.19,10809
439,pheiroijamibomchasingh,AIFB,0,Graduate Professional,60,M,5930529.0,0,0,assam,nowgong,2009,GEN,4327,999426,0.43,3040
440,puspakantabora,IND,0,8th Pass,49,M,70000.0,0,0,assam,nowgong,2009,GEN,2654,999426,0.27,10809
441,sirajuddinajmal,AUDF,0,12th Pass,52,M,405028596.0,0,0,assam,nowgong,2009,GEN,245155,999426,24.53,988
442,kabindrapurkayastha,BJP,0,Post Graduate,76,M,2098543.0,81279,1,assam,silchar,2009,GEN,243532,688546,35.37,1605
443,badruddinajmal,AUDF,0,Literate,54,M,303667099.0,0,0,assam,silchar,2009,GEN,540820,1046983,51.66,988
444,chandanrabidas,IND,0,5th Pass,34,M,125000.0,0,0,assam,silchar,2009,SC,1424,688546,0.21,10809
445,dipakbhattacharjee,CPM,0,8th Pass,69,M,170514.0,0,0,assam,silchar,2009,GEN,11831,688546,1.72,14635
446,jayantamallick,IND,1,Graduate,36,M,179200.0,0,0,assam,silchar,2009,SC,1144,688546,0.17,10809
447,joysundardas,IND,0,8th Pass,38,M,35000.0,0,0,assam,silchar,2009,SC,1478,688546,0.21,10809
448,kantimoydeb,IND,0,Graduate,60,M,200800.0,0,0,assam,silchar,2009,GEN,4109,688546,0.6,10809
449,manishbhattacharjee,IND,0,10th Pass,62,M,702000.0,0,0,assam,silchar,2009,GEN,7093,688546,1.03,10809
450,nabadwipdas,IND,0,8th Pass,58,M,15000.0,0,0,assam,silchar,2009,GEN,1539,688546,0.22,10809
451,nazrulhaquemazarbhuiyan,IND,0,Post Graduate,55,M,54064000.0,153000,0,assam,silchar,2009,GEN,2250,999426,0.23,10809
452,pijushkantidas,IND,0,8th Pass,38,M,137197.0,0,0,assam,silchar,2009,SC,1739,688546,0.25,10809
453,sontoshmohandev,INC,0,Graduate,75,M,101108377.0,0,0,assam,silchar,2009,GEN,197244,688546,28.65,3482
454,josephtoppo,AGP,0,10th Pass,60,M,936292.0,535000,1,assam,tezpur,2009,GEN,352246,843014,41.78,978
455,arunkumarmurmoo,BVM,0,Graduate,33,M,58085.0,0,0,assam,tezpur,2009,GEN,5645,843014,0.67,9678
456,danieldavidjesudas,IND,1,Graduate,66,M,25700.0,0,0,assam,tezpur,2009,GEN,5247,843014,0.62,10809
457,debaorang,AUDF,0,Illiterate,54,M,412000.0,0,0,assam,tezpur,2009,GEN,46255,843014,5.49,988
458,drpranabkrdas,IND,0,Graduate,41,M,1860370.0,0,0,assam,tezpur,2009,GEN,7750,843014,0.92,10809
459,jitensundi,CPM,0,Post Graduate,64,M,4323198.0,0,0,assam,tezpur,2009,GEN,36734,843014,4.36,14635
460,juganandahazarika,SP,0,12th Pass,42,M,715000.0,0,0,assam,tezpur,2009,GEN,3464,843014,0.41,7425
461,kalyankumardeoribharali,IND,0,Post Graduate,69,M,327444.0,0,0,assam,tezpur,2009,ST,4317,843014,0.51,10809
462,mdnazirahmed,IND,0,12th Pass,56,M,3802371.0,0,0,assam,tezpur,2009,GEN,6208,843014,0.74,10809
463,monikumarsubba,INC,0,8th Pass,51,M,578758296.0,7476321,0,assam,tezpur,2009,GEN,322093,843014,38.21,3482
464,parashmonisinha,JMM,1,Graduate,33,M,730000.0,0,0,assam,tezpur,2009,GEN,3228,843014,0.38,4653
465,prasantaboro,IND,0,Graduate,32,M,880500.0,0,0,assam,tezpur,2009,ST,14613,843014,1.73,10809
466,reginoldvjohnson,RSPS,0,10th Pass,45,M,,0,0,assam,tezpur,2009,GEN,3873,843014,0.46,6792
467,rubulsarma,CPI(ML)(L),0,Graduate,52,M,651640.0,0,0,assam,tezpur,2009,GEN,11657,843014,1.38,2472
468,rudraparajuli,IND,0,8th Pass,52,M,905000.0,0,0,assam,tezpur,2009,GEN,19684,843014,2.33,10809
469,pradeepkumarsingh,BJP,3,10th Pass,43,M,257014.0,764726,1,bihar,araria,2009,GEN,282742,730456,38.71,1605
470,dineshrathour,IND,22,Literate,31,M,180000.0,0,0,bihar,araria,2009,GEN,27308,730456,3.74,10809
471,kanhaiyakumardas,IND,0,Others,27,M,541000.0,275000,0,bihar,araria,2009,GEN,2740,730456,0.38,10809
472,mdsajjad,IND,2,Literate,56,M,460825.0,0,0,bihar,araria,2009,GEN,1632,730456,0.22,10809
473,nandlalpaswan,IND,0,Literate,47,M,65000.0,0,0,bihar,araria,2009,SC,2678,730456,0.37,10809
474,nityanandbishwas,IND,0,Literate,46,M,425000.0,0,0,bihar,araria,2009,GEN,3534,730456,0.48,10809
475,omprakash,IND,0,12th Pass,37,M,1452313.0,0,0,bihar,araria,2009,GEN,102898,759532,13.55,7425
476,sadanandchoudhary,IND,0,Graduate,50,M,233574.0,0,0,bihar,araria,2009,GEN,2751,730456,0.38,10809
477,sadhanadevi,IND,0,10th Pass,34,F,89000.0,0,0,bihar,araria,2009,GEN,3628,730456,0.5,10809
478,sanjaykumarjha,IND,0,Graduate,38,M,807000.0,0,0,bihar,araria,2009,GEN,1924,730456,0.26,10809
479,satyanarayanwriter,IND,1,Post Graduate,35,M,800000.0,0,0,bihar,araria,2009,SC,4199,730456,0.57,10809
480,meenasingh,JD(U),0,Graduate,44,F,42436500.0,0,1,bihar,arrah,2009,GEN,212726,556351,38.24,11002
481,arunsingh,CPI(ML)(L),2,10th Pass,48,M,97720.0,367723,0,bihar,arrah,2009,GEN,115966,556351,20.84,2472
482,ashokkumarsingh,IND,0,Post Graduate,38,M,50000.0,0,0,bihar,arrah,2009,GEN,2391,556351,0.43,10809
483,maheshram,IND,0,Graduate,45,M,50000.0,0,0,bihar,arrah,2009,SC,11859,556351,2.13,10809
484,satyanarayanyadav,RSWD,0,10th Pass,67,M,310000.0,0,0,bihar,arrah,2009,GEN,3533,556351,0.64,12438
485,sobhnathsingh,IND,0,12th Pass,39,M,24432.0,0,0,bihar,arrah,2009,GEN,9787,556351,1.76,10809
486,amerikamahto,Shoshit Samaj Dal,0,8th Pass,48,M,515000.0,0,0,bihar,aurangabad,2009,GEN,4550,598309,0.76,7888
487,anilkumarsingh,RSWD,0,Graduate,36,M,14375000.0,245000,0,bihar,aurangabad,2009,GEN,5096,598309,0.85,12438
488,aslamansari,IND,0,Graduate Professional,38,M,1361800.0,0,0,bihar,aurangabad,2009,GEN,1717,598309,0.29,10809
489,nikhilkumar,INC,0,Post Graduate,67,M,49538249.0,1774038,0,bihar,aurangabad,2009,GEN,54581,598309,9.12,3482
490,punadas,IND,0,5th Pass,34,M,92500.0,0,0,bihar,aurangabad,2009,SC,6043,598309,1.01,10809
491,ramkumarmehta,LTSD,0,Doctorate,37,M,1813200.0,833003,0,bihar,aurangabad,2009,GEN,4362,598309,0.73,5218
492,santoshkumar,IND,3,12th Pass,40,M,19372645.0,463500,0,bihar,aurangabad,2009,GEN,3069,556351,0.55,6447
493,shakilahmadkhan,RJD,0,Graduate Professional,61,M,7590893.0,240000,0,bihar,aurangabad,2009,GEN,188095,598309,31.44,12103
494,amreshwarkumar,JGP,0,Graduate,29,M,247490.0,0,1,bihar,banka,2009,GEN,1686,652208,0.26,4007
495,anilkumaraliasanilgupta,JVM(P),0,8th Pass,40,M,1902000.0,200000,0,bihar,banka,2009,GEN,2718,652208,0.42,4736
496,arvindkumarsah,RPP,0,Doctorate,42,M,840347.0,479000,0,bihar,banka,2009,GEN,2614,652208,0.4,12352
497,damodarrawat,JD(U),0,Post Graduate,47,M,1999171.0,0,0,bihar,banka,2009,GEN,111933,652208,17.16,11002
498,jaiprakeshnarainyadav,RJD,1,Post Graduate,55,M,10602450.0,992900,0,bihar,banka,2009,GEN,157046,652208,24.08,12103
499,kedarprasadsingh,Samajwadi Janata Party (Rashtriya),0,Post Graduate,61,M,3564618.0,126858,0,bihar,banka,2009,GEN,2164,652208,0.33,7408
500,mahboobalamansari,BMF,0,Graduate,50,M,32000.0,0,0,bihar,banka,2009,GEN,1994,652208,0.31,9424
501,mukeshkumarsingh,BSP,1,Graduate,45,M,14630000.0,557000,0,bihar,banka,2009,GEN,12250,652208,1.88,16651
502,narayanram,IND,0,Post Graduate,45,M,421000.0,0,0,bihar,banka,2009,GEN,21958,652208,3.37,10809
503,rajendrapanditnetajee,JMM,1,10th Pass,57,M,797000.0,150000,0,bihar,banka,2009,GEN,26182,652208,4.01,4653
504,sanjaykumar,CPI,0,Post Graduate,45,M,12988272.0,918450,0,bihar,banka,2009,SC,2957,607589,0.49,10809
505,drmonazirhassan,JD(U),0,Doctorate,51,M,3583898.0,1682852,1,bihar,begusarai,2009,GEN,205680,718265,28.64,11002
506,amitabhushan,INC,0,Post Graduate,38,F,2470296.0,0,0,bihar,begusarai,2009,GEN,74565,718265,10.38,3482
507,amiyakashyapbikki,IND,0,Graduate,29,M,212200.0,0,0,bihar,begusarai,2009,GEN,2773,718265,0.39,10809
508,anilchaudhary,LJP,0,12th Pass,54,M,866519.0,600000,0,bihar,begusarai,2009,GEN,121786,718265,16.96,5029
509,arunkumar,IND,0,10th Pass,45,M,2670334.0,60703,0,bihar,begusarai,2009,GEN,10676,568219,1.88,10809
510,ashoksah,IND,0,5th Pass,36,M,228000.0,0,0,bihar,begusarai,2009,GEN,4605,718265,0.64,10809
511,chandrashekharmahto,BSP,1,Graduate Professional,62,M,1455324.0,414851,0,bihar,begusarai,2009,GEN,6548,718265,0.91,16651
512,narayanprasadhisariya,IND,3,10th Pass,57,M,1338890.0,0,0,bihar,begusarai,2009,GEN,7002,718265,0.97,10809
513,narendrakumarsinghaliasbogosingh,IND,11,Post Graduate,42,M,11137075.0,1312448,0,bihar,begusarai,2009,GEN,61220,718265,8.52,10809
514,radharamanpaswan,IND,0,Graduate Professional,61,M,8913500.0,0,0,bihar,begusarai,2009,SC,6635,718265,0.92,10809
515,ramdayalbharti,IND,0,12th Pass,36,M,515000.0,0,0,bihar,begusarai,2009,GEN,21389,718265,2.98,10809
516,ramnareshprasadsingh,IND,0,Graduate,60,M,1364000.0,0,0,bihar,begusarai,2009,GEN,7542,718265,1.05,10809
517,ramsah,RPP,0,5th Pass,61,M,1265000.0,0,0,bihar,begusarai,2009,GEN,3480,718265,0.48,12352
518,ramshrayanishad,IND,0,8th Pass,50,M,825000.0,0,0,bihar,begusarai,2009,GEN,4065,718265,0.57,10809
519,ranjeetpaswan,IND,0,12th Pass,31,M,90000.0,0,0,bihar,begusarai,2009,SC,4219,718265,0.59,10809
520,sajjanchaudhary,IND,0,8th Pass,34,M,832000.0,325000,0,bihar,begusarai,2009,SC,4715,718265,0.66,10809
521,deepakram,BSP(K),0,Graduate,40,M,,0,0,bihar,bhagalpur,2009,SC,2361,629078,0.38,1243
522,drnkyadav,IND,1,Doctorate,44,M,18562039.0,0,0,bihar,bhagalpur,2009,GEN,8828,629078,1.4,10809
523,indradeokumarsingh,IND,0,Graduate Professional,30,M,45000.0,0,0,bihar,bhagalpur,2009,GEN,5249,629078,0.83,10809
524,laddu,IND,0,Literate,27,M,5000.0,0,0,bihar,bhagalpur,2009,GEN,1902,629078,0.3,10809
525,mdizrail,LTSD,1,8th Pass,49,M,2466500.0,0,0,bihar,bhagalpur,2009,GEN,3420,629078,0.54,5218
526,ramansah,BJJD,1,Graduate Professional,44,M,1044133.0,0,0,bihar,bhagalpur,2009,GEN,4358,629078,0.69,1676
527,ramvilashpaswan,RWS,0,8th Pass,45,M,2250000.0,0,0,bihar,bhagalpur,2009,SC,6935,629078,1.1,6394
528,sadanandsingh,INC,1,Graduate,64,M,11368807.0,0,0,bihar,bhagalpur,2009,GEN,52121,629078,8.29,3482
529,shakunichoudhary,RJD,5,10th Pass,64,M,10315696.0,0,0,bihar,bhagalpur,2009,GEN,172573,629078,27.43,12103
530,jagdanandsingh,RJD,1,Graduate Professional,65,M,6565488.0,12263,1,bihar,buxar,2009,GEN,132614,623615,21.27,12103
531,dadansingh,IND,8,10th Pass,45,M,15983699.0,2321661,0,bihar,buxar,2009,GEN,122975,623615,19.72,10809
532,kamleshchoudhary,IND,4,8th Pass,35,M,135000.0,0,0,bihar,buxar,2009,GEN,2735,623615,0.44,10809
533,lalmunichoubey,BJP,0,12th Pass,71,M,9603000.0,0,0,bihar,buxar,2009,GEN,130376,623615,20.91,1605
534,mohansah,BJJD,0,12th Pass,33,M,2220000.0,2992238,0,bihar,buxar,2009,GEN,7072,623615,1.13,1676
535,mokarramhussain,SBSP,0,5th Pass,57,M,793000.0,0,0,bihar,buxar,2009,GEN,10203,623615,1.64,18721
536,phulanpandit,IND,0,8th Pass,44,M,4700000.0,0,0,bihar,buxar,2009,GEN,2594,623615,0.42,10809
537,rajendrasinghmaurya,LTSD,0,12th Pass,32,M,141520.0,70000,0,bihar,buxar,2009,GEN,3535,623615,0.57,5218
538,satyendraojha,AD,0,Doctorate,27,M,345000.0,0,0,bihar,buxar,2009,GEN,1638,623615,0.26,954
539,shyambiharibind,JPS,0,10th Pass,46,M,1336000.0,50000,0,bihar,buxar,2009,GEN,15486,623615,2.48,4612
540,shyamlalsinghkushwaha,BSP,0,Not Given,54,M,31192965.0,0,0,bihar,buxar,2009,GEN,127145,623615,20.39,16651
541,kirtiazad,BJP,3,Graduate,48,M,9789047.0,0,1,bihar,darbhanga,2009,GEN,239268,545713,43.85,1605
542,abdurrahim,IND,0,Literate,49,M,5100000.0,0,0,bihar,darbhanga,2009,GEN,4918,545713,0.9,10809
543,ajaykumarjalan,INC,1,Graduate,49,M,3727735.0,90000,0,bihar,darbhanga,2009,GEN,40724,545713,7.46,3482
544,bharatyadav,IND,0,8th Pass,54,M,92550.0,0,0,bihar,darbhanga,2009,GEN,6736,545713,1.23,10809
545,kumarisureshwari,RMEP,0,Post Graduate,60,F,458200.0,0,0,bihar,darbhanga,2009,SC,2717,545713,0.5,6747
546,lalbahaduryadav,IND,0,Others,35,M,180000.0,0,0,bihar,darbhanga,2009,GEN,10622,545713,1.95,10809
547,mdaliashraffatmi,RJD,0,Post Graduate,53,M,4852469.0,683521,0,bihar,darbhanga,2009,GEN,192815,545713,35.33,12103
548,mdnizamuddin,IJP,0,8th Pass,36,M,1884900.0,20000,0,bihar,darbhanga,2009,GEN,3540,545713,0.65,3430
549,harimanjhi,BJP,0,8th Pass,47,M,1471374.0,389075,1,bihar,gaya,2009,SC,246255,564183,43.65,1605
550,amarnathprasad,IND,0,Graduate,35,M,1302900.0,0,0,bihar,gaya,2009,SC,2548,564183,0.45,10809
551,deepakpaswan,IND,0,Graduate,27,M,2500.0,0,0,bihar,gaya,2009,SC,2371,564183,0.42,10809
552,dilippaswan,NBNP,0,5th Pass,41,M,155600.0,0,0,bihar,gaya,2009,SC,6025,564183,1.07,16966
553,kaildas,IND,1,Not Given,66,M,355000.0,0,0,bihar,gaya,2009,SC,2882,564183,0.51,10809
554,kalawatidevi,BSP,0,Not Given,27,F,1240000.0,0,0,bihar,gaya,2009,SC,22854,564183,4.05,16651
555,niranjankumar,CPI(ML)(L),0,Graduate,42,M,530000.0,0,0,bihar,gaya,2009,SC,6704,564183,1.19,2472
556,rajeshkumar,LTSD,0,Post Graduate,27,M,2885000.0,0,0,bihar,gaya,2009,GEN,533,584051,0.09,10809
557,ramdevaryapaan,Akhil Bharatiya Jan Sangh,0,Others,49,M,,0,0,bihar,gaya,2009,SC,2156,564183,0.38,9325
558,ramjimanjhi,RJD,0,Graduate,49,M,2753812.0,0,0,bihar,gaya,2009,SC,183802,564183,32.58,12103
559,ramkishorepaswan,IND,0,Doctorate,36,M,50500.0,0,0,bihar,gaya,2009,SC,4366,564183,0.77,10809
560,ramupaswan,IND,0,12th Pass,29,M,375300.0,0,0,bihar,gaya,2009,SC,3022,564183,0.54,10809
561,sanjivprasadtoni,INC,1,10th Pass,52,M,11372616.0,17175,0,bihar,gaya,2009,SC,64902,564183,11.5,3482
562,shivshankarkumar,IND,0,Graduate,33,M,,0,0,bihar,gaya,2009,SC,3448,564183,0.61,10809
563,shyamlalmanjhi,IND,0,10th Pass,50,M,10000.0,0,0,bihar,gaya,2009,SC,6178,564183,1.1,10809
564,purnamasiram,JD(U),1,10th Pass,52,M,3421562.0,533024,1,bihar,gopalganj,2009,SC,200024,504612,39.64,11002
565,anilkumar,RJD,0,Graduate,41,M,5238958.0,120000,0,bihar,gopalganj,2009,SC,157552,504612,31.22,12103
566,ashadevi,IND,0,Literate,46,F,7830496.0,0,0,bihar,gopalganj,2009,SC,2759,504612,0.55,10809
567,binitabaitha,IND,0,Graduate,25,F,80000.0,0,0,bihar,gopalganj,2009,SC,3982,504612,0.79,10809
568,dinanathmanjhi,IND,1,Graduate,31,M,1265137.0,0,0,bihar,gopalganj,2009,SC,3067,504612,0.61,10809
569,janakram,BSP,1,Post Graduate,37,M,1043934.0,0,0,bihar,gopalganj,2009,SC,47545,504612,9.42,16651
570,madhubharti,LTSD,0,10th Pass,39,F,560000.0,0,0,bihar,gopalganj,2009,SC,4553,504612,0.9,5218
571,rajeshkumarram,IND,0,Graduate,28,M,194433.0,60000,0,bihar,gopalganj,2009,SC,2968,504612,0.59,10809
572,ramashankarram,RJJM,0,Graduate,43,M,635000.0,0,0,bihar,gopalganj,2009,SC,10105,504612,2.0,12145
573,ramkumarmanjhi,SBSP,0,Graduate,30,M,125000.0,0,0,bihar,gopalganj,2009,SC,4011,504612,0.79,18721
574,ramsuratram,IND,0,12th Pass,42,M,2600.0,0,0,bihar,gopalganj,2009,SC,6690,504612,1.33,10809
575,satyadeoram,CPI(ML)(L),6,10th Pass,39,M,258600.0,13000,0,bihar,gopalganj,2009,SC,13999,504612,2.77,2472
576,ramsundardas,JD(U),0,10th Pass,88,M,2796489.0,1116705,1,bihar,hajipur,2009,SC,246715,555107,44.44,11002
577,dineshchandrabhushan,LTSD,0,12th Pass,36,M,375240.0,187981,0,bihar,hajipur,2009,SC,17150,555107,3.09,5218
578,maheshwardas,BSP,0,Graduate Professional,54,M,2066000.0,0,0,bihar,hajipur,2009,SC,5175,555107,0.93,16651
579,nandlalpaswan,IND,0,Doctorate,47,M,30000.0,200000,0,bihar,hajipur,2009,SC,4321,555107,0.78,10809
580,pratimakumari,IND,0,Graduate,33,F,815461.0,0,0,bihar,hajipur,2009,SC,5948,555107,1.07,10809
581,rajendrakumarpaswan,IND,0,12th Pass,54,M,1101000.0,0,0,bihar,hajipur,2009,SC,13071,555107,2.35,10809
582,ramtirthpaswan,IND,0,Graduate,59,M,1074614.0,0,0,bihar,hajipur,2009,SC,10537,555107,1.9,10809
583,ramvilaspaswan,LJP,0,Post Graduate,61,M,11838791.0,50316,0,bihar,hajipur,2009,SC,208761,555107,37.61,5029
584,sanjaypashwan,IND,0,8th Pass,30,M,320000.0,0,0,bihar,hajipur,2009,SC,14217,555107,2.56,10809
585,abhaykumaranil,IND,0,Graduate,41,M,318053.0,49098,1,bihar,jahanabad,2009,GEN,2954,599200,0.49,10809
586,ajaykumarverma,IND,0,10th Pass,41,M,1718000.0,600000,0,bihar,jahanabad,2009,GEN,1704,599200,0.28,10809
587,drarbindkumar,IND,3,Doctorate,52,M,26721790.0,70863,0,bihar,jahanabad,2009,GEN,10023,599200,1.67,10809
588,mahanandprasad,CPI(ML)(L),5,Others,41,M,203000.0,25000,0,bihar,jahanabad,2009,GEN,35496,599200,5.92,2472
589,rakeshwarkishor,IND,1,10th Pass,35,M,37000.0,0,0,bihar,jahanabad,2009,GEN,719,599200,0.12,10809
590,ramadharsharma,BSP,4,Graduate Professional,54,M,19273751.0,892439,0,bihar,jahanabad,2009,GEN,18691,599200,3.12,16651
591,ramasrayprasadsingh,RLD,3,8th Pass,83,M,1159000.0,150000,0,bihar,jahanabad,2009,GEN,3542,599200,0.59,12169
592,sadhusinha,AIFB,0,Graduate,68,M,2274600.0,0,0,bihar,jahanabad,2009,GEN,955,599200,0.16,3040
593,siyaramprasad,IND,0,10th Pass,40,M,637000.0,0,0,bihar,jahanabad,2009,GEN,994,599200,0.17,10809
594,bhudeochoudhary,JD(U),0,Graduate Professional,46,M,4079000.0,289192,1,bihar,jamui,2009,SC,178560,535282,33.36,11002
595,arjunmanjhi,JGP,0,8th Pass,45,M,310000.0,0,0,bihar,jamui,2009,SC,7457,535282,1.39,4007
596,ashokchoudhary,INC,1,Doctorate,42,M,3455071.0,16950,0,bihar,jamui,2009,SC,71267,535282,13.31,3482
597,gajadharrajak,CPI,0,Literate,63,M,698173.0,0,0,bihar,jamui,2009,SC,17791,535282,3.32,2444
598,gulabchandrapaswan,RKJP,0,Graduate,58,M,100000.0,0,0,bihar,jamui,2009,SC,2629,535282,0.49,6633
599,jaysekharmanjhi,IND,0,8th Pass,48,M,158000.0,0,0,bihar,jamui,2009,SC,4152,535282,0.78,10809
600,kapildeodas,IND,0,Graduate,55,M,2665000.0,0,0,bihar,jamui,2009,SC,6269,535282,1.17,10809
601,nundeomanjhi,JVM(P),0,Graduate,54,M,670000.0,0,0,bihar,jamui,2009,SC,3472,535282,0.65,4736
602,omprakashpaswan,LTSD,3,8th Pass,62,M,3950000.0,0,0,bihar,jamui,2009,SC,2915,535282,0.54,5218
603,pappurajak,IND,0,8th Pass,40,M,315000.0,0,0,bihar,jamui,2009,SC,2182,535282,0.41,10809
604,prasadipaswan,JMM,2,10th Pass,37,M,2346500.0,1000000,0,bihar,jamui,2009,SC,51977,535282,9.71,4653
605,saryugpaswan,IND,0,10th Pass,65,M,390500.0,0,0,bihar,jamui,2009,SC,3448,535282,0.64,10809
606,shyamrajak,RJD,2,Graduate,56,M,6031237.0,876644,0,bihar,jamui,2009,SC,148763,535282,27.79,12103
607,manganilalmandal,JD(U),2,Post Graduate,60,M,5398803.0,1709884,1,bihar,jhanjharpur,2009,GEN,265175,607834,43.63,11002
608,devendraprasadyadav,RJD,0,Graduate,53,M,2743902.0,478985,0,bihar,jhanjharpur,2009,GEN,192466,607834,31.66,12103
609,drkirtanprasadsingh,LTSD,1,Doctorate,50,M,3130871.0,8000,0,bihar,jhanjharpur,2009,GEN,9885,607834,1.63,5218
610,firozalam,IND,0,12th Pass,38,M,691900.0,0,0,bihar,jhanjharpur,2009,GEN,5162,607834,0.85,10809
611,gaurishankaryadav,BSP,1,Graduate,36,M,1574000.0,0,0,bihar,jhanjharpur,2009,GEN,8054,607834,1.33,16651
612,kripanathpathak,INC,2,Graduate,65,M,5255200.0,0,0,bihar,jhanjharpur,2009,GEN,86228,607834,14.19,3482
613,nathuniyadav,IND,0,10th Pass,57,M,418339.0,0,0,bihar,jhanjharpur,2009,GEN,4516,607834,0.74,10809
614,shankarprasad,IND,0,10th Pass,26,M,1384750.0,0,0,bihar,jhanjharpur,2009,GEN,14977,607834,2.46,10809
615,mahabalisingh,JD(U),3,8th Pass,54,M,6194257.0,0,1,bihar,karakat,2009,GEN,196946,577040,34.13,11002
616,ajaykumar,RPI(A),0,Graduate,32,M,325000.0,0,0,bihar,karakat,2009,GEN,1335,748617,0.18,10809
617,awadheshkumarsingh,INC,0,Graduate,53,M,8280506.0,500000,0,bihar,karakat,2009,GEN,71057,577040,12.31,3482
618,girishnarayansingh,IND,0,5th Pass,48,M,597000.0,75000,0,bihar,karakat,2009,GEN,4241,577040,0.73,10809
619,hariprasadsingh,IND,0,Literate,63,M,4150000.0,0,0,bihar,karakat,2009,GEN,6485,577040,1.12,10809
620,jyotirashmi,RSWD,1,8th Pass,30,F,3836093.0,0,0,bihar,karakat,2009,GEN,21114,577040,3.66,12438
621,rajaramsingh,CPI(ML)(L),2,Graduate Professional,53,M,5659489.0,0,0,bihar,karakat,2009,GEN,37493,577040,6.5,2472
622,satishpandey,IND,0,Literate,27,M,2401000.0,25000,0,bihar,karakat,2009,GEN,2434,577040,0.42,10809
623,nikhilkumarchoudhary,BJP,4,Graduate,63,M,8018754.0,802308,1,bihar,katihar,2009,GEN,269834,724802,37.23,1605
624,ahmadashfaquekarim,LJP,0,Graduate,53,M,33733000.0,5444000,0,bihar,katihar,2009,GEN,45773,724802,6.32,5029
625,babulalmarandi,IND,0,Not Given,33,M,55000.0,0,0,bihar,katihar,2009,ST,3507,724802,0.48,10809
626,chandumurmu,IND,0,10th Pass,43,M,56300.0,0,0,bihar,katihar,2009,GEN,4871,724802,0.67,10809
627,himrajsingh,IND,0,12th Pass,49,M,734282.0,838532,0,bihar,katihar,2009,GEN,42026,724802,5.8,10809
628,mahboobalam,CPI(ML)(L),9,12th Pass,52,M,145500.0,0,0,bihar,katihar,2009,GEN,32035,724802,4.42,2472
629,mohammadhamidmubarak,IND,0,Others,33,M,376500.0,0,0,bihar,katihar,2009,GEN,23894,724802,3.3,10809
630,munnidevi,Akhil Bharatiya Jan Sangh,0,Literate,35,F,738000.0,0,0,bihar,katihar,2009,GEN,3343,724802,0.46,9325
631,omprakashpoddar,BJJD,0,Doctorate,38,M,50000.0,0,0,bihar,katihar,2009,GEN,5107,724802,0.7,1676
632,phoolodevi,IND,0,Literate,40,F,701600.0,0,0,bihar,katihar,2009,GEN,3250,724802,0.45,10809
633,rajeshgurnani,LTSD,0,Post Graduate,34,M,940000.0,350000,0,bihar,katihar,2009,GEN,4020,724802,0.55,5218
634,rajgirisingh,IND,0,Graduate,53,M,210890.0,0,0,bihar,katihar,2009,GEN,3399,724802,0.47,10809
635,shahtariqanwar,NCP,1,Graduate,58,M,24649607.0,150227,0,bihar,katihar,2009,GEN,255819,724802,35.3,5792
636,dineshchandrayadav,JD(U),0,Others,50,M,6305253.0,15922,1,bihar,khagaria,2009,GEN,266964,624981,42.72,11002
637,asarfiprasadmehta,BSP,2,Graduate,63,M,14115817.0,0,0,bihar,khagaria,2009,GEN,17277,624981,2.76,16651
638,babloopaswan,NBNP,0,8th Pass,35,M,335000.0,0,0,bihar,khagaria,2009,SC,3635,624981,0.58,16966
639,bharatkumaryadav,KVSP,2,Graduate,52,M,12419741.0,0,0,bihar,khagaria,2009,GEN,10447,624981,1.67,11405
640,gulabraj,IND,3,Graduate Professional,31,M,321500.0,0,0,bihar,khagaria,2009,GEN,2793,624981,0.45,10809
641,harinandansingh,Samajwadi Janata Party (Rashtriya),0,Graduate,61,M,657000.0,0,0,bihar,khagaria,2009,GEN,4630,624981,0.74,7408
642,lalbahadurhimalaya,RDMP,0,Post Graduate,38,M,3590000.0,115000,0,bihar,khagaria,2009,GEN,2792,624981,0.45,6447
643,manjukumari,IND,0,Literate,31,F,1175000.0,0,0,bihar,khagaria,2009,GEN,5860,624981,0.94,10809
644,naimuddin,IND,0,10th Pass,42,M,273028.0,0,0,bihar,khagaria,2009,GEN,2618,624981,0.42,10809
645,nehachauhan,IND,2,Post Graduate,27,F,578000.0,0,0,bihar,khagaria,2009,GEN,2732,624981,0.44,10809
646,pawankumarsuman,Akhil Bharatiya Desh Bhakt Morcha,2,Graduate,33,M,317000.0,0,0,bihar,khagaria,2009,SC,4693,624981,0.75,250
647,pradumnakumar,IND,0,12th Pass,31,M,8783000.0,378000,0,bihar,khagaria,2009,GEN,4109,624981,0.66,10809
648,ramnandanyadav,IND,20,Literate,45,M,1980000.0,50000,0,bihar,khagaria,2009,GEN,17127,624981,2.74,10809
