,Candidate,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Year,Category,Votes,ValidVotes,VoteSharePercentage,PartyID
618,nevilaldas,IND,0,Not Given,40,M,77000.0,0,0,bihar,kishanganj,2004,SC,3634,813315,0.45,10809
619,syamsunderthakur,IND,0,10th Pass,35,M,,0,0,bihar,kishanganj,2004,GEN,12261,813315,1.51,10809
620,syedshahnawazhussain,BJP,0,10th Pass,35,M,3996000.0,605000,0,bihar,kishanganj,2004,GEN,259834,813315,31.95,1605
621,vishwanathkejariwal,BSP,0,Post Graduate,71,M,7090850.0,5529,0,bihar,kishanganj,2004,GEN,15234,813315,1.87,16651
622,laluprasad,RJD,7,Graduate Professional,55,M,8768340.0,22041400,1,bihar,madhepura,2004,GEN,228882,446101,51.31,12103
623,anantlalsada,SP,0,Post Graduate,36,M,125750.0,2260,0,bihar,madhepura,2004,SC,8493,695674,1.22,7425
624,arvindsah,BSP,0,10th Pass,30,M,375000.0,0,0,bihar,madhepura,2004,GEN,21152,695674,3.04,16651
625,drbijendrakumar,IND,1,Doctorate,33,M,6100.0,0,0,bihar,madhepura,2004,GEN,4594,695674,0.66,10809
626,mdkamaluddin,JHP,0,Others,62,M,615000.0,0,0,bihar,madhepura,2004,GEN,3592,695674,0.52,11059
627,nksingh,SAP,0,Post Graduate,66,M,5613304.0,0,0,bihar,madhepura,2004,GEN,9685,695674,1.39,7575
628,prasannakumar,IND,0,10th Pass,56,M,797700.0,0,0,bihar,madhepura,2004,GEN,6475,695674,0.93,10809
629,radheshyamagarwal,IND,0,10th Pass,63,M,13158067.0,0,0,bihar,madhepura,2004,GEN,3159,695674,0.45,10809
630,ramnareshchaupal,IND,0,Graduate,44,M,75000.0,0,0,bihar,madhepura,2004,SC,3524,695674,0.51,10809
631,sattomandal,IND,0,5th Pass,39,M,581500.0,0,0,bihar,madhepura,2004,GEN,11673,695674,1.68,10809
632,sharadyadav,JD(U),1,Graduate Professional,55,M,7780000.0,354647,0,bihar,madhepura,2004,GEN,274314,695674,39.43,11002
633,shashishekharprasadsingh,IND,0,Not Given,54,M,259000.0,0,0,bihar,madhepura,2004,GEN,4712,695674,0.68,10809
634,drshakeelahmad,INC,0,Graduate Professional,47,M,1859000.0,300000,1,bihar,madhubani,2004,GEN,328182,695146,47.21,3482
635,ajaykumarpurbe,SP,0,Others,42,M,4601993.0,0,0,bihar,madhubani,2004,GEN,6175,695146,0.89,7425
636,chaturananmishra,CPI,1,10th Pass,79,M,452000.0,0,0,bihar,madhubani,2004,GEN,92168,695146,13.26,2444
637,hukumdeonarayanyadav,BJP,0,Graduate,66,M,11296061.0,138313,0,bihar,madhubani,2004,GEN,241103,695146,34.68,1605
638,irfanurrahman,RLD,0,Others,30,M,,0,0,bihar,madhubani,2004,GEN,3697,695146,0.53,12169
639,mishridas,BSP,0,Post Graduate,45,M,42700.0,15000,0,bihar,madhubani,2004,SC,5337,695146,0.77,16651
640,parikshanpaswan,IND,0,10th Pass,26,M,,0,0,bihar,madhubani,2004,SC,2961,695146,0.43,10809
641,pashupatichaudhary,IND,1,Not Given,35,M,17744.0,0,0,bihar,madhubani,2004,GEN,2647,695146,0.38,10809
642,rajendrayadav,IND,0,8th Pass,27,M,140000.0,0,0,bihar,madhubani,2004,GEN,5928,695146,0.85,10809
643,ramchandrayadav,KSVP,0,12th Pass,0,M,1192000.0,300000,0,bihar,madhubani,2004,GEN,6948,695146,1.0,11398
644,prabhunathsingh,JD(U),11,12th Pass,49,M,3296840.0,530175,1,bihar,maharajganj,2004,GEN,283506,664434,42.67,11002
645,brajeshsingh,IND,0,12th Pass,41,M,,0,0,bihar,maharajganj,2004,GEN,1944,664434,0.29,10809
646,dineshrai,IND,0,Not Given,27,M,1200.0,0,0,bihar,maharajganj,2004,GEN,1948,664434,0.29,10809
647,drmahachandraprasadsingh,IND,0,Doctorate,55,M,3779612.0,387780,0,bihar,maharajganj,2004,GEN,99807,664434,15.02,10809
648,girjadevi,IND,0,Post Graduate,60,F,9556899.0,73350,0,bihar,maharajganj,2004,GEN,4680,664434,0.7,10809
649,jitendraswami,RJD,1,Post Graduate,44,M,1129241.0,180000,0,bihar,maharajganj,2004,GEN,237041,664434,35.68,12103
650,kanhaiyayadav,BSP,0,10th Pass,54,M,770000.0,81200,0,bihar,maharajganj,2004,GEN,12435,664434,1.87,16651
651,rambahadursingh,Samajwadi Janata Party (Rashtriya),0,Graduate,65,M,4226054.0,57222,0,bihar,maharajganj,2004,GEN,9616,664434,1.45,7408
652,sawaliyaram,IND,0,Not Given,37,M,410569.0,0,0,bihar,maharajganj,2004,SC,2527,664434,0.38,10809
653,surendraram,IND,0,10th Pass,29,M,175000.0,0,0,bihar,maharajganj,2004,SC,6646,664434,1.0,10809
654,vishundeoram,IND,0,8th Pass,49,M,5075000.0,0,0,bihar,maharajganj,2004,SC,4284,664434,0.64,10809
655,jayprakashnarayanyadav,RJD,1,Post Graduate,54,M,1880178.0,172602,1,bihar,monghyr,2004,GEN,453286,838216,54.08,12103
656,anandmohan,SPVD,0,Literate,56,M,12829826.0,0,0,bihar,monghyr,2004,GEN,3759,838216,0.45,12826
657,arjunkumarbind,BSP,0,12th Pass,57,M,51000.0,0,0,bihar,monghyr,2004,GEN,14910,838216,1.78,16651
658,brahmanandmandal,SAP,0,12th Pass,55,M,2651155.0,692819,0,bihar,monghyr,2004,GEN,14340,838216,1.71,7575
659,drmonazirhassan,JD(U),0,Doctorate,46,M,316298.0,163410,0,bihar,monghyr,2004,GEN,337359,838216,40.25,11002
660,jangbahadurram,IND,0,Literate,64,M,100000.0,0,0,bihar,monghyr,2004,SC,3318,838216,0.4,10809
661,ramdeosinghyadav,RLD,0,Graduate,0,M,311548.0,632327,0,bihar,monghyr,2004,GEN,4567,838216,0.54,12169
662,shivnandanprasadsingh,SP,0,Others,71,M,2321904.0,155832,0,bihar,monghyr,2004,GEN,2219,838216,0.26,7425
663,sujaykumarbhanu,IND,0,Graduate,39,M,42400.0,0,0,bihar,monghyr,2004,SC,4458,838216,0.53,10809
664,akhilesprasadsingh,RJD,0,Post Graduate,41,M,3669358.0,0,1,bihar,motihari,2004,GEN,348596,679090,51.33,12103
665,bhagwanlalsah,IND,0,Literate,48,M,565000.0,0,0,bihar,motihari,2004,GEN,1634,679090,0.24,10809
666,bholasah,IND,0,10th Pass,36,M,130000.0,7000,0,bihar,motihari,2004,GEN,1292,679090,0.19,10809
667,kameshwarprasad,IND,0,Not Given,29,M,25200.0,30000,0,bihar,motihari,2004,GEN,3246,679090,0.48,10809
668,khalidmustafa,IND,0,10th Pass,39,M,453500.0,40000,0,bihar,motihari,2004,GEN,1494,679090,0.22,10809
669,krishnamohandas,SHS,0,Graduate,57,M,485400.0,300,0,bihar,motihari,2004,GEN,6195,679090,0.91,18691
670,radhamohansingh,BJP,0,Graduate,56,M,4859026.0,212064,0,bihar,motihari,2004,GEN,251572,679090,37.05,1605
671,rajaramsingh,BSP,0,10th Pass,56,M,490000.0,0,0,bihar,motihari,2004,GEN,106888,767238,13.93,2472
672,rajukumargupta,IND,0,8th Pass,33,M,120000.0,0,0,bihar,motihari,2004,GEN,2113,679090,0.31,10809
673,shatrughantiwari,IND,0,10th Pass,34,M,1716000.0,1200000,0,bihar,motihari,2004,GEN,2172,679090,0.32,10809
674,shekharprasadjaiswal,IND,0,Graduate,0,M,1009000.0,850000,0,bihar,motihari,2004,GEN,5671,679090,0.84,10809
675,georgefernandes,JD(U),0,Others,72,M,33987410.0,0,1,bihar,muzaffarpur,2004,GEN,370127,784096,47.2,11002
676,anantpdtulsyan,ABHM,0,10th Pass,65,M,15771.0,0,0,bihar,muzaffarpur,2004,GEN,2584,784096,0.33,268
677,anurodhpragat,IND,0,Graduate,25,M,275205.0,0,0,bihar,muzaffarpur,2004,GEN,2707,784096,0.35,10809
678,arvindchoudhary,RLSM,0,12th Pass,37,M,14552467.0,1029649,0,bihar,muzaffarpur,2004,GEN,2476,784096,0.32,12187
679,bhagwanlalsahani,RJD,0,Doctorate,57,M,1918000.0,0,0,bihar,muzaffarpur,2004,GEN,360434,784096,45.97,12103
680,bhikhariram,IND,0,Not Given,34,M,6500.0,0,0,bihar,muzaffarpur,2004,SC,1361,784096,0.17,10809
681,devendrarakesh,IND,1,Post Graduate,49,M,5110574.0,11800,0,bihar,muzaffarpur,2004,GEN,1711,784096,0.22,10809
682,dineshprasadchaudhary,IND,0,Not Given,0,M,,0,0,bihar,muzaffarpur,2004,SC,2638,784096,0.34,10809
683,jitendrayadav,CPI(ML)(L),0,12th Pass,31,M,377518.0,0,0,bihar,muzaffarpur,2004,GEN,7027,784096,0.9,2472
684,maheshwarprasadyadav,SP,0,10th Pass,56,M,1193937.0,333644,0,bihar,muzaffarpur,2004,GEN,14895,784096,1.9,7425
685,parmanandsingh,IND,0,Not Given,33,M,28000.0,0,0,bihar,muzaffarpur,2004,GEN,1286,784096,0.16,10809
686,rameshwarrai,BSP,0,Others,62,M,3540000.0,0,0,bihar,muzaffarpur,2004,GEN,5824,784096,0.74,16651
687,shivnathprasadgupta,IND,0,Graduate,37,M,1337754.0,698401,0,bihar,muzaffarpur,2004,GEN,3342,784096,0.43,10809
688,shyamkalyanpaswan,IND,0,Post Graduate,39,M,539600.0,0,0,bihar,muzaffarpur,2004,SC,7684,784096,0.98,10809
689,nitishkumar,JD(U),0,Graduate,52,M,4389206.0,672674,1,bihar,nalanda,2004,GEN,471310,895116,52.65,11002
690,arunkumarmehta,IND,0,Others,71,M,579500.0,4000,0,bihar,nalanda,2004,GEN,1826,895116,0.2,10809
691,bajangprasadkesari,Rashtriya Samanta Dal,0,Post Graduate,44,M,507600.0,0,0,bihar,nalanda,2004,GEN,1782,895116,0.2,6825
692,chandrabhushankumar,IND,0,Not Given,40,M,110000.0,0,0,bihar,nalanda,2004,GEN,1051,895116,0.12,10809
693,drkumarpushpanjay,LJNSP,0,Doctorate,41,M,13771525.0,0,0,bihar,nalanda,2004,GEN,368914,895116,41.21,5029
694,jageshwaryadav,SP,0,Others,66,M,2559000.0,405098,0,bihar,nalanda,2004,GEN,4479,895116,0.5,7425
695,jyoteshwarkumarsharma,IND,0,10th Pass,44,M,45000.0,0,0,bihar,nalanda,2004,GEN,2366,895116,0.26,10809
696,mohansaw,IND,0,Post Graduate,43,M,65000.0,0,0,bihar,nalanda,2004,GEN,1344,895116,0.15,10809
697,nawalkishoresingh,IND,0,10th Pass,49,M,35400.0,14236,0,bihar,nalanda,2004,GEN,2105,895116,0.24,10809
698,permanandprasad,CPI(ML)(L),1,8th Pass,44,M,273494.0,0,0,bihar,nalanda,2004,GEN,19124,895116,2.14,2472
699,rajeshkumar,IND,0,Graduate,32,M,278252.0,1407,0,bihar,nalanda,2004,GEN,3440,895116,0.38,10809
700,rampraweshprasad,BSP,0,Graduate,48,M,686000.0,0,0,bihar,nalanda,2004,GEN,16489,895116,1.84,16651
701,shivshankarprasad,SHS,0,Illiterate,59,M,150000.0,0,0,bihar,nalanda,2004,GEN,886,895116,0.1,18691
702,virchandrapaswan,RJD,0,Post Graduate,41,M,1797522.0,135728,1,bihar,nawada,2004,SC,489992,1010037,48.51,12103
703,banbariram,IND,0,Not Given,54,M,,0,0,bihar,nawada,2004,SC,52384,1010037,5.19,10809
704,bholaram,BSP,0,Not Given,44,M,45000.0,0,0,bihar,nawada,2004,SC,3604,676950,0.53,10809
705,dalitpaswan,IJP,0,Post Graduate,61,M,3013957.0,0,0,bihar,nawada,2004,SC,3752,1010037,0.37,3430
706,harichoudhary,IND,0,Not Given,34,M,35200.0,0,0,bihar,nawada,2004,SC,2219,1010037,0.22,10809
707,mahendrapaswan,JP,0,Not Given,26,M,,0,0,bihar,nawada,2004,SC,1112,1010037,0.11,4406
708,mewalalrajwanshi,CPI(ML)(L),1,Others,37,M,20000.0,0,0,bihar,nawada,2004,SC,3623,1010037,0.36,2472
709,nagandrakumarvikal,IND,0,Post Graduate,29,M,413000.0,0,0,bihar,nawada,2004,SC,659,1010037,0.07,10809
710,polishkumardas,IND,0,Graduate,47,M,,0,0,bihar,nawada,2004,SC,618,1010037,0.06,10809
711,pramodkumarakela,IND,0,Graduate,33,M,590000.0,0,0,bihar,nawada,2004,SC,1529,1010037,0.15,10809
712,raghunandanmochi,IND,0,12th Pass,39,M,48400.0,0,0,bihar,nawada,2004,SC,871,1010037,0.09,10809
713,sanjaypaswan,BJP,0,Doctorate,43,M,3401950.0,50000,0,bihar,nawada,2004,SC,433986,1010037,42.97,1605
714,shivlalrajak,IND,0,10th Pass,39,M,163000.0,0,0,bihar,nawada,2004,SC,1466,1010037,0.15,10809
715,vijayravidas,IND,0,Graduate,34,M,79200.0,0,0,bihar,nawada,2004,SC,1467,1010037,0.15,10809
716,ramkripalyadav,RJD,0,Graduate,47,M,1400031.0,204942,1,bihar,patna,2004,GEN,433853,901616,48.12,12103
717,amitkumaralbela,IND,0,Graduate,34,M,233764.0,0,0,bihar,patna,2004,GEN,1359,901616,0.15,10809
718,cpthakur,BJP,0,Graduate Professional,68,M,27229546.0,4991863,0,bihar,patna,2004,GEN,395291,901616,43.84,1605
719,dwarikasingh,VJP,0,Graduate,54,M,665000.0,0,0,bihar,patna,2004,GEN,1304,901616,0.14,13058
720,jitendrathakur,AD,0,10th Pass,42,M,,0,0,bihar,patna,2004,GEN,4475,901616,0.5,954
721,kameshwarprasadsingha,IND,0,Not Given,74,M,,0,0,bihar,patna,2004,GEN,2601,901616,0.29,10809
722,kunjbihari,IND,0,Not Given,25,M,,0,0,bihar,patna,2004,GEN,912,901616,0.1,10809
723,manojkumar,IND,0,8th Pass,36,M,20000.0,0,0,bihar,patna,2004,GEN,1790,695754,0.26,7575
724,manojkumarsingh,BSP,0,Graduate Professional,43,M,950000.0,0,0,bihar,patna,2004,GEN,12651,901616,1.4,16651
725,mdshahabuddin,SP,0,Graduate,45,M,586739.0,0,0,bihar,patna,2004,GEN,1925,901616,0.21,7425
726,nmbajoriya,ABHM,0,Illiterate,70,M,431900.0,0,0,bihar,patna,2004,GEN,1270,901616,0.14,268
727,omprakashsinha,IND,0,Not Given,52,M,2703000.0,100,0,bihar,patna,2004,GEN,1177,901616,0.13,10809
728,radheyshyamguptaaliasradheshyam,JHSP,0,Others,39,M,599000.0,0,0,bihar,patna,2004,GEN,1310,901616,0.15,11061
729,ramanandsinha,IND,0,Others,69,M,100000.0,0,0,bihar,patna,2004,GEN,462,901616,0.05,10809
730,ramkumarsingh,IND,0,Not Given,42,M,,0,0,bihar,patna,2004,GEN,454,901616,0.05,10809
731,ramnaginachoudhary,IND,0,Not Given,65,M,,0,0,bihar,patna,2004,GEN,1376,901616,0.15,10809
732,ranjanprasadyadav,SPVD,0,Others,55,M,6466000.0,0,0,bihar,patna,2004,GEN,18035,901616,2.0,12826
733,ravishankarkushwaha,IND,0,12th Pass,0,M,50000.0,0,0,bihar,patna,2004,GEN,3213,901616,0.36,10809
734,shajadalam,IND,0,Post Graduate,39,M,54500.0,0,0,bihar,patna,2004,GEN,351,901616,0.04,10809
735,shatrudhansharma,IND,0,Not Given,37,M,,0,0,bihar,patna,2004,GEN,535,901616,0.06,10809
736,sunilkumarchoudharynishad,IND,0,Not Given,26,M,,0,0,bihar,patna,2004,GEN,1802,901616,0.2,10809
737,sunilkumarsingh,RLD,0,Graduate,46,M,595000.0,4260,0,bihar,patna,2004,GEN,1039,901616,0.12,12169
738,udaysingh,BJP,0,12th Pass,44,M,30654143.0,731440,1,bihar,purnea,2004,GEN,244426,709015,34.47,1605
739,awadeshkumandal,IND,24,Literate,34,M,273000.0,0,0,bihar,purnea,2004,GEN,21619,709015,3.05,10809
740,drirshadahmadkhan,SP,0,Post Graduate,36,M,10762267.0,0,0,bihar,purnea,2004,GEN,47301,709015,6.67,7425
741,jaikrishnamandal,SAP,0,12th Pass,50,M,11732223.0,295345,0,bihar,purnea,2004,GEN,14160,709015,2.0,7575
742,lalitmohansingh,IND,0,Graduate,60,M,10280883.0,579000,0,bihar,purnea,2004,GEN,6740,709015,0.95,10809
743,madhavisarkar,CPI(ML)(L),1,Graduate,47,F,1200000.0,976536,0,bihar,purnea,2004,GEN,7595,709015,1.07,2472
744,mdriauzuddin,IND,0,5th Pass,61,M,302550.0,0,0,bihar,purnea,2004,GEN,4056,709015,0.57,10809
745,neelamdevi,IND,0,Not Given,29,F,214485.0,0,0,bihar,purnea,2004,GEN,16569,709015,2.34,10809
746,prakashkumarsingh,AD,0,Graduate,32,M,63000.0,5078,0,bihar,purnea,2004,GEN,3302,709015,0.47,954
747,rajeshranjanaliaspappuyadav,LJNSP,27,12th Pass,37,M,3114000.0,1034419,0,bihar,purnea,2004,GEN,365948,582939,62.78,12103
748,rajkumarhembram,JDP,0,Post Graduate,27,M,75795.0,0,0,bihar,purnea,2004,ST,25609,709015,3.61,11044
749,satyanarayanram,IND,0,Graduate,38,M,7300.0,0,0,bihar,purnea,2004,SC,18378,709015,2.59,10809
750,syedsahidraja,BSP,0,Not Given,44,M,394197.0,0,0,bihar,purnea,2004,GEN,7976,709015,1.12,16651
751,upendranathsagar,RLD,0,Graduate,54,M,2473333.0,50000,0,bihar,purnea,2004,GEN,2720,709015,0.38,12169
752,ramchandrapaswan,LJNSP,0,10th Pass,43,M,4204913.0,0,1,bihar,rosera,2004,SC,394240,713798,55.23,5029
753,dashaichaudhary,JD(U),1,Graduate,50,M,1537925.0,368684,0,bihar,rosera,2004,SC,255829,713798,35.84,11002
754,gulabpaswan,AD,0,10th Pass,62,M,320000.0,0,0,bihar,rosera,2004,SC,4960,713798,0.69,954
755,halchalram,IND,0,Graduate,33,M,106000.0,20000,0,bihar,rosera,2004,SC,16820,713798,2.36,10809
756,kedarpaswan,SHS,0,Not Given,69,M,22000.0,0,0,bihar,rosera,2004,SC,3043,713798,0.43,18691
757,kripanathram,IND,0,Graduate,29,M,,0,0,bihar,rosera,2004,SC,3406,713798,0.48,10809
758,lalbahadursada,CPI(ML)(L),1,10th Pass,33,M,,0,0,bihar,rosera,2004,SC,18829,713798,2.64,2472
759,nandjeeram,IND,7,10th Pass,41,M,24282.0,0,0,bihar,rosera,2004,SC,4959,713798,0.69,10809
760,sanatankumarsathi,BSP,0,Graduate Professional,30,M,335000.0,0,0,bihar,rosera,2004,SC,5128,713798,0.72,16651
761,satrudhankumarpaswan,SP,0,Post Graduate,35,M,124000.0,80000,0,bihar,rosera,2004,SC,6584,713798,0.92,7425
762,ranjeetranjan,LJNSP,0,12th Pass,31,F,2549000.0,0,1,bihar,saharsa,2004,GEN,350426,738280,47.47,5029
763,deonarayandas,SHS,0,10th Pass,66,M,1240000.0,0,0,bihar,saharsa,2004,GEN,3312,738280,0.45,18691
764,devendramukhia,IND,2,10th Pass,0,M,15000.0,0,0,bihar,saharsa,2004,GEN,8964,738280,1.21,10809
765,dineshchandrayadav,JD(U),1,10th Pass,51,M,4396467.0,448483,0,bihar,saharsa,2004,GEN,319639,738280,43.3,11002
766,mohankamat,AD,0,Others,45,M,379000.0,0,0,bihar,saharsa,2004,GEN,7301,738280,0.99,954
767,mohdkamaluddin,JHP,0,Others,62,M,1510000.0,0,0,bihar,saharsa,2004,GEN,4220,738280,0.57,11059
768,ramdeosharma,IND,0,10th Pass,47,M,33500.0,0,0,bihar,saharsa,2004,GEN,7283,738280,0.99,10809
769,shivshankarthakur,SP,0,Post Graduate,44,M,2732736.0,80000,0,bihar,saharsa,2004,GEN,12770,738280,1.73,7425
770,sureshkumarazad,IND,0,Post Graduate,35,M,156380.0,15000,0,bihar,saharsa,2004,GEN,10721,582939,1.84,10809
771,sureshprasadmehta,BSP,0,Graduate Professional,41,M,9757200.0,0,0,bihar,saharsa,2004,GEN,8950,738280,1.21,16651
772,alokkumarmehta,RJD,0,Graduate Professional,35,M,6794434.0,0,1,bihar,samastipur,2004,GEN,437457,864746,50.59,12103
773,arunkumarthakur,IND,0,Others,49,M,595000.0,296000,0,bihar,samastipur,2004,GEN,1816,864746,0.21,10809
774,bireshchaudhary,IND,0,10th Pass,34,M,1150000.0,0,0,bihar,samastipur,2004,GEN,4731,864746,0.55,10809
775,dewakisah,IND,0,5th Pass,55,M,705750.0,0,0,bihar,samastipur,2004,GEN,1901,864746,0.22,10809
776,rajendraprasadyadav,SP,0,10th Pass,67,M,1680000.0,0,0,bihar,samastipur,2004,GEN,1894,864746,0.22,7425
777,ramashankarram,IND,0,Graduate,36,M,159500.0,0,0,bihar,samastipur,2004,SC,1840,864746,0.21,10809
778,ramchandramahto,CPI,0,10th Pass,61,M,811201.0,19518,0,bihar,samastipur,2004,GEN,17647,864746,2.04,2444
779,ramchandrasingh,JD(U),0,12th Pass,54,M,11227600.0,25000,0,bihar,samastipur,2004,GEN,310674,864746,35.93,11002
780,rampritthakur,IND,0,12th Pass,62,M,360807.0,0,0,bihar,samastipur,2004,GEN,4233,864746,0.49,10809
781,saiydulzafaransari,BSP,0,10th Pass,33,M,105000.0,0,0,bihar,samastipur,2004,GEN,3884,864746,0.45,16651
782,shyamnarayanroy,IND,0,Graduate,55,M,56000.0,0,0,bihar,samastipur,2004,GEN,11344,864746,1.31,10809
783,surendraprasad,CPI(ML)(L),0,Doctorate,69,M,1389934.0,0,0,bihar,samastipur,2004,GEN,7134,864746,0.82,2472
784,meirakumar,INC,0,Post Graduate,57,F,28956730.0,3600000,1,bihar,sasaram,2004,SC,416673,697268,59.76,3482
785,ashokkumar,SAP,0,Graduate,42,M,1275000.0,80000,0,bihar,sasaram,2004,SC,1638,676371,0.24,10809
786,dukhiram,CPI(ML)(L),1,12th Pass,34,M,38000.0,0,0,bihar,sasaram,2004,SC,9936,697268,1.42,2472
787,madanram,BSP,0,10th Pass,37,M,158195.0,372000,0,bihar,sasaram,2004,SC,96580,697268,13.85,16651
788,munilall,BJP,0,Post Graduate,65,M,5436933.0,786779,0,bihar,sasaram,2004,SC,158411,697268,22.72,1605
789,phekhuram,IND,0,Doctorate,40,M,50000.0,0,0,bihar,sasaram,2004,SC,1123,697268,0.16,10809
790,rambachanram,SP,0,Post Graduate,54,M,,0,0,bihar,sasaram,2004,SC,1896,697268,0.27,7425
791,shivkumarmushehar,AD,0,5th Pass,53,M,10000.0,0,0,bihar,sasaram,2004,SC,2142,697268,0.31,954
792,sudarshanram,IND,0,12th Pass,41,M,,0,0,bihar,sasaram,2004,SC,3403,697268,0.49,10809
793,tengarpaswan,IND,0,10th Pass,44,M,120000.0,0,0,bihar,sasaram,2004,SC,1386,697268,0.2,10809
794,vashishthpaswan,IND,0,10th Pass,33,M,211200.0,0,0,bihar,sasaram,2004,SC,2131,697268,0.31,10809
795,sitaramsingh,RJD,0,Graduate,55,M,4624000.0,0,1,bihar,sheohar,2004,GEN,303243,666398,45.5,12103
796,ajaykumarpandey,IND,0,10th Pass,33,M,50000.0,0,0,bihar,sheohar,2004,GEN,2878,666398,0.43,10809
797,anandmohansingh,BPSP,32,12th Pass,44,M,1066000.0,658785,0,bihar,sheohar,2004,GEN,86418,666398,12.97,9466
798,mohammadanwarulhaq,BJP,6,Others,55,M,1027241.0,433400,0,bihar,sheohar,2004,GEN,229360,666398,34.42,1605
799,rajendrasinghvismil,SP,0,Graduate,59,M,1000000.0,0,0,bihar,sheohar,2004,GEN,3812,666398,0.57,7425
800,ramekbalrai,BSP,1,Not Given,34,M,239000.0,0,0,bihar,sheohar,2004,GEN,27481,666398,4.12,16651
801,ramswarthsah,IND,0,Post Graduate,29,M,431000.0,0,0,bihar,sheohar,2004,GEN,5343,666398,0.8,10809
802,sitaramsingh,IND,1,Graduate,40,M,182500.0,0,0,bihar,sheohar,2004,GEN,2756,666398,0.41,10809
803,sunilsingh,IND,0,Graduate,39,M,523551.0,0,0,bihar,sheohar,2004,GEN,5107,666398,0.77,10809
804,sitaramyadav,RJD,2,Graduate Professional,56,M,4805008.0,404410,1,bihar,sitamarhi,2004,GEN,326165,690851,47.21,12103
805,awadhkishoreyadav,IND,0,12th Pass,34,M,417000.0,25000,0,bihar,sitamarhi,2004,GEN,3029,690851,0.44,10809
806,kamlakantmishra,IND,0,10th Pass,62,M,250000.0,0,0,bihar,sitamarhi,2004,GEN,1745,690851,0.25,10809
807,mohammadsagir,IND,0,Not Given,66,M,,0,0,bihar,sitamarhi,2004,GEN,3313,690851,0.48,10809
808,najmujjama,BSP,0,12th Pass,41,M,10000.0,0,0,bihar,sitamarhi,2004,GEN,10665,690851,1.54,16651
809,navalkishorerai,JD(U),1,Graduate Professional,46,M,6055791.0,1166462,0,bihar,sitamarhi,2004,GEN,228160,690851,33.03,11002
810,nawalkishorsahi,SAP,0,Post Graduate,58,M,64500.0,0,0,bihar,sitamarhi,2004,GEN,11411,690851,1.65,7575
811,rajniranjansahu,SP,0,Graduate Professional,66,M,30941700.0,460000,0,bihar,sitamarhi,2004,GEN,87289,690851,12.63,7425
812,ramashrayarai,IND,0,Not Given,62,M,499782.0,0,0,bihar,sitamarhi,2004,GEN,2352,690851,0.34,10809
813,ratneshwarmishra,IND,0,Not Given,0,M,,0,0,bihar,sitamarhi,2004,GEN,1496,690851,0.22,10809
814,sitaramrai,IND,0,10th Pass,39,M,70000.0,32000,0,bihar,sitamarhi,2004,GEN,7326,690851,1.06,10809
815,sonelalsah,IND,0,5th Pass,56,M,738000.0,0,0,bihar,sitamarhi,2004,GEN,6251,690851,0.9,10809
816,uttamlaldas,IND,0,Not Given,37,M,2000.0,7500,0,bihar,sitamarhi,2004,GEN,1649,690851,0.24,10809
817,mohammadshahabuddin,RJD,19,Doctorate,38,M,3447000.0,428930,1,bihar,siwan,2004,GEN,317511,637549,49.8,12103
818,amarnathyadav,CPI(ML)(L),7,Illiterate,44,M,417367.0,497028,0,bihar,siwan,2004,GEN,72225,637549,11.33,2472
819,ashokram,IND,0,Literate,29,M,345000.0,0,0,bihar,siwan,2004,SC,6085,637549,0.95,10809
820,nasirkhan,IND,0,Graduate,52,M,327959.0,15000,0,bihar,siwan,2004,GEN,3211,637549,0.5,10809
821,omprakashyadav,JD(U),0,Graduate Professional,44,M,931000.0,0,0,bihar,siwan,2004,GEN,213933,637549,33.56,11002
822,premchandtiwari,IND,0,Graduate,44,M,510.0,0,0,bihar,siwan,2004,GEN,7542,637549,1.18,10809
823,rampritgod,GGP,0,Others,62,M,201477.0,0,0,bihar,siwan,2004,GEN,8999,637549,1.41,3129
824,shankarprasadyadav,BSP,1,Graduate,56,M,230000.0,40500,0,bihar,siwan,2004,GEN,8043,637549,1.26,16651
825,raghubanshprasadsingh,RJD,0,Doctorate,57,M,4871420.0,481535,1,bihar,vaishali,2004,GEN,361503,748759,48.28,12103
826,ashokkumarsingh,IND,0,Not Given,48,M,265000.0,0,0,bihar,vaishali,2004,GEN,137148,686599,19.97,7425
827,brajkishoresingh,IND,0,Not Given,41,M,181000.0,0,0,bihar,vaishali,2004,GEN,1573,748759,0.21,10809
828,drharendrakumar,JD(U),1,Doctorate,48,M,480000.0,0,0,bihar,vaishali,2004,GEN,73287,748759,9.79,11002
829,nityanandsingh,SP,0,Post Graduate,39,M,438000.0,0,0,bihar,vaishali,2004,GEN,3925,748759,0.52,7425
830,pannalalsahani,IND,0,Others,54,M,36500.0,0,0,bihar,vaishali,2004,GEN,2816,748759,0.38,10809
831,ramudarprasadthakur,IND,0,Others,50,M,303000.0,0,0,bihar,vaishali,2004,GEN,3239,748759,0.43,10809
832,sambhuprasadsingh,IND,0,Post Graduate,58,M,378153.0,2700,0,bihar,vaishali,2004,GEN,3972,748759,0.53,10809
833,shivchandarsingh,IND,0,Others,69,M,130000.0,0,0,bihar,vaishali,2004,GEN,7762,748759,1.04,10809
834,shivcharanram,IND,0,10th Pass,31,M,135000.0,17000,0,bihar,vaishali,2004,SC,7930,748759,1.06,10809
