,Unnamed: 0,Unnamed: 0.1,Election_Type,Assembly_No,Constituency_No,Year,month,Position,Candidate,State_Name,Constituency_Name,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
4827,4827,4827,GE,14,39,2004,4.0,8,surendaraliasshweta,uttar_pradesh,ballia,M,IND,2076,SC,619762,1430300,43.33,0.33,68,0.01,10809,
1561,1561,1561,GE,14,8,2004,4.0,7,surender,haryana,bhiwani,M,IND,4855,GEN,871144,1192271,73.07,0.56,342,0.04,10809,8th Pass
1556,1556,1556,GE,14,8,2004,4.0,2,surendersingh,haryana,bhiwani,M,HVP,266532,GEN,871144,1192271,73.07,30.6,24574,2.82,10391,Literate
1572,1572,1572,GE,14,9,2004,4.0,2,surendersinghbarwala,haryana,hissar,M,INLD,224442,GEN,769851,1136762,67.72,29.15,159720,20.75,3863,Post Graduate
4556,4556,4556,GE,14,20,2004,4.0,6,surendrabahadur,uttar_pradesh,pratapgarh,M,IND,12954,GEN,572548,1332216,42.98,2.26,8176,1.43,10809,
2685,2685,2685,GE,14,1,2004,4.0,4,surendraborkar,maharashtra,rajapur,M,BBM,11513,GEN,480535,835714,57.5,2.4,2210,0.46,1875,Graduate
3475,3475,3475,GE,14,2,2004,4.0,4,surendrakumargandhi,rajasthan,bikaner,M,IND,13281,SC,1077364,1900686,56.68,1.23,1741,0.16,10809,Post Graduate
3613,3613,3613,GE,14,21,2004,4.0,2,surendrakumarsurana,rajasthan,pali,M,INC,200876,GEN,542738,1195737,45.39,37.01,162212,29.89,3482,10th Pass
480,480,480,GE,14,1,2004,4.0,11,surendrakumarswatantra,bihar,bagaha,M,SP,2750,SC,570822,1160275,49.2,0.48,0,0.0,7425,Graduate
1937,1937,1937,GE,14,1,2004,4.0,4,surendranarendradande,karnataka,bidar,M,KNDP,25908,SC,815792,1372985,59.42,3.18,11370,1.39,4775,Not Given
4375,4375,4375,GE,14,10,2004,4.0,11,surendranath,uttar_pradesh,shahjahanpur,M,IND,1771,GEN,633853,1240983,51.08,0.28,81,0.01,10809,
5127,5127,5127,GE,14,56,2004,4.0,4,surendrapalsingh,uttar_pradesh,hamirpur,M,BJP,44418,GEN,604099,1185235,50.97,7.35,31751,5.26,1605,12th Pass
700,700,700,GE,14,21,2004,,7,surendrapdyadav,bihar,madhepura,,IND,6527,,582939,1187490,49.09,1.12,415,0.07,10809,
5399,5399,5399,GE,14,75,2004,4.0,1,surendraprakashgoyal,uttar_pradesh,hapur,M,INC,235114,GEN,799736,1806830,44.26,29.4,42363,5.3,3482,8th Pass
645,645,645,GE,14,17,2004,4.0,6,surendraprasad,bihar,samastipur,M,CPI(ML)(L),7134,GEN,864746,1433793,60.31,0.82,2403,0.28,2472,Doctorate
4850,4850,4850,GE,14,39,2008,,16,surendrarajbhar,uttar_pradesh,balia,M,BSD,836,,541614,1521916,35.59,0.15,0,0.0,9500,
529,529,529,GE,14,6,2004,4.0,6,surendraram,bihar,maharajganj,M,IND,6646,SC,664434,1114665,59.61,1.0,1966,0.3,10809,10th Pass
2370,2370,2370,GE,14,3,2007,,17,surendrasingh,madhya_pradesh,gwalior,M,IND,1385,,570585,1378757,41.38,0.24,19,0.0,10809,
5273,5273,5273,GE,14,65,2004,,5,surendrasingh,uttar_pradesh,mainpuri,,IND,4746,,557114,1211411,45.99,0.85,2612,0.47,10809,
5317,5317,5317,GE,14,69,2004,4.0,4,surendrasingh,uttar_pradesh,agra,M,INC,14483,GEN,642719,1430713,44.92,2.25,2137,0.33,3482,Post Graduate
4824,4824,4824,GE,14,39,2004,4.0,5,suresh,uttar_pradesh,ballia,M,IND,5266,GEN,619762,1430300,43.33,0.85,536,0.09,10809,
4800,4800,4800,GE,14,37,2004,4.0,8,suresh,uttar_pradesh,deoria,M,SBSP,9200,GEN,729788,1569719,46.49,1.26,5402,0.74,18721,
4436,4436,4436,GE,14,13,2004,4.0,15,suresh,uttar_pradesh,sitapur,M,SAP,1179,GEN,596569,1292685,46.15,0.2,119,0.02,7575,
5469,5469,5469,GE,14,79,2004,4.0,12,suresh,uttar_pradesh,kairana,M,LP(S),792,GEN,816726,1220829,66.9,0.1,29,0.0,4917,
3001,3001,3001,GE,14,31,2004,4.0,2,sureshambadasraowarpudkar,maharashtra,parbhani,M,NCP,283147,GEN,675985,1155668,58.49,41.89,265411,39.26,5792,Post Graduate
2007,2007,2007,GE,14,10,2004,4.0,8,sureshan,karnataka,kolar,M,KNDP,4656,SC,909264,1262765,72.01,0.51,0,0.0,4775,12th Pass
1609,1609,1609,GE,14,4,2004,4.0,1,sureshchandel,himachal_pradesh,hamirpur,M,BJP,313243,GEN,654102,1064238,61.46,47.89,1615,0.25,1605,Post Graduate
4653,4653,4653,GE,14,26,2004,4.0,6,sureshchandra,uttar_pradesh,kaiserganj,M,IND,2587,SC,569950,1272807,44.78,0.45,132,0.02,10809,
4688,4688,4688,GE,14,29,2004,4.0,6,sureshchandratripathiadvocate,uttar_pradesh,gonda,M,CPI,6002,GEN,606654,1391430,43.6,0.99,1542,0.25,2444,
2623,2623,2623,GE,14,24,2004,4.0,4,sureshchouhan,madhya_pradesh,khargone,M,IND,14503,ST,652254,1287299,50.67,2.22,2909,0.45,10809,10th Pass
1997,1997,1997,GE,14,9,2004,4.0,4,sureshdr,karnataka,chikballapur,M,IND,21432,GEN,931128,1314311,70.85,2.3,5468,0.59,10809,Others
1771,1771,1771,GE,14,5,2006,,5,sureshhazra,jharkhand,koderma,M,IND,23483,,757784,1349091,56.17,3.1,6767,0.89,10809,
1903,1903,1903,GE,14,13,2004,4.0,13,sureshkumar,jharkhand,palamau,M,SP,4161,SC,641543,1289313,49.76,0.65,895,0.14,7425,
4629,4629,4629,GE,14,24,2004,4.0,10,sureshkumar,uttar_pradesh,faizabad,M,RSBP,4177,SC,686599,1326533,51.76,0.61,208,0.03,12378,
4531,4531,4531,GE,14,19,2004,4.0,13,sureshkumar,uttar_pradesh,rae_bareli,M,BKRP,1707,SC,643560,1329169,48.42,0.27,99,0.02,1308,
5129,5129,5129,GE,14,56,2004,4.0,6,sureshkumar,uttar_pradesh,hamirpur,M,IND,10458,GEN,604099,1185235,50.97,1.73,5631,0.93,10809,
697,697,697,GE,14,21,2004,,4,sureshkumarazad,bihar,madhepura,M,IND,10721,GEN,582939,1187490,49.09,1.84,1021,0.18,10809,
674,674,674,GE,14,20,2004,4.0,3,sureshkumarazad,bihar,saharsa,M,IND,15415,GEN,738280,1287666,57.33,2.09,2645,0.36,10809,Post Graduate
4368,4368,4368,GE,14,10,2004,4.0,4,sureshkumarkhanna,uttar_pradesh,shahjahanpur,M,BJP,103541,GEN,633853,1240983,51.08,16.34,96049,15.15,1605,Post Graduate
3749,3749,3749,GE,14,4,2004,4.0,14,sureshm,tamil_nadu,sriperumbudur,M,IND,639,SC,843101,1423561,59.22,0.08,6,0.0,10809,
1897,1897,1897,GE,14,13,2004,4.0,7,sureshmanjhi,jharkhand,palamau,M,IND,11118,SC,641543,1289313,49.76,1.73,4733,0.74,10809,
5817,5817,5817,GE,14,26,2004,4.0,10,sureshnayak,west_bengal,serampore,M,JD(S),1641,GEN,946248,1285398,73.62,0.17,0,0.0,10979,Others
2682,2682,2682,GE,14,1,2004,4.0,1,sureshprabhakarprabhu,maharashtra,rajapur,M,SHS,264001,GEN,480535,835714,57.5,54.94,80899,16.84,18691,Doctorate
677,677,677,GE,14,20,2004,4.0,6,sureshprasadmehta,bihar,saharsa,M,BSP,8950,GEN,738280,1287666,57.33,1.21,1649,0.22,16651,Graduate Professional
4176,4176,4176,GE,14,36,2004,4.0,9,sureshs,tamil_nadu,tirunelveli,M,JP,1505,GEN,633782,1086290,58.34,0.24,119,0.02,4406,
5247,5247,5247,GE,14,64,2004,4.0,8,sureshsaraswatellayachiwala,uttar_pradesh,farrukhabad,M,IND,3750,GEN,665435,1366501,48.7,0.56,1714,0.26,10809,
4986,4986,4986,GE,14,48,2004,4.0,10,sureshsinghaliassuresh,uttar_pradesh,varanasi,M,IND,2733,GEN,633077,1487696,42.55,0.43,256,0.04,10809,
1745,1745,1745,GE,14,4,2004,4.0,5,sureshyadav,jharkhand,chatra,M,SP,14317,GEN,435504,978364,44.51,3.29,3116,0.72,7425,
3334,3334,3334,GE,14,2,2007,,3,surinderarjunpandit,punjab,amritsar,M,BSP,21416,,878992,1309790,67.11,2.44,9760,1.11,16651,
3326,3326,3326,GE,14,2,2004,4.0,6,surinderkumarkhosla,punjab,amritsar,M,IND,2425,SC,711820,1292902,55.06,0.34,751,0.11,10809,Not Given
1152,1152,1152,GE,14,3,2004,4.0,13,surindermohan,delhi,outer_delhi,M,IND,966,GEN,1553849,3368399,46.13,0.06,24,0.0,10809,
966,966,966,GE,14,1,2004,4.0,5,surinderpal,chandigarh,chandigarh,M,IND,3187,GEN,268670,527684,50.91,1.19,1142,0.43,10809,Graduate
1683,1683,1683,GE,14,5,2004,4.0,19,surindersingh,jammu_and_kashmir,udhampur,M,SP,1222,GEN,608074,1348721,45.09,0.2,296,0.05,7425,
1464,1464,1464,GE,14,3,2004,4.0,17,surindersinghhooda,haryana,karnal,M,LJNSP,1729,GEN,818927,1240344,66.02,0.21,22,0.0,5029,12th Pass
3333,3333,3333,GE,14,2,2007,,2,surindersingla,punjab,amritsar,M,INC,367122,,878992,1309790,67.11,41.77,345706,39.33,3482,
5855,5855,5855,GE,14,33,2004,4.0,5,surjamandi,west_bengal,jhargram,M,IND,13338,ST,795312,1029496,77.25,1.68,3115,0.39,10809,Others
3381,3381,3381,GE,14,7,2004,4.0,5,surjansingh,punjab,ropar,M,IND,15197,SC,790221,1345244,58.74,1.92,11921,1.51,10809,
1127,1127,1127,GE,14,2,2004,4.0,4,surjeetsinghassiebilla,delhi,south_delhi,M,BSP,4100,GEN,478876,1018862,47.0,0.86,2937,0.61,16651,12th Pass
1681,1681,1681,GE,14,5,2004,4.0,17,surjitsinghgsitara,jammu_and_kashmir,udhampur,M,SPI,1391,GEN,608074,1348721,45.09,0.23,20,0.0,12819,
1687,1687,1687,GE,14,6,2004,4.0,3,surjitsinghslathia,jammu_and_kashmir,jammu,M,JKN,120397,GEN,821670,1849989,44.41,14.65,90899,11.06,11089,Not Given
4020,4020,4020,GE,14,25,2004,4.0,8,suruliappanp,tamil_nadu,periyakulam,M,IND,1583,GEN,700534,1056853,66.28,0.23,531,0.08,10809,
1724,1724,1724,GE,14,2,2004,4.0,6,surunsoren,jharkhand,dumka,M,CPI(ML)(L),8039,ST,625118,1083200,57.71,1.29,1754,0.28,2472,
5179,5179,5179,GE,14,60,2004,4.0,5,suryabali,uttar_pradesh,bilhaur,M,IND,7054,SC,641397,1369589,46.83,1.1,2277,0.36,10809,
2980,2980,2980,GE,14,29,2004,4.0,1,suryakantapatil,maharashtra,hingoli,F,NCP,327944,GEN,728325,1189303,61.24,45.03,12545,1.72,5792,Graduate
1951,1951,1951,GE,14,2,2004,4.0,4,suryakantnimbalkar,karnataka,gulbarga,M,BSP,26724,SC,827894,1439006,57.53,3.23,11512,1.39,16651,Graduate
3588,3588,3588,GE,14,16,2004,4.0,4,suryalalkhant,rajasthan,banswara,M,IND,31132,ST,666098,1373808,48.49,4.67,13291,2.0,10809,12th Pass
3713,3713,3713,GE,14,3,2004,4.0,13,suryanarayananr,tamil_nadu,madras_south,M,IND,583,GEN,934548,1949904,47.93,0.06,13,0.0,10809,
1834,1834,1834,GE,14,9,2004,4.0,4,suryasinghbesra,jharkhand,jamshedpur,M,NPF,11057,ST,776519,1372125,56.59,1.42,35,0.0,5552,
5521,5521,5521,GE,14,1,2007,,7,suryavikramshahi,uttarakhand,tehrigharwal,M,GDF,13806,,860264,1413822,60.85,1.6,1263,0.15,17977,
4107,4107,4107,GE,14,31,2004,4.0,10,susaiarulv,tamil_nadu,thanjavur,M,IND,576,GEN,708724,1030779,68.76,0.08,107,0.02,10809,
5929,5929,5929,GE,14,40,2006,,2,susantaghosh,west_bengal,katwa,M,AITC,356172,,897673,1183921,75.82,39.68,0,0.0,18228,
3230,3230,3230,GE,14,9,2004,4.0,9,sushantkumarchoudhury,odisha,bhubaneswar,M,JD(U),4021,GEN,853005,1491536,57.19,0.47,395,0.05,11002,
2672,2672,2672,GE,14,28,2004,4.0,6,susheelamaida,madhya_pradesh,jhabua,F,SP,10838,ST,628903,1290101,48.75,1.72,0,0.0,7425,
5493,5493,5493,GE,14,80,2004,4.0,5,sushil,uttar_pradesh,saharanpur,M,IND,8173,GEN,990415,1566135,63.24,0.83,2925,0.3,10809,
4442,4442,4442,GE,14,14,2004,4.0,5,sushiladevi,uttar_pradesh,misrikh,F,IND,9806,SC,550849,1234107,44.64,1.78,5705,1.04,10809,
1867,1867,1867,GE,14,11,2004,4.0,1,sushilakerketta,jharkhand,khunti,F,INC,218158,ST,490772,904846,54.24,44.45,51226,10.44,3482,Post Graduate
4439,4439,4439,GE,14,14,2004,4.0,2,sushilasaroj,uttar_pradesh,misrikh,F,SP,187659,SC,550849,1234107,44.64,34.07,111945,20.32,7425,Post Graduate
3193,3193,3193,GE,14,1,2004,4.0,3,sushilatiriya,odisha,mayurbhanj,F,INC,143159,ST,695997,990544,70.26,20.57,103407,14.86,3482,Graduate
358,358,358,GE,14,1,2004,4.0,5,sushilkumardas,assam,karimganj,M,IND,3641,SC,671491,979105,68.58,0.54,779,0.12,10809,Not Given
1857,1857,1857,GE,14,9,2007,,11,sushilkumarmahato,jharkhand,jamshedpur,M,AB,2816,,641038,1396230,45.91,0.44,402,0.06,894,
766,766,766,GE,14,27,2004,4.0,1,sushilkumarmodi,bihar,bhagalpur,M,BJP,345151,GEN,757287,1388037,54.56,45.58,117853,15.56,1605,Post Graduate
749,749,749,GE,14,25,2004,4.0,9,sushilkumarpaswan,bihar,katihar,M,IND,3594,SC,704449,1158042,60.83,0.51,54,0.01,10809,Graduate
1927,1927,1927,GE,14,14,2004,4.0,8,sushilkumarsingh,jharkhand,hazaribagh,M,IND,3838,GEN,705439,1180058,59.78,0.54,1330,0.19,10809,
910,910,910,GE,14,37,2004,4.0,2,sushilkumarsingh,bihar,aurangabad,M,JD(U),282549,GEN,767238,1401973,54.73,36.83,175661,22.9,11002,Post Graduate
1150,1150,1150,GE,14,3,2004,4.0,11,sushma,delhi,outer_delhi,F,HM,1459,GEN,1553849,3368399,46.13,0.09,417,0.03,10356,
511,511,511,GE,14,4,2004,4.0,6,sushmadevi,bihar,gopalganj,F,IND,7563,GEN,694492,1231178,56.41,1.09,2869,0.41,10809,Graduate
5042,5042,5042,GE,14,50,2007,,10,sushmasrivastava,uttar_pradesh,mirzapur,F,AIMF,5018,,687838,1612444,42.66,0.73,1439,0.21,726,
5920,5920,5920,GE,14,40,2004,4.0,5,susilsarkar,west_bengal,katwa,M,BSP,10323,SC,966263,1169525,82.62,1.07,1466,0.15,16651,Graduate
5886,5886,5886,GE,14,36,2004,4.0,1,susmitabauri,west_bengal,vishnupur,F,CPM,518507,SC,806624,1052852,76.61,64.28,331829,41.14,14635,Graduate Professional
193,193,193,GE,14,27,2004,4.0,5,svasudevprasad,andhra_pradesh,nandyal,M,TRS,2682,GEN,829976,1182240,70.2,0.32,662,0.08,8284,Not Given
78,78,78,GE,14,11,2004,4.0,7,svbreddy,andhra_pradesh,eluru,M,IND,1732,GEN,896946,1151672,77.88,0.19,0,0.0,10809,Others
40,40,40,GE,14,4,2004,4.0,8,svbreddy,andhra_pradesh,visakhapatnam,M,IND,2358,GEN,965740,1515574,63.72,0.24,340,0.04,10809,Post Graduate
76,76,76,GE,14,11,2004,4.0,5,svsubbarao,andhra_pradesh,eluru,M,IND,4736,GEN,896946,1151672,77.88,0.53,2832,0.32,10809,Graduate
5786,5786,5786,GE,14,24,2004,4.0,1,swadeshchakrabortty,west_bengal,howrah,M,CPM,489444,GEN,911632,1240427,73.49,53.69,246937,27.09,14635,Graduate
2877,2877,2877,GE,14,20,2004,4.0,4,swahiddoddinskarimoddin,maharashtra,washim,M,IND,14085,GEN,720723,1151886,62.57,1.95,7243,1.0,10809,Literate
1544,1544,1544,GE,14,7,2004,4.0,4,swamidharamdev,haryana,mahendragarh,M,INLD,115154,GEN,849305,1429015,59.43,13.56,58973,6.94,3863,Post Graduate
3569,3569,3569,GE,14,12,2004,4.0,7,swamikrishnanandmaharaj,rajasthan,ajmer,M,IND,2359,GEN,529549,1203803,43.99,0.45,0,0.0,10809,
1573,1573,1573,GE,14,9,2004,4.0,3,swamiraghvanand,haryana,hissar,M,BJP,64722,GEN,769851,1136762,67.72,8.41,39662,5.15,1605,10th Pass
5244,5244,5244,GE,14,64,2004,4.0,5,swamisacchidanandharisakshialiassakshijimaharaj,uttar_pradesh,farrukhabad,M,IND,41349,GEN,665435,1366501,48.7,6.21,36863,5.54,10809,
2494,2494,2494,GE,14,14,2004,4.0,4,swamisureshverma,madhya_pradesh,jabalpur,M,IND,6857,GEN,571395,1347885,42.39,1.2,1329,0.23,10809,Not Given
5923,5923,5923,GE,14,40,2004,4.0,8,swapanbhattacharya,west_bengal,katwa,M,SHS,5442,GEN,966263,1169525,82.62,0.56,1535,0.16,18691,Not Given
5824,5824,5824,GE,14,28,2004,4.0,2,swapankumarnandi,west_bengal,arambagh,M,BJP,151962,GEN,964840,1187610,81.24,15.75,83548,8.66,1605,Graduate
1803,1803,1803,GE,14,7,2004,4.0,11,swapanmukherjee,jharkhand,dhanbad,M,CPI(ML)(L),7497,GEN,941478,1749456,53.82,0.8,450,0.05,2472,
1146,1146,1146,GE,14,3,2004,4.0,7,swatibhatnagar,delhi,outer_delhi,F,RSD,2644,GEN,1553849,3368399,46.13,0.17,332,0.02,12382,Not Given
720,720,720,GE,14,23,2004,4.0,5,syamsunderthakur,bihar,kishanganj,M,IND,12261,GEN,813315,1278476,63.62,1.51,782,0.1,10809,10th Pass
214,214,214,GE,14,30,2004,4.0,7,syedgaffar,andhra_pradesh,hyderabad,M,IND,4523,GEN,986737,1770725,55.73,0.46,324,0.03,10809,Not Given
5545,5545,5545,GE,14,4,2004,4.0,3,syedgulamhasnain,uttarakhand,nainital,M,BSP,50803,GEN,616628,1261688,48.87,8.24,19111,3.1,16651,Graduate Professional
5690,5690,5690,GE,14,14,2004,4.0,3,syedmdnizamuddin,west_bengal,basirhat,M,INC,109629,GEN,907585,1107129,81.98,12.08,83856,9.24,3482,Post Graduate
3925,3925,3925,GE,14,16,2004,4.0,15,syedmohammedm,tamil_nadu,salem,M,IND,589,GEN,741437,1251141,59.26,0.08,0,0.0,10809,
1633,1633,1633,GE,14,1,2004,4.0,6,syedmohdrafiqshah,jammu_and_kashmir,baramulla,M,JKNPP,7471,GEN,334770,940998,35.58,2.23,0,0.0,4079,Literate
3037,3037,3037,GE,14,34,2004,4.0,5,syedmoinoddinsyedbashiroddinmoinmaster,maharashtra,beed,M,BSP,17408,GEN,884234,1319891,66.99,1.97,5164,0.58,16651,Not Given
90,90,90,GE,14,13,2004,4.0,6,syedmoinuddin,andhra_pradesh,vijayawada,M,IND,1443,GEN,945550,1464657,64.56,0.15,175,0.02,10809,Post Graduate
1128,1128,1128,GE,14,2,2004,4.0,5,syednaseerahmed,delhi,south_delhi,M,IND,1163,GEN,478876,1018862,47.0,0.24,346,0.07,10809,Graduate
5650,5650,5650,GE,14,9,2004,4.0,10,syednawabjanimeerza,west_bengal,murshidabad,M,SP,4204,GEN,1007221,1197170,84.13,0.42,0,0.0,7425,
223,223,223,GE,14,31,2004,4.0,6,syednawazahmed,andhra_pradesh,secunderabad,M,IND,3830,GEN,973288,1850694,52.59,0.39,300,0.03,10809,10th Pass
3893,3893,3893,GE,14,14,2004,4.0,4,syednikhara,tamil_nadu,krishnagiri,M,IND,11830,GEN,738737,1252580,58.98,1.6,3151,0.43,10809,
403,403,403,GE,14,6,2004,4.0,8,syednururrohman,assam,barpeta,M,SP,3021,GEN,762681,1075749,70.9,0.4,83,0.01,7425,12th Pass
735,735,735,GE,14,24,2004,4.0,10,syedsahidraja,bihar,purnea,M,BSP,7976,GEN,709015,1179491,60.11,1.12,381,0.05,16651,Not Given
776,776,776,GE,14,27,2006,,1,syedshahnawazhusain,bihar,bhagalpur,M,BJP,221001,GEN,506249,1440429,35.15,43.65,55611,10.98,1605,
717,717,717,GE,14,23,2004,4.0,2,syedshahnawazhussain,bihar,kishanganj,M,BJP,259834,GEN,813315,1278476,63.62,31.95,182478,22.44,1605,10th Pass
243,243,243,GE,14,34,2004,4.0,2,syedyousufali,andhra_pradesh,nizamabad,M,TDP,304271,GEN,782439,1128312,69.35,38.89,283138,36.19,8300,Not Given
4541,4541,4541,GE,14,19,2006,,7,syorajsingh,uttar_pradesh,raebareilly,M,IND,4731,,590025,1362461,43.31,0.8,2017,0.34,10809,
343,343,343,GE,14,1,2004,4.0,3,tadartaniang,arunachal_pradesh,arunachal_west,M,AITC,6241,ST,221554,394428,56.17,2.82,1340,0.6,18228,10th Pass
1386,1386,1386,GE,14,21,2004,4.0,3,tadvidineshbhaibalubhai,gujarat,chhota_udaipur,M,BNP,32634,ST,556516,1065416,52.23,5.86,9521,1.71,1748,
1390,1390,1390,GE,14,21,2004,4.0,7,tadviramdaskantibhai,gujarat,chhota_udaipur,M,SP,8384,ST,556516,1065416,52.23,1.51,0,0.0,7425,
280,280,280,GE,14,37,2006,,13,taherkamalkhundmiri,andhra_pradesh,karimnagar,M,IND,1472,GEN,793932,1419685,55.92,0.19,0,0.0,10809,
252,252,252,GE,14,35,2008,,3,takkalamadhusudanreddy,andhra_pradesh,adilabad,M,TRS,144455,GEN,774407,1192246,64.95,18.65,131044,16.92,8284,
2249,2249,2249,GE,14,15,2004,4.0,8,takrishnankutty,kerala,alleppey,M,IND,987,SC,730096,971154,75.18,0.14,0,0.0,10809,Not Given
4778,4778,4778,GE,14,35,2004,4.0,4,talatajiz,uttar_pradesh,maharajganj,F,BSP,157438,GEN,746622,1311205,56.94,21.09,145445,19.48,16651,Graduate
2789,2789,2789,GE,14,10,2008,,5,talepramodnamadeorao,maharashtra,thane,M,PRP,4900,,889568,3623806,24.55,0.55,672,0.08,11946,
4152,4152,4152,GE,14,34,2004,4.0,17,tamilarasanm,tamil_nadu,ramanathapuram,M,IND,886,GEN,674387,1147726,58.76,0.13,72,0.01,10809,
3939,3939,3939,GE,14,17,2004,4.0,14,tamilmanik,tamil_nadu,tiruchengode,M,IND,983,SC,864451,1443197,59.9,0.11,0,0.0,10809,
16,16,16,GE,14,1,2004,4.0,5,tamminenijaganmohanrao,andhra_pradesh,srikakulam,M,IND,4982,GEN,723774,958626,75.5,0.69,0,0.0,10809,Graduate Professional
3274,3274,3274,GE,14,18,2004,4.0,6,tankadharbarik,odisha,deogarh,M,IND,7718,SC,823301,1219887,67.49,0.94,0,0.0,10809,
3243,3243,3243,GE,14,12,2004,4.0,3,tankadharmajhi,odisha,koraput,M,BSP,61072,ST,735667,1139590,64.56,8.3,12706,1.73,16651,Not Given
3015,3015,3015,GE,14,32,2004,4.0,8,tanpureshivajiarjunrao,maharashtra,jalna,M,SVRP,3493,GEN,756365,1242929,60.85,0.46,406,0.05,12904,Graduate
1395,1395,1395,GE,14,22,2004,4.0,5,tapanbhaidasgupta,gujarat,baroda,M,IND,5234,GEN,652409,1656867,39.38,0.8,359,0.06,10809,
2,2,2,GE,14,1,2004,4.0,3,tapankumarbepari,andaman_and_nicobar_islands,andaman_and_nicobar_islands,M,CPM,4175,GEN,153825,241645,63.66,2.71,1811,1.18,14635,Post Graduate
5727,5727,5727,GE,14,18,2004,4.0,8,tapansarkar,west_bengal,jadavpur,M,IND,2603,SC,1022315,1354946,75.45,0.25,283,0.03,10809,12th Pass
5744,5744,5744,GE,14,20,2004,4.0,2,tapansikdar,west_bengal,dum_dum,M,BJP,521073,GEN,1248360,1543705,80.87,41.74,444219,35.58,1605,Graduate
5740,5740,5740,GE,14,19,2004,4.0,10,tapansinha,west_bengal,barrackpore,M,IND,1466,GEN,794426,981008,80.98,0.18,519,0.07,10809,Others
5900,5900,5900,GE,14,38,2004,4.0,3,tapasbanerjee,west_bengal,asansol,M,INC,70867,GEN,725198,1092141,66.4,9.77,58315,8.04,3482,Others
5653,5653,5653,GE,14,10,2004,4.0,3,tapaskumarchatterjee,west_bengal,berhampore,M,BJP,41490,GEN,991515,1220502,81.24,4.18,31818,3.21,1605,Others
5726,5726,5726,GE,14,18,2004,4.0,7,tapaskumarhowlader,west_bengal,jadavpur,M,IND,3235,SC,1022315,1354946,75.45,0.32,632,0.06,10809,12th Pass
5745,5745,5745,GE,14,20,2004,4.0,3,tapasmajumder,west_bengal,dum_dum,M,INC,76854,GEN,1248360,1543705,80.87,6.16,66502,5.33,3482,Not Given
1569,1569,1569,GE,14,8,2004,4.0,15,tapeshbagati,haryana,bhiwani,M,IND,846,GEN,871144,1192271,73.07,0.1,231,0.03,10809,Graduate
348,348,348,GE,14,2,2004,4.0,1,tapirgao,arunachal_pradesh,arunachal_east,M,BJP,83335,ST,163374,289606,56.41,51.01,44994,27.54,1605,Post Graduate
927,927,927,GE,14,38,2004,4.0,6,tapsisingh,bihar,jahanabad,M,IND,2014,GEN,863843,1246756,69.29,0.23,82,0.01,10809,10th Pass
5122,5122,5122,GE,14,55,2004,4.0,12,tarachandra,uttar_pradesh,banda,M,LCP,2776,GEN,526335,1283915,40.99,0.53,454,0.09,11413,
5492,5492,5492,GE,14,80,2004,4.0,4,tarachandrashastri,uttar_pradesh,saharanpur,M,INC,51067,GEN,990415,1566135,63.24,5.16,42894,4.33,3482,Not Given
1063,1063,1063,GE,14,10,2004,4.0,1,tarachandsahu,chhattisgarh,durg,M,BJP,382757,GEN,761815,1462883,52.08,50.24,61468,8.07,1605,Post Graduate
2621,2621,2621,GE,14,24,2004,4.0,2,tarachandshivajipatel,madhya_pradesh,khargone,M,INC,263145,GEN,652254,1287299,50.67,40.34,245149,37.58,3482,12th Pass
3652,3652,3652,GE,14,1,2004,4.0,4,tarakumarpradhan,sikkim,sikkim,M,SHRP,2765,GEN,219648,281937,77.91,1.26,0,0.0,7931,10th Pass
2052,2052,2052,GE,14,18,2004,4.0,3,taranathashettykodavoor,karnataka,udupi,M,JD(S),45574,GEN,780356,1138398,68.55,5.84,21043,2.7,10979,Graduate
4302,4302,4302,GE,14,5,2004,4.0,2,tarannumaqeel,uttar_pradesh,sambhal,F,BSP,158988,GEN,759384,1249017,60.8,20.94,21715,2.86,16651,Graduate
5731,5731,5731,GE,14,19,2004,4.0,1,taritbarantopdar,west_bengal,barrackpore,M,CPM,443048,GEN,794426,981008,80.98,55.77,165071,20.78,14635,Post Graduate
476,476,476,GE,14,1,2004,4.0,7,tarkeshwarprasadchaurasia,bihar,bagaha,M,ABDBM,7696,SC,570822,1160275,49.2,1.35,472,0.08,250,Not Given
5736,5736,5736,GE,14,19,2004,4.0,6,tarkeshwarsingh,west_bengal,barrackpore,M,IND,3920,GEN,794426,981008,80.98,0.49,849,0.11,10809,Graduate
3344,3344,3344,GE,14,3,2004,4.0,3,tarlochansinghtur,punjab,tarn_taran,M,IND,15090,GEN,717375,1173431,61.13,2.1,365,0.05,10809,
5698,5698,5698,GE,14,15,2004,4.0,3,tarunkantinaskar,west_bengal,joynagar,M,IND,90798,SC,806334,1136859,70.93,11.26,69087,8.57,10809,Others
716,716,716,GE,14,23,2004,4.0,1,taslimuddin,bihar,kishanganj,M,RJD,420331,GEN,813315,1278476,63.62,51.68,160497,19.73,12103,Literate
3275,3275,3275,GE,14,19,2004,4.0,1,tathagatasatapathy,odisha,dhenkanal,M,BJD,423539,GEN,790367,1174787,67.28,53.59,122882,15.55,9079,Others
