,Candidate,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Year,Category,Votes,ValidVotes,VoteSharePercentage,PartyID
115,saindumathi,IND,0,Graduate Professional,42,F,1960002.0,3498000,0,andhra_pradesh,nandyal,2019,,847,1299093,0.07,10809
116,lavusrikrishnadevarayalu,YSRCP,0,Graduate Professional,36,M,177710073.0,10142413,1,andhra_pradesh,narasaraopet,2019,GEN,745557,1437420,51.87,8615
117,alluvenkatareddy,Pyramid Party of India,0,Graduate Professional,49,M,16364000.0,1290000,0,andhra_pradesh,narasaraopet,2019,,2894,1437420,0.2,6298
118,durgampudiramireddy,IND,0,Illiterate,66,M,1945300.0,70000,0,andhra_pradesh,narasaraopet,2019,,2685,1437420,0.19,10809
119,gaddalavenu,IND,0,Graduate,28,M,15000.0,0,0,andhra_pradesh,narasaraopet,2019,,622,1437420,0.04,10809
120,kanakamsrinivasarao,National Nava Kranthi Party,0,10th Pass,40,M,50000.0,0,0,andhra_pradesh,narasaraopet,2019,,887,1437420,0.06,17098
121,kannalakshminarayana,BJP,0,Graduate,64,M,391360844.0,22561506,0,andhra_pradesh,narasaraopet,2019,,15486,1437420,1.08,1605
122,kantesayanna,IND,0,Graduate,40,M,2251000.0,0,0,andhra_pradesh,narasaraopet,2019,,365,1437420,0.03,10809
123,pakkalasuribabu,INC,1,Post Graduate,60,M,74537563.0,19126000,0,andhra_pradesh,narasaraopet,2019,,11033,1437420,0.77,3482
124,rayapatisambasivarao,TDP,0,Graduate,75,M,437940180.0,1233171,0,andhra_pradesh,narasaraopet,2019,GEN,591555,1437420,41.15,8300
125,reddyboinaprasannakumar,IND,0,5th Pass,50,M,12500.0,0,0,andhra_pradesh,narasaraopet,2019,GEN,1383,1437420,0.1,10809
126,kanumururaghuramakrishnaraju,YSRCP,3,Post Graduate,57,M,3259405378.0,1014467354,1,andhra_pradesh,narsapuram,2019,GEN,449234,1177738,38.14,8615
127,dasarikrishnamurthy,India Praja Bandhu Party,0,10th Pass,32,M,703000.0,153000,0,andhra_pradesh,narsapuram,2019,,1603,1177738,0.14,3331
128,ganjipurnima,RPI(A),0,Graduate,35,F,99000.0,0,0,andhra_pradesh,narsapuram,2019,,869,1177738,0.07,12285
129,gottumukkalashivaji,IND,0,Post Graduate,48,M,8084000.0,0,0,andhra_pradesh,narsapuram,2019,SC,1275,1177738,0.11,10809
130,gsraju,SP,0,10th Pass,51,M,1700000.0,0,0,andhra_pradesh,narsapuram,2019,,3471,1177738,0.29,7425
131,gurugubillirambabu,Marxist Communist Party of India (United),0,5th Pass,52,M,30000.0,0,0,andhra_pradesh,narsapuram,2019,,583,1177738,0.05,5399
132,kanumurubapiraju,INC,1,10th Pass,71,M,143319558.0,0,0,andhra_pradesh,narsapuram,2019,GEN,13941,1177738,1.18,3482
133,kapaul,Praja Shanthi Party,2,12th Pass,55,M,78000.0,207017,0,andhra_pradesh,narsapuram,2019,,3046,1177738,0.26,6134
134,medapativarahalareddy,IND,0,10th Pass,44,M,26680000.0,1300000,0,andhra_pradesh,narsapuram,2019,GEN,2684,1177738,0.23,10809
135,nagababukonidela,Janasena Party,0,Graduate Professional,58,M,367820773.0,21678798,0,andhra_pradesh,narsapuram,2019,,250802,1177738,21.3,17069
136,nallamsuryachandrarao,Pyramid Party of India,0,Graduate,59,M,20935000.0,898000,0,andhra_pradesh,narsapuram,2019,,2210,1177738,0.19,6298
137,nallirajesh,IND,6,10th Pass,36,M,3239775.0,2362420,0,andhra_pradesh,narsapuram,2019,SC,2653,1177738,0.23,10809
138,pydikondalamanikyalarao,BJP,3,12th Pass,58,M,22392505.0,1242976,0,andhra_pradesh,narsapuram,2019,,12414,1177738,1.05,1605
139,adalaprabhakarareddy,YSRCP,0,12th Pass,70,M,2211663364.0,152281255,1,andhra_pradesh,nellore,2019,GEN,683830,1287036,53.13,8615
140,beedamasthanrao,TDP,0,Graduate,60,M,1654392880.0,680973688,0,andhra_pradesh,nellore,2019,,535259,1287036,41.59,8300
141,buttinagaraju,IND,0,Post Graduate,49,M,9430000.0,4073216,0,andhra_pradesh,nellore,2019,,1101,1287036,0.09,10809
142,chandrarajagopal,CPI(M),2,10th Pass,67,M,2353200.0,240000,0,andhra_pradesh,nellore,2019,,18830,1287036,1.46,14635
143,chevurudevakumarreddy,INC,2,12th Pass,61,M,73819429.0,3948741,0,andhra_pradesh,nellore,2019,GEN,10021,1287036,0.78,3482
144,chinnivenkateswarlu,Pyramid Party of India,0,Literate,67,M,1280000.0,0,0,andhra_pradesh,nellore,2019,,841,1287036,0.07,6298
145,drssureshbabu,IND,0,Doctorate,42,M,9550548.0,0,0,andhra_pradesh,nellore,2019,,1482,1287036,0.12,10809
146,kankanalapenchalanaidu,IND,0,8th Pass,33,M,,0,0,andhra_pradesh,nellore,2019,,668,1287036,0.05,10809
147,medamallareddy,IND,0,5th Pass,68,M,1640000.0,0,0,andhra_pradesh,nellore,2019,GEN,598,1287036,0.05,10809
148,narasapuramprasad,IND,0,Others,50,M,8563000.0,0,0,andhra_pradesh,nellore,2019,,2399,1287036,0.19,10809
149,sannapureddysureshreddy,BJP,1,Graduate,58,M,28828964.0,700000,0,andhra_pradesh,nellore,2019,GEN,12513,1287036,0.97,1605
150,shaikmahaboobbashamabu,RPI(A),1,Graduate Professional,35,M,,0,0,andhra_pradesh,nellore,2019,,1319,1287036,0.1,12285
151,maguntasreenivasulureddy,YSRCP,0,Graduate,65,M,266583686.0,91302133,1,andhra_pradesh,ongole,2019,GEN,739202,1342368,55.07,8615
152,bellamkondasaibabu,Janasena Party,0,Graduate Professional,49,M,13866784.0,2472903,0,andhra_pradesh,ongole,2019,,29379,1342368,2.19,17069
153,billachennaiah,IND,0,12th Pass,49,M,2837000.0,1846848,0,andhra_pradesh,ongole,2019,,673,1342368,0.05,10809
154,drsirivellaprasad,INC,0,Doctorate,51,M,2069078.0,0,0,andhra_pradesh,ongole,2019,,8139,1342368,0.61,3482
155,kavurivenubabunaidu,IND,0,10th Pass,41,M,2291000.0,1050000,0,andhra_pradesh,ongole,2019,GEN,565,1342368,0.04,10809
156,kondapraveenkumar,Navodayam Party,0,10th Pass,45,M,20000.0,0,0,andhra_pradesh,ongole,2019,,811,1342368,0.06,5841
157,madhuyattapu,IND,0,Graduate,33,M,2800000.0,900000,0,andhra_pradesh,ongole,2019,,1160,1342368,0.09,10809
158,maramsrinivasareddy,Praja Shanthi Party,0,Post Graduate,27,M,52197.0,0,0,andhra_pradesh,ongole,2019,GEN,3258,1342368,0.24,6134
159,mohanayyappa,IND,0,Post Graduate,29,M,136431.0,47495,0,andhra_pradesh,ongole,2019,,1451,1342368,0.11,10809
160,marganibharatram,YSRCP,2,Graduate,36,M,458205360.0,17814757,1,andhra_pradesh,rajahmundry,2019,GEN,582024,1250427,46.55,8615
161,akulasatyanarayana,Janasena Party,0,Post Graduate,55,M,673924565.0,461954372,0,andhra_pradesh,rajahmundry,2019,,155807,1250427,12.46,17069
162,bandarurajeswararao,Jana Jagruti Party,0,5th Pass,59,M,205700.0,0,0,andhra_pradesh,rajahmundry,2019,,1035,1250427,0.08,17070
163,geddamdavidnelsonbabu,Ambedkarite Party of India,1,Post Graduate,60,M,5020544.0,760000,0,andhra_pradesh,rajahmundry,2019,,1757,1250427,0.14,880
164,kuruvellabhanuchandar,IND,0,10th Pass,34,M,40000.0,0,0,andhra_pradesh,rajahmundry,2019,,1242,1250427,0.1,10809
165,nallurivijayasrinivasarao,INC,0,12th Pass,55,M,562700.0,261693,0,andhra_pradesh,rajahmundry,2019,,12725,1250427,1.02,3482
166,pvmidhunreddy,YSRCP,3,Post Graduate,42,M,665085701.0,205473477,1,andhra_pradesh,rajampet,2019,GEN,702211,1224354,57.35,8615
167,asadivenkatadri,Rashtriya Krantikari Samajwadi Party,0,12th Pass,61,M,850000.0,80000,0,andhra_pradesh,rajampet,2019,SC,3460,1224354,0.28,12157
168,dasathyaprabha,TDP,0,12th Pass,68,F,2204833211.0,593275186,0,andhra_pradesh,rajampet,2019,,433927,1224354,35.44,8300
169,karimullakhanpattan,Navataram Party,0,Post Graduate,40,M,1677823.0,0,0,andhra_pradesh,rajampet,2019,,1135,1224354,0.09,17117
170,nareshkumarpoojala,IND,0,Others,25,M,73786.0,0,0,andhra_pradesh,rajampet,2019,,1768,1224354,0.14,10809
171,rammohannaidukinjarapu,TDP,1,Post Graduate,32,M,122791042.0,12000000,1,andhra_pradesh,srikakulam,2019,GEN,534544,1157329,46.19,8300
172,bethavivekanandamaharaj,IND,0,Graduate,33,M,133000.0,0,0,andhra_pradesh,srikakulam,2019,,3818,1157329,0.33,10809
173,mattasatishchakravarthy,Pyramid Party of India,0,Post Graduate,37,M,1450117.0,10060,0,andhra_pradesh,srikakulam,2019,,1448,1157329,0.13,6298
174,mettaramarao,Janasena Party,0,Post Graduate,53,M,63385326.0,0,0,andhra_pradesh,srikakulam,2019,,31956,1157329,2.76,17069
175,naidugarirajasekhar,IND,0,Post Graduate,35,M,41500.0,0,0,andhra_pradesh,srikakulam,2019,,5156,1157329,0.45,10809
176,namballakrishnamohan,IND,1,Graduate,44,M,707000.0,500000,0,andhra_pradesh,srikakulam,2019,,4836,1157329,0.42,10809
177,perlasambamurthy,BJP,0,Post Graduate,58,M,375199993.0,120000000,0,andhra_pradesh,srikakulam,2019,,8390,1157329,0.72,1605
178,ballidurgaprasadrao,YSRCP,0,Graduate Professional,63,M,17426921.0,0,1,andhra_pradesh,tirupati,2019,SC,722877,1313515,55.03,8615
179,bommisriharirao,BJP,0,Graduate,44,M,1702000.0,0,0,andhra_pradesh,tirupati,2019,SC,16125,1313515,1.23,1605
180,chintamohan,INC,0,Graduate Professional,64,M,22808300.0,2007093,0,andhra_pradesh,tirupati,2019,SC,24039,1313515,1.83,3482
181,doctordaggumatisreeharirao,BSP,0,Graduate Professional,52,M,6045000.0,5279699,0,andhra_pradesh,tirupati,2019,SC,20971,1313515,1.6,16651
182,kattamanchiprabhakar,IND,0,Post Graduate,51,M,326587.0,0,0,andhra_pradesh,tirupati,2019,SC,1430,1313515,0.11,10809
183,ksmunirathnam,IND,0,Others,65,M,5892600.0,0,0,andhra_pradesh,tirupati,2019,SC,2119,1313515,0.16,10809
184,msolomon,Andhra Rastra Praja Samithi,0,Graduate Professional,65,M,1000000.0,0,0,andhra_pradesh,tirupati,2019,SC,1563,1313515,0.12,927
185,neeruguttunageshmaphilosophy,Janapaalana Party (Democratic),0,Post Graduate,32,M,1338000.0,180000,0,andhra_pradesh,tirupati,2019,SC,913,1313515,0.07,17114
