,Unnamed: 0,Sno,Candidate,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,State,Constituency,Year
1217,1217,1218,manjudevi,IJP,0,12th Pass,32,457600.0,0,0,bihar,supaul,2009
945,945,946,manjukumari,IND,0,Literate,31,1175000.0,0,0,bihar,khagaria,2009
7522,7522,7523,manjuralahimunshi,IND,0,12th Pass,42,316100.0,0,0,west_bengal,maldaha_dakshin,2009
7592,7592,7593,manmathabiswas,IND,0,8th Pass,49,771500.0,25000,0,west_bengal,ranaghat,2009
6551,6551,6552,manmohangupta,IJP,0,Not Given,62,3528456.0,0,0,uttar_pradesh,jhansi,2009
3016,3016,3017,manmohanshahbatti,IND,7,Post Graduate,46,1318000.0,0,0,madhya_pradesh,chhindwara,2009
1856,1856,1857,manmohansingh,IND,0,Post Graduate,32,1636000.0,37690,0,haryana,bhiwani-mahendragarh,2009
5311,5311,5312,mannanmp,IND,0,Post Graduate,48,90000.0,0,0,tamil_nadu,kallakurichi,2009
1010,1010,1011,mannumahto,BSP,0,Literate,32,1325000.0,0,0,bihar,munger,2009
5358,5358,5359,manoharan,IND,0,Literate,31,10000.0,0,0,tamil_nadu,kanniyakumari,2009
5287,5287,5288,manoharanv,IND,0,10th Pass,57,2635000.0,117433,0,tamil_nadu,erode,2009
4029,4029,4030,manoharbalkrishnakhedkar,BBM,0,Graduate,59,12695500.0,1028000,0,maharashtra,sangli,2009
2318,2318,2319,manoharhuchchappaayyannavar,IND,0,Graduate Professional,51,3380000.0,0,0,karnataka,bagalkot,2009
4286,4286,4287,manoharlal,Adarshwadi Dal,0,5th Pass,50,10000.0,0,0,national_capital_territory_of_delhi,north_east_delhi,2009
1267,1267,1268,manoharmanoj,IND,0,Post Graduate,40,4306000.0,0,0,bihar,valmiki_nagar,2009
3309,3309,3310,manoharsinghmaravi,BSP,0,Post Graduate,46,1692000.0,0,0,madhya_pradesh,shahdol,2009
7257,7257,7258,manohartirkey,RSP,0,10th Pass,56,2358725.0,0,1,west_bengal,alipurduars,2009
6461,6461,6462,manoj,IND,0,Post Graduate,30,46488626.0,3709444,0,uttar_pradesh,gorakhpur,2009
6366,6366,6367,manoj,IND,1,12th Pass,34,4647500.0,0,0,uttar_pradesh,gautam_budhha_nagar,2009
6215,6215,6216,manoj,IND,0,5th Pass,34,1991000.0,0,0,uttar_pradesh,dhaurahra,2009
1741,1741,1742,manojbhaisamjibhaipatodiya,IND,0,Graduate,49,156000.0,0,0,gujarat,porbandar,2009
3042,3042,3043,manojdevaliya,BJBP,2,12th Pass,28,50000.0,0,0,madhya_pradesh,damoh,2009
3804,3804,3805,manojgsingh,IND,0,Graduate,39,368000.0,0,0,maharashtra,mumbai_south_central,2009
4134,4134,4135,manojjanardanpatil,IND,0,Graduate,38,79000.0,0,0,maharashtra,yavatmal-washim,2009
6073,6073,6074,manojkumar,IND,0,Post Graduate,30,2275195.0,0,0,uttar_pradesh,banda,2009
4581,4581,4582,manojkumar,Akhil Bharatiya Shivsena Rashtrawadi,0,Literate,36,419000.0,40000,0,punjab,firozpur,2009
6583,6583,6584,manojkumar,Lok Dal,0,Graduate,33,721000.0,0,0,uttar_pradesh,kaiserganj,2009
6082,6082,6083,manojkumar,IND,1,12th Pass,29,71000.0,0,0,uttar_pradesh,bansgaon,2009
1093,1093,1094,manojkumar,RDMP,2,Post Graduate,44,3933172.0,25000,0,bihar,paschim_champaran,2009
1700,1700,1701,manojkumarbechardaspatel,IND,0,Graduate,58,6986300.0,0,0,gujarat,mahesana,2009
1309,1309,1310,manojkumarbirko,IND,0,12th Pass,34,1998000.0,0,0,chhattisgarh,bilaspur,2009
655,655,656,manojkumardeka,IND,0,Graduate Professional,55,106960.0,0,0,assam,mangaldoi,2009
1961,1961,1962,manojkumarkashyap,VAJP,0,12th Pass,36,626000.0,0,0,haryana,karnal,2009
7430,7430,7431,manojkumarpaswan,IND,0,12th Pass,32,14000.0,0,0,west_bengal,howrah,2009
6981,6981,6982,manojkumarsohanumantprasad,IND,0,Literate,36,285000.0,0,0,uttar_pradesh,rae_bareli,2009
6982,6982,6983,manojkumarsoramnareshsingh,IND,0,Graduate,50,605000.0,500,0,uttar_pradesh,rae_bareli,2009
929,929,930,manojparasar,IND,0,Doctorate,44,555000.0,213000,0,bihar,katihar,2009
6055,6055,6056,manojsinha,BJP,0,Graduate Professional,50,12481148.0,400000,0,uttar_pradesh,ballia,2009
7262,7262,7263,manojtigga,BJP,0,Graduate,36,58079.0,66572,0,west_bengal,alipurduars,2009
6462,6462,6463,manojtiwari,SP,0,Graduate Professional,38,50158691.0,3809444,0,uttar_pradesh,gorakhpur,2009
374,374,375,manoramasanku,LSP,0,Post Graduate,62,8972000.0,0,0,andhra_pradesh,narsapuram,2009
7608,7608,7609,manoranjanmandal,BSP,0,10th Pass,65,944000.0,0,0,west_bengal,tamluk,2009
1732,1732,1733,manorbhaiviramdaspatel,IND,0,12th Pass,68,1011000.0,0,0,gujarat,patan,2009
5934,5934,5935,mansharam,MADP,0,8th Pass,40,1981500.0,0,0,uttar_pradesh,ambedkar_nagar,2009
4483,4483,4484,mansidekka,IND,2,12th Pass,63,3049000.0,0,0,orissa,sundargarh,2009
6635,6635,6636,mansingh,IND,0,12th Pass,28,76000.0,0,0,uttar_pradesh,kaushambi,2009
2947,2947,2948,mansinghbisen,IND,0,Graduate,59,2876000.0,0,0,madhya_pradesh,balaghat,2009
6757,6757,6758,mansinghkashyap,Lok Dal,0,Graduate,53,1166395.0,0,0,uttar_pradesh,mainpuri,2009
1733,1733,1734,mansinhbhaimanabhaichaudhary,IND,0,12th Pass,32,305000.0,0,0,gujarat,patan,2009
50,50,51,mansoor,PRAP,0,10th Pass,56,33790000.0,0,0,andhra_pradesh,anantapur,2009
1234,1234,1235,mansoor,IND,0,Graduate,42,300200.0,0,0,bihar,ujiarpur,2009
5769,5769,5770,mansoorahmed,BSP,0,12th Pass,46,55148565.0,0,0,tamil_nadu,vellore,2009
5674,5674,5675,mansooralikhana,IND,1,8th Pass,46,8821000.0,0,0,tamil_nadu,tiruchirappalli,2009
1568,1568,1569,mansukhbhaidhanjibhaivasava,BJP,0,Graduate,52,2441000.0,833462,1,gujarat,bharuch,2009
1742,1742,1743,mansukhbhaisamjibhaikhachariya,BJP,0,12th Pass,49,42360598.0,30000000,0,gujarat,porbandar,2009
5968,5968,5969,mantarisingh,IND,0,12th Pass,41,1330850.0,61836,0,uttar_pradesh,amroha,2009
4259,4259,4260,mantu,IND,1,8th Pass,26,100000.0,0,0,national_capital_territory_of_delhi,new_delhi,2009
6041,6041,6042,manudevi,PECP,0,Graduate,31,308000.0,0,0,uttar_pradesh,bahraich,2009
1934,1934,1935,manudigvijaysingh,IND,0,Graduate Professional,33,14141798.0,859375,0,haryana,hisar,2009
6775,6775,6776,manvendrasingh,INC,0,12th Pass,62,14959430.0,1649007,0,uttar_pradesh,mathura,2009
4744,4744,4745,manvendrasingh,BJP,0,Post Graduate,46,9810062.0,598588,0,rajasthan,barmer,2009
145,145,146,maquddusghori,IND,1,Not Given,43,30000.0,0,0,andhra_pradesh,hyderabad,2009
1962,1962,1963,marathavirenderverma,BSP,1,Graduate Professional,58,85700000.0,0,0,haryana,karnal,2009
4011,4011,4012,marathebhimraoparbat,KM,2,10th Pass,51,1926000.0,216525,0,maharashtra,raver,2009
2641,2641,2642,maremma,IND,0,Illiterate,40,1922000.0,0,0,karnataka,koppal,2009
5105,5105,5106,marimuthue,IND,0,10th Pass,54,186000.0,0,0,tamil_nadu,chennai_central,2009
5136,5136,5137,marimuthup,IND,0,Not Given,54,,0,0,tamil_nadu,chennai_north,2009
5215,5215,5216,markandann,IND,1,Doctorate,72,6000.0,0,0,tamil_nadu,coimbatore,2009
3017,3017,3018,marotraokhavase,BJP,0,Post Graduate,59,5455000.0,450000,0,madhya_pradesh,chhindwara,2009
326,326,327,marrynehemiah,IND,0,12th Pass,55,80000.0,0,0,andhra_pradesh,nalgonda,2009
1465,1465,1466,marthadsouza,IND,0,10th Pass,55,,0,0,goa,north_goa,2009
4170,4170,4171,martlenmukhim,MDP,0,10th Pass,59,100471.0,0,0,meghalaya,shillong,2009
5382,5382,5383,maruthaiveeranv,IND,0,Illiterate,43,32000.0,0,0,tamil_nadu,karur,2009
2553,2553,2554,maruthih,IND,0,12th Pass,51,180000.0,0,0,karnataka,davanagere,2009
2762,2762,2763,maryfrancismoolampilly,IND,0,10th Pass,59,1729731.0,0,0,kerala,ernakulam,2009
5068,5068,5069,maryjohn,BSP,0,Post Graduate,61,10441915.0,475486,0,tamil_nadu,arakkonam,2009
26,26,27,masaramadasu,RDMP,0,Not Given,45,20000.0,0,0,andhra_pradesh,amalapuram,2009
146,146,147,masattar,IND,2,10th Pass,29,35000.0,0,0,andhra_pradesh,hyderabad,2009
7022,7022,7023,mashkoor,IND,0,Literate,49,920000.0,0,0,uttar_pradesh,saharanpur,2009
1080,1080,1081,masihudin,BSP,2,Graduate Professional,36,7600000.0,30000,0,bihar,nawada,2009
5791,5791,5792,masilamanir,IND,0,5th Pass,65,350000.0,0,0,tamil_nadu,viluppuram,2009
3450,3450,3451,maskemachhindrababurao,BSP,0,Graduate,58,2103500.0,0,0,maharashtra,beed,2009
1326,1326,1327,masoodkhan,IND,0,Graduate,43,,0,0,chhattisgarh,durg,2009
2777,2777,2778,masoosai,IND,0,Not Given,45,3300000.0,12395,0,kerala,idukki,2009
16,16,17,masramnagorao,PRAP,0,Post Graduate,59,350000.0,0,0,andhra_pradesh,adilabad,2009
3521,3521,3522,masramniranjanshivram,GGP,0,10th Pass,42,50000.0,25000,0,maharashtra,chandrapur,2009
1235,1235,1236,massodhassan,MUL,0,12th Pass,29,1034000.0,392000,0,bihar,ujiarpur,2009
6946,6946,6947,masterchoteylalgangwar,NCP,0,Literate,61,6901000.0,45000,0,uttar_pradesh,pilibhit,2009
2142,2142,2143,masterwilliamgill,AIFB,0,10th Pass,64,100000.0,0,0,jammu_and_kashmir,udhampur,2009
4872,4872,4873,matadeendhanaka,IND,0,10th Pass,61,252000.0,0,0,rajasthan,jaipur_rural,2009
1476,1476,1477,matanhysaldanha,UGDP,0,Post Graduate,60,36370000.0,171960,0,goa,south_goa,2009
6228,6228,6229,mataprasadpandey,SP,0,Post Graduate,72,6516785.0,866000,0,uttar_pradesh,domariyaganj,2009
418,418,419,mathanginarsaiah,BJP,0,Post Graduate,63,8914000.0,7000,0,andhra_pradesh,peddapalle,2009
5069,5069,5070,mathewnd,IND,0,8th Pass,36,25000.0,0,0,tamil_nadu,arakkonam,2009
2870,2870,2871,mathewparey,IND,0,Graduate,26,,0,0,kerala,pathanamthitta,2009
5175,5175,5176,mathikkarasup,IND,0,10th Pass,52,165000.0,0,0,tamil_nadu,chennai_south,2009
5335,5335,5336,mathiyalagank,IND,0,8th Pass,33,,0,0,tamil_nadu,kancheepuram,2009
5453,5453,5454,mathiyalagann,IND,1,8th Pass,41,850000.0,0,0,tamil_nadu,namakkal,2009
4582,4582,4583,mathradass,PTSS,0,Not Given,73,160000.0,0,0,punjab,firozpur,2009
4301,4301,4302,mathurapaswan,CPI(ML)(L),0,10th Pass,55,131500.0,0,0,national_capital_territory_of_delhi,north_west_delhi,2009
6552,6552,6553,mathuraprasad,IND,0,Not Given,58,228400.0,0,0,uttar_pradesh,jhansi,2009
6503,6503,6504,mathuraprasad,IND,0,Post Graduate,30,277600.0,0,0,uttar_pradesh,hathras,2009
1403,1403,1404,mathuraprasadtandon,IND,0,5th Pass,42,5505000.0,0,0,chhattisgarh,raipur,2009
7412,7412,7413,matilalkhatua,BJP,0,Graduate Professional,55,6261142.0,390000,0,west_bengal,ghatal,2009
6313,6313,6314,matin,ANC,0,8th Pass,42,265408.0,0,0,uttar_pradesh,fatehpur,2009
6664,6664,6665,matiullah,NLHP,0,Graduate Professional,43,35000.0,0,0,uttar_pradesh,kushi_nagar,2009
7586,7586,7587,matiurrahman,JD(U),0,12th Pass,49,360000.0,0,0,west_bengal,raiganj,2009
5969,5969,5970,maudoodmadni,BSP,3,Not Given,36,6506000.0,400214,0,uttar_pradesh,amroha,2009
1782,1782,1783,maulanariyaznathhumiyakadri,SP,1,Literate,46,322757.0,0,0,gujarat,sabarkantha,2009
7527,7527,7528,mausamnoor,INC,0,Graduate Professional,27,1847359.0,234488,1,west_bengal,maldaha_uttar,2009
5880,5880,5881,maveerdharamveersingh,IJP,0,10th Pass,42,3215000.0,0,0,uttar_pradesh,aligarh,2009
1814,1814,1815,mavjibhaikukabhaimer,IND,0,10th Pass,63,2588000.0,46758,0,gujarat,surendranagar,2009
1283,1283,1284,mayadevi,IND,0,Illiterate,36,220000.0,250000,0,chandigarh,chandigarh,2009
6620,6620,6621,mayakaushal,IND,1,Graduate,55,705800.0,0,0,uttar_pradesh,kanpur,2009
5598,5598,5599,mayaramachandran,THPI,0,Post Graduate,32,11586780.0,52501000,0,tamil_nadu,sriperumbudur,2009
1349,1349,1350,mayaramnagwanshi,GGP,0,12th Pass,48,413500.0,45000,0,chhattisgarh,kanker,2009
1339,1339,1340,mayaramnath,IND,0,Literate,50,363500.0,25000,0,chhattisgarh,janjgir-champa,2009
1292,1292,1293,mayaramnetamaliasfulsingsiladar,IND,0,Post Graduate,60,2524817.0,0,0,chhattisgarh,bastar,2009
1350,1350,1351,mayaramnetamfulsinghsiledar,IND,0,Post Graduate,60,2523937.0,0,0,chhattisgarh,kanker,2009
1191,1191,1192,mayashankarsharan,BSP,0,Graduate,47,1783000.0,100000,0,bihar,sitamarhi,2009
3985,3985,3986,mayataichawreutwal,SP,6,Post Graduate,37,3340000.0,720000,0,maharashtra,ramtek,2009
3429,3429,3430,mayawatiamarchitre,BMSM,0,8th Pass,31,15000.0,0,0,maharashtra,baramati,2009
290,290,291,mbaburao,BSP,2,12th Pass,52,14100000.0,1115000,0,andhra_pradesh,malkajgiri,2009
461,461,462,mbhagyamatha,IND,0,10th Pass,38,25000.0,650000,0,andhra_pradesh,secunderabad,2009
2732,2732,2733,mbinduteacher,BJP,1,Post Graduate,35,44793.0,58592,0,kerala,alathur,2009
2853,2853,2854,mbrajesh,CPM,16,Post Graduate,38,1105474.0,504893,1,kerala,palakkad,2009
381,381,382,mchandrasekharyadav,IND,0,Doctorate,40,680000.0,0,0,andhra_pradesh,nellore,2009
1139,1139,1140,mdaisurrahman,IND,0,Post Graduate,43,1800518.0,3000,0,bihar,purnia,2009
2298,2298,2299,mdajadansari,NLHP,0,8th Pass,47,2114142.0,100,0,jharkhand,ranchi,2009
3264,3264,3265,mdakeelkhanbachchabhai,IND,0,8th Pass,34,35000.0,0,0,madhya_pradesh,rewa,2009
463,463,464,mdali,TRS,0,Graduate,55,13105000.0,460990,0,andhra_pradesh,secunderabad,2009
808,808,809,mdaliashraffatmi,RJD,0,Post Graduate,53,4852469.0,683521,0,bihar,darbhanga,2009
4475,4475,4476,mdalihussain,IND,0,12th Pass,37,85000.0,299570,0,orissa,sambalpur,2009
567,567,568,mdamirali,RJD,0,Post Graduate,42,2711656.0,23000,0,assam,barpeta,2009
3579,3579,3580,mdamujimansaria,IND,0,12th Pass,33,875000.0,60000,0,maharashtra,hingoli,2009
1181,1181,1182,mdanwarulhaque,BSP,9,10th Pass,58,8167639.0,649181,0,bihar,sheohar,2009
2449,2449,2450,mdarshadahmedansari,IND,0,12th Pass,36,21000.0,22000,0,karnataka,bidar,2009
568,568,569,mddilirkhan,MUL,0,Graduate,42,50200.0,0,0,assam,barpeta,2009
7523,7523,7524,mdejaruddin,MUL,0,Post Graduate,74,10321781.0,0,0,west_bengal,maldaha_dakshin,2009
2179,2179,2180,mdhimayunansari,RJD,0,Graduate,72,1478000.0,0,0,jharkhand,giridih,2009
3540,3540,3541,mdismailjumman,IND,0,Literate,49,67200.0,0,0,maharashtra,dhule,2009
774,774,775,mdizrail,LTSD,1,8th Pass,49,2466500.0,0,0,bihar,bhagalpur,2009
7524,7524,7525,mdkamalbasirujjaman,IND,0,12th Pass,32,17000.0,0,0,west_bengal,maldaha_dakshin,2009
7503,7503,7504,mdkasim,MUL,0,Not Given,79,22011.0,0,0,west_bengal,kolkata_uttar,2009
809,809,810,mdkhurshidalam,AD,0,Graduate Professional,46,593000.0,0,0,bihar,darbhanga,2009
3854,3854,3855,mdmakbulsalimhajimdkhaja,BSP,0,Graduate Professional,60,855000.0,0,0,maharashtra,nanded,2009
291,291,292,mdmansoorali,IND,0,12th Pass,31,150000.0,0,0,andhra_pradesh,malkajgiri,2009
2212,2212,2213,mdmoinuddinahmed,IND,0,Not Given,32,,0,0,jharkhand,hazaribagh,2009
1151,1151,1152,mdmurtazaansaridrlal,IND,1,Post Graduate,40,804500.0,177000,0,bihar,purvi_champaran,2009
327,327,328,mdnazeemuddin,IND,0,Graduate,50,476517.0,0,0,andhra_pradesh,nalgonda,2009
697,697,698,mdnazirahmed,IND,0,12th Pass,56,3802371.0,0,0,assam,tezpur,2009
7514,7514,7515,mdniamatullahmallick,AUDF,0,Others,57,567126.0,0,0,west_bengal,krishnanagar,2009
810,810,811,mdnizamuddin,IJP,0,8th Pass,36,1884900.0,20000,0,bihar,darbhanga,2009
148,148,149,mdosman,IND,0,Illiterate,45,25000.0,0,0,andhra_pradesh,hyderabad,2009
2450,2450,2451,mdosmanalilakhpati,IND,0,12th Pass,58,8065000.0,0,0,karnataka,bidar,2009
464,464,465,mdosmanqureshee,Ajeya Bharat Party,0,5th Pass,35,3050000.0,0,0,andhra_pradesh,secunderabad,2009
1034,1034,1035,mdrahamtullaha,Akhil Bharatiya Jan Sangh,0,10th Pass,37,40000.0,0,0,bihar,muzaffarpur,2009
863,863,864,mdsahabuddinjahan,BSKP,0,10th Pass,36,79250.0,0,0,bihar,jahanabad,2009
7561,7561,7562,mdsahazamal,SP,0,Not Given,44,,0,0,west_bengal,murshidabad,2009
707,707,708,mdsajjad,IND,2,Literate,56,460825.0,0,0,bihar,araria,2009
1035,1035,1036,mdsaleem,RVNP,0,Literate,36,124400.0,0,0,bihar,muzaffarpur,2009
7504,7504,7505,mdsalim,CPM,0,Post Graduate,51,8456467.0,0,0,west_bengal,kolkata_uttar,2009
960,960,961,mdtaslimuddin,IND,0,Literate,46,500000.0,0,0,bihar,kishanganj,2009
1236,1236,1237,mdtaukir,Samata Party,0,12th Pass,40,780000.0,0,0,bihar,ujiarpur,2009
