,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Category
1648,2,0,5,61,1,22377047.0,7984143,0,15,289,2
1649,2,0,5,51,1,35586859.0,3356600,0,31,382,0
1650,8,0,10,57,1,2513476.0,0,0,18,526,0
1651,8,0,6,28,1,25678455.0,828616,0,33,347,0
1652,3,0,6,47,1,8504878.0,511145,0,19,89,0
1653,8,0,3,51,1,1200000.0,0,0,3,74,0
1654,8,0,3,40,1,8215000.0,0,0,33,472,0
1655,8,0,6,56,1,4462.0,0,0,18,219,2
1656,6,0,10,64,1,56245484.0,3791491,0,28,103,2
1657,8,0,11,26,1,180118.0,0,0,18,456,3
1658,7,0,2,69,1,200000.0,0,0,15,55,0
1659,8,2,0,44,1,6490438.0,35000,0,16,390,0
1660,2,0,6,52,1,283641697.0,146250595,0,30,406,0
1661,7,0,1,31,1,41000.0,0,0,30,500,0
1662,7,0,7,49,1,219000.0,0,0,30,525,0
1663,8,0,3,53,1,10000.0,0,0,30,381,2
1664,8,0,0,67,1,13216259.0,0,1,16,408,0
1665,6,3,5,65,1,153853744.0,18850000,0,30,503,0
1666,8,0,8,51,1,0.0,44500,0,30,124,2
1667,2,2,11,54,1,25738420.0,98311,1,18,330,3
1668,8,0,2,42,1,216170.0,6000,0,18,85,3
1669,8,1,5,63,1,1151323.0,0,0,4,413,3
1670,8,2,3,37,1,4355923.0,0,0,33,192,0
1671,8,2,11,34,1,326684.0,0,0,4,317,0
1672,7,0,3,55,1,438500.0,0,0,11,470,2
1673,7,0,8,0,1,57989.0,0,0,33,334,0
1674,8,0,1,47,1,3500.0,0,0,32,507,3
1675,7,0,0,64,1,1460000.0,0,0,27,25,0
1676,3,1,0,50,1,47354896.0,0,0,33,22,0
1677,8,0,6,77,1,131005305.0,0,0,13,481,0
1678,7,0,2,42,1,2408443.0,700000,0,3,386,0
1679,2,1,8,55,1,11685000.0,0,1,10,487,0
1680,7,1,0,41,0,808518.0,190000,0,30,338,0
1681,7,0,7,55,1,10250700.0,702807,0,6,296,3
1682,7,0,3,59,1,42915552.0,0,0,11,197,0
1683,2,0,5,42,1,152000.0,0,0,13,481,0
1684,2,0,11,34,1,357318699.0,18119000,1,33,483,0
1685,7,0,1,49,1,3482000.0,0,0,19,371,0
1686,8,1,1,43,1,6370.0,62000,0,19,117,0
1687,7,0,3,33,1,1669355.0,0,0,19,351,0
1688,8,0,11,46,1,909008.0,1533677,0,35,326,0
1689,8,0,5,45,1,12627000.0,0,0,33,444,0
1690,8,1,2,56,1,7707081.0,6050000,0,33,410,0
1691,6,0,1,42,0,4819534.0,0,0,6,260,3
1692,7,0,5,52,1,15071413.0,0,0,19,350,0
1693,8,0,3,33,0,753000.0,0,0,4,273,3
1694,6,1,5,63,1,21332923.0,1040000,0,14,189,0
1695,8,0,3,28,1,75000.0,0,0,18,85,3
1696,7,0,3,56,1,8237500.0,488664,0,31,402,2
1697,7,0,5,0,1,1185000.0,100000,0,1,64,2
1698,2,4,6,56,1,153704475.0,19004037,1,19,366,0
1699,7,0,11,32,1,1903789.0,0,0,27,21,0
1700,7,0,5,30,1,53919.0,0,0,24,116,0
1701,7,1,1,41,1,30250.0,0,0,19,536,0
1702,7,0,6,32,1,200000.0,0,0,19,157,3
1703,8,0,8,46,1,50000.0,0,0,19,436,2
1704,8,8,11,54,1,32852793.0,5962702,1,19,388,0
1705,2,0,4,43,1,17463251.0,0,1,19,309,2
1706,7,0,0,45,1,597.0,0,0,19,388,2
1707,7,0,1,54,1,233000.0,0,0,31,328,0
1708,8,0,5,70,1,58352000.0,2257000,1,19,352,0
1709,7,0,9,47,1,838628.0,0,0,19,309,2
1710,8,0,11,52,1,50000.0,0,0,33,182,0
1711,8,0,5,30,1,1575000.0,0,0,4,401,0
1712,7,0,1,53,1,761000.0,0,0,19,309,2
1713,7,0,1,36,1,152000.0,0,0,30,30,0
1714,2,0,11,46,1,143491494.0,92198588,1,28,245,0
1715,8,0,0,61,1,535800.0,0,0,1,249,0
1716,7,1,5,26,1,266000.0,0,0,33,102,0
1717,7,0,1,47,1,660000.0,0,0,10,53,3
1718,2,16,0,64,1,65316725.0,34176876,1,19,4,0
1719,6,0,5,54,1,3575000.0,538000,0,30,381,2
1720,5,0,6,63,1,64318720.0,13001000,0,30,156,0
1721,5,0,11,50,1,33049195.0,800000,0,30,370,0
1722,7,0,5,41,1,35033.0,0,0,30,300,0
1723,7,0,11,31,1,185000.0,0,0,30,491,2
1724,8,0,6,57,1,32901000.0,0,0,30,121,0
1725,7,0,9,53,1,115500.0,0,0,15,127,2
1726,8,1,5,66,1,29856503.0,2512561,0,30,165,0
1727,8,0,3,31,1,0.0,0,0,35,32,2
1728,8,0,2,32,1,5220000.0,20000,0,19,431,2
1729,7,0,1,35,1,60000.0,50000,0,19,354,0
1730,8,1,5,50,1,7717668.0,0,0,33,404,0
1731,8,0,0,41,1,2262533.0,0,0,4,445,2
1732,5,0,6,57,1,12964091.0,222000,0,30,131,0
1733,8,1,1,33,1,6829298.0,0,0,4,278,0
1734,8,0,1,33,1,560000.0,0,0,18,526,2
1735,3,1,11,42,1,779202.0,0,0,4,474,2
1736,2,2,11,51,1,37800000.0,0,1,18,454,0
1737,8,0,0,30,1,100500.0,0,0,6,104,0
1738,8,0,11,48,1,1538638.0,75000,0,33,261,0
1739,7,0,9,70,1,4009373.0,0,0,30,525,2
1740,8,0,0,40,1,167000.0,17500,0,30,525,0
1741,7,0,2,53,1,929000.0,0,0,6,321,0
1742,8,0,5,32,1,60000.0,0,0,15,149,0
1743,7,0,5,34,1,425000.0,0,0,19,80,0
1744,8,0,5,65,1,2528000.0,0,0,35,184,0
1745,8,0,0,33,1,8500.0,0,0,33,227,2
1746,7,0,11,32,1,119919.0,0,0,33,18,0
1747,2,0,11,73,1,10656364.0,0,0,20,389,3
1748,3,0,11,49,1,9110000.0,3000000,0,31,532,2
1749,7,1,1,47,1,21327928.0,0,0,14,146,0
1750,8,1,1,30,1,240000.0,0,0,10,523,3
1751,8,0,6,40,1,28246000.0,24000000,0,33,102,0
1752,8,0,1,35,1,8464037.0,250000,0,4,88,0
1753,7,0,11,27,1,640000.0,150000,0,34,490,0
1754,7,0,0,28,1,50000.0,0,0,19,366,0
1755,8,0,1,34,1,637543.0,0,0,33,346,2
1756,7,0,0,37,1,415157.0,2000,0,14,146,0
1757,7,0,11,51,1,5276151.0,600000,0,3,74,0
1758,8,0,1,32,1,2000.0,0,0,18,49,2
1759,8,0,11,37,1,327400.0,0,0,35,327,2
1760,8,0,6,47,1,633000.0,0,0,18,98,0
1761,3,0,1,31,1,150000.0,0,0,19,392,3
1762,6,2,2,80,1,51833563.0,271769,0,19,372,3
1763,8,4,5,41,0,60886040.0,7368967,1,19,536,0
1764,7,0,0,60,1,2170000.0,0,0,19,453,0
1765,8,1,0,65,1,371500.0,0,0,25,225,2
1766,9,4,6,64,1,12025302.0,227000,0,19,41,0
1767,8,0,1,0,1,18175500.0,183872,0,33,12,0
1768,8,0,6,40,1,719300.0,0,0,15,143,0
1769,8,0,2,34,1,375000.0,0,0,15,125,2
1770,3,1,6,44,1,1174000.0,100000,0,1,15,2
1771,7,0,11,60,1,658118000.0,0,0,1,530,3
1772,8,0,3,47,0,18756436.0,0,0,4,452,2
1773,8,1,5,30,0,30267735.0,583602,0,14,469,3
1774,8,0,1,38,0,53000.0,0,0,18,198,0
1775,8,0,1,42,1,6423981.0,1100000,0,19,463,0
1776,8,0,2,50,0,0.0,0,0,27,79,0
1777,8,0,0,63,1,44466487.0,23968087,1,19,418,0
1778,8,0,5,49,0,176721674.0,38712502,0,15,461,0
1779,2,0,10,68,1,1185773.0,0,0,35,214,0
1780,7,0,6,73,1,20103771.0,0,0,16,496,0
1781,8,0,2,57,1,7850.0,0,0,30,525,0
1782,7,0,11,69,1,1264010.0,0,0,30,501,0
1783,8,0,0,44,1,2100191.0,100000,0,28,267,2
1784,7,0,5,50,1,3465000.0,220000,0,18,217,2
1785,7,0,0,57,1,21043000.0,0,0,24,380,2
1786,7,0,0,39,1,1351051.0,0,0,18,330,3
1787,7,0,10,62,1,7842986.0,1857893,0,33,311,0
1788,8,0,3,38,1,11200149.0,780879,0,19,336,0
1789,8,0,11,32,1,1921000.0,0,0,19,117,2
1790,7,0,1,48,1,275000.0,0,0,28,90,2
1791,9,0,0,62,1,19939000.0,878970,0,13,27,0
1792,7,0,3,35,1,193600.0,0,0,19,462,2
1793,8,1,6,43,1,623000.0,280800,0,4,266,0
1794,2,0,6,63,1,16100000.0,1380000,0,13,66,0
1795,9,0,11,61,1,22108104.0,5678445,0,33,46,0
1796,6,0,11,65,1,41389590.0,0,0,13,512,0
1797,7,0,5,50,1,123766.0,0,0,13,305,0
1798,7,0,1,55,1,10572325.0,300000,0,19,371,0
1799,8,3,5,46,1,14586699.0,1046647,0,14,391,2
1800,8,0,0,49,1,400000.0,0,0,2,37,3
1801,8,0,11,61,1,24920000.0,0,0,13,512,2
1802,6,0,5,71,1,5895460.0,2500000,0,25,295,3
1803,3,0,0,71,1,103000.0,0,0,35,132,2
1804,5,0,9,59,1,46700792.0,7733259,0,30,120,0
1805,7,0,2,46,1,3415000.0,0,0,30,120,0
1806,2,1,5,61,1,50054771.0,0,1,4,378,0
1807,3,0,1,53,1,2182000.0,80000,0,10,394,0
1808,3,1,5,50,1,24839368.0,8097654,0,33,365,2
1809,7,0,11,48,1,31708655.0,0,0,35,75,0
1810,8,2,2,37,1,2333000.0,300000,0,10,323,0
1811,7,0,11,36,1,381000.0,0,0,18,437,0
1812,8,0,11,44,1,1915000.0,0,0,33,483,0
1813,8,0,8,45,1,198200.0,0,0,33,517,0
1814,7,6,0,30,1,565000.0,0,0,18,194,0
1815,8,3,5,44,0,1887379.0,0,0,14,189,0
1816,7,0,5,36,1,101000.0,0,0,30,318,0
1817,8,1,6,51,0,58683.0,0,0,1,26,0
1818,7,0,11,38,1,14600000.0,5600000,0,31,122,0
1819,7,0,11,76,1,7492013.0,0,0,30,318,0
1820,7,0,1,49,1,1501000.0,275000,0,15,143,0
1821,2,0,0,61,1,232375703.0,17951455,1,15,143,0
1822,8,0,5,56,1,39415000.0,1950000,0,1,423,0
1823,7,0,0,38,1,275000.0,0,0,15,509,2
1824,8,0,7,48,1,146000.0,0,0,30,370,2
1825,7,0,0,43,1,8146501.0,0,0,15,55,0
1826,8,0,10,44,1,885000.0,0,0,15,83,3
1827,7,0,10,50,1,673700.0,50000,0,15,125,0
1828,7,0,6,44,1,545000.0,80000,0,15,289,2
1829,8,0,3,62,1,457000.0,0,0,35,214,0
1830,8,0,3,56,1,755731.0,0,0,35,184,0
1831,8,2,5,52,1,505500.0,0,0,33,304,2
1832,8,0,3,34,1,100000.0,0,0,27,170,2
1833,8,0,11,49,1,10378857.0,148784,1,31,0,3
1834,8,1,10,43,1,83628253.0,23559648,1,19,376,0
1835,7,0,0,34,1,1262200.0,733400,0,1,64,2
1836,7,0,3,44,1,0.0,0,0,10,92,2
1837,7,0,0,52,1,1851000.0,168890,0,10,92,0
1838,2,1,5,69,1,2883567122.0,168501286,1,1,375,0
1839,7,0,11,30,0,134022.0,240000,0,30,429,2
1840,8,0,11,35,1,335000.0,0,0,1,387,0
1841,8,0,0,70,1,987537.0,0,0,35,243,3
1842,8,1,5,47,1,4103000.0,0,0,19,349,2
1843,8,0,11,52,1,10941189.0,1224754,1,30,381,2
1844,7,0,0,69,1,1000.0,0,0,28,103,2
1845,2,10,2,60,1,95617889.0,0,1,19,349,0
1846,3,0,3,49,1,67500.0,0,0,35,76,2
1847,8,0,6,54,1,19074709.0,13629120,1,30,362,2
1848,8,0,1,43,1,1239961.0,0,0,33,346,2
1849,7,0,5,30,1,76000.0,0,0,35,184,0
1850,8,0,0,41,1,1895049.0,13579,0,35,184,3
1851,8,1,5,65,1,108894131.0,0,0,28,90,2
1852,8,1,0,52,1,100000.0,0,0,25,360,3
1853,7,0,5,33,1,570000.0,0,0,30,429,0
1854,7,0,0,73,1,2410664.0,0,0,4,35,0
1855,6,0,6,63,1,4157012.0,796727,0,28,428,0
1856,3,0,2,44,1,8626500.0,0,0,28,245,2
1857,8,0,3,44,1,670004.0,0,0,3,181,0
1858,0,0,5,69,1,20624119.0,3437403,0,3,492,0
1859,7,0,5,55,1,25686000.0,3020900,0,30,30,2
1860,7,0,11,61,1,2486000.0,201347,0,16,325,0
1861,8,0,5,53,1,11382580.0,0,0,3,181,2
1862,3,0,3,43,1,426659.0,37200,0,25,360,3
1863,8,0,7,51,1,2045000.0,0,0,19,493,2
1864,6,0,8,39,1,19406959.0,895121,0,30,165,0
1865,8,1,0,42,1,1899211.0,20295,0,33,6,0
1866,7,0,1,58,1,2500000.0,150000,0,30,525,0
1867,7,0,2,27,1,50000.0,0,0,10,394,0
1868,0,0,8,69,1,500000.0,0,0,28,130,0
1869,7,0,11,47,1,621500.0,200000,0,31,402,2
1870,8,1,2,38,1,141876.0,0,0,28,511,3
1871,7,0,9,75,1,240000.0,0,0,16,272,3
1872,6,0,11,31,1,5473199.0,1042133,1,3,254,0
1873,7,0,11,42,1,1100000.0,100000,0,35,61,3
1874,8,0,0,63,1,1201800.0,0,0,35,141,0
1875,7,0,3,30,1,242000.0,0,0,3,268,2
1876,7,0,3,32,1,764000.0,0,0,19,431,2
1877,9,0,0,37,1,43703163.0,2740661,0,15,100,0
1878,7,0,6,47,1,484400.0,0,0,19,436,0
1879,7,0,7,44,1,250000.0,0,0,30,525,3
1880,7,0,3,37,1,1745550.0,78214,0,30,443,0
1881,7,0,0,58,1,3285000.0,50000,0,15,509,2
1882,7,0,2,55,1,5230430.0,0,0,33,320,0
1883,7,0,5,37,1,120000.0,30000,0,15,294,0
1884,8,1,2,62,1,1891361.0,0,0,10,398,0
1885,3,0,3,45,1,2470000.0,0,0,28,93,2
1886,8,0,6,25,1,1737312.0,0,0,33,251,0
1887,7,0,3,42,1,265000.0,0,0,28,506,0
1888,6,1,11,48,1,30758478.0,2458028,0,18,441,0
1889,8,0,5,44,1,682247.0,0,0,30,300,0
1890,7,0,2,63,1,8750000.0,500000,0,30,271,0
1891,8,0,0,59,1,1239728.0,90000,0,26,407,0
1892,8,0,5,43,1,14385756.0,36503,0,19,371,0
1893,3,0,11,65,1,24397589.0,278400,0,28,267,2
1894,7,0,3,29,1,828000.0,0,0,33,182,0
1895,2,0,6,73,1,275785995.0,67200540,0,15,509,0
1896,7,0,10,50,1,5875000.0,0,0,26,407,0
1897,7,0,0,30,0,1120900.0,0,0,26,407,2
1898,8,0,0,41,1,2223000.0,1550000,0,31,97,0
1899,7,0,8,30,1,270000.0,0,0,31,280,3
1900,7,0,8,29,1,270000.0,0,0,31,280,3
1901,8,0,3,37,1,685000.0,400000,0,31,319,3
1902,8,0,1,40,1,57168060.0,5000000,0,33,238,0
1903,7,0,0,63,1,1087100.0,0,0,28,129,0
1904,8,0,5,42,1,53952000.0,0,0,11,476,0
1905,9,0,3,49,1,858960.0,148000,0,28,428,0
1906,3,0,5,31,1,35.0,0,0,4,316,0
1907,8,1,5,45,1,7903095.0,682408,0,15,127,2
1908,3,2,3,42,1,270000.0,0,0,19,395,0
1909,0,0,5,36,1,8808016.0,0,0,2,37,3
1910,10,0,5,41,0,2587354.0,0,0,1,31,3
1911,8,0,1,28,1,87000.0,0,0,30,381,2
1912,8,0,0,42,1,123000.0,0,0,30,491,2
1913,7,0,5,52,1,55500.0,0,0,30,338,2
1914,7,0,0,53,1,0.0,0,0,30,473,0
1915,7,4,3,33,1,480184.0,81600,0,30,370,0
1916,7,0,5,52,1,5050.0,0,0,30,494,2
1917,8,0,0,52,1,21195000.0,5200000,0,30,165,0
1918,7,0,0,0,1,179000.0,0,0,18,98,2
1919,8,0,7,40,0,1054898.0,0,0,33,438,2
1920,9,0,6,62,1,10322068.0,217200,0,3,246,3
1921,8,0,5,64,1,8861773.0,0,0,31,369,0
1922,3,0,10,41,1,209390631.0,23488366,0,19,19,2
1923,7,0,2,45,1,16996369.0,0,0,19,350,0
1924,8,0,0,54,1,14525880.0,0,0,33,186,0
1925,7,0,0,33,1,7500.0,0,0,27,400,0
1926,8,0,0,59,1,805000.0,0,0,27,170,2
1927,7,0,0,42,1,140000.0,0,0,27,79,0
1928,8,0,0,37,1,335519.0,0,0,27,172,0
1929,8,0,7,44,1,570000.0,0,0,27,79,0
1930,8,0,0,39,1,812000.0,0,0,27,449,2
1931,7,2,6,42,1,9975000.0,70000,0,27,312,0
1932,8,0,0,33,1,200000.0,0,0,27,21,2
1933,7,0,8,58,1,618766.0,0,0,27,176,0
1934,8,0,11,50,1,3182920.0,237000,0,14,188,0
1935,7,0,3,69,1,4097703.0,300000,0,27,25,2
1936,8,0,5,47,1,3125677.0,69000,0,11,303,0
1937,8,0,1,62,1,3700000.0,200000,0,27,196,0
1938,8,1,1,44,1,3574000.0,100000,0,27,79,2
1939,7,1,0,59,1,474040.0,0,0,27,277,2
1940,7,0,9,55,1,50000.0,0,0,11,16,2
1941,7,0,11,67,1,981975.0,100000,0,27,25,0
1942,3,0,1,38,1,5530658.0,260000,0,12,460,2
1943,7,0,3,57,1,85000.0,530,0,19,536,0
1944,8,0,2,53,1,2027000.0,0,0,27,277,2
1945,8,0,2,38,1,1070000.0,0,0,27,400,2
1946,8,0,2,33,1,15350.0,0,0,27,449,2
1947,8,0,5,46,1,1654228.0,0,0,27,196,0
1948,8,0,1,34,1,19540000.0,3350000,0,13,232,0
1949,7,0,11,50,1,4630000.0,0,0,27,25,0
1950,7,0,1,38,1,3742000.0,820000,0,19,431,2
1951,8,0,6,32,1,6971500.0,250000,0,15,513,0
1952,6,1,1,60,1,85907866.0,10103677,1,31,369,0
1953,7,0,0,53,1,3532000.0,0,0,15,58,2
1954,4,1,6,64,1,6720730.0,620000,0,15,125,0
1955,8,0,0,35,1,333000.0,0,0,35,154,0
1956,8,0,11,56,1,14587055.0,0,0,2,37,3
1957,8,0,7,53,1,430000.0,0,0,24,477,0
1958,8,3,10,49,1,640000.0,0,0,4,241,0
1959,7,0,0,58,1,5401000.0,750000,0,19,349,0
1960,3,0,5,40,1,15758303.0,0,0,14,118,0
1961,3,2,3,55,1,68484555.0,575735,0,33,347,0
1962,8,0,10,64,1,2100000.0,0,0,16,498,0
1963,7,0,1,49,1,18326297.0,0,0,33,324,0
1964,7,0,0,46,1,741417.0,0,0,18,94,2
1965,8,0,5,62,1,5219608.0,49608,0,11,169,0
1966,8,0,11,50,1,4716722.0,100000,0,33,158,0
1967,7,1,5,39,1,680000.0,0,0,33,12,2
1968,7,0,1,42,1,60000.0,0,0,11,210,2
1969,8,0,1,42,1,77000.0,0,0,11,470,2
1970,7,0,6,43,1,3411840.0,42000,0,33,442,0
1971,7,1,6,42,1,3309739.0,0,0,28,364,0
1972,8,0,6,59,1,3023141.0,80027,0,28,364,0
1973,8,2,6,47,1,74860123.0,9600000,0,31,328,0
1974,8,3,5,44,1,45000.0,0,0,31,322,0
1975,3,0,5,38,1,1802540.0,0,0,35,301,0
1976,7,0,5,54,1,6395670.0,44625,0,33,44,0
1977,7,0,5,69,1,4000000.0,0,0,27,25,0
1978,8,0,11,41,1,962066.0,665800,0,35,231,2
1979,8,0,11,41,1,1562066.0,665800,0,35,132,2
1980,8,1,1,42,1,6189246.0,0,0,24,535,0
1981,8,1,3,47,1,2522000.0,0,0,33,313,2
1982,3,0,1,29,1,415000.0,80000,0,16,390,2
1983,9,0,11,78,1,9164110.0,0,0,33,444,0
1984,8,1,0,60,1,1048500.0,70,0,35,231,2
1985,7,0,2,60,1,758500.0,0,0,19,392,3
1986,8,0,6,58,1,4004437.0,500000,0,13,232,0
1987,8,4,11,53,1,32966706.0,0,1,30,30,0
1988,8,0,0,37,1,1951470.0,90000,0,4,81,0
1989,7,0,4,37,1,860000.0,0,0,1,531,0
1990,7,0,9,28,1,100000.0,0,0,30,30,0
1991,8,0,0,29,1,262100.0,0,0,33,524,2
1992,2,1,3,51,1,10184120.0,2000000,1,4,183,2
1993,8,0,0,48,1,632030.0,0,0,33,344,2
1994,2,0,8,73,1,23403964.0,0,1,33,187,0
1995,3,1,0,49,1,12547000.0,25000,0,4,317,0
1996,7,0,9,69,1,20000.0,0,0,33,313,0
1997,8,0,5,50,1,1930000.0,0,0,33,187,2
1998,7,0,3,52,1,9508574.0,0,0,27,449,0
1999,8,0,11,67,1,35588128.0,6700000,1,27,172,2
2000,8,0,1,40,1,3270600.0,0,0,33,347,2
2001,2,0,11,58,1,15318114.0,0,1,33,17,0
2002,0,0,0,49,1,23010474.0,3391550,0,24,116,0
2003,2,0,5,56,1,188310824.0,2728752,1,28,428,0
2004,8,0,1,38,1,239580.0,0,0,35,231,2
2005,8,0,3,55,1,837000.0,0,0,33,308,2
2006,8,2,0,44,1,80659606.0,1997168,0,3,306,0
2007,8,0,1,37,1,1179873.0,0,0,33,311,0
2008,7,0,3,74,1,1420000.0,0,0,28,364,0
2009,8,0,11,27,1,480500.0,0,0,28,364,2
2010,8,1,3,47,1,4382738.0,0,0,27,312,0
2011,7,0,0,25,1,422300.0,0,0,30,30,0
2012,7,0,0,39,1,233800.0,0,0,30,30,0
2013,2,2,11,40,1,5345882.0,860185,1,33,78,3
2014,2,0,5,59,1,60394789.0,45000,1,28,142,2
2015,8,0,1,44,1,9535000.0,250000,0,34,13,2
2016,7,0,5,55,1,4851734.0,975000,0,19,95,0
2017,6,0,11,43,1,8822577.0,2407054,0,28,73,0
2018,8,0,3,47,1,1807873.0,0,0,27,400,0
2019,8,0,0,39,1,1941143.0,0,0,28,63,3
2020,7,0,3,41,1,516000.0,0,0,28,14,0
2021,7,0,0,53,1,645000.0,0,0,33,410,0
2022,7,1,1,50,1,29194281.0,572550,0,24,380,0
2023,6,0,11,50,1,29131071.0,3128091,0,27,277,0
2024,8,0,1,26,1,10000.0,0,0,27,172,2
2025,7,0,6,38,1,466633.0,0,0,24,383,2
2026,6,1,5,66,1,131483270.0,35996155,0,33,320,0
2027,8,0,0,47,0,1081664910.0,412634299,1,27,79,0
2028,8,0,6,58,1,108596036.0,10210645,0,27,312,0
2029,8,0,0,39,1,333000.0,0,0,35,220,0
2030,8,0,7,45,1,39907.0,0,0,19,351,0
2031,8,2,1,35,1,11185018.0,442109,0,19,4,0
2032,8,0,10,81,1,42721242.0,8648283,1,15,203,0
2033,8,1,5,54,1,1497830567.0,729603654,0,15,125,0
2034,8,0,0,39,1,483000.0,50000,0,15,203,0
2035,8,0,0,58,0,103368000.0,0,0,33,44,0
2036,6,0,1,72,1,20107728.0,1300000,0,25,484,3
2037,7,0,11,34,1,269500.0,20284,0,33,144,0
2038,8,0,0,40,1,651000.0,0,0,33,187,0
2039,8,0,0,41,1,15206538.0,1008079,0,11,197,0
2040,8,0,11,34,1,38599.0,0,0,33,524,0
2041,7,0,3,53,1,219000.0,0,0,6,321,0
2042,2,0,1,64,1,5092000.0,1050000,0,35,132,2
2043,1,2,5,46,1,503907437.0,4786551,1,25,258,0
2044,8,0,6,32,1,69500.0,0,0,3,306,2
2045,8,1,5,32,1,967000.0,0,0,6,260,3
2046,2,0,5,58,1,41894447.0,13010487,0,14,426,3
2047,8,0,4,55,0,30794844.0,2087939,0,14,146,0
2048,8,0,8,60,1,965000.0,80000,0,28,179,2
2049,8,0,6,67,1,30630000.0,0,0,33,264,0
2050,8,0,6,34,1,44487450.0,10975665,0,27,25,0
2051,6,0,11,29,0,4804487.0,0,0,18,49,0
2052,8,0,11,39,1,1221600.0,0,0,33,114,2
2053,8,0,6,63,1,1279200.0,0,0,33,48,2
2054,8,0,11,64,1,3422500.0,0,0,14,146,0
2055,8,0,11,59,1,6019712.0,500000,0,33,201,2
2056,4,0,4,57,1,745430.0,0,0,33,524,0
2057,7,1,1,31,1,746500.0,0,0,35,243,3
2058,8,3,11,79,1,700304.0,0,0,6,296,3
2059,8,0,0,37,1,5003935.0,570200,0,10,248,2
2060,8,0,10,42,1,11200.0,0,0,35,291,0
2061,7,0,3,58,1,2546997.0,0,0,35,132,2
2062,8,1,0,70,1,4359500.0,50000,0,15,143,0
2063,8,0,5,42,1,390000.0,0,0,15,332,2
2064,7,0,3,78,1,41985.0,0,0,24,383,0
2065,8,0,1,35,1,6000.0,0,0,15,55,3
2066,8,0,3,34,1,978000.0,400000,0,15,509,0
2067,7,0,0,44,1,335000.0,100000,0,15,289,2
2068,8,0,0,66,1,2626000.0,674000,0,15,125,0
2069,7,0,1,31,1,142000.0,60000,0,19,80,0
2070,8,0,11,37,1,3260000.0,800,0,3,246,0
2071,7,2,7,71,1,8064318.0,26318,0,6,421,0
2072,7,0,11,27,1,9000.0,0,0,3,306,0
2073,7,0,0,31,1,5287542.0,0,0,30,33,0
2074,8,0,1,47,1,209000.0,1150000,0,15,127,2
2075,2,0,5,77,1,77978890.0,0,1,4,317,0
2076,2,2,6,75,1,29078847.0,2941671,1,33,250,0
2077,8,0,0,65,1,507000.0,0,0,35,61,2
2078,9,0,1,37,0,14344567.0,50000,0,33,22,0
2079,8,0,5,50,1,9950000.0,812000,0,15,45,0
2080,8,1,11,35,1,4106000.0,0,0,15,359,0
2081,8,0,2,43,1,8871653.0,480000,0,19,354,0
2082,7,0,11,63,1,5141000.0,0,0,15,289,2
2083,8,1,0,57,1,11248827.0,0,0,30,338,0
2084,7,0,2,36,1,555764.0,0,0,4,241,0
2085,7,7,1,44,1,310625000.0,56406000,0,31,322,0
2086,0,9,6,64,1,9800277.0,0,1,35,76,0
2087,8,0,3,40,1,2682000.0,0,0,28,428,0
2088,7,0,8,42,1,165800.0,0,0,33,524,0
2089,6,0,11,49,1,280354736.0,0,0,28,297,0
2090,6,0,5,42,0,4432000.0,0,0,35,59,2
2091,8,0,3,30,1,1213500.0,700000,0,18,434,3
2092,7,0,10,36,1,5000.0,0,0,1,422,0
2093,7,0,0,39,1,2560296.0,0,0,33,171,0
2094,7,0,5,59,1,1882500.0,70000,0,18,424,0
2095,3,0,6,43,1,4032000.0,400000,0,1,530,0
2096,6,0,1,38,0,12751000.0,1989540,0,18,94,2
2097,8,0,11,34,1,23968.0,0,0,30,525,0
2098,8,0,5,29,1,391000.0,0,0,18,279,0
2099,7,0,5,27,1,7845.0,0,0,4,266,0
2100,8,0,5,34,1,1514000.0,250000,0,33,261,0
2101,6,5,1,43,1,47166093.0,2012262,0,33,442,0
2102,8,0,1,47,1,74000.0,57000,0,35,326,0
2103,3,0,5,46,1,83320451.0,7500000,0,19,411,0
2104,2,0,6,64,1,250698763.0,0,1,11,197,0
2105,8,0,1,47,1,195000.0,0,0,18,330,3
2106,7,0,5,39,0,948604.0,0,0,20,218,0
2107,0,0,11,56,0,629817.0,0,0,33,524,0
2108,8,0,0,40,1,507000.0,10000,0,4,183,2
2109,7,0,6,35,1,3312913.0,0,0,4,88,0
2110,8,2,11,51,1,356214.0,103580,0,4,521,0
2111,8,0,1,66,1,7645000.0,0,0,33,192,0
2112,6,0,5,68,1,62690091.0,2494561,0,18,465,0
2113,0,0,10,49,1,65692378.0,23361672,0,35,47,0
2114,6,0,11,31,0,3190926.0,1328225,0,35,38,0
2115,4,0,11,60,1,8543953.0,0,0,28,130,0
2116,8,0,11,35,1,172487.0,0,0,34,180,0
2117,8,0,6,36,0,10215879.0,0,0,4,111,0
2118,8,0,5,63,1,63065868.0,25092634,0,19,110,0
2119,7,1,1,33,1,152000.0,31456,0,30,495,2
2120,7,0,3,54,1,480639.0,0,0,30,495,0
2121,7,0,3,66,1,54474761.0,1303000,1,16,112,0
2122,8,0,3,36,1,615000.0,170000,0,33,144,0
2123,8,0,6,50,1,3330000.0,450000,0,31,340,0
2124,3,0,0,39,1,585029.0,80000,0,15,149,2
2125,7,2,3,31,1,161000.0,0,0,18,139,0
