,Candidate,Party,CriminalCases,Education,Age,Gender,TotalAssets,Liabilities,Winner,State,Constituency,Year,Category,Votes,ValidVotes,VoteSharePercentage,PartyID
916,chudasamarajeshbhainaranbhai,BJP,1,12th Pass,31,M,7446059.0,1110690,1,gujarat,junagadh,2014,GEN,513179,941378,54.51,1605
917,punjabhaibhimabhaivansh,INC,1,12th Pass,51,M,18336717.0,2067932,0,gujarat,junagadh,2014,GEN,377347,941378,40.08,3482
918,chavdavinodlakhmashi,BJP,0,Graduate Professional,35,M,5618643.0,411255,1,gujarat,kachchh,2014,SC,562855,946240,59.48,1605
919,danichagovindbhaipunamchand,AAP,0,Graduate Professional,46,M,3777000.0,0,0,gujarat,kachchh,2014,SC,15797,946240,1.67,13
920,drdineshparmar,INC,2,Graduate Professional,70,M,13760562.0,249199,0,gujarat,kachchh,2014,SC,308373,946240,32.59,3482
921,hirjipunjabhaisiju,Bahujan Mukti Party,0,10th Pass,37,M,5003935.0,570200,0,gujarat,kachchh,2014,SC,21106,946240,2.23,1074
922,kamalbhaimatang,BSP,0,12th Pass,38,M,2376000.0,0,0,gujarat,kachchh,2014,SC,21230,946240,2.24,16651
923,chauhandevusinhjesingbhai,BJP,0,12th Pass,49,M,9426376.0,1047919,1,gujarat,kheda,2014,GEN,568235,955906,59.44,1605
924,khristiadwardkhushalbhai,IND,0,10th Pass,0,M,630000.0,0,0,gujarat,kheda,2014,GEN,938,955906,0.1,10809
925,maleksabirhusenismaelbhai,IND,0,8th Pass,0,M,75000.0,0,0,gujarat,kheda,2014,GEN,2720,955906,0.28,10809
926,malekyakubmiyanabimiya,IND,0,10th Pass,0,M,1038000.0,0,0,gujarat,kheda,2014,GEN,955,955906,0.1,10809
927,pandavbhailalbhaikalubhai,BSP,0,10th Pass,30,M,80000.0,0,0,gujarat,kheda,2014,SC,5791,955906,0.61,16651
928,parikhviralhasmukhbhai,IND,9,12th Pass,39,M,3386800.0,500000,0,gujarat,kheda,2014,GEN,846,955906,0.09,10809
929,pathanamanullakhasitabkha,IND,0,10th Pass,0,M,97000.0,0,0,gujarat,kheda,2014,GEN,803,955906,0.08,10809
930,ranveerpranayrajgovindbhai,Bahujan Mukti Party,0,Graduate Professional,32,M,642900.0,53000,0,gujarat,kheda,2014,SC,944,955906,0.1,1074
931,ratansinhudesinhchauhan,IND,0,10th Pass,65,M,2680000.0,0,0,gujarat,kheda,2014,GEN,3495,955906,0.37,10809
932,pateljayshreebenkanubhai,BJP,0,10th Pass,55,F,13278493.0,1814057,1,gujarat,mahesana,2014,GEN,580250,1004258,57.78,1605
933,chaudharydineshbhaisalubhai,Vishva Hindustani Sangathan,0,Literate,37,M,4410200.0,695000,0,gujarat,mahesana,2014,GEN,1084,1004258,0.11,8503
934,girishjijenajidabhi,Bharatiya National Janta Dal,2,5th Pass,37,M,2333000.0,300000,0,gujarat,mahesana,2014,GEN,4825,1004258,0.48,9441
935,mahmadazamhaiderkhanpathan,IND,1,8th Pass,29,M,2522354.0,0,0,gujarat,mahesana,2014,GEN,6139,1004258,0.61,10809
936,pateldilipbhaisomabhai,Hindustan Janta Party,0,8th Pass,46,M,4321000.0,0,0,gujarat,mahesana,2014,GEN,1032,1004258,0.1,10341
937,pateljivabhaiambalal,INC,0,10th Pass,75,M,229480000.0,26829000,0,gujarat,mahesana,2014,GEN,371359,1004258,36.98,3482
938,prajapativitthalbhaivirdas,IND,0,10th Pass,61,M,5306239.0,0,0,gujarat,mahesana,2014,GEN,5982,1004258,0.6,10809
939,patilchandrakantraghunath,BJP,7,10th Pass,59,M,744761133.0,405888122,1,gujarat,navsari,2014,GEN,820831,1160747,70.72,1605
940,aslammistry,Bharatiya Bahujan Congress,0,8th Pass,57,M,976254.0,0,0,gujarat,navsari,2014,GEN,3853,1160747,0.33,15789
941,keshavjilsaradva,IND,0,Graduate,62,M,56738000.0,650000,0,gujarat,navsari,2014,GEN,1059,1160747,0.09,10809
942,latabenashokkumardwivedi,IND,0,10th Pass,44,F,1794000.0,75000,0,gujarat,navsari,2014,GEN,7560,1160747,0.65,10809
943,maksudmirza,INC,0,10th Pass,40,M,570000.0,0,0,gujarat,navsari,2014,GEN,262715,1160747,22.63,3482
944,patelbhupendrakumardhirubhai,JD(U),0,10th Pass,34,M,3015000.0,0,0,gujarat,navsari,2014,ST,1264,1160747,0.11,11002
945,percymunshi,IND,0,Graduate,51,M,10095000.0,0,0,gujarat,navsari,2014,GEN,2235,1160747,0.19,10809
946,pyarelalbharti,Hindusthan Nirman Dal,0,10th Pass,47,M,21000.0,1000,0,gujarat,navsari,2014,SC,834,1160747,0.07,3288
947,ramjanmansurijournalist,IND,0,10th Pass,48,M,170882.0,0,0,gujarat,navsari,2014,GEN,1787,1160747,0.15,10809
948,ravshahebbhimravpatilbandhu,IND,0,12th Pass,40,M,2871000.0,0,0,gujarat,navsari,2014,GEN,2888,1160747,0.25,10809
949,rohitgandhi,IND,0,Graduate,36,M,14778143.0,600000,0,gujarat,navsari,2014,GEN,4267,1160747,0.37,10809
950,chauhanprabhatsinhpratapsinh,BJP,3,10th Pass,72,M,10464000.0,0,1,gujarat,panchmahal,2014,GEN,508274,933461,54.45,1605
951,chavadaharishchandrasinhprabhatsinh,IND,1,10th Pass,35,M,45000.0,0,0,gujarat,panchmahal,2014,GEN,3751,933461,0.4,10809
952,giriramchandravaijnath,BSP,0,12th Pass,53,M,2182000.0,80000,0,gujarat,panchmahal,2014,GEN,15956,933461,1.71,16651
953,gorashoebmohmadhanif,IND,0,5th Pass,27,M,50000.0,0,0,gujarat,panchmahal,2014,GEN,1497,933461,0.16,10809
954,patelpankajbhairavjibhai,IND,0,Graduate,41,M,686286.0,0,0,gujarat,panchmahal,2014,GEN,5426,933461,0.58,10809
955,piyushkumardilipbhaiparmar,AAP,0,Post Graduate,32,M,15000.0,0,0,gujarat,panchmahal,2014,SC,6935,933461,0.74,13
956,shaikhkalimabdullatif,SP,0,8th Pass,47,M,536400.0,0,0,gujarat,panchmahal,2014,GEN,1993,933461,0.21,7425
957,shaikhmajitmiyajivamiya,JD(U),0,10th Pass,65,M,416000.0,15000,0,gujarat,panchmahal,2014,GEN,1337,933461,0.14,11002
958,bhoraniyasoyabbhaihasambhai,IND,0,8th Pass,47,M,2413000.0,0,0,gujarat,patan,2014,GEN,2550,955799,0.27,10809
959,desaiishwarbhaimahadevbhai,IND,0,Literate,53,M,1027300.0,240000,0,gujarat,patan,2014,GEN,1752,955799,0.18,10809
960,govindjiokhajithakor,JD(U),1,5th Pass,62,M,1891361.0,0,0,gujarat,patan,2014,GEN,6188,955799,0.65,11002
961,jagralaimranmahemud,IND,0,8th Pass,37,M,4219599.0,1914236,0,gujarat,patan,2014,GEN,1978,955799,0.21,10809
962,jakasijijogajithakor,Bahujan Mukti Party,0,8th Pass,44,M,1181531.0,335000,0,gujarat,patan,2014,GEN,2760,955799,0.29,1074
963,molapiyaabdulkudusabdulmajid,IND,0,5th Pass,39,M,189000.0,0,0,gujarat,patan,2014,GEN,5629,955799,0.59,10809
964,parmarbhaichandbhaisomabhai,Republican Party of India Ektavadi,0,5th Pass,59,M,273000.0,0,0,gujarat,patan,2014,SC,910,955799,0.1,7165
965,parmarmaganbhaiamarabhai,BSP,0,10th Pass,44,M,940000.0,0,0,gujarat,patan,2014,SC,9900,955799,1.04,16651
966,rathodbhavsinhbhaidahyabhai,INC,0,Literate,78,M,6163441.0,3019000,0,gujarat,patan,2014,GEN,379819,955799,39.74,3482
967,radadiyavithalbhaihansrajbhai,BJP,10,Graduate,55,M,73003639.0,316000,1,gujarat,porbandar,2014,GEN,508437,809433,62.81,1605
968,irfanshahhabibshahsuharavardi,SP,0,10th Pass,34,M,50000.0,0,0,gujarat,porbandar,2014,GEN,3825,809433,0.47,7425
969,joshiharishliladhar,IND,0,8th Pass,36,M,56000.0,0,0,gujarat,porbandar,2014,GEN,1024,809433,0.13,10809
970,khokhanilalitabenmansukhbhai,IND,0,Literate,48,F,921436.0,0,0,gujarat,porbandar,2014,GEN,1569,809433,0.19,10809
971,khuntibharatbhaimaldebhai,IND,1,8th Pass,40,M,810000.0,300000,0,gujarat,porbandar,2014,GEN,2205,809433,0.27,10809
972,mansukhsundarajidhokai,AAP,0,Graduate,59,M,11801815.0,0,0,gujarat,porbandar,2014,GEN,7939,809433,0.98,13
973,rathodchandulalmohanlal,IND,1,5th Pass,45,M,66000.0,0,0,gujarat,porbandar,2014,GEN,3009,809433,0.37,10809
974,mohanbhaikalyanjibhaikundariya,BJP,0,8th Pass,62,M,39512950.0,2335530,1,gujarat,rajkot,2014,GEN,621524,1057069,58.8,1605
975,basirbhaisulemanbhaisama,IND,0,5th Pass,55,M,185149.0,0,0,gujarat,rajkot,2014,GEN,2076,1057069,0.2,10809
976,jitendrabhurabhaichauhan,Republican Party of India (Khobragade),0,5th Pass,36,M,175000.0,160000,0,gujarat,rajkot,2014,SC,990,1057069,0.09,14880
977,jivanbhaidevajibhaiparmar,BSP,2,8th Pass,51,M,4327977.0,174500,0,gujarat,rajkot,2014,SC,12653,1057069,1.2,16651
978,pravinchandrachunilalparekh,IND,0,Graduate Professional,83,M,42890000.0,0,0,gujarat,rajkot,2014,GEN,1562,1057069,0.15,10809
979,rajeshbhailavjibhaipipalva,Loktantrik Rashrtavadi Party,0,Graduate,43,M,2360000.0,524000,0,gujarat,rajkot,2014,GEN,808,1057069,0.08,16239
980,rohitbhaimohanbhaisagathiya,Bahujan Mukti Party,0,Post Graduate,31,M,104000.0,238106,0,gujarat,rajkot,2014,SC,1344,1057069,0.13,1074
981,rathoddipsinhshankarsinh,BJP,0,8th Pass,62,M,20700176.0,417585,1,gujarat,sabarkantha,2014,GEN,552205,1094002,50.48,1605
982,balusinghsomansinghnarve,IND,0,Post Graduate,70,M,665409.0,3600,0,gujarat,sabarkantha,2014,ST,3527,1094002,0.32,10809
983,bhambhichandubhaimulchandbhai,BSP,0,12th Pass,43,M,858000.0,400000,0,gujarat,sabarkantha,2014,SC,16665,1094002,1.52,16651
984,patelbhogilalharibhai,Bharatiya National Janta Dal,0,8th Pass,45,M,3872000.0,2660000,0,gujarat,sabarkantha,2014,GEN,9046,1094002,0.83,9441
985,jardoshdarshnabenvikrambhai,BJP,0,Graduate,53,F,18038444.0,2020458,1,gujarat,surat,2014,GEN,718412,947922,75.79,1605
986,desainaishadhbhaibhupatbhai,INC,0,Graduate Professional,57,M,66444237.0,3940761,0,gujarat,surat,2014,GEN,185222,947922,19.54,3482
987,kiritbhaiharjibhaivasani,Yuva Sarkar,0,5th Pass,43,M,1140550.0,0,0,gujarat,surat,2014,GEN,2640,947922,0.28,8603
988,mukeshbhailavjibhaiambaliya,IND,0,Literate,36,M,555566.0,87500,0,gujarat,surat,2014,GEN,2695,947922,0.28,10809
989,fateparadevajibhaigovindbhai,BJP,1,Literate,55,M,11685000.0,0,1,gujarat,surendranagar,2014,GEN,529003,944677,56.0,1605
990,barajamalbhaikarmanbhai,Bahujan Mukti Party,3,10th Pass,36,M,2791000.0,0,0,gujarat,surendranagar,2014,GEN,2251,944677,0.24,1074
991,chavdapalabhainanjibhai,IND,0,Illiterate,55,M,172498.0,0,0,gujarat,surendranagar,2014,SC,1227,944677,0.13,10809
992,jethabhaimanjibhaipatel,AAP,0,5th Pass,58,M,8406405.0,218601,0,gujarat,surendranagar,2014,GEN,13375,944677,1.42,13
993,kolipatelsomabhaigandalal,INC,0,5th Pass,73,M,79184058.0,0,0,gujarat,surendranagar,2014,GEN,326096,944677,34.52,3482
994,makwanaukabhaiamrabhai,IND,0,Graduate Professional,48,M,690000.0,0,0,gujarat,surendranagar,2014,SC,1226,944677,0.13,10809
995,makwanavasharambhaikarshanbhai,IND,0,Post Graduate,37,M,129000.0,0,0,gujarat,surendranagar,2014,SC,1413,944677,0.15,10809
996,mansinhshivubhazala,IND,0,5th Pass,34,M,801500.0,0,0,gujarat,surendranagar,2014,GEN,2154,944677,0.23,10809
997,parmarminaxibenvijaybhai,BSP,0,5th Pass,35,F,238278.0,0,0,gujarat,surendranagar,2014,SC,10753,944677,1.14,16651
998,parmarprabhubhaigokalbhai,IND,1,Graduate Professional,56,M,4464629.0,0,0,gujarat,surendranagar,2014,SC,2968,944677,0.31,10809
999,parmarvasharambhaibavalbhai,IND,0,Literate,47,M,216851.0,0,0,gujarat,surendranagar,2014,SC,1751,944677,0.19,10809
1000,sankaliyagangarambhaitapubhai,IND,0,10th Pass,57,M,5275000.0,0,0,gujarat,surendranagar,2014,GEN,11216,944677,1.19,10809
1001,saparavipulbhairameshbhai,IND,0,10th Pass,28,M,76500.0,0,0,gujarat,surendranagar,2014,GEN,14515,944677,1.54,10809
1002,narendramodi,BJP,0,Post Graduate,63,M,15157582.0,0,1,gujarat,vadodara,2014,GEN,581022,1030685,56.37,1605
1003,jadavambalalkanabhai,JD(U),0,Graduate Professional,48,M,1535000.0,60000,0,gujarat,vadodara,2014,SC,1382,1161577,0.12,11002
1004,pathanmahemudkhanrazakkhan,Apna Desh Party,0,5th Pass,28,M,30000.0,0,0,gujarat,vadodara,2014,GEN,1109,1161577,0.1,15715
1005,pathansahebkhanasifkhan,SP,0,12th Pass,37,M,2860000.0,0,0,gujarat,vadodara,2014,GEN,2101,1161577,0.18,7425
1006,rohitmadhusudanmohanbhai,BSP,0,12th Pass,49,M,4795000.0,130000,0,gujarat,vadodara,2014,SC,5782,1161577,0.5,16651
1007,drkcpatel,BJP,0,Graduate Professional,65,M,131141867.0,2381344,1,gujarat,valsad,2014,ST,617772,1122203,55.05,1605
1008,gaurangbhairameshbhaipatel,Hindustan Janta Party,1,12th Pass,30,M,240000.0,0,0,gujarat,valsad,2014,ST,11372,1122203,1.01,10341
1009,kishanbhaivestabhaipatel,INC,2,12th Pass,48,M,9272641.0,2857545,0,gujarat,valsad,2014,ST,409768,1122203,36.51,3482
1010,patelgovindbhairanchhodbhai,AAP,1,Post Graduate,68,M,533572.0,300000,0,gujarat,valsad,2014,ST,8047,1122203,0.72,13
1011,patelshaileshbhaigandabhai,JD(U),0,8th Pass,44,M,1875886.0,0,0,gujarat,valsad,2014,ST,2982,1122203,0.27,11002
1012,rattanlalkataria,BJP,0,Post Graduate,62,M,42150634.0,843229,1,haryana,ambala,2014,SC,612121,1218995,50.22,1605
1013,arunkumar,CPI,0,Graduate Professional,42,M,450000.0,0,0,haryana,ambala,2014,SC,11123,1218995,0.91,2444
1014,bhupinderkumar,IND,0,10th Pass,47,M,120000.0,0,0,haryana,ambala,2014,SC,3765,1218995,0.31,10809
1015,bhuraram,IND,0,Not Given,66,M,26119165.0,0,0,haryana,ambala,2014,SC,3388,1218995,0.28,10809
1016,gurnamsingh,IND,0,Not Given,55,M,50000.0,0,0,haryana,ambala,2014,SC,9307,1040518,0.89,10809
1017,ishwarsingh,IND,0,5th Pass,44,M,6084400.0,37741,0,haryana,ambala,2014,SC,1446,1218995,0.12,10809
1018,rajkumar,INC,0,10th Pass,57,M,36214599.0,5883900,0,haryana,ambala,2014,SC,2982,885873,0.34,16566
1019,rameshchand,IND,0,10th Pass,49,M,1110000.0,0,0,haryana,ambala,2014,GEN,752,1043638,0.07,4996
1020,ramjawari,Rashtriya Karmyog Party,0,Graduate,49,M,245500.0,0,0,haryana,ambala,2014,SC,1290,1218995,0.11,16423
1021,dharambir,BJP,0,Graduate,59,M,50057200.0,4530000,1,haryana,bhiwani_mahendragarh,2014,GEN,404542,1030431,39.26,1605
1022,bahadursingh,INLD,0,5th Pass,57,M,182580199.0,8699200,0,haryana,bhiwani_mahendragarh,2014,GEN,275148,1030431,26.7,3863
1023,chittersinghbali,IND,0,10th Pass,40,M,2196500.0,650000,0,haryana,bhiwani_mahendragarh,2014,SC,1060,1030431,0.1,10809
1024,dharambirsingh,IND,0,Post Graduate,44,M,1424342.0,0,0,haryana,bhiwani_mahendragarh,2014,GEN,2357,1030431,0.23,10809
1025,dharambirsobanwari,IND,0,Illiterate,54,M,2715000.0,0,0,haryana,bhiwani_mahendragarh,2014,GEN,708,1030431,0.07,10809
1026,dharmbirsoharisingh,IND,0,10th Pass,53,M,51000.0,48000,0,haryana,bhiwani_mahendragarh,2014,GEN,995,1030431,0.1,10809
1027,lalchand,Republican Backward Congress,0,Graduate,54,M,11484000.0,0,0,haryana,bhiwani_mahendragarh,2014,GEN,6265,1030431,0.61,6928
1028,mahavirsingh,IND,0,12th Pass,56,M,130100.0,0,0,haryana,bhiwani_mahendragarh,2014,SC,393,1030431,0.04,10809
1029,mastershersingh,CPI(M),0,Graduate Professional,68,M,12962284.0,500926,0,haryana,bhiwani_mahendragarh,2014,GEN,3441,1030431,0.33,14635
1030,narenderpichopakhurd,IND,0,12th Pass,30,M,300000.0,0,0,haryana,bhiwani_mahendragarh,2014,GEN,3151,1030431,0.31,10809
1031,nareshkumar,SP,0,Not Given,29,M,2992100.0,0,0,haryana,bhiwani_mahendragarh,2014,GEN,2493,1095860,0.23,10809
1032,ombir,Lok Parivartan Party(DC),0,10th Pass,44,M,1040000.0,0,0,haryana,bhiwani_mahendragarh,2014,SC,1617,1030431,0.16,16231
1033,pardeepsinghtanwar,IND,0,Graduate,52,M,17720045.0,225000,0,haryana,bhiwani_mahendragarh,2014,GEN,1334,1030431,0.13,10809
1034,rajiv,Bahujan Mukti Party,0,12th Pass,34,M,161000.0,0,0,haryana,bhiwani_mahendragarh,2014,SC,603,1030431,0.06,1074
1035,rakeshkumar,IND,0,Graduate Professional,45,M,8693411.0,1050000,0,haryana,bhiwani_mahendragarh,2014,GEN,1071,1102410,0.1,10809
1036,samser,National Loktantrik Party,0,Literate,43,M,161000.0,0,0,haryana,bhiwani_mahendragarh,2014,SC,391,1030431,0.04,5631
1037,satpalsolokram,IND,0,12th Pass,37,M,1754500.0,1945000,0,haryana,bhiwani_mahendragarh,2014,GEN,297,1030431,0.03,10809
1038,satpalsosube,IND,0,12th Pass,34,M,2766000.0,1700000,0,haryana,bhiwani_mahendragarh,2014,GEN,826,1030431,0.08,10809
1039,shersingh,IND,0,10th Pass,61,M,1200000.0,500000,0,haryana,bhiwani_mahendragarh,2014,GEN,361,1030431,0.04,10809
1040,krishanpal,BJP,0,Graduate Professional,57,M,296440144.0,19707475,1,haryana,faridabad,2014,GEN,652516,1130725,57.71,1605
1041,aherwandharmenderrawat,IND,0,12th Pass,32,M,6109500.0,335000,0,haryana,faridabad,2014,GEN,665,1130725,0.06,10809
1042,avtarsinghbhadana,INC,1,8th Pass,58,M,112529244.0,0,0,haryana,faridabad,2014,GEN,185643,1130725,16.42,3482
1043,chaudharydayachand,Bhartiya Shakti Chetna Party,0,Graduate,62,M,10745000.0,0,0,haryana,faridabad,2014,GEN,711,1130725,0.06,2047
1044,deepakgaur,Aarakshan Virodhi Party,0,12th Pass,31,M,1183000.0,325000,0,haryana,faridabad,2014,GEN,479,1130725,0.04,53
1045,drkshetrapalsingh,IND,0,Graduate Professional,55,M,3280000.0,0,0,haryana,faridabad,2014,SC,1942,1130725,0.17,10809
1046,hamidkhan,Hindustan Kranti Dal,0,Graduate,62,M,5219608.0,49608,0,haryana,faridabad,2014,GEN,2761,1130725,0.24,16018
1047,khemethakur,SP,1,Graduate,34,M,1267000.0,0,0,haryana,faridabad,2014,GEN,1940,1130725,0.17,7425
1048,khushdilsehgalkapoor,Akhil Bharatiya Hind Kranti Party,0,Post Graduate,0,M,3903000.0,45000,0,haryana,faridabad,2014,GEN,685,1130725,0.06,402
1049,kusumkumari,All India Peoples Front (Radical),0,Post Graduate,28,F,75167.0,0,0,haryana,faridabad,2014,GEN,620,1130725,0.05,15661
1050,lalitmittal,IND,0,Post Graduate,28,M,4295126.0,0,0,haryana,faridabad,2014,GEN,420,1130725,0.04,10809
1051,laxman,IND,0,Not Given,37,M,127600.0,0,0,haryana,faridabad,2014,GEN,1392,982119,0.14,4036
1052,mandheersinghmaan,IND,0,10th Pass,40,M,40072745.0,0,0,haryana,faridabad,2014,GEN,644,1130725,0.06,10809
1053,mohdmukim,National Loktantrik Party,0,10th Pass,25,M,3999000.0,80000,0,haryana,faridabad,2014,GEN,1735,1130725,0.15,5631
1054,mukeshkumarsingh,IND,0,12th Pass,38,M,1928506.0,0,0,haryana,faridabad,2014,GEN,442,1130725,0.04,10809
1055,nanakchand,IND,0,10th Pass,47,M,512000.0,0,0,haryana,faridabad,2014,GEN,2550,1130725,0.23,10809
1056,nirmala,JD(U),0,Illiterate,45,F,2914700.0,0,0,haryana,faridabad,2014,SC,976,1130725,0.09,11002
1057,rajender,BSP,0,Graduate,51,M,17146020.0,250000,0,haryana,faridabad,2014,GEN,410,1130725,0.04,10809
1058,rkanand,INLD,0,Graduate Professional,71,M,149352852.0,15495731,0,haryana,faridabad,2014,GEN,132472,1130725,11.72,3863
1059,sanjaymaurya,IND,0,8th Pass,40,M,143541.0,0,0,haryana,faridabad,2014,GEN,1104,1130725,0.1,10809
1060,inderjitsingh,BJP,0,Graduate Professional,64,M,250698763.0,0,1,haryana,gurgaon,2014,GEN,644780,1320620,48.82,1605
1061,abdullatif,IND,0,5th Pass,0,M,50000.0,0,0,haryana,gurgaon,2014,GEN,699,1320620,0.05,10809
1062,ahshanali,IND,0,Graduate,43,M,2090000.0,0,0,haryana,gurgaon,2014,GEN,455,1320620,0.03,10809
1063,akbarkasmi,Rashtriya Ulama Council,0,Others,43,M,1592000.0,0,0,haryana,gurgaon,2014,GEN,1429,1320620,0.11,6870
1064,ashokbhardwaj,National Janhit Congress (AB),0,Graduate Professional,51,M,239374641.0,3790167,0,haryana,gurgaon,2014,GEN,713,1320620,0.05,5609
1065,dharampal,BSP,0,12th Pass,42,M,16990111.0,0,0,haryana,gurgaon,2014,GEN,1271,1120933,0.11,10809
1066,faujijaikawartyagidixit,IND,0,8th Pass,59,M,42915552.0,0,0,haryana,gurgaon,2014,GEN,3147,1320620,0.24,10809
1067,hemantkumarsaini,Bahujan Mukti Party,0,10th Pass,41,M,15206538.0,1008079,0,haryana,gurgaon,2014,GEN,1153,1320620,0.09,1074
1068,karansingh,IND,0,Graduate,39,M,58279661.0,2735214,0,haryana,gurgaon,2014,GEN,394,1044331,0.04,10809
1069,kusheshwarbhagat,IND,0,8th Pass,43,M,181000.0,0,0,haryana,gurgaon,2014,GEN,7821,1320620,0.59,10809
1070,mahenderjat,IND,0,Graduate Professional,41,M,10206000.0,400000,0,haryana,gurgaon,2014,GEN,1021,1320620,0.08,10809
1071,manojyadav,IND,0,12th Pass,33,M,3298000.0,1450000,0,haryana,gurgaon,2014,GEN,3043,1320620,0.23,10809
1072,mulchand,IND,0,10th Pass,56,M,33392000.0,750000,0,haryana,gurgaon,2014,GEN,804,1320620,0.06,10809
1073,ombirsharma,IND,0,10th Pass,37,M,5496500.0,0,0,haryana,gurgaon,2014,GEN,566,1320620,0.04,10809
1074,rajeevyadav,IND,0,Post Graduate,38,M,3963909.0,0,0,haryana,gurgaon,2014,GEN,494,1320620,0.04,10809
1075,rajesh,IND,0,10th Pass,43,M,36429409.0,880000,0,haryana,gurgaon,2014,GEN,422,1196336,0.04,840
1076,dushyantchautala,INLD,0,Graduate,26,M,361326990.0,68744460,1,haryana,hisar,2014,GEN,494478,1155914,42.78,3863
1077,arunkumar,IND,0,12th Pass,31,M,13095700.0,320000,0,haryana,hisar,2014,GEN,3587,1048534,0.34,10809
1078,atamparkash,IND,0,Post Graduate,58,M,13665554.0,0,0,haryana,hisar,2014,GEN,300,1155914,0.03,10809
1079,baljeet,IND,0,Graduate,35,M,410700.0,0,0,haryana,hisar,2014,GEN,208,1155914,0.02,10809
1080,balwansingh,IND,0,12th Pass,49,M,3560500.0,300000,0,haryana,hisar,2014,GEN,213,1155914,0.02,10809
1081,drrajeshmahendia,IND,0,Doctorate,39,M,3298180.0,350000,0,haryana,hisar,2014,SC,1723,1155914,0.15,10809
1082,dryudhbirsinghkhyalia,AAP,0,Doctorate,59,M,23346340.0,7678981,0,haryana,hisar,2014,GEN,28490,1155914,2.46,13
1083,hansraj,IND,0,12th Pass,42,M,60000.0,0,0,haryana,hisar,2014,SC,245,1155914,0.02,10809
1084,kartarsingh,IND,0,Graduate,62,M,36950500.0,0,0,haryana,hisar,2014,SC,916,1176767,0.08,10809
1085,kuldeepbishnoi,HJC(BL),1,Graduate,45,M,786595116.0,104464405,0,haryana,hisar,2014,GEN,462631,1155914,40.02,3185
1086,kuldeepsinghsoshishpal,Bahujan Mukti Party,0,Post Graduate,25,M,25500.0,0,0,haryana,hisar,2014,SC,705,1155914,0.06,1074
1087,kuldeepsoishwarsingh,IND,0,Graduate,33,M,1522160.0,0,0,haryana,hisar,2014,GEN,1242,1155914,0.11,10809
1088,kuldeepsokaransingh,IND,0,8th Pass,37,M,225700.0,0,0,haryana,hisar,2014,GEN,1886,1155914,0.16,10809
1089,kuldeepsomadanlal,IND,0,5th Pass,48,M,1012562.0,48000,0,haryana,hisar,2014,GEN,959,1155914,0.08,10809
1090,kuldeepsonarainsingh,IND,0,5th Pass,30,M,55000.0,0,0,haryana,hisar,2014,GEN,5251,1155914,0.45,10809
1091,kuldeepsopardumn,IND,0,Post Graduate,30,M,260000.0,102000,0,haryana,hisar,2014,GEN,2587,1155914,0.22,10809
1092,kuldeepsosajjan,IND,0,12th Pass,38,M,6548165.0,137000,0,haryana,hisar,2014,GEN,395,1155914,0.03,10809
1093,mamtarani,"Rashtrawadi Parivartan Party (L.B,)",0,8th Pass,46,F,3922079.0,138000,0,haryana,hisar,2014,GEN,1195,1155914,0.1,6388
1094,mangeram,BSP,0,12th Pass,45,M,14755486.0,0,0,haryana,hisar,2014,SC,20750,1279105,1.62,16651
1095,narender,IND,1,10th Pass,43,M,30260500.0,700000,0,haryana,hisar,2014,GEN,408,1155914,0.04,10809
1096,nareshbatra,IND,0,10th Pass,43,M,38729000.0,0,0,haryana,hisar,2014,GEN,587,1155914,0.05,10809
1097,narinderkumar,IND,0,Others,32,M,8931000.0,600000,0,haryana,hisar,2014,GEN,388,1155914,0.03,10809
1098,omparkash,Bharatiya Sant Mat Party,0,10th Pass,37,M,2024000.0,0,0,haryana,hisar,2014,GEN,1471,1155914,0.13,1840
1099,phulsingh,CPI(M),0,Graduate,56,M,14551828.0,1022496,0,haryana,hisar,2014,GEN,6533,1155914,0.57,14635
1100,rajkumar,IND,0,10th Pass,31,M,66000.0,0,0,haryana,hisar,2014,SC,2816,1109166,0.25,5995
1101,rajsingh,IND,0,Others,39,M,708500.0,0,0,haryana,hisar,2014,GEN,600,1155914,0.05,10809
1102,rakeshkumarrinkubhai,IND,0,12th Pass,27,M,451122.0,28102,0,haryana,hisar,2014,GEN,176,1155914,0.02,10809
1103,sampatsingh,INC,0,Post Graduate,64,M,62661560.0,14371778,0,haryana,hisar,2014,GEN,102509,1155914,8.87,3482
1104,satbir,IND,0,5th Pass,53,M,4959708.0,0,0,haryana,hisar,2014,GEN,363,1155914,0.03,10809
1105,ashwinikumar,BJP,6,Graduate,57,M,698638135.0,153937858,1,haryana,karnal,2014,GEN,594817,1193500,49.84,1605
1106,arvindkumarsharma,INC,0,Post Graduate,51,M,35428444.0,15584114,0,haryana,karnal,2014,GEN,234670,1193500,19.66,3482
1107,arvindtiwari,IND,0,Doctorate,45,M,160000.0,0,0,haryana,karnal,2014,GEN,1260,1193500,0.11,10809
1108,ashish,AIFB,0,Graduate,30,M,2077000.0,1100000,0,haryana,karnal,2014,GEN,1314,1193500,0.11,3040
1109,dulichand,Lok Parivartan Party(DC),0,Graduate Professional,66,M,4828000.0,290000,0,haryana,karnal,2014,GEN,1144,1193500,0.1,16231
1110,jagbirsinghrana,IND,0,Post Graduate,55,M,54297291.0,2759783,0,haryana,karnal,2014,GEN,2775,1193500,0.23,10809
