,Unnamed: 0,Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
0,0,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,1,kuldeepraisharma,M,INC,95308,GEN,207296,318471,65.09,45.98,1407,0.68,3482,Graduate Professional
1,1,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,2,vishaljolly,M,BJP,93901,,207296,318471,65.09,45.3,88560,42.72,1605,Graduate Professional
2,2,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,3,paritoshkumarhaldar,M,IND,5341,,207296,318471,65.09,2.58,2502,1.21,10809,Post Graduate
3,3,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,4,sanjaymeshack,M,AAAP,2839,GEN,207296,318471,65.09,1.37,353,0.17,13,12th Pass
4,4,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,5,prakashminj,M,BSP,2486,,207296,318471,65.09,1.2,765,0.37,16651,Post Graduate
5,5,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,6,ayanmandal,M,AITC,1721,,207296,318471,65.09,0.83,309,0.15,18228,Graduate
6,6,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,7,nota,,NOTA,1412,,207296,318471,65.09,0.68,418,0.2,5897,
7,7,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,8,henry,M,IND,994,,207296,318471,65.09,0.48,80,0.04,10809,10th Pass
8,8,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,9,kvenkatrambabu,M,IND,914,,207296,318471,65.09,0.44,296,0.14,10809,10th Pass
9,9,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,10,minatibiswas,F,IND,618,,207296,318471,65.09,0.3,143,0.07,10809,8th Pass
10,10,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,11,ssudershanrao,M,IND,475,,207296,318471,65.09,0.23,169,0.08,10809,Doctorate
11,11,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,12,vvkhalid,M,IND,306,GEN,207296,318471,65.09,0.15,31,0.01,10809,8th Pass
12,12,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,13,kkalimuthu,M,IND,275,,207296,318471,65.09,0.13,2,0.0,10809,8th Pass
13,13,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,14,curasheed,M,IND,273,,207296,318471,65.09,0.13,52,0.03,10809,12th Pass
14,14,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,15,gourchandramajumder,M,IND,221,GEN,207296,318471,65.09,0.11,9,0.0,10809,Graduate
15,15,GE,andaman_and_nicobar_islands,andaman_and_nicobar_islands,17,1,2019,4,16,cgsajikumar,M,AINHCP,212,GEN,207296,318471,65.09,0.1,0,0.0,662,12th Pass
16,16,GE,andhra_pradesh,aruku,17,1,2019,4,1,goddetimadhavi,F,YSRCP,562190,ST,1074538,1451418,74.03,52.32,224089,20.85,8615,Graduate Professional
17,17,GE,andhra_pradesh,aruku,17,1,2019,4,2,kishorechandradeo,M,TDP,338101,ST,1074538,1451418,74.03,31.46,290124,27.0,8300,Post Graduate
18,18,GE,andhra_pradesh,aruku,17,1,2019,4,3,nota,,NOTA,47977,,1074538,1451418,74.03,4.46,5183,0.48,5897,
19,19,GE,andhra_pradesh,aruku,17,1,2019,4,4,gangulaiahvampuru,M,JnP,42794,ST,1074538,1451418,74.03,3.98,24927,2.32,17069,10th Pass
20,20,GE,andhra_pradesh,aruku,17,1,2019,4,5,drkosurikasiviswanadhaveeravenkatasatyanarayanareddy,M,BJP,17867,ST,1074538,1451418,74.03,1.66,137,0.01,1605,Doctorate
21,21,GE,andhra_pradesh,aruku,17,1,2019,4,6,shrutidevivyricherla,F,INC,17730,ST,1074538,1451418,74.03,1.65,3904,0.36,3482,Graduate Professional
22,22,GE,andhra_pradesh,aruku,17,1,2019,4,7,kangalabaludora,M,IND,13826,ST,1074538,1451418,74.03,1.29,2590,0.24,10809,Illiterate
23,23,GE,andhra_pradesh,aruku,17,1,2019,4,8,naravasatyavathi,F,IND,11236,ST,1074538,1451418,74.03,1.05,996,0.09,10809,10th Pass
24,24,GE,andhra_pradesh,aruku,17,1,2019,4,9,anumulavamsikrishna,M,IND,10240,ST,1074538,1451418,74.03,0.95,2373,0.22,10809,Post Graduate
25,25,GE,andhra_pradesh,aruku,17,1,2019,4,10,biddikaramayya,M,IND,7867,ST,1074538,1451418,74.03,0.73,3157,0.29,10809,Illiterate
26,26,GE,andhra_pradesh,aruku,17,1,2019,4,11,swamulasubrahmanyam,M,JAJGP,4710,ST,1074538,1451418,74.03,0.44,0,0.0,17070,Graduate
27,27,GE,andhra_pradesh,srikakulam,17,2,2019,4,1,rammohannaidukinjarapu,M,TDP,534544,GEN,1157329,1553860,74.48,46.19,6653,0.57,8300,Post Graduate
28,28,GE,andhra_pradesh,srikakulam,17,2,2019,4,2,duvvadasrinivas,M,YSRCP,527891,GEN,1157329,1553860,74.48,45.61,495935,42.85,8615,Post Graduate
29,29,GE,andhra_pradesh,srikakulam,17,2,2019,4,3,mettaramarao,M,JnP,31956,,1157329,1553860,74.48,2.76,6411,0.55,17069,Post Graduate
30,30,GE,andhra_pradesh,srikakulam,17,2,2019,4,4,nota,,NOTA,25545,,1157329,1553860,74.48,2.21,11800,1.02,5897,
31,31,GE,andhra_pradesh,srikakulam,17,2,2019,4,5,dolajagan,M,INC,13745,,1157329,1553860,74.48,1.19,5355,0.46,3482,Post Graduate
32,32,GE,andhra_pradesh,srikakulam,17,2,2019,4,6,perlasambamurthy,M,BJP,8390,,1157329,1553860,74.48,0.72,3234,0.28,1605,Post Graduate
33,33,GE,andhra_pradesh,srikakulam,17,2,2019,4,7,naidugarirajasekhar,M,IND,5156,,1157329,1553860,74.48,0.45,320,0.03,10809,Post Graduate
34,34,GE,andhra_pradesh,srikakulam,17,2,2019,4,8,namballakrishnamohan,M,IND,4836,,1157329,1553860,74.48,0.42,1018,0.09,10809,Graduate
35,35,GE,andhra_pradesh,srikakulam,17,2,2019,4,9,bethavivekanandamaharaj,M,IND,3818,,1157329,1553860,74.48,0.33,2370,0.2,10809,Graduate
36,36,GE,andhra_pradesh,srikakulam,17,2,2019,4,10,mattasatishchakravarthy,M,PPOI,1448,,1157329,1553860,74.48,0.13,0,0.0,6298,Post Graduate
37,37,GE,andhra_pradesh,vizianagaram,17,3,2019,4,1,bellanachandrasekhar,M,YSRCP,578418,GEN,1217890,1503980,80.98,47.49,48036,3.94,8615,Graduate Professional
38,38,GE,andhra_pradesh,vizianagaram,17,3,2019,4,2,ashokgajapathirajupusapati,M,TDP,530382,GEN,1217890,1503980,80.98,43.55,496190,40.74,8300,12th Pass
39,39,GE,andhra_pradesh,vizianagaram,17,3,2019,4,3,mukkasrinivasrao,M,JnP,34192,,1217890,1503980,80.98,2.81,4691,0.39,17069,10th Pass
40,40,GE,andhra_pradesh,vizianagaram,17,3,2019,4,4,nota,,NOTA,29501,,1217890,1503980,80.98,2.42,13776,1.13,5897,
41,41,GE,andhra_pradesh,vizianagaram,17,3,2019,4,5,adirajuyedla,M,INC,15725,,1217890,1503980,80.98,1.29,8459,0.69,3482,Post Graduate
42,42,GE,andhra_pradesh,vizianagaram,17,3,2019,4,6,sanyasirajupakalapati,M,BJP,7266,GEN,1217890,1503980,80.98,0.6,928,0.08,1605,Graduate
43,43,GE,andhra_pradesh,vizianagaram,17,3,2019,4,7,venkatatrindharaoveluri,M,IND,6338,,1217890,1503980,80.98,0.52,1355,0.11,10809,Graduate Professional
44,44,GE,andhra_pradesh,vizianagaram,17,3,2019,4,8,pvaanandasagar,M,SAPRP,4983,,1217890,1503980,80.98,0.41,430,0.04,18166,8th Pass
45,45,GE,andhra_pradesh,vizianagaram,17,3,2019,4,9,ijjurouthuramunaidu,M,IND,4553,,1217890,1503980,80.98,0.37,3091,0.25,10809,10th Pass
46,46,GE,andhra_pradesh,vizianagaram,17,3,2019,4,10,pentapatirajesh,M,IND,1462,,1217890,1503980,80.98,0.12,199,0.02,10809,Others
47,47,GE,andhra_pradesh,vizianagaram,17,3,2019,4,11,chiranjeevilingala,M,ACP,1263,,1217890,1503980,80.98,0.1,87,0.01,17074,12th Pass
48,48,GE,andhra_pradesh,vizianagaram,17,3,2019,4,12,dhanalakotiramana,M,IND,1176,,1217890,1503980,80.98,0.1,166,0.01,10809,Post Graduate
49,49,GE,andhra_pradesh,vizianagaram,17,3,2019,4,13,yellaraosiyyadula,M,IND,1010,SC,1217890,1503980,80.98,0.08,180,0.01,10809,12th Pass
50,50,GE,andhra_pradesh,vizianagaram,17,3,2019,4,14,suryabhavanik,F,PPOI,830,,1217890,1503980,80.98,0.07,39,0.0,6298,8th Pass
51,51,GE,andhra_pradesh,vizianagaram,17,3,2019,4,15,lagudugovindarao,M,JAJGP,791,,1217890,1503980,80.98,0.06,0,0.0,17070,Doctorate
52,52,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,1,mvvsatyanarayana,M,YSRCP,436906,GEN,1239754,1829300,67.77,35.24,4414,0.36,8615,10th Pass
53,53,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,2,bharatmathukumilli,M,TDP,432492,,1239754,1829300,67.77,34.89,143618,11.58,8300,Post Graduate
54,54,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,3,vvlakshminarayana,M,JnP,288874,,1239754,1829300,67.77,23.3,254982,20.57,17069,Post Graduate
55,55,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,4,daggubatipurandeswari,F,BJP,33892,GEN,1239754,1829300,67.77,2.73,17246,1.39,1605,Graduate
56,56,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,5,nota,,NOTA,16646,,1239754,1829300,67.77,1.34,2013,0.16,5897,
57,57,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,6,pedadaramanikumari,F,INC,14633,,1239754,1829300,67.77,1.18,11605,0.94,3482,Post Graduate
58,58,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,7,georgebangari,M,VCK,3028,,1239754,1829300,67.77,0.24,564,0.05,8488,Graduate Professional
59,59,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,8,durgaprasadguntu,M,IND,2464,GEN,1239754,1829300,67.77,0.2,170,0.01,10809,Post Graduate
60,60,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,9,pulapakarajasekhar,M,IND,2294,,1239754,1829300,67.77,0.19,379,0.03,10809,Graduate
61,61,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,10,anmishvarma,M,IND,1915,,1239754,1829300,67.77,0.15,288,0.02,10809,Post Graduate
62,62,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,11,bjayavenugopal,M,PPOI,1627,,1239754,1829300,67.77,0.13,243,0.02,6298,12th Pass
63,63,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,12,rudayagowri,F,IND,1384,,1239754,1829300,67.77,0.11,71,0.01,10809,Illiterate
64,64,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,13,gannumallayya,M,IND,1313,,1239754,1829300,67.77,0.11,155,0.01,10809,Graduate
65,65,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,14,kothapalligeetha,F,IND,1158,ST,1239754,1829300,67.77,0.09,30,0.0,10809,Post Graduate
66,66,GE,andhra_pradesh,visakhapatnam,17,4,2019,4,15,gampalasomasundaram,M,IND,1128,,1239754,1829300,67.77,0.09,0,0.0,10809,Graduate
67,67,GE,andhra_pradesh,anakapalli,17,5,2019,4,1,drbeesettivenkatasatyavathi,F,YSRCP,586226,GEN,1238491,1521363,81.41,47.33,89192,7.2,8615,Graduate Professional
68,68,GE,andhra_pradesh,anakapalli,17,5,2019,4,2,adarianandkumar,M,TDP,497034,,1238491,1521363,81.41,40.13,414446,33.46,8300,10th Pass
69,69,GE,andhra_pradesh,anakapalli,17,5,2019,4,3,chintalaparthasarathi,M,JnP,82588,,1238491,1521363,81.41,6.67,47691,3.85,17069,Post Graduate
70,70,GE,andhra_pradesh,anakapalli,17,5,2019,4,4,nota,,NOTA,34897,,1238491,1521363,81.41,2.82,21621,1.75,5897,
71,71,GE,andhra_pradesh,anakapalli,17,5,2019,4,5,drgandivenkatasatyanarayanaraodrvikram,M,BJP,13276,,1238491,1521363,81.41,1.07,3155,0.25,1605,Post Graduate
72,72,GE,andhra_pradesh,anakapalli,17,5,2019,4,6,ruthalasriramamurthy,M,INC,10121,,1238491,1521363,81.41,0.82,5677,0.46,3482,Graduate Professional
73,73,GE,andhra_pradesh,anakapalli,17,5,2019,4,7,vadlamurikrishnaswaroop,M,DABAP,4444,SC,1238491,1521363,81.41,0.36,679,0.05,2895,Post Graduate
74,74,GE,andhra_pradesh,anakapalli,17,5,2019,4,8,appalanaidutummagunta,M,IND,3765,,1238491,1521363,81.41,0.3,1049,0.08,10809,
75,75,GE,andhra_pradesh,anakapalli,17,5,2019,4,9,psajaykumar,M,CPI(ML)(L),2716,,1238491,1521363,81.41,0.22,913,0.07,2472,Post Graduate
76,76,GE,andhra_pradesh,anakapalli,17,5,2019,4,10,taadiveerajagadeeshwari,F,PPOI,1803,,1238491,1521363,81.41,0.15,182,0.01,6298,5th Pass
77,77,GE,andhra_pradesh,anakapalli,17,5,2019,4,11,kbswaroop,M,JAJGP,1621,,1238491,1521363,81.41,0.13,0,0.0,17070,Graduate Professional
78,78,GE,andhra_pradesh,kakinada,17,6,2019,4,1,vangageethaviswanatham,F,YSRCP,537630,GEN,1234655,1563930,78.95,43.54,25738,2.08,8615,Post Graduate
79,79,GE,andhra_pradesh,kakinada,17,6,2019,4,2,chalamalasettysunil,M,TDP,511892,GEN,1234655,1563930,78.95,41.46,379244,30.72,8300,Post Graduate
80,80,GE,andhra_pradesh,kakinada,17,6,2019,4,3,jyothulavenkateswararao,M,JnP,132648,,1234655,1563930,78.95,10.74,115495,9.35,17069,12th Pass
81,81,GE,andhra_pradesh,kakinada,17,6,2019,4,4,nota,,NOTA,17153,,1234655,1563930,78.95,1.39,7557,0.61,5897,
82,82,GE,andhra_pradesh,kakinada,17,6,2019,4,5,yallavenkataramamohanraodorababu,M,BJP,9596,,1234655,1563930,78.95,0.78,956,0.08,1605,Graduate
83,83,GE,andhra_pradesh,kakinada,17,6,2019,4,6,mallipudisriramachandramurthyrambabu,M,INC,8640,,1234655,1563930,78.95,0.7,5313,0.43,3482,5th Pass
84,84,GE,andhra_pradesh,kakinada,17,6,2019,4,7,kakiletiravindra,M,IND,3327,,1234655,1563930,78.95,0.27,330,0.03,10809,10th Pass
85,85,GE,andhra_pradesh,kakinada,17,6,2019,4,8,appalakondavangalapudi,M,MPP,2997,,1234655,1563930,78.95,0.24,946,0.08,17078,Post Graduate
86,86,GE,andhra_pradesh,kakinada,17,6,2019,4,9,medisettivijayakumar,M,IND,2051,,1234655,1563930,78.95,0.17,327,0.03,10809,12th Pass
87,87,GE,andhra_pradesh,kakinada,17,6,2019,4,10,godugusatyanarayana,M,CPI(ML)(L),1724,,1234655,1563930,78.95,0.14,36,0.0,2472,Graduate
88,88,GE,andhra_pradesh,kakinada,17,6,2019,4,11,bgeetha,F,PRSHP,1688,,1234655,1563930,78.95,0.14,307,0.02,6134,5th Pass
89,89,GE,andhra_pradesh,kakinada,17,6,2019,4,12,ankadisathibabu,M,IND,1381,,1234655,1563930,78.95,0.11,262,0.02,10809,Illiterate
90,90,GE,andhra_pradesh,kakinada,17,6,2019,4,13,sathiveeralakshmi,F,PPOI,1119,,1234655,1563930,78.95,0.09,105,0.01,6298,Illiterate
91,91,GE,andhra_pradesh,kakinada,17,6,2019,4,14,vasamsettyvenkataramana,M,AIFB,1014,,1234655,1563930,78.95,0.08,34,0.0,3040,
92,92,GE,andhra_pradesh,kakinada,17,6,2019,4,15,donamneelakantam,M,AINPP,980,SC,1234655,1563930,78.95,0.08,165,0.01,18180,Post Graduate
93,93,GE,andhra_pradesh,kakinada,17,6,2019,4,16,peddimsettivenkateswararao,M,JAJGP,815,,1234655,1563930,78.95,0.07,0,0.0,17070,12th Pass
94,94,GE,andhra_pradesh,amalapuram,17,7,2019,4,1,chintaanuradha,F,YSRCP,485958,SC,1232895,1459556,84.47,39.42,39795,3.23,8615,Graduate
95,95,GE,andhra_pradesh,amalapuram,17,7,2019,4,2,gantiharishmadhurbalayogi,M,TDP,446163,SC,1232895,1459556,84.47,36.19,190846,15.48,8300,Graduate Professional
96,96,GE,andhra_pradesh,amalapuram,17,7,2019,4,3,dmrsekhar,M,JnP,255317,SC,1232895,1459556,84.47,20.71,238849,19.37,17069,Post Graduate
97,97,GE,andhra_pradesh,amalapuram,17,7,2019,4,4,nota,,NOTA,16468,,1232895,1459556,84.47,1.34,4934,0.4,5897,
98,98,GE,andhra_pradesh,amalapuram,17,7,2019,4,5,ayyajivemamanepalli,M,BJP,11534,SC,1232895,1459556,84.47,0.94,3647,0.3,1605,Graduate Professional
99,99,GE,andhra_pradesh,amalapuram,17,7,2019,4,6,jangagoutham,M,INC,7887,SC,1232895,1459556,84.47,0.64,5112,0.41,3482,Graduate
100,100,GE,andhra_pradesh,amalapuram,17,7,2019,4,7,revusudhakar,M,IND,2775,SC,1232895,1459556,84.47,0.23,821,0.07,10809,10th Pass
101,101,GE,andhra_pradesh,amalapuram,17,7,2019,4,8,morthasivaramakrishna,M,PPOI,1954,SC,1232895,1459556,84.47,0.16,150,0.01,6298,Graduate
102,102,GE,andhra_pradesh,amalapuram,17,7,2019,4,9,muralikrishnakanderi,M,IPBP,1804,SC,1232895,1459556,84.47,0.15,0,0.0,3331,Others
103,103,GE,andhra_pradesh,amalapuram,17,7,2019,4,10,panthagadavijayachakravarthy,M,RPI(KH),1804,SC,1232895,1459556,84.47,0.15,573,0.05,14880,Post Graduate
104,104,GE,andhra_pradesh,amalapuram,17,7,2019,4,11,chellerajani,M,JAJGP,1231,SC,1232895,1459556,84.47,0.1,0,0.0,17070,Graduate
105,105,GE,andhra_pradesh,rajahmundry,17,8,2019,4,1,marganibharatram,M,YSRCP,582024,GEN,1250427,1534256,81.5,46.55,121634,9.73,8615,Graduate
106,106,GE,andhra_pradesh,rajahmundry,17,8,2019,4,2,magantiroopa,F,TDP,460390,GEN,1250427,1534256,81.5,36.82,304583,24.36,8300,Graduate
107,107,GE,andhra_pradesh,rajahmundry,17,8,2019,4,3,akulasatyanarayana,M,JnP,155807,,1250427,1534256,81.5,12.46,137720,11.01,17069,Post Graduate
108,108,GE,andhra_pradesh,rajahmundry,17,8,2019,4,4,nota,,NOTA,18087,,1250427,1534256,81.5,1.45,5362,0.43,5897,
109,109,GE,andhra_pradesh,rajahmundry,17,8,2019,4,5,nallurivijayasrinivasarao,M,INC,12725,,1250427,1534256,81.5,1.02,391,0.03,3482,12th Pass
110,110,GE,andhra_pradesh,rajahmundry,17,8,2019,4,6,paravastusatyagopinathdas,M,BJP,12334,,1250427,1534256,81.5,0.99,9465,0.76,1605,12th Pass
111,111,GE,andhra_pradesh,rajahmundry,17,8,2019,4,7,kollapuvenu,M,IND,2869,,1250427,1534256,81.5,0.23,1112,0.09,10809,Graduate
112,112,GE,andhra_pradesh,rajahmundry,17,8,2019,4,8,geddamdavidnelsonbabu,M,APoI,1757,,1250427,1534256,81.5,0.14,515,0.04,880,Post Graduate
113,113,GE,andhra_pradesh,rajahmundry,17,8,2019,4,9,kuruvellabhanuchandar,M,IND,1242,,1250427,1534256,81.5,0.1,81,0.01,10809,
114,114,GE,andhra_pradesh,rajahmundry,17,8,2019,4,10,sangisettisrinivasarao,M,PPOI,1161,GEN,1250427,1534256,81.5,0.09,126,0.01,6298,Illiterate
115,115,GE,andhra_pradesh,rajahmundry,17,8,2019,4,11,bandarurajeswararao,M,JAJGP,1035,,1250427,1534256,81.5,0.08,39,0.0,17070,5th Pass
116,116,GE,andhra_pradesh,rajahmundry,17,8,2019,4,12,medasrinivas,M,RPC(S),996,GEN,1250427,1534256,81.5,0.08,0,0.0,6772,Post Graduate
117,117,GE,andhra_pradesh,narsapuram,17,9,2019,4,1,kanumururaghuramakrishnaraju,M,YSRCP,449234,GEN,1177738,1439691,81.8,38.14,32676,2.77,8615,Post Graduate
118,118,GE,andhra_pradesh,narsapuram,17,9,2019,4,2,vvsivaramarajukalavapudisiva,M,TDP,416558,,1177738,1439691,81.8,35.37,165756,14.07,8300,Graduate
119,119,GE,andhra_pradesh,narsapuram,17,9,2019,4,3,nagababukonidela,M,JnP,250802,,1177738,1439691,81.8,21.3,236861,20.11,17069,Graduate Professional
120,120,GE,andhra_pradesh,narsapuram,17,9,2019,4,4,kanumurubapiraju,M,INC,13941,GEN,1177738,1439691,81.8,1.18,1527,0.13,3482,10th Pass
121,121,GE,andhra_pradesh,narsapuram,17,9,2019,4,5,pydikondalamanikyalarao,M,BJP,12414,,1177738,1439691,81.8,1.05,305,0.03,1605,12th Pass
122,122,GE,andhra_pradesh,narsapuram,17,9,2019,4,6,nota,,NOTA,12109,,1177738,1439691,81.8,1.03,7823,0.66,5897,
123,123,GE,andhra_pradesh,narsapuram,17,9,2019,4,7,yellavenugopalrao,M,NVSP,4286,,1177738,1439691,81.8,0.36,815,0.07,5814,Post Graduate
124,124,GE,andhra_pradesh,narsapuram,17,9,2019,4,8,gsraju,M,SP,3471,,1177738,1439691,81.8,0.29,425,0.04,7425,10th Pass
125,125,GE,andhra_pradesh,narsapuram,17,9,2019,4,9,kapaul,M,PRSHP,3046,,1177738,1439691,81.8,0.26,362,0.03,6134,12th Pass
126,126,GE,andhra_pradesh,narsapuram,17,9,2019,4,10,medapativarahalareddy,M,IND,2684,GEN,1177738,1439691,81.8,0.23,31,0.0,10809,10th Pass
127,127,GE,andhra_pradesh,narsapuram,17,9,2019,4,11,nallirajesh,M,IND,2653,SC,1177738,1439691,81.8,0.23,443,0.04,10809,10th Pass
128,128,GE,andhra_pradesh,narsapuram,17,9,2019,4,12,nallamsuryachandrarao,M,PPOI,2210,,1177738,1439691,81.8,0.19,607,0.05,6298,Graduate
129,129,GE,andhra_pradesh,narsapuram,17,9,2019,4,13,dasarikrishnamurthy,M,IPBP,1603,,1177738,1439691,81.8,0.14,328,0.03,3331,10th Pass
130,130,GE,andhra_pradesh,narsapuram,17,9,2019,4,14,gottumukkalashivaji,M,IND,1275,SC,1177738,1439691,81.8,0.11,406,0.03,10809,Post Graduate
131,131,GE,andhra_pradesh,narsapuram,17,9,2019,4,15,ganjipurnima,F,RPI(A),869,,1177738,1439691,81.8,0.07,286,0.02,12285,Graduate
132,132,GE,andhra_pradesh,narsapuram,17,9,2019,4,16,gurugubillirambabu,M,MCPI,583,,1177738,1439691,81.8,0.05,0,0.0,5399,5th Pass
133,133,GE,andhra_pradesh,eluru,17,10,2019,4,1,sridharkotagiri,M,YSRCP,676809,GEN,1327923,1594950,83.26,50.97,165925,12.5,8615,Graduate
134,134,GE,andhra_pradesh,eluru,17,10,2019,4,2,maganttivenkateswararaobabu,M,TDP,510884,GEN,1327923,1594950,83.26,38.47,434057,32.69,8300,10th Pass
135,135,GE,andhra_pradesh,eluru,17,10,2019,4,3,pentapatipullarao,M,JnP,76827,,1327923,1594950,83.26,5.79,52947,3.99,17069,
136,136,GE,andhra_pradesh,eluru,17,10,2019,4,4,nota,,NOTA,23880,,1327923,1594950,83.26,1.8,3502,0.26,5897,
137,137,GE,andhra_pradesh,eluru,17,10,2019,4,5,jettigurunadharao,M,INC,20378,,1327923,1594950,83.26,1.53,11966,0.9,3482,Graduate
138,138,GE,andhra_pradesh,eluru,17,10,2019,4,6,chinnamramakotayya,M,BJP,8412,,1327923,1594950,83.26,0.63,5402,0.41,1605,10th Pass
139,139,GE,andhra_pradesh,eluru,17,10,2019,4,7,drmendemsanthoshkumarpeddababu,M,IND,3010,,1327923,1594950,83.26,0.23,75,0.01,10809,Others
140,140,GE,andhra_pradesh,eluru,17,10,2019,4,8,chinavenkatasuryanarayanajosyula,M,PPOI,2935,,1327923,1594950,83.26,0.22,1056,0.08,6298,Graduate
141,141,GE,andhra_pradesh,eluru,17,10,2019,4,9,mathebobby,M,RPI(A),1879,,1327923,1594950,83.26,0.14,231,0.02,12285,12th Pass
142,142,GE,andhra_pradesh,eluru,17,10,2019,4,10,alagaravikumar,M,IND,1648,,1327923,1594950,83.26,0.12,387,0.03,10809,10th Pass
143,143,GE,andhra_pradesh,eluru,17,10,2019,4,11,vsivaramakrishna,M,JAJGP,1261,,1327923,1594950,83.26,0.09,0,0.0,17070,10th Pass
144,144,GE,andhra_pradesh,machilipatnam,17,11,2019,4,1,balashowryvallabhaneni,M,YSRCP,572850,GEN,1244570,1473347,84.47,46.03,60238,4.84,8615,Post Graduate
145,145,GE,andhra_pradesh,machilipatnam,17,11,2019,4,2,konakallanarayanarao,M,TDP,512612,GEN,1244570,1473347,84.47,41.19,399170,32.07,8300,12th Pass
146,146,GE,andhra_pradesh,machilipatnam,17,11,2019,4,3,bandreddiramakrishna,M,JnP,113442,,1244570,1473347,84.47,9.11,99341,7.98,17069,Post Graduate
147,147,GE,andhra_pradesh,machilipatnam,17,11,2019,4,4,nota,,NOTA,14101,,1244570,1473347,84.47,1.13,1791,0.14,5897,
148,148,GE,andhra_pradesh,machilipatnam,17,11,2019,4,5,gollukrishna,M,INC,12310,,1244570,1473347,84.47,0.99,5829,0.47,3482,Others
149,149,GE,andhra_pradesh,machilipatnam,17,11,2019,4,6,gudivakaramanjaneyuluanjibabu,M,BJP,6481,,1244570,1473347,84.47,0.52,1692,0.14,1605,Graduate
150,150,GE,andhra_pradesh,machilipatnam,17,11,2019,4,7,vijayalakshmichalapaka,F,IND,4789,,1244570,1473347,84.47,0.38,1162,0.09,10809,Graduate
151,151,GE,andhra_pradesh,machilipatnam,17,11,2019,4,8,peramsivanageswararao,M,RPI(A),3627,,1244570,1473347,84.47,0.29,2610,0.21,12285,8th Pass
152,152,GE,andhra_pradesh,machilipatnam,17,11,2019,4,9,yarlagaddaramamohanarao,M,BAHUMP,1017,GEN,1244570,1473347,84.47,0.08,122,0.01,1060,12th Pass
153,153,GE,andhra_pradesh,machilipatnam,17,11,2019,4,10,gvnbasavarao,M,IND,895,,1244570,1473347,84.47,0.07,49,0.0,10809,12th Pass
154,154,GE,andhra_pradesh,machilipatnam,17,11,2019,4,11,gandhidhanekula,M,IND,846,,1244570,1473347,84.47,0.07,20,0.0,10809,10th Pass
155,155,GE,andhra_pradesh,machilipatnam,17,11,2019,4,12,valluruvenkateswararao,M,PPOI,826,,1244570,1473347,84.47,0.07,52,0.0,6298,Graduate
156,156,GE,andhra_pradesh,machilipatnam,17,11,2019,4,13,nadakuditinagagayathri,F,IND,774,,1244570,1473347,84.47,0.06,0,0.0,10809,Post Graduate
157,157,GE,andhra_pradesh,vijayawada,17,12,2019,4,1,srinivaskesineni,M,TDP,575498,GEN,1277711,1652994,77.3,45.04,8726,0.68,8300,10th Pass
158,158,GE,andhra_pradesh,vijayawada,17,12,2019,4,2,potlurivprasadpvp,M,YSRCP,566772,GEN,1277711,1652994,77.3,44.36,485122,37.97,8615,Post Graduate
159,159,GE,andhra_pradesh,vijayawada,17,12,2019,4,3,muttamsettyprasadbabu,M,JnP,81650,,1277711,1652994,77.3,6.39,63146,4.94,17069,Post Graduate
160,160,GE,andhra_pradesh,vijayawada,17,12,2019,4,4,kilarudileep,M,BJP,18504,,1277711,1652994,77.3,1.45,2243,0.18,1605,Graduate Professional
