,Unnamed: 0,Election_Type,State_Name,Constituency_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
5870,5870,GE,tamil_nadu,arani,17,12,2019,4,16,elumalais,M,IND,641,GEN,1143907,1449150,78.94,0.06,0,0.0,10809,8th Pass
5871,5871,GE,tamil_nadu,viluppuram,17,13,2019,4,1,ravikumard,M,DMK,559585,SC,1135540,1444335,78.62,49.28,128068,11.28,10192,Doctorate
5872,5872,GE,tamil_nadu,viluppuram,17,13,2019,4,2,vadivelravanans,M,PMK,431517,SC,1135540,1444335,78.62,38.0,373498,32.89,11891,Graduate
5873,5873,GE,tamil_nadu,viluppuram,17,13,2019,4,3,ganapathyn,M,IND,58019,SC,1135540,1444335,78.62,5.11,33410,2.94,10809,8th Pass
5874,5874,GE,tamil_nadu,viluppuram,17,13,2019,4,4,prakalathad,F,NTK,24609,SC,1135540,1444335,78.62,2.17,6718,0.59,5533,Post Graduate
5875,5875,GE,tamil_nadu,viluppuram,17,13,2019,4,5,anbinpoyyamozhis,M,MNM,17891,SC,1135540,1444335,78.62,1.58,5110,0.45,24404,Post Graduate
5876,5876,GE,tamil_nadu,viluppuram,17,13,2019,4,6,arasank,M,IND,12781,SC,1135540,1444335,78.62,1.13,838,0.07,10809,Illiterate
5877,5877,GE,tamil_nadu,viluppuram,17,13,2019,4,7,nota,,NOTA,11943,,1135540,1444335,78.62,1.05,7204,0.63,5897,
5878,5878,GE,tamil_nadu,viluppuram,17,13,2019,4,8,abiramip,F,TNLK,4739,SC,1135540,1444335,78.62,0.42,417,0.04,24405,Graduate
5879,5879,GE,tamil_nadu,viluppuram,17,13,2019,4,9,rajasekaranm,M,IND,4322,SC,1135540,1444335,78.62,0.38,379,0.03,10809,Graduate Professional
5880,5880,GE,tamil_nadu,viluppuram,17,13,2019,4,10,kaliyamoorthyg,M,BSP,3943,SC,1135540,1444335,78.62,0.35,1411,0.12,16651,10th Pass
5881,5881,GE,tamil_nadu,viluppuram,17,13,2019,4,11,rajas,M,AgIMK,2532,SC,1135540,1444335,78.62,0.22,1182,0.1,102,8th Pass
5882,5882,GE,tamil_nadu,viluppuram,17,13,2019,4,12,desingua,M,IND,1350,SC,1135540,1444335,78.62,0.12,36,0.0,10809,10th Pass
5883,5883,GE,tamil_nadu,viluppuram,17,13,2019,4,13,anbalagant,M,IND,1314,SC,1135540,1444335,78.62,0.12,319,0.03,10809,12th Pass
5884,5884,GE,tamil_nadu,viluppuram,17,13,2019,4,14,kathirvelm,M,IND,995,SC,1135540,1444335,78.62,0.09,0,0.0,10809,5th Pass
5885,5885,GE,tamil_nadu,kallakurichi,17,14,2019,4,1,gauthamsigamanipon,M,DMK,721713,GEN,1204375,1528938,78.77,59.92,399919,33.21,10192,Post Graduate
5886,5886,GE,tamil_nadu,kallakurichi,17,14,2019,4,2,sudhishlk,M,DMDK,321794,GEN,1204375,1528938,78.77,26.72,271615,22.55,2956,Graduate
5887,5887,GE,tamil_nadu,kallakurichi,17,14,2019,4,3,komugimaniyanm,M,IND,50179,,1204375,1528938,78.77,4.17,19933,1.66,10809,Graduate Professional
5888,5888,GE,tamil_nadu,kallakurichi,17,14,2019,4,4,sharfudeens,M,NTK,30246,,1204375,1528938,78.77,2.51,15659,1.3,5533,
5889,5889,GE,tamil_nadu,kallakurichi,17,14,2019,4,5,ganeshh,M,MNM,14587,,1204375,1528938,78.77,1.21,3011,0.25,24404,12th Pass
5890,5890,GE,tamil_nadu,kallakurichi,17,14,2019,4,6,nota,,NOTA,11576,,1204375,1528938,78.77,0.96,1531,0.13,5897,
5891,5891,GE,tamil_nadu,kallakurichi,17,14,2019,4,7,sumathib,F,IND,10045,,1204375,1528938,78.77,0.83,1979,0.16,10809,Illiterate
5892,5892,GE,tamil_nadu,kallakurichi,17,14,2019,4,8,chandrasekaranv,M,IND,8066,,1204375,1528938,78.77,0.67,3139,0.26,10809,Graduate
5893,5893,GE,tamil_nadu,kallakurichi,17,14,2019,4,9,ramadossr,M,IND,4927,,1204375,1528938,78.77,0.41,89,0.01,10809,10th Pass
5894,5894,GE,tamil_nadu,kallakurichi,17,14,2019,4,10,sakthivels,M,BSP,4838,GEN,1204375,1528938,78.77,0.4,412,0.03,16651,Others
5895,5895,GE,tamil_nadu,kallakurichi,17,14,2019,4,11,selvamd,M,IND,4426,,1204375,1528938,78.77,0.37,470,0.04,10809,
5896,5896,GE,tamil_nadu,kallakurichi,17,14,2019,4,12,satheeskumarr,M,IND,3956,,1204375,1528938,78.77,0.33,774,0.06,10809,12th Pass
5897,5897,GE,tamil_nadu,kallakurichi,17,14,2019,4,13,prabhua,M,IND,3182,,1204375,1528938,78.77,0.26,1358,0.11,10809,10th Pass
5898,5898,GE,tamil_nadu,kallakurichi,17,14,2019,4,14,sivakumarp,M,IND,1824,,1204375,1528938,78.77,0.15,409,0.03,10809,8th Pass
5899,5899,GE,tamil_nadu,kallakurichi,17,14,2019,4,15,sathishkumarg,M,IND,1415,,1204375,1528938,78.77,0.12,4,0.0,10809,Graduate
5900,5900,GE,tamil_nadu,kallakurichi,17,14,2019,4,16,kumarkr,M,IND,1411,,1204375,1528938,78.77,0.12,105,0.01,10809,8th Pass
5901,5901,GE,tamil_nadu,kallakurichi,17,14,2019,4,17,ramachandrank,M,IND,1306,,1204375,1528938,78.77,0.11,7,0.0,10809,Illiterate
5902,5902,GE,tamil_nadu,kallakurichi,17,14,2019,4,18,manikandanc,M,IND,1299,,1204375,1528938,78.77,0.11,147,0.01,10809,12th Pass
5903,5903,GE,tamil_nadu,kallakurichi,17,14,2019,4,19,kannans,M,IND,1152,,1204375,1528938,78.77,0.1,1,0.0,10809,5th Pass
5904,5904,GE,tamil_nadu,kallakurichi,17,14,2019,4,20,mayilamparaimaria,M,IND,1151,,1204375,1528938,78.77,0.1,21,0.0,10809,Illiterate
5905,5905,GE,tamil_nadu,kallakurichi,17,14,2019,4,21,mannanmp,M,IND,1130,SC,1204375,1528938,78.77,0.09,22,0.0,10809,Post Graduate
5906,5906,GE,tamil_nadu,kallakurichi,17,14,2019,4,22,chandramohanm,M,VMMKT,1108,,1204375,1528938,78.77,0.09,26,0.0,24409,Others
5907,5907,GE,tamil_nadu,kallakurichi,17,14,2019,4,23,nagarajans,M,IND,1082,,1204375,1528938,78.77,0.09,58,0.0,10809,Post Graduate
5908,5908,GE,tamil_nadu,kallakurichi,17,14,2019,4,24,sathishkumara,M,IND,1024,,1204375,1528938,78.77,0.09,86,0.01,10809,
5909,5909,GE,tamil_nadu,kallakurichi,17,14,2019,4,25,govindasamya,M,IND,938,GEN,1204375,1528938,78.77,0.08,0,0.0,10809,8th Pass
5910,5910,GE,tamil_nadu,salem,17,15,2019,4,1,parthibansr,M,DMK,606302,GEN,1255459,1612512,77.86,48.29,146926,11.7,10192,Graduate Professional
5911,5911,GE,tamil_nadu,salem,17,15,2019,4,2,saravanankrs,M,ADMK,459376,GEN,1255459,1612512,77.86,36.59,400714,31.92,930,Graduate Professional
5912,5912,GE,tamil_nadu,salem,17,15,2019,4,3,prabhumanikandanm,M,MNM,58662,,1255459,1612512,77.86,4.67,6330,0.5,24404,Graduate Professional
5913,5913,GE,tamil_nadu,salem,17,15,2019,4,4,selvamsk,M,IND,52332,,1255459,1612512,77.86,4.17,18442,1.47,10809,10th Pass
5914,5914,GE,tamil_nadu,salem,17,15,2019,4,5,rasaa,M,NTK,33890,,1255459,1612512,77.86,2.7,16760,1.33,5533,12th Pass
5915,5915,GE,tamil_nadu,salem,17,15,2019,4,6,nota,,NOTA,17130,,1255459,1612512,77.86,1.36,12567,1.0,5897,
5916,5916,GE,tamil_nadu,salem,17,15,2019,4,7,silambarasanc,M,TNLK,4563,,1255459,1612512,77.86,0.36,290,0.02,24405,Graduate Professional
5917,5917,GE,tamil_nadu,salem,17,15,2019,4,8,sivaramans,M,IND,4273,,1255459,1612512,77.86,0.34,730,0.06,10809,Others
5918,5918,GE,tamil_nadu,salem,17,15,2019,4,9,sadaiyanm,M,BSP,3543,,1255459,1612512,77.86,0.28,1552,0.12,16651,Graduate Professional
5919,5919,GE,tamil_nadu,salem,17,15,2019,4,10,manimaranc,M,IND,1991,,1255459,1612512,77.86,0.16,312,0.02,10809,8th Pass
5920,5920,GE,tamil_nadu,salem,17,15,2019,4,11,natarajanc,M,IND,1679,,1255459,1612512,77.86,0.13,123,0.01,10809,Graduate Professional
5921,5921,GE,tamil_nadu,salem,17,15,2019,4,12,ravia,M,IND,1556,,1255459,1612512,77.86,0.12,91,0.01,10809,5th Pass
5922,5922,GE,tamil_nadu,salem,17,15,2019,4,13,murthykamarajarm,M,IND,1465,,1255459,1612512,77.86,0.12,4,0.0,10809,Others
5923,5923,GE,tamil_nadu,salem,17,15,2019,4,14,pravinag,F,IND,1461,,1255459,1612512,77.86,0.12,92,0.01,10809,Graduate Professional
5924,5924,GE,tamil_nadu,salem,17,15,2019,4,15,ahamedshahjahanm,M,IND,1369,GEN,1255459,1612512,77.86,0.11,221,0.02,10809,Post Graduate
5925,5925,GE,tamil_nadu,salem,17,15,2019,4,16,tamilarasant,M,IND,1148,,1255459,1612512,77.86,0.09,46,0.0,10809,Literate
5926,5926,GE,tamil_nadu,salem,17,15,2019,4,17,surulivelnk,M,IND,1102,,1255459,1612512,77.86,0.09,325,0.03,10809,Graduate Professional
5927,5927,GE,tamil_nadu,salem,17,15,2019,4,18,mohanp,M,SUCI(C),777,,1255459,1612512,77.86,0.06,4,0.0,8082,12th Pass
5928,5928,GE,tamil_nadu,salem,17,15,2019,4,19,madeswarans,M,IND,773,,1255459,1612512,77.86,0.06,137,0.01,10809,5th Pass
5929,5929,GE,tamil_nadu,salem,17,15,2019,4,20,kalaimannanc,M,IND,636,,1255459,1612512,77.86,0.05,95,0.01,10809,Literate
5930,5930,GE,tamil_nadu,salem,17,15,2019,4,21,hariharank,M,IND,541,,1255459,1612512,77.86,0.04,91,0.01,10809,Graduate Professional
5931,5931,GE,tamil_nadu,salem,17,15,2019,4,22,araja,M,IND,450,,1255459,1612512,77.86,0.04,10,0.0,10809,8th Pass
5932,5932,GE,tamil_nadu,salem,17,15,2019,4,23,ramachandrankt,M,IND,440,,1255459,1612512,77.86,0.04,0,0.0,10809,10th Pass
5933,5933,GE,tamil_nadu,namakkal,17,16,2019,4,1,chinrajakp,M,DMK,626293,,1133774,1413599,80.2,55.24,265151,23.39,10192,Graduate
5934,5934,GE,tamil_nadu,namakkal,17,16,2019,4,2,kaliappanp,M,ADMK,361142,GEN,1133774,1413599,80.2,31.85,322611,28.45,930,10th Pass
5935,5935,GE,tamil_nadu,namakkal,17,16,2019,4,3,baskarb,M,NTK,38531,,1133774,1413599,80.2,3.4,7584,0.67,5533,Doctorate
5936,5936,GE,tamil_nadu,namakkal,17,16,2019,4,4,thangavelur,M,MNM,30947,,1133774,1413599,80.2,2.73,7600,0.67,24404,Graduate
5937,5937,GE,tamil_nadu,namakkal,17,16,2019,4,5,saminathanpp,M,IND,23347,,1133774,1413599,80.2,2.06,8274,0.73,10809,12th Pass
5938,5938,GE,tamil_nadu,namakkal,17,16,2019,4,6,nota,,NOTA,15073,,1133774,1413599,80.2,1.33,10216,0.9,5897,
5939,5939,GE,tamil_nadu,namakkal,17,16,2019,4,7,vinothkumarv,M,IND,4857,,1133774,1413599,80.2,0.43,459,0.04,10809,10th Pass
5940,5940,GE,tamil_nadu,namakkal,17,16,2019,4,8,sakthiyvelnks,M,IND,4398,,1133774,1413599,80.2,0.39,819,0.07,10809,Post Graduate
5941,5941,GE,tamil_nadu,namakkal,17,16,2019,4,9,ramanv,M,BSP,3579,,1133774,1413599,80.2,0.32,644,0.06,16651,5th Pass
5942,5942,GE,tamil_nadu,namakkal,17,16,2019,4,10,saravanavelr,M,IND,2935,,1133774,1413599,80.2,0.26,303,0.03,10809,Graduate Professional
5943,5943,GE,tamil_nadu,namakkal,17,16,2019,4,11,kaliappanp,M,IND,2632,,1133774,1413599,80.2,0.23,88,0.01,10809,12th Pass
5944,5944,GE,tamil_nadu,namakkal,17,16,2019,4,12,sakthivels,M,IND,2544,,1133774,1413599,80.2,0.22,182,0.02,10809,8th Pass
5945,5945,GE,tamil_nadu,namakkal,17,16,2019,4,13,natarajanm,M,IND,2362,,1133774,1413599,80.2,0.21,318,0.03,10809,8th Pass
5946,5946,GE,tamil_nadu,namakkal,17,16,2019,4,14,vijayakarthikeyanb,M,IND,2044,,1133774,1413599,80.2,0.18,176,0.02,10809,Post Graduate
5947,5947,GE,tamil_nadu,namakkal,17,16,2019,4,15,ramasamyn,M,IND,1868,SC,1133774,1413599,80.2,0.16,47,0.0,10809,Illiterate
5948,5948,GE,tamil_nadu,namakkal,17,16,2019,4,16,kaliyappank,M,IND,1821,,1133774,1413599,80.2,0.16,644,0.06,10809,5th Pass
5949,5949,GE,tamil_nadu,namakkal,17,16,2019,4,17,kaliappans,M,IND,1177,,1133774,1413599,80.2,0.1,166,0.01,10809,5th Pass
5950,5950,GE,tamil_nadu,namakkal,17,16,2019,4,18,muthusamymp,M,GPI,1011,,1133774,1413599,80.2,0.09,39,0.0,3064,Post Graduate
5951,5951,GE,tamil_nadu,namakkal,17,16,2019,4,19,ramesht,M,AHIMSASP,972,,1133774,1413599,80.2,0.09,195,0.02,24410,10th Pass
5952,5952,GE,tamil_nadu,namakkal,17,16,2019,4,20,manickams,M,UMK,777,,1133774,1413599,80.2,0.07,15,0.0,13032,5th Pass
5953,5953,GE,tamil_nadu,namakkal,17,16,2019,4,21,arumugamv,M,IND,762,,1133774,1413599,80.2,0.07,36,0.0,10809,10th Pass
5954,5954,GE,tamil_nadu,namakkal,17,16,2019,4,22,ramasamyp,M,IND,726,GEN,1133774,1413599,80.2,0.06,43,0.0,10809,12th Pass
5955,5955,GE,tamil_nadu,namakkal,17,16,2019,4,23,rameshtr,M,IND,683,,1133774,1413599,80.2,0.06,39,0.0,10809,10th Pass
5956,5956,GE,tamil_nadu,namakkal,17,16,2019,4,24,senthilmurugans,M,DMSK,644,,1133774,1413599,80.2,0.06,57,0.01,2953,10th Pass
5957,5957,GE,tamil_nadu,namakkal,17,16,2019,4,25,prabhuk,M,IND,587,,1133774,1413599,80.2,0.05,61,0.01,10809,12th Pass
5958,5958,GE,tamil_nadu,namakkal,17,16,2019,4,26,nallathambip,M,IND,526,,1133774,1413599,80.2,0.05,67,0.01,10809,
5959,5959,GE,tamil_nadu,namakkal,17,16,2019,4,27,chov,M,IND,459,,1133774,1413599,80.2,0.04,11,0.0,10809,Graduate
5960,5960,GE,tamil_nadu,namakkal,17,16,2019,4,28,selvarajkr,M,IND,448,,1133774,1413599,80.2,0.04,107,0.01,10809,10th Pass
5961,5961,GE,tamil_nadu,namakkal,17,16,2019,4,29,sivarajees,M,IND,341,,1133774,1413599,80.2,0.03,53,0.0,10809,Illiterate
5962,5962,GE,tamil_nadu,namakkal,17,16,2019,4,30,selladurais,M,IND,288,,1133774,1413599,80.2,0.03,0,0.0,10809,8th Pass
5963,5963,GE,tamil_nadu,erode,17,17,2019,4,1,ganeshamurthia,M,DMK,563591,GEN,1067863,1462246,73.03,52.78,210618,19.72,10192,Graduate
5964,5964,GE,tamil_nadu,erode,17,17,2019,4,2,manimarang,M,ADMK,352973,GEN,1067863,1462246,73.03,33.05,305254,28.59,930,12th Pass
5965,5965,GE,tamil_nadu,erode,17,17,2019,4,3,saravanakumara,M,MNM,47719,,1067863,1462246,73.03,4.47,8709,0.82,24404,Others
5966,5966,GE,tamil_nadu,erode,17,17,2019,4,4,seethalakshmimk,F,NTK,39010,,1067863,1462246,73.03,3.65,13152,1.23,5533,Post Graduate
5967,5967,GE,tamil_nadu,erode,17,17,2019,4,5,senthilkumarkc,M,IND,25858,,1067863,1462246,73.03,2.42,11063,1.04,10809,Graduate
5968,5968,GE,tamil_nadu,erode,17,17,2019,4,6,nota,,NOTA,14795,,1067863,1462246,73.03,1.39,10657,1.0,5897,
5969,5969,GE,tamil_nadu,erode,17,17,2019,4,7,gopalm,M,BSP,4138,,1067863,1462246,73.03,0.39,759,0.07,16651,8th Pass
5970,5970,GE,tamil_nadu,erode,17,17,2019,4,8,kuppusamyp,M,UMK,3379,,1067863,1462246,73.03,0.32,924,0.09,13032,12th Pass
5971,5971,GE,tamil_nadu,erode,17,17,2019,4,9,dharmalingams,M,IND,2455,,1067863,1462246,73.03,0.23,375,0.04,10809,5th Pass
5972,5972,GE,tamil_nadu,erode,17,17,2019,4,10,arunachalama,M,IND,2080,,1067863,1462246,73.03,0.19,477,0.04,10809,Doctorate
5973,5973,GE,tamil_nadu,erode,17,17,2019,4,11,kuppusamyr,M,GPI,1603,GEN,1067863,1462246,73.03,0.15,64,0.01,3064,10th Pass
5974,5974,GE,tamil_nadu,erode,17,17,2019,4,12,ganeshamurthyac,M,IND,1539,,1067863,1462246,73.03,0.14,31,0.0,10809,10th Pass
5975,5975,GE,tamil_nadu,erode,17,17,2019,4,13,karthikeyanp,M,IND,1508,,1067863,1462246,73.03,0.14,62,0.01,10809,10th Pass
5976,5976,GE,tamil_nadu,erode,17,17,2019,4,14,chitra,F,IND,1446,,1067863,1462246,73.03,0.14,168,0.02,10809,Graduate
5977,5977,GE,tamil_nadu,erode,17,17,2019,4,15,subramaniank,M,IND,1278,GEN,1067863,1462246,73.03,0.12,111,0.01,10809,8th Pass
5978,5978,GE,tamil_nadu,erode,17,17,2019,4,16,paramasivamn,M,IND,1167,,1067863,1462246,73.03,0.11,161,0.02,10809,5th Pass
5979,5979,GE,tamil_nadu,erode,17,17,2019,4,17,ganeshamoorthym,M,IND,1006,,1067863,1462246,73.03,0.09,278,0.03,10809,8th Pass
5980,5980,GE,tamil_nadu,erode,17,17,2019,4,18,kathirvela,M,IND,728,SC,1067863,1462246,73.03,0.07,149,0.01,10809,8th Pass
5981,5981,GE,tamil_nadu,erode,17,17,2019,4,19,mania,M,IND,579,,1067863,1462246,73.03,0.05,53,0.0,10809,Literate
5982,5982,GE,tamil_nadu,erode,17,17,2019,4,20,natarajana,M,IND,526,,1067863,1462246,73.03,0.05,41,0.0,10809,8th Pass
5983,5983,GE,tamil_nadu,erode,17,17,2019,4,21,ananthis,F,IND,485,,1067863,1462246,73.03,0.05,0,0.0,10809,Post Graduate
5984,5984,GE,tamil_nadu,tiruppur,17,18,2019,4,1,subbarayank,M,CPI,508725,GEN,1119584,1530014,73.17,45.44,93368,8.34,2444,10th Pass
5985,5985,GE,tamil_nadu,tiruppur,17,18,2019,4,2,anandanmsm,M,ADMK,415357,,1119584,1530014,73.17,37.1,350700,31.32,930,10th Pass
5986,5986,GE,tamil_nadu,tiruppur,17,18,2019,4,3,chandirakumarvs,M,MNM,64657,,1119584,1530014,73.17,5.78,20841,1.86,24404,10th Pass
5987,5987,GE,tamil_nadu,tiruppur,17,18,2019,4,4,selvamsr,M,IND,43816,,1119584,1530014,73.17,3.91,1627,0.15,10809,8th Pass
5988,5988,GE,tamil_nadu,tiruppur,17,18,2019,4,5,jaganathanp,M,NTK,42189,,1119584,1530014,73.17,3.77,20328,1.82,5533,10th Pass
5989,5989,GE,tamil_nadu,tiruppur,17,18,2019,4,6,nota,,NOTA,21861,,1119584,1530014,73.17,1.95,14540,1.3,5897,
5990,5990,GE,tamil_nadu,tiruppur,17,18,2019,4,7,ayyanarc,M,BSP,7321,,1119584,1530014,73.17,0.65,2840,0.25,16651,Graduate
5991,5991,GE,tamil_nadu,tiruppur,17,18,2019,4,8,rajkumars,M,IND,4481,,1119584,1530014,73.17,0.4,1005,0.09,10809,Others
5992,5992,GE,tamil_nadu,tiruppur,17,18,2019,4,9,kathiresanl,M,IND,3476,,1119584,1530014,73.17,0.31,793,0.07,10809,Post Graduate
5993,5993,GE,tamil_nadu,tiruppur,17,18,2019,4,10,jaganathanp,M,IND,2683,,1119584,1530014,73.17,0.24,784,0.07,10809,5th Pass
5994,5994,GE,tamil_nadu,tiruppur,17,18,2019,4,11,senthilvela,M,IND,1899,,1119584,1530014,73.17,0.17,300,0.03,10809,8th Pass
5995,5995,GE,tamil_nadu,tiruppur,17,18,2019,4,12,kumard,M,IND,1599,,1119584,1530014,73.17,0.14,79,0.01,10809,8th Pass
5996,5996,GE,tamil_nadu,tiruppur,17,18,2019,4,13,kanagarajp,M,IND,1520,,1119584,1530014,73.17,0.14,0,0.0,10809,5th Pass
5997,5997,GE,tamil_nadu,nilgiris,17,19,2019,4,1,araja,M,DMK,547832,SC,1010719,1366060,73.99,54.2,205823,20.36,10192,Graduate Professional
5998,5998,GE,tamil_nadu,nilgiris,17,19,2019,4,2,thiyagarajanm,M,ADMK,342009,SC,1010719,1366060,73.99,33.84,300840,29.76,930,Graduate
5999,5999,GE,tamil_nadu,nilgiris,17,19,2019,4,3,rajenthirann,M,MNM,41169,SC,1010719,1366060,73.99,4.07,750,0.07,24404,Graduate Professional
6000,6000,GE,tamil_nadu,nilgiris,17,19,2019,4,4,ramaswamym,M,IND,40419,SC,1010719,1366060,73.99,4.0,22270,2.2,10809,Post Graduate
6001,6001,GE,tamil_nadu,nilgiris,17,19,2019,4,5,nota,,NOTA,18149,,1010719,1366060,73.99,1.8,12920,1.28,5897,
6002,6002,GE,tamil_nadu,nilgiris,17,19,2019,4,6,subramanim,M,IND,5229,SC,1010719,1366060,73.99,0.52,482,0.05,10809,5th Pass
6003,6003,GE,tamil_nadu,nilgiris,17,19,2019,4,7,rajarathinamm,M,IND,4747,SC,1010719,1366060,73.99,0.47,659,0.07,10809,8th Pass
6004,6004,GE,tamil_nadu,nilgiris,17,19,2019,4,8,ashokkumarr,M,BSP,4088,SC,1010719,1366060,73.99,0.4,831,0.08,16651,10th Pass
6005,6005,GE,tamil_nadu,nilgiris,17,19,2019,4,9,rajak,M,IND,3257,SC,1010719,1366060,73.99,0.32,1058,0.1,10809,10th Pass
6006,6006,GE,tamil_nadu,nilgiris,17,19,2019,4,10,nagarajana,M,IND,2199,SC,1010719,1366060,73.99,0.22,578,0.06,10809,10th Pass
6007,6007,GE,tamil_nadu,nilgiris,17,19,2019,4,11,arumukamp,M,IND,1621,SC,1010719,1366060,73.99,0.16,0,0.0,10809,Illiterate
6008,6008,GE,tamil_nadu,coimbatore,17,20,2019,4,1,natarajanpr,M,CPM,571150,GEN,1250885,1958904,63.86,45.66,179143,14.32,14635,12th Pass
6009,6009,GE,tamil_nadu,coimbatore,17,20,2019,4,2,radhakrishnancp,M,BJP,392007,GEN,1250885,1958904,63.86,31.34,246903,19.74,1605,Graduate
6010,6010,GE,tamil_nadu,coimbatore,17,20,2019,4,3,mahendranr,M,MNM,145104,,1250885,1958904,63.86,11.6,84585,6.76,24404,Post Graduate
6011,6011,GE,tamil_nadu,coimbatore,17,20,2019,4,4,kalyanasundarams,M,NTK,60519,,1250885,1958904,63.86,4.84,22458,1.8,5533,Post Graduate
6012,6012,GE,tamil_nadu,coimbatore,17,20,2019,4,5,appathurainr,M,IND,38061,,1250885,1958904,63.86,3.04,14871,1.19,10809,12th Pass
6013,6013,GE,tamil_nadu,coimbatore,17,20,2019,4,6,nota,,NOTA,23190,,1250885,1958904,63.86,1.85,18876,1.51,5897,
6014,6014,GE,tamil_nadu,coimbatore,17,20,2019,4,7,govindanp,M,BSP,4314,,1250885,1958904,63.86,0.34,1398,0.11,16651,10th Pass
6015,6015,GE,tamil_nadu,coimbatore,17,20,2019,4,8,krishnanv,M,IND,2916,,1250885,1958904,63.86,0.23,189,0.02,10809,8th Pass
6016,6016,GE,tamil_nadu,coimbatore,17,20,2019,4,9,kanagasabapathyg,M,IND,2727,SC,1250885,1958904,63.86,0.22,94,0.01,10809,5th Pass
6017,6017,GE,tamil_nadu,coimbatore,17,20,2019,4,10,radhakrishnanu,M,IND,2633,,1250885,1958904,63.86,0.21,326,0.03,10809,5th Pass
6018,6018,GE,tamil_nadu,coimbatore,17,20,2019,4,11,manikandanp,M,TNLK,2307,,1250885,1958904,63.86,0.18,680,0.05,24405,12th Pass
6019,6019,GE,tamil_nadu,coimbatore,17,20,2019,4,12,radhakrishnanp,M,IND,1627,,1250885,1958904,63.86,0.13,89,0.01,10809,10th Pass
6020,6020,GE,tamil_nadu,coimbatore,17,20,2019,4,13,dhanapalm,M,IND,1538,,1250885,1958904,63.86,0.12,116,0.01,10809,Graduate
6021,6021,GE,tamil_nadu,coimbatore,17,20,2019,4,14,pushpananthamv,M,IND,1422,,1250885,1958904,63.86,0.11,52,0.0,10809,Post Graduate
6022,6022,GE,tamil_nadu,coimbatore,17,20,2019,4,15,natarajana,M,IND,1370,,1250885,1958904,63.86,0.11,0,0.0,10809,5th Pass
6023,6023,GE,tamil_nadu,pollachi,17,21,2019,4,1,kshanmugasundaram,M,DMK,554230,GEN,1081875,1520504,71.15,51.23,175883,16.26,10192,Graduate Professional
6024,6024,GE,tamil_nadu,pollachi,17,21,2019,4,2,mahendranc,M,ADMK,378347,GEN,1081875,1520504,71.15,34.97,318654,29.45,930,Post Graduate
6025,6025,GE,tamil_nadu,pollachi,17,21,2019,4,3,mookambikar,F,MNM,59693,,1081875,1520504,71.15,5.52,28210,2.61,24404,Graduate Professional
6026,6026,GE,tamil_nadu,pollachi,17,21,2019,4,4,sanujau,F,NTK,31483,,1081875,1520504,71.15,2.91,4820,0.45,5533,Others
6027,6027,GE,tamil_nadu,pollachi,17,21,2019,4,5,muthukumars,M,IND,26663,,1081875,1520504,71.15,2.46,11553,1.07,10809,Graduate
6028,6028,GE,tamil_nadu,pollachi,17,21,2019,4,6,nota,,NOTA,15110,,1081875,1520504,71.15,1.4,9863,0.91,5897,
6029,6029,GE,tamil_nadu,pollachi,17,21,2019,4,7,rajendhiranrg,M,IND,5247,,1081875,1520504,71.15,0.48,2060,0.19,10809,Graduate
6030,6030,GE,tamil_nadu,pollachi,17,21,2019,4,8,ganeshamoorthya,M,BSP,3187,,1081875,1520504,71.15,0.29,450,0.04,16651,10th Pass
6031,6031,GE,tamil_nadu,pollachi,17,21,2019,4,9,ramasamyk,M,IND,2737,GEN,1081875,1520504,71.15,0.25,1464,0.14,10809,10th Pass
6032,6032,GE,tamil_nadu,pollachi,17,21,2019,4,10,shanmugasundaramv,M,IND,1273,,1081875,1520504,71.15,0.12,330,0.03,10809,8th Pass
6033,6033,GE,tamil_nadu,pollachi,17,21,2019,4,11,muthukumarc,M,IND,943,,1081875,1520504,71.15,0.09,35,0.0,10809,10th Pass
6034,6034,GE,tamil_nadu,pollachi,17,21,2019,4,12,ansaris,M,IND,908,,1081875,1520504,71.15,0.08,102,0.01,10809,Graduate
6035,6035,GE,tamil_nadu,pollachi,17,21,2019,4,13,balajig,M,IND,806,,1081875,1520504,71.15,0.07,92,0.01,10809,Post Graduate
6036,6036,GE,tamil_nadu,pollachi,17,21,2019,4,14,shanmugasundaramkn,M,IND,714,,1081875,1520504,71.15,0.07,180,0.02,10809,5th Pass
6037,6037,GE,tamil_nadu,pollachi,17,21,2019,4,15,manickavelc,M,IND,534,,1081875,1520504,71.15,0.05,0,0.0,10809,10th Pass
6038,6038,GE,tamil_nadu,dindigul,17,22,2019,4,1,velusamyp,M,DMK,746523,GEN,1160046,1541881,75.24,64.35,538972,46.46,10192,Illiterate
6039,6039,GE,tamil_nadu,dindigul,17,22,2019,4,2,jothimuthuk,M,PMK,207551,GEN,1160046,1541881,75.24,17.89,144676,12.47,11891,
6040,6040,GE,tamil_nadu,dindigul,17,22,2019,4,3,jothimuruganp,M,IND,62875,,1160046,1541881,75.24,5.42,7918,0.68,10809,Post Graduate
