,Unnamed: 0,Unnamed: 0.1,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
6271,6271,6271,GE,telangana,15,9,2009,4.0,1,asaduddinowaisi,M,AIMIM,308061,GEN,731108,1393242,hyderabad,52.48,42.14,113865,15.57,706,
5902,5902,5902,GE,tamil_nadu,15,24,2009,4.0,8,asaithambip,M,CPI(ML)(L),2401,SC,718207,1067193,tiruchirappalli,67.3,0.33,291,0.04,2472,Graduate Professional
527,527,527,GE,assam,15,14,2009,4.0,6,asapsundiguria,M,IND,12067,GEN,909621,1332518,lakhimpur,68.26,1.33,4700,0.52,10809,Post Graduate
919,919,919,GE,bihar,15,25,2009,4.0,4,asarfiprasadmehta,M,BSP,17277,GEN,624981,1342970,khagaria,46.54,2.76,150,0.02,16651,Graduate
6531,6531,6531,GE,uttar_pradesh,15,5,2009,4.0,14,asarpat,M,IND,1403,SC,643468,1196566,nagina,53.78,0.22,0,0.0,10809,12th Pass
2054,2054,2054,GE,haryana,15,4,2011,,2,aschautala,,INLD,349620,,916480,1194689,hisar,76.71,38.15,199844,21.81,3863,
6266,6266,6266,GE,telangana,15,8,2009,4.0,19,aseervadamlellapalli,M,IND,871,SC,865038,1574818,secunderabad,54.93,0.1,172,0.02,10809,
4746,4746,4746,GE,puducherry,15,1,2009,4.0,10,asenkadir,M,IND,1896,GEN,607948,762440,puducherry,79.74,0.31,86,0.01,10809,
8310,8310,8310,GE,west_bengal,15,42,2009,4.0,4,asgaraligajlu,M,SP,17177,GEN,1017493,1221893,birbhum,83.27,1.69,1258,0.12,7425,8th Pass
2307,2307,2307,GE,jammu_and_kashmir,15,4,2009,4.0,3,asgaralikarbalaie,M,IND,24498,ST,109575,152491,ladakh,71.86,22.36,1781,1.63,10809,10th Pass
685,685,685,GE,bihar,15,10,2009,4.0,13,asgarmalik,M,IND,3308,GEN,626914,1186369,kishanganj,52.84,0.53,327,0.05,10809,Graduate
806,806,806,GE,bihar,15,17,2009,4.0,16,ashadevi,F,IND,2759,SC,504612,1349072,gopalganj,37.4,0.55,0,0.0,10809,Literate
2144,2144,2144,GE,haryana,15,7,2009,4.0,8,ashanand,M,IND,2194,GEN,835925,1274972,rohtak,65.56,0.26,44,0.01,10809,10th Pass
6804,6804,6804,GE,uttar_pradesh,15,20,2009,,11,asharam,M,BJSP,1803,,787130,1422688,firozabad,55.33,0.23,214,0.03,1681,
3556,3556,3556,GE,madhya_pradesh,15,16,2009,4.0,18,asharamdehariya,M,IND,1910,SC,829294,1154249,chhindwara,71.85,0.23,276,0.03,10809,10th Pass
5125,5125,5125,GE,rajasthan,15,9,2009,4.0,12,asharamurfasha,M,IND,363,SC,560691,1437111,bharatpur,39.02,0.06,5,0.0,10809,10th Pass
7056,7056,7056,GE,uttar_pradesh,15,37,2009,4.0,2,asheeshshukla,M,BSP,93997,GEN,646650,1431787,amethi,45.16,14.54,56427,8.73,16651,Post Graduate
7450,7450,7450,GE,uttar_pradesh,15,59,2009,4.0,5,ashiqali,M,PECP,73235,GEN,605243,1341455,gonda,45.12,12.1,65938,10.89,5995,8th Pass
2285,2285,2285,GE,jammu_and_kashmir,15,2,2009,4.0,9,ashiqhussainbhat,M,IND,753,GEN,282761,1106729,srinagar,25.55,0.27,69,0.02,10809,Post Graduate
2275,2275,2275,GE,jammu_and_kashmir,15,1,2009,4.0,12,ashiqhussainganie,M,BCDP,2295,GEN,441234,1054496,baramulla,41.84,0.52,335,0.08,1034,8th Pass
3854,3854,3854,GE,maharashtra,15,9,2009,4.0,10,ashisharunnagarare,M,IND,2976,SC,764712,1502900,ramtek,50.88,0.39,60,0.01,10809,10th Pass
3879,3879,3879,GE,maharashtra,15,10,2009,4.0,15,ashisharunnagrare,M,IND,827,SC,755369,1738920,nagpur,43.44,0.11,21,0.0,10809,Not Given
8185,8185,8185,GE,west_bengal,15,26,2009,4.0,9,ashishdas,M,IND,3141,SC,1009819,1251590,uluberia,80.68,0.31,0,0.0,10809,Graduate
1445,1445,1445,GE,delhi,15,1,2009,4.0,19,ashishsaxena,M,IND,393,GEN,780445,1413535,chandni_chowk,55.21,0.05,15,0.0,10809,Post Graduate
489,489,489,GE,assam,15,10,2009,4.0,7,ashitdutta,M,IND,3695,GEN,999426,1411331,nowgong,70.81,0.37,1041,0.1,10809,8th Pass
6573,6573,6573,GE,uttar_pradesh,15,8,2009,4.0,8,ashok,M,NBNP,3052,GEN,681924,1290810,sambhal,52.83,0.45,953,0.14,16966,10th Pass
2869,2869,2869,GE,karnataka,15,19,2009,4.0,5,ashok,M,BSP,15044,GEN,899784,1388773,tumkur,64.79,1.67,2191,0.24,16651,12th Pass
2147,2147,2147,GE,haryana,15,7,2009,4.0,11,ashok,M,IND,1097,GEN,835925,1274972,rohtak,65.56,0.13,240,0.03,10809,Post Graduate
3322,3322,3322,GE,madhya_pradesh,15,2,2009,4.0,1,ashokargal,M,BJP,227365,SC,523791,1364411,bhind,38.39,43.41,18886,3.61,1605,12th Pass
4210,4210,4210,GE,maharashtra,15,28,2009,4.0,4,ashokchandrapalsingh,M,BSP,24934,GEN,667904,1572890,mumbai_north_east,42.46,3.73,19322,2.89,16651,Graduate
1198,1198,1198,GE,bihar,15,40,2009,4.0,3,ashokchoudhary,M,INC,71267,SC,535282,1404016,jamui,38.13,13.31,19290,3.6,3482,Doctorate
4501,4501,4501,GE,maharashtra,15,44,2009,4.0,4,ashokdnyanumanebhau,M,STBP,8080,GEN,776830,1490571,sangli,52.12,1.04,752,0.1,8197,Others
7738,7738,7738,GE,uttar_pradesh,15,75,2009,4.0,10,ashokdrashokkumarsrivastava,M,IND,3967,GEN,770434,1527723,ghazipur,50.43,0.51,1155,0.15,10809,Doctorate
8279,8279,8279,GE,west_bengal,15,38,2009,4.0,2,ashokebiswas,M,AITC,472568,SC,1124373,1289311,bardhaman_purba,87.21,42.03,400936,35.66,18228,12th Pass
8016,8016,8016,GE,west_bengal,15,10,2009,4.0,7,ashokekumarsingha,M,SP,3076,GEN,952213,1179938,baharampur,80.7,0.32,26,0.0,7425,12th Pass
8292,8292,8292,GE,west_bengal,15,39,2009,4.0,8,ashoketarumallick,M,SP,5099,SC,1135028,1353380,burdwan_-_durgapur,83.87,0.45,0,0.0,7425,10th Pass
4329,4329,4329,GE,maharashtra,15,34,2009,4.0,20,ashokganpatpalkhealiassutar,M,IND,708,GEN,734641,1806953,pune,40.66,0.1,13,0.0,10809,Literate
2343,2343,2343,GE,jammu_and_kashmir,15,6,2009,4.0,20,ashokkumar,M,IND,1342,GEN,843314,1719897,jammu,49.03,0.16,18,0.0,10809,Graduate
4815,4815,4815,GE,punjab,15,4,2009,4.0,9,ashokkumar,M,BGTD,2623,SC,899664,1339842,jalandhar,67.15,0.29,1467,0.16,9056,Not Given
6978,6978,6978,GE,uttar_pradesh,15,33,2009,4.0,9,ashokkumar,M,IND,3204,GEN,904542,1818980,unnao,49.73,0.35,224,0.02,10809,Literate
7249,7249,7249,GE,uttar_pradesh,15,48,2009,4.0,9,ashokkumar,M,IJP,4229,GEN,619218,1386265,banda,44.67,0.68,371,0.06,3430,Graduate Professional
7655,7655,7655,GE,uttar_pradesh,15,70,2009,4.0,16,ashokkumar,M,IND,1610,ST,765865,1693231,ghosi,45.23,0.21,0,0.0,10809,Graduate
2106,2106,2106,GE,haryana,15,5,2009,4.0,14,ashokkumar,M,IND,1428,GEN,811029,1216977,karnal,66.64,0.18,53,0.01,10809,Not Given
1987,1987,1987,GE,haryana,15,2,2009,4.0,2,ashokkumararora,M,INLD,278475,GEN,875454,1166684,kurukshetra,75.04,31.81,127244,14.53,3863,10th Pass
7309,7309,7309,GE,uttar_pradesh,15,52,2009,4.0,2,ashokkumarbajpai,M,BSP,174511,GEN,550197,1267492,allahabad,43.41,31.72,113514,20.63,16651,Graduate Professional
1464,1464,1464,GE,delhi,15,1,2009,4.0,38,ashokkumargotewala,M,IND,236,SC,780445,1413535,chandni_chowk,55.21,0.03,14,0.0,10809,10th Pass
1695,1695,1695,GE,gujarat,15,6,2009,4.0,11,ashokkumarishvarbhaipatel,M,BNJD,967,GEN,790737,1555709,gandhinagar,50.83,0.12,85,0.01,9441,Literate
3452,3452,3452,GE,madhya_pradesh,15,9,2009,4.0,12,ashokkumarkushwaha,M,IND,2839,GEN,659605,1207500,satna,54.63,0.43,206,0.03,10809,Literate
760,760,760,GE,bihar,15,15,2009,4.0,6,ashokkumarlalan,M,IND,13450,GEN,621813,1339949,muzaffarpur,46.41,2.16,1255,0.2,10809,Not Given
4600,4600,4600,GE,odisha,15,3,2009,4.0,6,ashokkumarnaik,M,KOKD,10374,GEN,800420,1233251,sambalpur,64.9,1.3,856,0.11,11386,Graduate
7010,7010,7010,GE,uttar_pradesh,15,35,2009,4.0,13,ashokkumarpal,M,IND,575,GEN,584051,1653123,lucknow,35.33,0.1,27,0.0,10809,Post Graduate
6685,6685,6685,GE,uttar_pradesh,15,14,2009,4.0,2,ashokkumarpradhan,M,BJP,170192,SC,668447,1482749,bulandshahr,45.08,25.46,28006,4.19,1605,12th Pass
6957,6957,6957,GE,uttar_pradesh,15,32,2009,4.0,1,ashokkumarrawat,M,BSP,207627,SC,607589,1464770,misrikh,41.48,34.17,23292,3.83,16651,Post Graduate
720,720,720,GE,bihar,15,12,2009,4.0,17,ashokkumarsah,M,JMM,3610,GEN,704752,1305396,purnia,53.99,0.51,50,0.01,4653,Not Given
3480,3480,3480,GE,madhya_pradesh,15,11,2009,4.0,4,ashokkumarshah,M,BSP,53760,GEN,675807,1358291,sidhi,49.75,7.95,33162,4.91,16651,Post Graduate
3505,3505,3505,GE,madhya_pradesh,15,13,2009,4.0,10,ashokkumarsharma,M,SP,2948,GEN,633493,1446345,jabalpur,43.8,0.47,1119,0.18,7425,10th Pass
2425,2425,2425,GE,jharkhand,15,5,2009,4.0,16,ashokkumarsharma,M,IND,4308,GEN,780538,1390428,kodarma,56.14,0.55,0,0.0,10809,12th Pass
6874,6874,6874,GE,uttar_pradesh,15,25,2009,4.0,8,ashokkumarsharma,M,IND,2466,GEN,705734,1401423,bareilly,50.36,0.35,0,0.0,10809,8th Pass
1061,1061,1061,GE,bihar,15,32,2009,4.0,14,ashokkumarsingh,M,IND,2391,GEN,556351,1555122,arrah,35.78,0.43,465,0.08,10809,Post Graduate
7227,7227,7227,GE,uttar_pradesh,15,47,2009,4.0,3,ashokkumarsinghchandel,M,SP,165938,GEN,725477,1498840,hamirpur,48.4,22.87,27246,3.76,7425,
2553,2553,2553,GE,jharkhand,15,10,2009,4.0,7,ashokkumartiu,M,IND,7490,ST,579926,957406,singhbhum,60.57,1.29,1289,0.22,10809,Graduate
3447,3447,3447,GE,madhya_pradesh,15,9,2009,4.0,7,ashokkushwaha,M,IND,4547,GEN,659605,1207500,satna,54.63,0.69,585,0.09,10809,10th Pass
3914,3914,3914,GE,maharashtra,15,12,2009,4.0,2,ashokmahadeoraonete,M,BJP,293176,ST,837247,1285387,gadchiroli-chimur,65.14,35.02,157420,18.8,1605,12th Pass
636,636,636,GE,bihar,15,8,2009,4.0,5,ashokmahto,M,BSP,14163,GEN,697659,1279549,supaul,54.52,2.03,3473,0.5,16651,Others
2732,2732,2732,GE,karnataka,15,10,2009,4.0,5,ashokmallappajavali,M,NCP,8334,GEN,872241,1371763,haveri,63.59,0.96,958,0.11,5792,Graduate
3384,3384,3384,GE,madhya_pradesh,15,5,2009,4.0,9,ashokmishra,M,IND,2161,GEN,570321,1185166,sagar,48.12,0.38,635,0.11,10809,8th Pass
3635,3635,3635,GE,madhya_pradesh,15,22,2009,4.0,9,ashoknarayan,M,IND,1300,SC,667553,1253686,ujjain,53.25,0.19,0,0.0,10809,10th Pass
7073,7073,7073,GE,uttar_pradesh,15,38,2009,4.0,3,ashokpandey,M,SP,107895,GEN,707855,1430955,sultanpur,49.47,15.24,63470,8.97,7425,Post Graduate
645,645,645,GE,bihar,15,8,2009,4.0,14,ashokpankaj,M,IND,5004,GEN,697659,1279549,supaul,54.52,0.72,1359,0.19,10809,Graduate
3591,3591,3591,GE,madhya_pradesh,15,19,2009,4.0,7,ashokpawar,M,PRSP,2861,SC,658840,1461714,bhopal,45.07,0.43,1009,0.15,6192,12th Pass
4026,4026,4026,GE,maharashtra,15,17,2009,4.0,19,ashokraobabaraoambhore,M,ANC,2187,SC,870726,1610088,parbhani,54.08,0.25,0,0.0,840,12th Pass
910,910,910,GE,bihar,15,24,2009,4.0,14,ashoksah,M,IND,4605,GEN,718265,1473263,begusarai,48.75,0.64,386,0.05,10809,Others
4666,4666,4666,GE,odisha,15,13,2009,4.0,3,ashoksahu,M,BJP,147020,GEN,707748,1065279,kandhamal,66.44,20.77,121079,17.11,1605,Post Graduate
5690,5690,5690,GE,tamil_nadu,15,15,2009,4.0,8,ashoksamrajm,M,KNMK,3642,GEN,895554,1171839,salem,76.42,0.41,531,0.06,11384,5th Pass
4282,4282,4282,GE,maharashtra,15,31,2009,4.0,18,ashokshankarambulkar,M,IND,576,GEN,641571,1589811,mumbai___south,40.36,0.09,36,0.01,10809,Not Given
2383,2383,2383,GE,jharkhand,15,3,2009,4.0,8,ashoksharma,M,JKP,11188,GEN,797622,1412253,godda,56.48,1.4,672,0.08,4717,Others
1297,1297,1297,GE,chhattisgarh,15,5,2009,4.0,13,ashokshrivastava,M,IND,2953,GEN,770024,1472793,bilaspur,52.28,0.38,934,0.12,10809,10th Pass
3336,3336,3336,GE,madhya_pradesh,15,3,2009,4.0,2,ashoksingh,M,INC,225723,GEN,584196,1420728,gwalior,41.12,38.64,149242,25.55,3482,Graduate
8054,8054,8054,GE,west_bengal,15,15,2009,4.0,4,ashoksonkar,M,BSP,9359,GEN,869968,1081237,barrackpore,80.46,1.08,2248,0.26,16651,8th Pass
2000,2000,2000,GE,haryana,15,3,2009,4.0,1,ashoktanwar,M,INC,415584,SC,981239,1309507,sirsa,74.93,42.35,35499,3.62,3482,Post Graduate
2512,2512,2512,GE,jharkhand,15,9,2009,4.0,12,ashoktripathi,M,SP,3475,GEN,705568,1380279,jamshedpur,51.12,0.49,210,0.03,7425,
2755,2755,2755,GE,karnataka,15,11,2009,4.0,16,ashokvishnusabaddi,M,IND,912,GEN,798214,1411500,dharwad,56.55,0.11,0,0.0,10809,10th Pass
6782,6782,6782,GE,uttar_pradesh,15,20,2009,4.0,5,ashokyadav,M,IND,9408,GEN,684904,1422243,firozabad,48.16,1.37,221,0.03,10809,Graduate Professional
6736,6736,6736,GE,uttar_pradesh,15,17,2009,4.0,4,ashrafali,M,NLHP,22623,GEN,726493,1341649,mathura,54.15,3.11,13704,1.89,5622,12th Pass
1536,1536,1536,GE,delhi,15,4,2009,4.0,36,ashuthoshkumar,M,IND,236,GEN,765018,1373146,new_delhi,55.71,0.03,2,0.0,10809,Post Graduate
6477,6477,6477,GE,uttar_pradesh,15,3,2009,4.0,6,ashutoshpandey,M,LD,3781,GEN,745001,1370117,muzaffarnagar,54.37,0.51,126,0.02,4996,Graduate
2303,2303,2303,GE,jammu_and_kashmir,15,3,2009,4.0,12,asifjeelani,M,AIFB,1000,GEN,318726,1176223,anantnag,27.1,0.31,122,0.04,3040,Post Graduate
7902,7902,7902,GE,uttarakhand,15,5,2009,4.0,7,asifkhan,M,AD,3191,GEN,787963,1294280,hardwar,60.88,0.4,127,0.02,954,Post Graduate
8123,8123,8123,GE,west_bengal,15,23,2009,4.0,6,asifmd,M,MUL,5896,GEN,1007225,1505638,kolkata_dakshin,66.9,0.59,1805,0.18,5501,5th Pass
8045,8045,8045,GE,west_bengal,15,14,2009,4.0,2,asimbala,F,CPM,453770,SC,1078235,1246979,bangaon,86.47,42.08,411160,38.13,14635,Doctorate
7984,7984,7984,GE,west_bengal,15,7,2009,4.0,9,asimkumarchowdhury,M,IND,4174,SC,921502,1101096,maldaha_uttar,83.69,0.45,0,0.0,10809,10th Pass
6317,6317,6317,GE,telangana,15,11,2009,4.0,9,asirvadam,M,GRIP,9543,SC,926516,1368868,mahbubnagar,67.68,1.03,1245,0.13,10326,
8250,8250,8250,GE,west_bengal,15,35,2009,4.0,5,asitbaranmahato,M,BSP,20499,GEN,904518,1257799,purulia,71.91,2.27,4783,0.53,16651,10th Pass
8301,8301,8301,GE,west_bengal,15,41,2009,4.0,2,asitkumarmal,M,INC,411501,SC,1078811,1307730,bolpur,82.49,38.14,341417,31.65,3482,Graduate
2060,2060,2060,GE,haryana,15,4,2011,,8,asjogi,,LJS P,2181,,916480,1194689,hisar,76.71,0.24,138,0.02,5182,
1845,1845,1845,GE,gujarat,15,14,2009,4.0,9,aslaliyachandubhairanabhai,M,IND,2733,GEN,524621,1312733,amreli,39.96,0.52,415,0.08,10809,Literate
5216,5216,5216,GE,rajasthan,15,16,2009,4.0,12,aslam,M,IND,1495,GEN,681471,1506821,jodhpur,45.23,0.22,491,0.07,10809,8th Pass
1157,1157,1157,GE,bihar,15,37,2009,4.0,15,aslamansari,M,IND,1717,GEN,598309,1376323,aurangabad,43.47,0.29,287,0.05,10809,Graduate Professional
4236,4236,4236,GE,maharashtra,15,29,2009,4.0,14,aslamhanifkhot,M,IND,956,GEN,664647,1681985,mumbai_north_central,39.52,0.14,191,0.03,10809,8th Pass
3377,3377,3377,GE,madhya_pradesh,15,5,2009,4.0,2,aslamsherkhan,M,INC,192786,GEN,570321,1185166,sagar,48.12,33.8,180070,31.57,3482,Graduate
5574,5574,5574,GE,tamil_nadu,15,10,2009,4.0,4,asokang,M,KNMK,15333,GEN,778102,1069601,dharmapuri,72.75,1.97,4772,0.61,11384,Not Given
8239,8239,8239,GE,west_bengal,15,34,2009,4.0,4,asokkumargolder,M,BSP,12216,SC,1042496,1262983,medinipur,82.54,1.17,1124,0.11,16651,Graduate
3007,3007,3007,GE,karnataka,15,25,2009,4.0,30,aspaul,M,AIJMK,475,SC,846982,1901346,bangalore_central,44.55,0.06,10,0.0,8878,Graduate
2530,2530,2530,GE,jharkhand,15,9,2011,,4,astikmahato,,AJSU Party,99058,,740002,1380279,jamshedpur,53.61,13.39,49921,6.75,8958,
864,864,864,GE,bihar,15,22,2009,4.0,1,aswamedhdevi,F,JD(U),180082,GEN,564199,1229327,ujiarpur,45.89,31.92,25312,4.49,11002,5th Pass
818,818,818,GE,bihar,15,18,2009,4.0,12,aswanikrverma,M,IJP,6684,GEN,641910,1282480,siwan,50.05,1.04,1127,0.18,3430,Not Given
5416,5416,5416,GE,tamil_nadu,15,3,2009,4.0,38,aswathamank,M,IND,195,GEN,728113,1162062,chennai_south,62.66,0.03,11,0.0,10809,Graduate
8266,8266,8266,GE,west_bengal,15,36,2009,4.0,7,aswiniduley,M,JKP(N),13132,SC,984604,1268563,bankura,77.62,1.33,2049,0.21,11127,8th Pass
1997,1997,1997,GE,haryana,15,2,2009,4.0,12,atamparkash,M,IND,926,GEN,875454,1166684,kurukshetra,75.04,0.11,287,0.03,10809,Post Graduate
2080,2080,2080,GE,haryana,15,4,2011,,28,atamparkash,,IND,389,,916480,1194689,hisar,76.71,0.04,2,0.0,10809,
7359,7359,7359,GE,uttar_pradesh,15,54,2009,4.0,6,ataurrrahmanansari,M,IND,13648,GEN,749168,1500160,faizabad,49.94,1.82,6126,0.82,10809,5th Pass
174,174,174,GE,andhra_pradesh,15,14,2009,4.0,11,atchalanarasimharao,M,IND,1249,GEN,1081754,1360431,narasaraopet,79.52,0.12,143,0.01,10809,Not Given
4190,4190,4190,GE,maharashtra,15,27,2009,4.0,5,atharsiddiqui,M,BSP,9723,GEN,707134,1604992,mumbai_north_west,44.06,1.37,6421,0.91,16651,Graduate
4390,4390,4390,GE,maharashtra,15,38,2009,4.0,2,athawaleramdasbandu,M,RPI(A),227170,SC,663881,1317890,shirdi,50.37,34.22,204383,30.79,12285,12th Pass
3966,3966,3966,GE,maharashtra,15,14,2009,4.0,20,athawalesadanandpralhadrao,M,IND,1449,GEN,840064,1554042,yavatmal-washim,54.06,0.17,52,0.01,10809,
6167,6167,6167,GE,telangana,15,1,2009,4.0,9,athramlaxmanrao,M,IND,7824,ST,863581,1131211,adilabad,76.34,0.91,0,0.0,10809,
3801,3801,3801,GE,maharashtra,15,6,2009,4.0,6,atikahamadgujilani,M,DESEP,4345,GEN,738955,1480606,akola,49.91,0.59,1286,0.17,10184,5th Pass
7090,7090,7090,GE,uttar_pradesh,15,39,2009,4.0,4,atiqahamad,M,AD,108211,GEN,641003,1435159,pratapgarh,44.66,16.88,62636,9.77,954,
4916,4916,4916,GE,punjab,15,10,2009,4.0,13,atmaram,M,IND,1587,GEN,956890,1342488,ferozpur,71.28,0.17,195,0.02,10809,Others
3754,3754,3754,GE,maharashtra,15,3,2009,4.0,6,atmaramsursingjadhavengg,M,KKJHS,4735,GEN,656567,1549391,jalgaon,42.38,0.72,1030,0.16,4894,12th Pass
3749,3749,3749,GE,maharashtra,15,3,2009,4.0,1,atnanapatil,M,BJP,343647,GEN,656567,1549391,jalgaon,42.38,52.34,96020,14.62,1605,Graduate
3915,3915,3915,GE,maharashtra,15,12,2009,4.0,3,atramrajesatyawanrao,M,BSP,135756,ST,837247,1285387,gadchiroli-chimur,65.14,16.21,109899,13.13,16651,Graduate
5333,5333,5333,GE,sikkim,15,1,2009,4.0,5,atriramchandrapoudyal,M,IND,3687,GEN,251751,300584,sikkim,83.75,1.46,838,0.33,10809,Graduate
7982,7982,7982,GE,west_bengal,15,7,2009,4.0,7,atulchandramandal,M,IND,5998,SC,921502,1101096,maldaha_uttar,83.69,0.65,1157,0.13,10809,Graduate
7108,7108,7108,GE,uttar_pradesh,15,39,2009,4.0,22,atuldwivedi,M,IND,1366,GEN,641003,1435159,pratapgarh,44.66,0.21,195,0.03,10809,Not Given
1866,1866,1866,GE,gujarat,15,15,2009,4.0,14,atulharshadraypandya,M,BNJD,1882,GEN,623301,1381619,bhavnagar,45.11,0.3,72,0.01,9441,Graduate
7373,7373,7373,GE,uttar_pradesh,15,54,2009,4.0,20,atulkumarpandey,M,THPI,1553,GEN,749168,1500160,faizabad,49.94,0.21,258,0.03,12976,Post Graduate
7645,7645,7645,GE,uttar_pradesh,15,70,2009,4.0,6,atulkumarsinghanjan,M,CPI,21947,GEN,765865,1693231,ghosi,45.23,2.87,6070,0.79,2444,Post Graduate
2319,2319,2319,GE,jammu_and_kashmir,15,5,2009,4.0,10,atulsharma,M,IND,2415,GEN,611725,1363060,udhampur,44.88,0.39,181,0.03,10809,Post Graduate
214,214,214,GE,andhra_pradesh,15,17,2009,4.0,16,aufarooq,M,IND,1703,GEN,994826,1358711,nandyal,73.22,0.17,83,0.01,10809,
6140,6140,6140,GE,tamil_nadu,15,39,2009,4.0,4,austins,M,DMDK,68472,GEN,765661,1178047,kanniyakumari,64.99,8.94,62072,8.11,2956,Post Graduate
4136,4136,4136,GE,maharashtra,15,25,2009,4.0,4,avanindrakumartripathi,M,BSP,14192,GEN,749873,1806803,thane,41.5,1.89,4512,0.6,16651,Literate
4276,4276,4276,GE,maharashtra,15,31,2009,4.0,12,avdhutramchandrabhise,M,JD(S),791,GEN,641571,1589811,mumbai___south,40.36,0.12,0,0.0,10979,Post Graduate
1793,1793,1793,GE,gujarat,15,11,2013,,2,avgordhanbhai,,INC,144370,,452560,1495066,porbandar,30.27,31.9,137737,30.44,3482,
8142,8142,8142,GE,west_bengal,15,24,2009,4.0,7,avinashkumaragarwal,M,LJP,2268,GEN,877381,1366647,kolkata_uttar,64.2,0.26,72,0.01,5029,Graduate
4385,4385,4385,GE,maharashtra,15,37,2009,4.0,12,avinashmalharraoghodake,M,IND,2408,GEN,786980,1517951,ahmadnagar,51.84,0.31,691,0.09,10809,10th Pass
7054,7054,7054,GE,uttar_pradesh,15,36,2009,4.0,16,avnish,M,IND,1327,SC,666648,1379507,rae_bareli,48.33,0.2,0,0.0,10809,8th Pass
6349,6349,6349,GE,telangana,15,12,2009,4.0,9,avshivakumar,M,IND,7708,SC,1025367,1460484,nagarkurnool,70.21,0.75,483,0.05,10809,
2283,2283,2283,GE,jammu_and_kashmir,15,2,2009,4.0,7,avtarkrishenpandita,M,BJP,1994,GEN,282761,1106729,srinagar,25.55,0.71,351,0.12,1605,Literate
3339,3339,3339,GE,madhya_pradesh,15,3,2009,4.0,5,avtarsingh,M,LJP,3341,SC,584196,1420728,gwalior,41.12,0.57,769,0.13,5029,5th Pass
2219,2219,2219,GE,haryana,15,10,2009,4.0,14,avtarsingh,M,IND,1159,GEN,624937,1103046,faridabad,56.66,0.19,59,0.01,10809,5th Pass
2206,2206,2206,GE,haryana,15,10,2009,4.0,1,avtarsinghbhadana,M,INC,257864,GEN,624937,1103046,faridabad,56.66,41.26,68201,10.91,3482,8th Pass
6413,6413,6413,GE,telangana,15,17,2009,4.0,4,avulavenkateswarlu,M,IND,23325,GEN,1034009,1259815,khammam,82.08,2.26,11182,1.08,10809,
7081,7081,7081,GE,uttar_pradesh,15,38,2009,4.0,11,awadheshkumar,M,IND,2994,SC,707855,1430955,sultanpur,49.47,0.42,666,0.09,10809,8th Pass
7772,7772,7772,GE,uttar_pradesh,15,77,2009,4.0,11,awadheshkumarkushwaha,M,RSMD,1607,GEN,665490,1561854,varanasi,42.61,0.24,25,0.0,6825,Graduate
1104,1104,1104,GE,bihar,15,35,2009,4.0,3,awadheshkumarsingh,M,INC,71057,GEN,577040,1386634,karakat,41.61,12.31,33564,5.82,3482,Graduate
1041,1041,1041,GE,bihar,15,31,2009,4.0,10,awadheshsharma,M,IND,3259,GEN,628283,1526241,pataliputra,41.17,0.52,783,0.12,10809,Not Given
7553,7553,7553,GE,uttar_pradesh,15,64,2009,4.0,12,awadheshsingh,M,IND,2232,GEN,748617,1696474,gorakhpur,44.13,0.3,353,0.05,10809,Literate
4461,4461,4461,GE,maharashtra,15,41,2009,4.0,10,awcharevijaykumarbabruwan,M,IND,2784,SC,829393,1509987,latur,54.93,0.34,36,0.0,10809,Post Graduate
660,660,660,GE,bihar,15,9,2009,4.0,13,ayajudin,M,RKJP,4179,GEN,730456,1311225,araria,55.71,0.57,91,0.01,6633,Not Given
1124,1124,1124,GE,bihar,15,36,2009,4.0,7,ayashakhatun,F,LTSD,4073,GEN,599200,1276912,jahanabad,46.93,0.68,101,0.02,5218,Graduate
5485,5485,5485,GE,tamil_nadu,15,5,2009,4.0,27,ayodhil,M,IND,337,GEN,794052,1201237,sriperumbudur,66.1,0.04,64,0.01,10809,Post Graduate
1392,1392,1392,GE,chhattisgarh,15,10,2009,4.0,4,ayturammandavi,M,BSP,35098,ST,564711,1193116,bastar,47.33,6.22,3722,0.66,16651,8th Pass
4301,4301,4301,GE,maharashtra,15,33,2009,4.0,10,ayudeepalinivruttichavan,F,PRCP,2288,SC,717616,1604886,maval,44.71,0.32,171,0.02,11942,Post Graduate
4496,4496,4496,GE,maharashtra,15,43,2009,4.0,14,ayugaikwadsatishsugrav,M,PRCP,1619,GEN,919371,1558442,madha,58.99,0.18,223,0.02,11942,10th Pass
3549,3549,3549,GE,madhya_pradesh,15,16,2009,4.0,11,azadchandrashekherpandolesamajsevak,M,IND,4253,SC,829294,1154249,chhindwara,71.85,0.51,332,0.04,10809,Not Given
2028,2028,2028,GE,haryana,15,4,2009,4.0,14,azadsingh,M,IND,1311,GEN,828461,1194689,hisar,69.35,0.16,83,0.01,10809,Literate
4122,4122,4122,GE,maharashtra,15,24,2009,4.0,10,azamimuhammadmaroofnasim,M,RSPS,1777,GEN,544828,1588507,kalyan,34.3,0.33,361,0.07,6792,Literate
