Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
6140,R.nandhakumar,IND,0,8th Pass,44,"Rs 46,600 ~ 46 Thou+",Rs 0 ~ ,0,TAMIL NADU,TIRUPPUR
6141,R.r.murugan,IND,0,Post Graduate,47,"Rs 11,58,000 ~ 11 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUPPUR
6142,R.sathyabama,IND,0,Post Graduate,49,"Rs 97,000 ~ 97 Thou+",Rs 0 ~ ,0,TAMIL NADU,TIRUPPUR
6143,R.sathyabhama,IND,0,8th Pass,37,"Rs 10,71,000 ~ 10 Lacs+","Rs 90,000 ~ 90 Thou+",0,TAMIL NADU,TIRUPPUR
6144,S.k.dineshkumar,IND,0,10th Pass,28,"Rs 92,000 ~ 92 Thou+",Rs 0 ~ ,0,TAMIL NADU,TIRUPPUR
6145,T.s.senthilkumar,IND,0,10th Pass,29,"Rs 1,30,600 ~ 1 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUPPUR
6146,Venugopal. P. Dr.   Winner ,AIADMK,0,Graduate Professional,61,"Rs 2,86,43,502 ~ 2 Crore+","Rs 17,68,538 ~ 17 Lacs+",1,TAMIL NADU,TIRUVALLUR
6147,Balamurugan.b,AAP,0,Post Graduate,38,"Rs 79,00,951 ~ 79 Lacs+","Rs 2,20,000 ~ 2 Lacs+",0,TAMIL NADU,TIRUVALLUR
6148,Chandrasekaran.m,IND,0,Others,65,"Rs 1,41,47,894 ~ 1 Crore+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6149,Doss. R,IND,0,8th Pass,45,"Rs 1,45,000 ~ 1 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6150,Jayakumar. M,INC,0,Graduate Professional,34,"Rs 2,59,10,841 ~ 2 Crore+","Rs 23,36,172 ~ 23 Lacs+",0,TAMIL NADU,TIRUVALLUR
6151,"Kannan, A.s.",CPI,0,10th Pass,72,"Rs 2,91,77,341 ~ 2 Crore+","Rs 16,00,000 ~ 16 Lacs+",0,TAMIL NADU,TIRUVALLUR
6152,Ravikumar. D,Viduthalal Chiruthaigal Katchi, 1 ,Post Graduate,53,"Rs 58,86,482 ~ 58 Lacs+","Rs 24,72,629 ~ 24 Lacs+",0,TAMIL NADU,TIRUVALLUR
6153,Ravikumar.m,IND,0,12th Pass,35,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6154,Sathyamurthy.c,BSP,0,Graduate Professional,34,"Rs 23,22,609 ~ 23 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6155,Srinivasan. D,SP,0,Graduate Professional,48,"Rs 4,25,000 ~ 4 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6156,Suresh Kumar. S,IND,0,8th Pass,34,"Rs 2,12,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6157,Venugopal P.,IND,0,10th Pass,66,"Rs 2,62,854 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6158,Vetriselvam. K,IND,0,10th Pass,29,"Rs 62,000 ~ 62 Thou+",Rs 0 ~ ,0,TAMIL NADU,TIRUVALLUR
6159,Yuvaraj.v,DMDK, 1 ,10th Pass,49,"Rs 7,97,25,701 ~ 7 Crore+","Rs 3,01,05,940 ~ 3 Crore+",0,TAMIL NADU,TIRUVALLUR
6160,Vanaroja R   Winner ,AIADMK,0,Post Graduate,55,"Rs 37,00,000 ~ 37 Lacs+",Rs 0 ~ ,1,TAMIL NADU,TIRUVANNAMALAI
6161,Anbalagan D,IND,0,Graduate Professional,38,"Rs 4,36,200 ~ 4 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6162,Annadurai A,IND,0,Illiterate,45,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6163,Annadurai B,IND,0,Not Given,46,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6164,Annadurai C N,DMK,0,Graduate,41,"Rs 11,67,91,971 ~ 11 Crore+","Rs 4,84,30,837 ~ 4 Crore+",0,TAMIL NADU,TIRUVANNAMALAI
6165,Aruljothi A,IND,0,Graduate,34,"Rs 1,25,000 ~ 1 Lacs+","Rs 18,000 ~ 18 Thou+",0,TAMIL NADU,TIRUVANNAMALAI
6166,Arumugam C,SP,0,12th Pass,38,"Rs 21,75,777 ~ 21 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6167,Arumugam R,IND,0,10th Pass,35,"Rs 15,33,000 ~ 15 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6168,Arunachalam P,IND,0,Graduate,41,"Rs 8,79,897 ~ 8 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6169,Baskaran M R,BSP,0,8th Pass,49,"Rs 30,02,000 ~ 30 Lacs+","Rs 79,000 ~ 79 Thou+",0,TAMIL NADU,TIRUVANNAMALAI
6170,Ediroli Manian G,PMK,0,Post Graduate,51,"Rs 66,95,071 ~ 66 Lacs+","Rs 8,39,500 ~ 8 Lacs+",0,TAMIL NADU,TIRUVANNAMALAI
6171,Kamaraj M,IND,0,5th Pass,44,"Rs 5,07,000 ~ 5 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6172,Kothandapani B,IND,0,10th Pass,35,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6173,Loganathan P,IND,0,10th Pass,36,"Rs 1,80,000 ~ 1 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6174,Manikkavel M R,JD(S),0,10th Pass,72,"Rs 10,30,000 ~ 10 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6175,Murugan P,IND,0,Post Graduate,32,"Rs 23,000 ~ 23 Thou+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6176,Murugesan K,IND,0,12th Pass,51,"Rs 48,08,164 ~ 48 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6177,Prabakaran L,IND,0,10th Pass,33,"Rs 5,35,000 ~ 5 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6178,Ramesh P,IND,0,Others,33,"Rs 2,47,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6179,Ravindran T,Tamil Nadu Makkal Congress,0,10th Pass,35,"Rs 2,80,000 ~ 2 Lacs+","Rs 1,14,000 ~ 1 Lacs+",0,TAMIL NADU,TIRUVANNAMALAI
6180,Senthil S,IND,0,Others,33,"Rs 37,14,000 ~ 37 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6181,Subramaniyan A,INC,0,Graduate Professional,55,"Rs 1,03,76,045 ~ 1 Crore+","Rs 8,64,317 ~ 8 Lacs+",0,TAMIL NADU,TIRUVANNAMALAI
6182,Vaithiyanathan S,IND,0,12th Pass,66,"Rs 11,20,000 ~ 11 Lacs+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6183,Velmurugan A,IND,0,Others,38,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,TAMIL NADU,TIRUVANNAMALAI
6184,"Senguttuvan, B.   Winner ",AIADMK,0,Post Graduate,57,"Rs 91,97,355 ~ 91 Lacs+","Rs 4,40,478 ~ 4 Lacs+",1,TAMIL NADU,VELLORE
6185,"Abdul Rahman, B.",IND,0,10th Pass,57,"Rs 10,36,500 ~ 10 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6186,"Abdul Rahman, M.",IUML,0,Post Graduate,54,"Rs 4,68,64,136 ~ 4 Crore+","Rs 98,36,275 ~ 98 Lacs+",0,TAMIL NADU,VELLORE
6187,"Abdul Rahman, N.",IND,0,10th Pass,47,"Rs 5,30,000 ~ 5 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6188,"Dhandapani, M.",IND,0,Graduate,66,"Rs 1,47,168 ~ 1 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6189,"Eswaran, R.",IND,0,Illiterate,49,"Rs 2,19,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6190,"Gangadaran, K.",IND,0,Not Given,70,"Rs 40,09,373 ~ 40 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6191,"Gangadharan, K.",Tamil Nadu Makkal Congress,0,10th Pass,40,"Rs 1,67,000 ~ 1 Lacs+","Rs 17,500 ~ 17 Thou+",0,TAMIL NADU,VELLORE
6192,"George, V.a.",Bharatiya Dr. B.R.Ambedkar Janta Party,0,5th Pass,57,"Rs 7,850 ~ 7 Thou+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6193,"Gopu, C.",IND,0,12th Pass,58,"Rs 25,00,000 ~ 25 Lacs+","Rs 1,50,000 ~ 1 Lacs+",0,TAMIL NADU,VELLORE
6194,"Govindan, C.",IND,0,Illiterate,44,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6195,"Imdad Shariff, A.",AAP,0,Post Graduate,34,"Rs 23,968 ~ 23 Thou+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6196,Jayaprakash,BSP,0,Graduate Professional,35,"Rs 15,50,000 ~ 15 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6197,"Kesavan, M.",IND,0,8th Pass,46,"Rs 8,31,388 ~ 8 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6198,"Lalitha, K.",IND,0,10th Pass,49,"Rs 4,70,000 ~ 4 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6199,"Manimaran, M.",IND,0,8th Pass,26,Nil,Rs 0 ~ ,0,TAMIL NADU,VELLORE
6200,"Nandha Kumar, V.",SP,0,Graduate,32,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6201,"Shanmugam, A.c.",BJP,0,Graduate Professional,63,"Rs 1,06,10,39,972 ~ 106 Crore+","Rs 34,46,86,084 ~ 34 Crore+",0,TAMIL NADU,VELLORE
6202,"Shareef Basha, H.",Samata Party,0,Illiterate,36,"Rs 10,73,337 ~ 10 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6203,"Sivaprakasam, R.s.",IND, 1 ,12th Pass,58,"Rs 25,05,00,000 ~ 25 Crore+","Rs 12,72,00,000 ~ 12 Crore+",0,TAMIL NADU,VELLORE
6204,"Sugumar, K.",IND,0,Graduate,62,"Rs 2,21,700 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6205,"Thirupathy, T.",IND,0,Post Graduate,66,"Rs 69,34,775 ~ 69 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6206,"Venkatesan, R.",IND,0,10th Pass,42,"Rs 3,30,500 ~ 3 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6207,"Vijay Elanchezian, J.",INC,0,Graduate Professional,32,"Rs 98,00,356 ~ 98 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VELLORE
6208,S. Rajendran   Winner ,AIADMK,0,Graduate,57,"Rs 62,00,000 ~ 62 Lacs+","Rs 23,71,331 ~ 23 Lacs+",1,TAMIL NADU,VILUPPURAM
6209,A.ramesh,IND,0,10th Pass,34,"Rs 3,50,000 ~ 3 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6210,D.elumalai,IND,0,Graduate,28,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6211,G. Anandhan,CPI(M), 1 ,10th Pass,53,"Rs 1,92,800 ~ 1 Lacs+","Rs 21,500 ~ 21 Thou+",0,TAMIL NADU,VILUPPURAM
6212,K. Arasan,IND,0,Illiterate,63,"Rs 6,30,000 ~ 6 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6213,K. Muthayian,DMK,0,Post Graduate,54,"Rs 7,42,51,826 ~ 7 Crore+","Rs 2,24,32,121 ~ 2 Crore+",0,TAMIL NADU,VILUPPURAM
6214,K.desingu,IND,0,8th Pass,45,"Rs 3,95,000 ~ 3 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6215,K.kaliyamurthy,BSP, 1 ,10th Pass,48,"Rs 11,50,000 ~ 11 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6216,K.rajamanickam,IND,0,12th Pass,41,"Rs 2,12,500 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6217,K.rani,INC,0,Post Graduate,55,"Rs 4,12,75,211 ~ 4 Crore+","Rs 89,73,429 ~ 89 Lacs+",0,TAMIL NADU,VILUPPURAM
6218,K.srinivasan,IND,0,Literate,60,"Rs 2,53,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6219,K.umasankar,DMDK,0,Post Graduate,39,"Rs 1,12,51,249 ~ 1 Crore+","Rs 12,91,251 ~ 12 Lacs+",0,TAMIL NADU,VILUPPURAM
6220,M. Venkatesan,CPI(ML)L,0,Graduate,43,"Rs 7,81,450 ~ 7 Lacs+","Rs 32,500 ~ 32 Thou+",0,TAMIL NADU,VILUPPURAM
6221,M.kathirvel,IND,0,5th Pass,44,"Rs 15,01,500 ~ 15 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6222,M.umashankar,IND,0,Literate,41,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6223,N.muthaiyan,IND,0,8th Pass,38,"Rs 20,500 ~ 20 Thou+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6224,P.muthaiyan,IND,0,Illiterate,60,"Rs 1,42,500 ~ 1 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6225,R.arumugam,IND,0,Graduate,44,"Rs 3,50,000 ~ 3 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,TAMIL NADU,VILUPPURAM
6226,S.devi,IND, 8 ,10th Pass,38,"Rs 55,75,000 ~ 55 Lacs+","Rs 12,00,000 ~ 12 Lacs+",0,TAMIL NADU,VILUPPURAM
6227,Venkatesan S,IND,0,Graduate,42,"Rs 2,10,391 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VILUPPURAM
6228,Radhakrishnan   Winner ,AIADMK,0,10th Pass,59,"Rs 4,37,36,485 ~ 4 Crore+","Rs 52,73,447 ~ 52 Lacs+",1,TAMIL NADU,VIRUDHUNAGAR
6229,K.samuvelraj,CPI(M), 1 ,12th Pass,46,"Rs 7,11,701 ~ 7 Lacs+","Rs 74,000 ~ 74 Thou+",0,TAMIL NADU,VIRUDHUNAGAR
6230,K.solairaj,IND,0,10th Pass,49,"Rs 51,700 ~ 51 Thou+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6231,Kamalavel Selvan,BSP, 1 ,Graduate Professional,41,"Rs 15,29,881 ~ 15 Lacs+","Rs 46,496 ~ 46 Thou+",0,TAMIL NADU,VIRUDHUNAGAR
6232,Kannan,IND,0,5th Pass,38,"Rs 5,55,776 ~ 5 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6233,"Karthigaisamy, P.",CPI(ML) Red Star, 1 ,5th Pass,31,"Rs 16,37,904 ~ 16 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6234,Lakshmi Gandan,IND, 4 ,Graduate Professional,29,"Rs 4,46,386 ~ 4 Lacs+","Rs 21,500 ~ 21 Thou+",0,TAMIL NADU,VIRUDHUNAGAR
6235,M.satheesh,IND,0,Graduate,31,"Rs 2,06,911 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6236,"Madhavan, P.",IND,0,5th Pass,40,"Rs 21,05,703 ~ 21 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6237,Mahalingam,Desiya Forward Bloc,0,5th Pass,38,"Rs 29,06,722 ~ 29 Lacs+","Rs 8,10,000 ~ 8 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6238,"Mammathan, M.",IND,0,8th Pass,60,"Rs 6,07,100 ~ 6 Lacs+","Rs 89,100 ~ 89 Thou+",0,TAMIL NADU,VIRUDHUNAGAR
6239,Manickam Tagore,INC, 1 ,Graduate Professional,39,"Rs 1,72,92,470 ~ 1 Crore+","Rs 49,53,498 ~ 49 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6240,Marimuthu,IND,0,10th Pass,44,"Rs 2,80,000 ~ 2 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6241,Mohanraj,Jebamani janatha,0,Graduate,62,"Rs 2,33,80,000 ~ 2 Crore+","Rs 15,50,000 ~ 15 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6242,P.v.radhakrishnan,IND,0,Graduate,51,"Rs 55,96,881 ~ 55 Lacs+","Rs 1,45,000 ~ 1 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6243,Palanichamy,IND,0,Post Graduate,28,Nil,Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6244,"Palpandi, S.",IND,0,Doctorate,30,Nil,Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6245,Pandiarajan,IND,0,8th Pass,33,"Rs 19,58,200 ~ 19 Lacs+","Rs 12,00,000 ~ 12 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6246,"Pradeepkumar, D",Lok Satta Party,0,Post Graduate,30,"Rs 72,64,000 ~ 72 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6247,Rathinavelu,DMK,0,Graduate Professional,71,"Rs 9,15,34,108 ~ 9 Crore+","Rs 43,84,420 ~ 43 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6248,Sankar,IND,0,Post Graduate,25,"Rs 4,05,000 ~ 4 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6249,Santhanakrishnan,Tamil Nadu Makkal Congress,0,10th Pass,37,"Rs 11,53,247 ~ 11 Lacs+","Rs 2,437 ~ 2 Thou+",0,TAMIL NADU,VIRUDHUNAGAR
6250,Soundhirapandian,IND,0,5th Pass,64,"Rs 7,05,000 ~ 7 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6251,Suresh Gandhi,IND,0,12th Pass,40,"Rs 12,31,198 ~ 12 Lacs+",Rs 0 ~ ,0,TAMIL NADU,VIRUDHUNAGAR
6252,Thanuskodi,IND,0,Others,49,"Rs 27,72,100 ~ 27 Lacs+","Rs 5,62,000 ~ 5 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6253,Vaiko,MDMK, 6 ,Post Graduate,69,"Rs 3,61,16,391 ~ 3 Crore+","Rs 1,37,545 ~ 1 Lacs+",0,TAMIL NADU,VIRUDHUNAGAR
6254,Godam Nagesh   Winner ,TRS,0,Post Graduate,49,"Rs 1,03,78,857 ~ 1 Crore+","Rs 1,48,784 ~ 1 Lacs+",1,TELANGANA,ADILABAD
6255,Banka Sahadev,IND, 1 ,Graduate,53,"Rs 3,93,000 ~ 3 Lacs+",Rs 0 ~ ,0,TELANGANA,ADILABAD
6256,Mosali Chinnaiah,IND,0,12th Pass,40,"Rs 31,67,000 ~ 31 Lacs+","Rs 40,000 ~ 40 Thou+",0,TELANGANA,ADILABAD
6257,Naresh,INC,0,Doctorate,37,"Rs 18,00,000 ~ 18 Lacs+",Rs 0 ~ ,0,TELANGANA,ADILABAD
6258,Nethawath Ramdas,IND,0,Illiterate,44,Nil,Rs 0 ~ ,0,TELANGANA,ADILABAD
6259,Pawar Krishna,IND, 1 ,Post Graduate,33,Nil,Rs 0 ~ ,0,TELANGANA,ADILABAD
6260,Ramesh Rathod,TDP, 3 ,12th Pass,48,"Rs 1,91,40,000 ~ 1 Crore+","Rs 4,18,32,000 ~ 4 Crore+",0,TELANGANA,ADILABAD
6261,Rathod Sadashiv,BSP,0,Graduate,55,"Rs 14,05,000 ~ 14 Lacs+",Rs 0 ~ ,0,TELANGANA,ADILABAD
6262,Dr. Narsaiah Boora   Winner ,TRS,0,Post Graduate,55,"Rs 20,29,83,225 ~ 20 Crore+","Rs 1,35,74,088 ~ 1 Crore+",1,TELANGANA,BHONGIR
6263,Arvapally Ambati,BSP,0,10th Pass,34,"Rs 1,00,000 ~ 1 Lacs+",Rs 0 ~ ,0,TELANGANA,BHONGIR
6264,Boilla Narender,RPI,0,10th Pass,32,"Rs 27,700 ~ 27 Thou+",Rs 0 ~ ,0,TELANGANA,BHONGIR
6265,Cherupally Seetharamulu,CPI(M),0,10th Pass,60,"Rs 76,92,700 ~ 76 Lacs+",Rs 0 ~ ,0,TELANGANA,BHONGIR
6266,Guahati Motilal,All India Majlis-E-Ittehadul Muslimeen, 2 ,Literate,45,"Rs 74,93,876 ~ 74 Lacs+",Rs 0 ~ ,0,TELANGANA,BHONGIR
6267,Guduru Janardhan Reddy,Jai Samaikyandhra Party,0,10th Pass,41,"Rs 22,23,000 ~ 22 Lacs+","Rs 15,50,000 ~ 15 Lacs+",0,TELANGANA,BHONGIR
6268,Kapilavai Dileep Kumar,RLD,0,Post Graduate,60,"Rs 4,98,96,406 ~ 4 Crore+",Rs 0 ~ ,0,TELANGANA,BHONGIR
6269,Komatireddy Rajgopal Reddy,INC,0,Graduate,46,"Rs 66,70,95,133 ~ 66 Crore+","Rs 68,13,472 ~ 68 Lacs+",0,TELANGANA,BHONGIR
6270,N. Indrasena Reddy,BJP,0,Post Graduate,64,"Rs 13,88,15,590 ~ 13 Crore+","Rs 50,55,000 ~ 50 Lacs+",0,TELANGANA,BHONGIR
6271,Nagula Srinivas Yadav,Mahajana Socialist Party, 1 ,Graduate Professional,44,"Rs 80,43,000 ~ 80 Lacs+","Rs 6,50,000 ~ 6 Lacs+",0,TELANGANA,BHONGIR
6272,Navulla Mallareddy,IND,0,Post Graduate,42,"Rs 14,85,500 ~ 14 Lacs+","Rs 45,000 ~ 45 Thou+",0,TELANGANA,BHONGIR
6273,Ravulapally Kondal Rao,Pyramid Party of India,0,Post Graduate,62,"Rs 34,80,000 ~ 34 Lacs+",Rs 0 ~ ,0,TELANGANA,BHONGIR
6274,Varikuppala Krishna,IND, 1 ,8th Pass,45,"Rs 1,19,76,000 ~ 1 Crore+","Rs 24,00,000 ~ 24 Lacs+",0,TELANGANA,BHONGIR
6275,Konda Vishweshwar Reddy   Winner ,TRS,0,Post Graduate,54,"Rs 5,28,62,30,210 ~ 528 Crore+","Rs 7,41,11,133 ~ 7 Crore+",1,TELANGANA,CHEVELLA
6276,Chan Pasha,Akhil Bharatiya Muslim League (Secular), 1 ,Illiterate,37,"Rs 21,00,000 ~ 21 Lacs+",Rs 0 ~ ,0,TELANGANA,CHEVELLA
6277,Dr Punukuri Sadhu Satyanadhan,Indian Christian Secular Party, 1 ,Graduate Professional,61,"Rs 1,36,23,818 ~ 1 Crore+","Rs 7,00,000 ~ 7 Lacs+",0,TELANGANA,CHEVELLA
6278,Dr.golla Ramaiah,Telangana Loksatta Party,0,Doctorate,73,"Rs 1,41,800 ~ 1 Lacs+",Rs 0 ~ ,0,TELANGANA,CHEVELLA
6279,G.mallesham Goud,IND,0,Post Graduate,38,"Rs 1,46,00,000 ~ 1 Crore+","Rs 56,00,000 ~ 56 Lacs+",0,TELANGANA,CHEVELLA
6280,Konda Raghava Reddy,Yuvajana Sramika Rythu Congress Party,0,Graduate,54,"Rs 1,69,05,000 ~ 1 Crore+","Rs 25,00,000 ~ 25 Lacs+",0,TELANGANA,CHEVELLA
6281,Kummari Giri,Pyramid Party of India,0,10th Pass,33,"Rs 2,90,000 ~ 2 Lacs+",Rs 0 ~ ,0,TELANGANA,CHEVELLA
6282,Md Yunus Miya,Marxist Communist Party of India (United),0,Illiterate,70,"Rs 5,37,000 ~ 5 Lacs+",Rs 0 ~ ,0,TELANGANA,CHEVELLA
6283,Patolla Kartik Reddy,INC,0,Graduate Professional,34,"Rs 3,71,37,244 ~ 3 Crore+",Rs 0 ~ ,0,TELANGANA,CHEVELLA
6284,Regatte Venkat Reddy,AAP,0,Others,54,"Rs 3,06,48,743 ~ 3 Crore+","Rs 17,00,000 ~ 17 Lacs+",0,TELANGANA,CHEVELLA
6285,Samala Ravinder,BSP,0,Post Graduate,46,"Rs 14,00,000 ~ 14 Lacs+","Rs 6,00,000 ~ 6 Lacs+",0,TELANGANA,CHEVELLA
6286,Sanike Ram Gopal Yadav,IND,0,10th Pass,47,"Rs 21,15,500 ~ 21 Lacs+","Rs 4,94,000 ~ 4 Lacs+",0,TELANGANA,CHEVELLA
6287,Sutharapu Padmaiah,Andhra Pradesh Rashtra Samaikya Samithi Party,0,Graduate,61,"Rs 53,59,000 ~ 53 Lacs+",Rs 0 ~ ,0,TELANGANA,CHEVELLA
6288,Syed Hashmathullah Quadri,IUML,0,10th Pass,45,"Rs 4,29,27,651 ~ 4 Crore+","Rs 10,30,000 ~ 10 Lacs+",0,TELANGANA,CHEVELLA
6289,Tulla Veerender,TDP,0,Post Graduate,31,"Rs 62,39,75,606 ~ 62 Crore+","Rs 13,25,16,000 ~ 13 Crore+",0,TELANGANA,CHEVELLA
6290,Asaduddin Owaisi   Winner ,All India Majlis-E-Ittehadul Muslimeen, 4 ,Graduate Professional,43,"Rs 4,06,11,099 ~ 4 Crore+","Rs 1,40,00,000 ~ 1 Crore+",1,TELANGANA,HYDERABAD
6291,Binghi Rajashekar,Pyramid Party of India,0,10th Pass,38,"Rs 4,90,000 ~ 4 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,TELANGANA,HYDERABAD
6292,Boddu Sainath Reddy,Yuvajana Sramika Rythu Congress Party,0,10th Pass,36,"Rs 50,31,000 ~ 50 Lacs+",Rs 0 ~ ,0,TELANGANA,HYDERABAD
6293,Dr.bhagavanth Rao,BJP,0,Graduate Professional,61,"Rs 42,74,998 ~ 42 Lacs+",Rs 0 ~ ,0,TELANGANA,HYDERABAD
6294,Jaya Vindhyala,Socialist Party (India),0,Post Graduate,49,"Rs 18,50,000 ~ 18 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,TELANGANA,HYDERABAD
6295,Lubna Sarwath,AAP,0,Doctorate,49,"Rs 65,500 ~ 65 Thou+",Rs 0 ~ ,0,TELANGANA,HYDERABAD
6296,M A Habeeb,IND, 1 ,10th Pass,37,"Rs 1,41,000 ~ 1 Lacs+",Rs 0 ~ ,0,TELANGANA,HYDERABAD
6297,Md Osman,IND, 2 ,5th Pass,52,"Rs 9,77,524 ~ 9 Lacs+",Rs 0 ~ ,0,TELANGANA,HYDERABAD
6298,N.mahender Singh,Nava Bharat National Party, 1 ,12th Pass,49,"Rs 53,00,000 ~ 53 Lacs+","Rs 20,00,000 ~ 20 Lacs+",0,TELANGANA,HYDERABAD
6299,Rashid Shareef,TRS,0,8th Pass,53,"Rs 99,01,000 ~ 99 Lacs+",Rs 0 ~ ,0,TELANGANA,HYDERABAD
6300,S Krishna Reddy,INC,0,Graduate,51,"Rs 2,53,97,000 ~ 2 Crore+","Rs 3,69,391 ~ 3 Lacs+",0,TELANGANA,HYDERABAD
