Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
6655,Vikar Ahmad,IND,0,Literate,43,"Rs 32,15,000 ~ 32 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AMROHA
6656,Dharmendra Kumar   Winner ,BJP,0,10th Pass,50,"Rs 2,17,66,502 ~ 2 Crore+","Rs 33,24,300 ~ 33 Lacs+",1,UTTAR PRADESH,AONLA
6657,Dharmendra ,SHS,0,Post Graduate,36,"Rs 7,63,881 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6658,Dinesh Kumar,Hindusthan Nirman Dal,0,12th Pass,34,"Rs 43,20,000 ~ 43 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6659,Hemendra Pal Singh,IND,0,Post Graduate,39,"Rs 7,13,500 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6660,Irshad Ali Ansari,VANCHITSAMAJ INSAAF PARTY,0,Post Graduate,40,"Rs 22,10,000 ~ 22 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6661,Kunwar Sarvraj Singh,INC,0,Graduate Professional,64,"Rs 4,11,89,445 ~ 4 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6662,Lakshmi,IND,0,12th Pass,29,"Rs 7,24,100 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6663,Mohd Ateeq,National Fifty Fifty Front,0,Graduate,61,"Rs 1,42,89,307 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6664,Pramod Kumar Yadav,Bhartiya Krishak Dal,0,Post Graduate,45,"Rs 16,96,700 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6665,Priti Kashyap,Rashtriya Mazdoor Ekta Party,0,Illiterate,27,"Rs 20,81,000 ~ 20 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6666,Ram Phal Shakya,Bahujan Mukti Party,0,10th Pass,67,"Rs 35,74,800 ~ 35 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6667,Rishi Pal,Jan Shakti Ekta Party,0,10th Pass,30,"Rs 7,36,500 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6668,Ruchi Vira,BSP, 1 ,Graduate,57,"Rs 24,11,64,456 ~ 24 Crore+","Rs 21,00,000 ~ 21 Lacs+",0,UTTAR PRADESH,AONLA
6669,Sunil Kumar,Pragatishil Samajwadi Party (Lohia), 1 ,Graduate,35,"Rs 53,77,315 ~ 53 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AONLA
6670,Akhilesh Yadav   Winner ,SP,0,Graduate Professional,45,"Rs 37,78,59,166 ~ 37 Crore+","Rs 28,53,000 ~ 28 Lacs+",1,UTTAR PRADESH,AZAMGARH
6671,Abhimanyu Singh Sunny,Suheldev Bhartiya Samaj Party,0,Post Graduate,28,"Rs 4,46,300 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6672,Anil Singh,Rashtriya Ulama Council,0,12th Pass,41,"Rs 52,20,000 ~ 52 Lacs+","Rs 1,75,000 ~ 1 Lacs+",0,UTTAR PRADESH,AZAMGARH
6673,Arvind Kumar Pandey,Nagrik Ekta Party,0,Post Graduate,41,"Rs 66,81,669 ~ 66 Lacs+","Rs 10,32,950 ~ 10 Lacs+",0,UTTAR PRADESH,AZAMGARH
6674,Budhi Ram,IND,0,Graduate,59,"Rs 58,55,000 ~ 58 Lacs+","Rs 4,00,000 ~ 4 Lacs+",0,UTTAR PRADESH,AZAMGARH
6675,Dinesh Lal Yadav Nirahua,BJP, 1 ,12th Pass,40,"Rs 5,93,80,841 ~ 5 Crore+","Rs 54,15,364 ~ 54 Lacs+",0,UTTAR PRADESH,AZAMGARH
6676,Dr. Rajeev Pandey,IND,0,Post Graduate,38,"Rs 24,93,309 ~ 24 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6677,Ehsan Ahmad,Naitik Party,0,8th Pass,38,"Rs 7,25,500 ~ 7 Lacs+","Rs 50,000 ~ 50 Thou+",0,UTTAR PRADESH,AZAMGARH
6678,Gaurav Singh,IND,0,Graduate,26,"Rs 36,31,000 ~ 36 Lacs+","Rs 25,000 ~ 25 Thou+",0,UTTAR PRADESH,AZAMGARH
6679,Gorakhram Nishad,Bahujan Uday Manch,0,10th Pass,55,"Rs 21,52,000 ~ 21 Lacs+","Rs 65,000 ~ 65 Thou+",0,UTTAR PRADESH,AZAMGARH
6680,Mohinder Kumar,Sarvshreshth Dal,0,12th Pass,46,"Rs 2,36,613 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6681,Pawan Singh Samrat,Aam Janta Party (India),0,Graduate,34,"Rs 77,82,000 ~ 77 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6682,Pramod Tiwari,Janhit Kisan Party,0,8th Pass,45,"Rs 12,40,000 ~ 12 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6683,Rajaram Gond,IND,0,8th Pass,64,"Rs 25,95,000 ~ 25 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6684,Rajiv Talwar,IND,0,Graduate,43,"Rs 41,47,154 ~ 41 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,AZAMGARH
6685,Sangh Mitra Maurya   Winner ,BJP, 2 ,Graduate Professional,34,"Rs 4,03,72,093 ~ 4 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,BADAUN
6686,Atul Kumar,IND,0,Graduate,46,"Rs 1,83,30,769 ~ 1 Crore+","Rs 10,38,000 ~ 10 Lacs+",0,UTTAR PRADESH,BADAUN
6687,Dharmendra Yadav,SP, 3 ,Post Graduate,40,"Rs 11,86,88,322 ~ 11 Crore+","Rs 2,65,10,293 ~ 2 Crore+",0,UTTAR PRADESH,BADAUN
6688,Hari Singh,IND,0,12th Pass,64,"Rs 11,76,000 ~ 11 Lacs+","Rs 3,00,000 ~ 3 Lacs+",0,UTTAR PRADESH,BADAUN
6689,Kailash Kumar Mishra,AIFB,0,Graduate,0,"Rs 52,34,088 ~ 52 Lacs+","Rs 22,000 ~ 22 Thou+",0,UTTAR PRADESH,BADAUN
6690,Kirpa Shankar Shakya,IND,0,Not Given,39,"Rs 17,34,000 ~ 17 Lacs+","Rs 50,000 ~ 50 Thou+",0,UTTAR PRADESH,BADAUN
6691,Mahesh Shriwastav,Kalyankari Jantantrik Party,0,10th Pass,44,"Rs 94,79,895 ~ 94 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BADAUN
6692,Saleem Iqwal Shervani,INC, 5 ,Graduate,66,"Rs 76,38,72,000 ~ 76 Crore+","Rs 50,00,000 ~ 50 Lacs+",0,UTTAR PRADESH,BADAUN
6693,Swami Paglanand,IND,0,12th Pass,0,"Rs 63,85,955 ~ 63 Lacs+","Rs 3,25,000 ~ 3 Lacs+",0,UTTAR PRADESH,BADAUN
6694,Dr. Satyapal Singh   Winner ,BJP, 1 ,Post Graduate,63,"Rs 7,81,95,793 ~ 7 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,BAGHPAT
6695,Chaudhary Mohkam,Pragatishil Samajwadi Party (Lohia), 2 ,10th Pass,56,"Rs 66,000 ~ 66 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6696,Davender,Aapki Apni Party (Peoples),0,10th Pass,38,"Rs 12,64,900 ~ 12 Lacs+","Rs 5,50,000 ~ 5 Lacs+",0,UTTAR PRADESH,BAGHPAT
6697,Dr. Saleem Ahmad,Sabse Achchhi Party, 1 ,Graduate,59,"Rs 5,94,500 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6698,Istakar Ali,National Lokmat Party,0,8th Pass,45,"Rs 11,11,500 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6699,Jafar,IND,0,5th Pass,51,"Rs 2,00,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6700,Jayant Chaudhary,RLD,0,Post Graduate,40,"Rs 27,50,23,812 ~ 27 Crore+","Rs 2,92,42,618 ~ 2 Crore+",0,UTTAR PRADESH,BAGHPAT
6701,Manoj Rana,Akhil Bhartiya Lok Dal,0,10th Pass,48,"Rs 1,64,75,000 ~ 1 Crore+","Rs 70,000 ~ 70 Thou+",0,UTTAR PRADESH,BAGHPAT
6702,Parveen Yogi,Bhartiya Nojawan Dal,0,12th Pass,49,"Rs 2,02,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6703,Ramkumar,Sarvjan Lok Shakti Party,0,8th Pass,63,"Rs 10,66,000 ~ 10 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6704,Ruby Kashyap,Hindusthan Nirman Dal,0,Graduate,32,"Rs 28,60,000 ~ 28 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,UTTAR PRADESH,BAGHPAT
6705,Subhash,IND,0,Literate,44,"Rs 9,00,000 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6706,Uttar Kumar Jindal,Bhartiya Naujawan Inklav Party,0,Graduate,66,"Rs 1,54,68,070 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BAGHPAT
6707,Akshayabar Lal   Winner ,BJP,0,10th Pass,73,"Rs 4,56,91,463 ~ 4 Crore+","Rs 30,28,133 ~ 30 Lacs+",1,UTTAR PRADESH,BAHRAICH
6708,Gur Prasad,IND,0,10th Pass,69,"Rs 15,21,000 ~ 15 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,UTTAR PRADESH,BAHRAICH
6709,Jagdish Kumar Singh,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,53,"Rs 4,40,581 ~ 4 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,UTTAR PRADESH,BAHRAICH
6710,Janardan Gond,IND,0,12th Pass,46,"Rs 50,35,964 ~ 50 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAHRAICH
6711,Mojilal,Rashtriya Janadhikar Party,0,8th Pass,44,"Rs 8,86,000 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAHRAICH
6712,Ram Sagar,Rashtriya Kranti Party, 1 ,Literate,47,"Rs 14,46,000 ~ 14 Lacs+","Rs 1,75,000 ~ 1 Lacs+",0,UTTAR PRADESH,BAHRAICH
6713,Rinku Sahani,SHS,0,Graduate,25,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BAHRAICH
6714,Savitri Bai Phoole,INC, 7 ,Graduate,38,"Rs 30,46,772 ~ 30 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAHRAICH
6715,Shabbir Balmiki,SP, 1 ,12th Pass,60,"Rs 1,11,62,030 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BAHRAICH
6716,Shivnandan,IND,0,Graduate Professional,52,"Rs 46,10,000 ~ 46 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAHRAICH
6717,Virendra Singh   Winner ,BJP, 2 ,Graduate,62,"Rs 2,44,98,319 ~ 2 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,BALLIA
6718,Arvind,Bhartiya Jan Nayak Party, 1 ,12th Pass,60,"Rs 5,04,000 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6719,Gopal Ram Kharwar,Gondvana Gantantra Party,0,12th Pass,62,"Rs 11,12,644 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6720,Janmejay Kumar Prajapati,Bharatiya Samta Samaj Party,0,Others,26,"Rs 51,000 ~ 51 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6721,Major Ramesh Chandra Upadhyay,Akhil Bharat Hindu Mahasabha, 1 ,Others,67,"Rs 9,31,000 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6722,Om Prakash Pandey,IND,0,Graduate Professional,28,"Rs 2,90,707 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6723,Sanatan Pandey,SP, 5 ,Others,56,"Rs 2,65,00,222 ~ 2 Crore+","Rs 5,31,827 ~ 5 Lacs+",0,UTTAR PRADESH,BALLIA
6724,Seema Chauhan,Janta Kranti Party (Rashtravadi),0,Graduate,30,"Rs 16,34,000 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6725,Uday Prakash,Janta Raj Party,0,Post Graduate,42,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6726,Vinod,Suheldev Bhartiya Samaj Party, 3 ,12th Pass,51,"Rs 6,79,39,301 ~ 6 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BALLIA
6727,R.K. Singh Patel   Winner ,BJP, 2 ,Graduate,59,"Rs 5,57,94,086 ~ 5 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,BANDA
6728,Balkumar Patel,INC, 8 ,12th Pass,59,"Rs 4,32,32,650 ~ 4 Crore+","Rs 1,38,68,284 ~ 1 Crore+",0,UTTAR PRADESH,BANDA
6729,Chhotelal,Pragatishil Samajwadi Party (Lohia),0,12th Pass,37,"Rs 29,95,889 ~ 29 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BANDA
6730,Mahendra,CPI,0,Graduate,56,"Rs 2,08,06,200 ~ 2 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BANDA
6731,Meera Devi,Swatantra Jantaraj Party,0,Graduate,26,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BANDA
6732,Rampratap,IND,0,Graduate Professional,45,"Rs 9,39,923 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BANDA
6733,Shiraz Rahat Khan,Ambedkar Samaj Party,0,Graduate,44,"Rs 76,53,989 ~ 76 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BANDA
6734,Shyama Charan Gupta,SP,0,Graduate Professional,74,"Rs 65,56,45,059 ~ 65 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BANDA
6735,Kamlesh Paswan   Winner ,BJP, 5 ,Graduate,42,"Rs 17,17,06,883 ~ 17 Crore+","Rs 60,49,264 ~ 60 Lacs+",1,UTTAR PRADESH,BANSGAON
6736,Lalchand Prasad,Rashtriya Janshakti Party (Secular),0,Doctorate,49,"Rs 12,94,635 ~ 12 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BANSGAON
6737,Sadal Prasad,BSP,0,Post Graduate,62,"Rs 87,02,160 ~ 87 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BANSGAON
6738,Surendra Prasad,Pragatishil Samajwadi Party (Lohia),0,8th Pass,33,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BANSGAON
6739,Upendra Singh Rawat   Winner ,BJP, 1 ,Post Graduate,51,"Rs 1,80,50,127 ~ 1 Crore+","Rs 31,71,774 ~ 31 Lacs+",1,UTTAR PRADESH,BARABANKI
6740,Asha Devi,Lok Dal,0,8th Pass,33,"Rs 1,05,000 ~ 1 Lacs+","Rs 50,000 ~ 50 Thou+",0,UTTAR PRADESH,BARABANKI
6741,Fool Dulari,Samdarshi Samaj Party,0,Illiterate,39,"Rs 56,34,959 ~ 56 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6742,Kalpana Rawat,Bharat Prabhat Party,0,Graduate Professional,32,"Rs 2,06,93,765 ~ 2 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6743,Kishan Lal,IND,0,5th Pass,42,"Rs 62,16,451 ~ 62 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6744,Manju Devi,IND,0,Literate,32,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6745,Molhey Ram Rawat,IND,0,10th Pass,77,"Rs 2,25,928 ~ 2 Lacs+","Rs 35,000 ~ 35 Thou+",0,UTTAR PRADESH,BARABANKI
6746,Omkar,Bahujan Mukti Party,0,10th Pass,33,"Rs 12,80,000 ~ 12 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6747,Ram Sagar Rawat,SP, 5 ,10th Pass,68,"Rs 1,02,94,367 ~ 1 Crore+","Rs 1,27,553 ~ 1 Lacs+",0,UTTAR PRADESH,BARABANKI
6748,Santosh Kumari,Dr. Bhimrao Ambedkar Dal,0,Graduate,40,"Rs 7,75,000 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6749,Tanuj Punia,INC,0,Graduate Professional,34,"Rs 1,25,72,577 ~ 1 Crore+","Rs 27,052 ~ 27 Thou+",0,UTTAR PRADESH,BARABANKI
6750,Tarawati,Awami Samta Party,0,5th Pass,50,"Rs 9,68,500 ~ 9 Lacs+","Rs 6,10,000 ~ 6 Lacs+",0,UTTAR PRADESH,BARABANKI
6751,Vinod Kumar,Aam Janta Party (India),0,8th Pass,36,"Rs 31,76,312 ~ 31 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BARABANKI
6752,Santosh Kumar Gangwar   Winner ,BJP,0,Graduate Professional,70,"Rs 12,63,56,142 ~ 12 Crore+","Rs 1,30,55,209 ~ 1 Crore+",1,UTTAR PRADESH,BAREILLY
6753,Bhagwat Saran Gangwar,SP, 2 ,12th Pass,63,"Rs 3,18,57,876 ~ 3 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6754,Jagpal,Akhand Samaj Party,0,8th Pass,41,"Rs 14,06,083 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6755,Javed Khan,IND, 4 ,Literate,35,"Rs 14,14,000 ~ 14 Lacs+","Rs 13,00,000 ~ 13 Lacs+",0,UTTAR PRADESH,BAREILLY
6756,Laeek Ahmad Mansoori,Naitik Party,0,Literate,52,"Rs 4,44,925 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6757,Manoj Vikat,Bahujan Nyay Dal, 1 ,12th Pass,45,"Rs 1,21,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6758,Nitin Mohan,IND,0,Post Graduate,40,"Rs 3,59,091 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6759,Praveen Singh Aron,INC, 1 ,Graduate Professional,61,"Rs 1,47,76,86,028 ~ 147 Crore+","Rs 4,65,48,771 ~ 4 Crore+",0,UTTAR PRADESH,BAREILLY
6760,Rabiya Akhtar,Khusro Sena Party, 1 ,Literate,40,"Rs 77,35,000 ~ 77 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6761,Raheesh Miyan,VANCHITSAMAJ INSAAF PARTY,0,Literate,64,"Rs 20,75,047 ~ 20 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6762,Rakesh Agarwal Advocate,IND,0,Post Graduate,61,"Rs 8,10,35,000 ~ 8 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6763,Saman Tahir,Pragatishil Samajwadi Party (Lohia),0,Post Graduate,26,"Rs 43,82,566 ~ 43 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6764,Satish Kumar,CPI,0,Graduate,41,"Rs 73,76,969 ~ 73 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6765,Syed Rashid Ali,IND,0,Post Graduate,41,"Rs 1,01,18,000 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6766,Usha Agarwal,IND,0,Post Graduate,64,"Rs 58,57,000 ~ 58 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BAREILLY
6767,Yatendra Singh,Bahujan Samyak Party (Mission),0,Literate,50,"Rs 1,95,86,551 ~ 1 Crore+","Rs 11,74,000 ~ 11 Lacs+",0,UTTAR PRADESH,BAREILLY
6768,Harish Chandra Alias Harish Dwivedi   Winner ,BJP, 5 ,Post Graduate,45,"Rs 86,62,344 ~ 86 Lacs+","Rs 3,22,490 ~ 3 Lacs+",1,UTTAR PRADESH,BASTI
6769,Bhagwandas,IND,0,8th Pass,51,"Rs 18,15,569 ~ 18 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6770,Chandra Mani Pandey,IND,0,Post Graduate,39,"Rs 1,50,77,000 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6771,Pankaj Dubey,Lok Gathbandhan Party,0,Post Graduate,36,"Rs 15,38,839 ~ 15 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,UTTAR PRADESH,BASTI
6772,Pramod Shukla,"Rashtrawadi Party of India,", 1 ,8th Pass,38,"Rs 72,000 ~ 72 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6773,Raj Kishor Singh,INC,0,Graduate,50,"Rs 5,28,12,489 ~ 5 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6774,Ram Prasad Chaudhary,BSP, 3 ,Others,65,"Rs 6,60,59,943 ~ 6 Crore+","Rs 11,66,159 ~ 11 Lacs+",0,UTTAR PRADESH,BASTI
6775,Ram Prasad Chaurasiya,Janhit Kisan Party,0,Graduate Professional,49,"Rs 53,60,601 ~ 53 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6776,Rangi Lal Yadav,IND,0,8th Pass,36,"Rs 21,21,330 ~ 21 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6777,Rohit Kumar Pathak,Hindusthan Nirman Dal, 1 ,12th Pass,25,"Rs 62,91,133 ~ 62 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6778,Vinod Kumar Rajbhar,Suheldev Bhartiya Samaj Party,0,12th Pass,42,"Rs 20,26,650 ~ 20 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BASTI
6779,Ramesh Chand   Winner ,BJP, 6 ,10th Pass,44,"Rs 9,40,89,148 ~ 9 Crore+","Rs 2,16,96,413 ~ 2 Crore+",1,UTTAR PRADESH,BHADOHI
6780,Akhilesh,NCP,0,Doctorate,51,"Rs 12,32,900 ~ 12 Lacs+","Rs 2,70,000 ~ 2 Lacs+",0,UTTAR PRADESH,BHADOHI
6781,Dr Rajesh Kumar Verma,Peoples Party of India (Democratic),0,Doctorate,51,"Rs 1,36,98,354 ~ 1 Crore+","Rs 81,92,500 ~ 81 Lacs+",0,UTTAR PRADESH,BHADOHI
6782,Kuldeep,IND,0,Post Graduate,31,"Rs 2,03,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6783,Ram Sakha,IND,0,Graduate,60,"Rs 2,71,51,000 ~ 2 Crore+","Rs 1,04,000 ~ 1 Lacs+",0,UTTAR PRADESH,BHADOHI
6784,Ramakant,INC, 2 ,10th Pass,59,"Rs 8,24,44,969 ~ 8 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6785,Rangnath Mishra,BSP, 5 ,Graduate,59,"Rs 12,48,99,017 ~ 12 Crore+","Rs 5,48,80,849 ~ 5 Crore+",0,UTTAR PRADESH,BHADOHI
6786,Saiyyad Mohammad Arif,IND,0,8th Pass,45,"Rs 1,06,60,000 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6787,Santlal,IND,0,5th Pass,35,"Rs 2,81,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6788,Satish Bahadur,IND,0,12th Pass,48,"Rs 1,40,532 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6789,Sushil,IND, 2 ,12th Pass,38,"Rs 61,208 ~ 61 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6790,Vinod,Hindusthan Nirman Dal,0,Post Graduate,42,"Rs 1,01,54,320 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BHADOHI
6791,Malook Nagar   Winner ,BSP, 7 ,Graduate,53,"Rs 2,49,96,28,021 ~ 249 Crore+","Rs 1,01,61,48,176 ~ 101 Crore+",1,UTTAR PRADESH,BIJNOR
6792,Anshu Chaitanya Maharaj,Hindusthan Nirman Dal,0,12th Pass,31,"Rs 81,47,499 ~ 81 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6793,Babloo Ram,Bharatiya Sarvodaya Kranti Party,0,10th Pass,47,"Rs 11,70,000 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6794,Ilam Singh,Pragatishil Samajwadi Party (Lohia), 1 ,12th Pass,64,"Rs 1,03,36,486 ~ 1 Crore+","Rs 21,00,000 ~ 21 Lacs+",0,UTTAR PRADESH,BIJNOR
6795,Mahak Singh,IND,0,Graduate,64,"Rs 51,35,575 ~ 51 Lacs+","Rs 2,50,000 ~ 2 Lacs+",0,UTTAR PRADESH,BIJNOR
6796,Mangeram,Peoples Party of India (Democratic),0,12th Pass,57,"Rs 53,00,000 ~ 53 Lacs+","Rs 5,00,000 ~ 5 Lacs+",0,UTTAR PRADESH,BIJNOR
6797,Mohammad Zahid,IND,0,Graduate,29,"Rs 15,64,215 ~ 15 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6798,Mukesh Kumar,AIFB,0,8th Pass,43,"Rs 28,80,000 ~ 28 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6799,Nasimuddin Siddqui,INC, 1 ,Graduate Professional,56,"Rs 13,07,39,688 ~ 13 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6800,Parvej Aqil,All India Minorities Front,0,Graduate,47,"Rs 1,04,992 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6801,Raja Bhartendra Singh,BJP, 3 ,Graduate,55,"Rs 4,98,67,061 ~ 4 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6802,Rajiv Choudhary,Bhartiya Kisan Party,0,12th Pass,45,"Rs 8,17,18,444 ~ 8 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6803,Sonu,Jansatta Party,0,8th Pass,34,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BIJNOR
6804,Bhola Singh   Winner ,BJP, 1 ,Graduate,42,"Rs 1,87,28,861 ~ 1 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,BULANDSHAHR
6805,Banshi Singh,INC, 3 ,10th Pass,58,"Rs 1,33,24,200 ~ 1 Crore+","Rs 3,60,000 ~ 3 Lacs+",0,UTTAR PRADESH,BULANDSHAHR
6806,Manoj Kumar Singh,IND,0,Graduate,30,"Rs 14,56,186 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,BULANDSHAHR
6807,Pramod Kumar,Rashtriya Samaj Paksha,0,Graduate,49,"Rs 1,11,02,000 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,BULANDSHAHR
6808,Radhika Devi,IND,0,Doctorate,43,"Rs 1,83,37,750 ~ 1 Crore+","Rs 88,30,049 ~ 88 Lacs+",0,UTTAR PRADESH,BULANDSHAHR
