Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
156,LAKU OBULESU,IND,0,Not Given,42,"Rs 2,27,000 ~ 2 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,ANDHRA PRADESH,Nandyal
157,MALA GUNAM PALLE GOKARI,IND,0,Not Given,49,"Rs 90,000 ~ 90 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nandyal
158,RAMAKRISHNA REDDY. S,IND,0,Not Given,40,"Rs 14,80,000 ~ 14 Lacs+","Rs 2,01,500 ~ 2 Lacs+",0,ANDHRA PRADESH,Nandyal
159,S. VASUDEV PRASAD,TRS,0,Not Given,29,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nandyal
160,ALLURI YUGANDHARA  RAJU,PPOI,0,Post Graduate,39,"Rs 4,51,000 ~ 4 Lacs+",Rs 0 ~ ,1,ANDHRA PRADESH,Narasapur
161,UPPALAPATI VENKATAKRISHNAM RAJU,BJP,0,Graduate,64,Nil,"Rs 4,50,000 ~ 4 Lacs+",0,ANDHRA PRADESH,Narasapur
162,MEKAPATI RAJAMOHAN REDDY   Winner ,INC,0,Graduate Professional,59,"Rs 6,39,61,169 ~ 6 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Narasaraopet
163,GONTU VENKATESWARA REDDY,IND,0,Graduate,59,"Rs 10,75,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Narasaraopet
164,MADDI LAKSHMAIAH,TDP,0,Others,74,"Rs 16,90,62,689 ~ 16 Crore+","Rs 1,57,955 ~ 1 Lacs+",0,ANDHRA PRADESH,Narasaraopet
165,PULIMAMIDI NARSIMHA REDDY,TRS,0,Graduate,40,"Rs 45,000 ~ 45 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Narasaraopet
166,PULIMI VENKATARAMI REDDY,IND,0,5th Pass,42,"Rs 80,400 ~ 80 Thou+","Rs 20,000 ~ 20 Thou+",0,ANDHRA PRADESH,Narasaraopet
167,PANABAKA LAKSHMI   Winner ,INC,0,Post Graduate,46,"Rs 53,95,726 ~ 53 Lacs+",Rs 0 ~ ,1,ANDHRA PRADESH,Nellore
168,BALAKONDAIAH KARUPOTALA,BJP,0,Graduate,65,"Rs 4,61,481 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Nellore
169,DAVA PENCHALA RAO,IND,0,Others,0,"Rs 1,00,000 ~ 1 Lacs+","Rs 24,500 ~ 24 Thou+",0,ANDHRA PRADESH,Nellore
170,MADDELA BRAHMANAIDU,IND,0,Not Given,32,"Rs 22,000 ~ 22 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nellore
171,MALAKONDAIAH.Y,SP,0,Post Graduate,62,"Rs 62,000 ~ 62 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nellore
172,MANGALAPURI VENKATESWARLU,BRPP,0,Graduate,54,"Rs 67,500 ~ 67 Thou+","Rs 39,646 ~ 39 Thou+",0,ANDHRA PRADESH,Nellore
173,MARLAPATI  VEMAIAH,BSP,0,Graduate,37,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nellore
174,OURUVURU KRISHNAIAH,IND,0,10th Pass,40,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Nellore
175,VENKATA RAM RAVINUTHALA,IND,0,Not Given,53,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nellore
176,MADHU GOUD YASKHI   Winner ,INC,0,Post Graduate,45,"Rs 14,27,18,537 ~ 14 Crore+","Rs 3,25,60,000 ~ 3 Crore+",1,ANDHRA PRADESH,Nizamabad
177,BAISA RAMADASU,IND,0,12th Pass,48,"Rs 11,100 ~ 11 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nizamabad
178,SYED YOUSUF ALI,TDP,0,Not Given,49,"Rs 1,18,01,000 ~ 1 Crore+","Rs 2,00,000 ~ 2 Lacs+",0,ANDHRA PRADESH,Nizamabad
179,YEDLA RAMU,BSP,0,Post Graduate,48,"Rs 5,000 ~ 5 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Nizamabad
180,SREENIVASULU REDDY MAGUNTA   Winner ,INC,2,Graduate,49,"Rs 14,17,68,943 ~ 14 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Ongole
181,ALLA RAMA CHANDRA REDDY,IND,0,5th Pass,57,"Rs 9,00,000 ~ 9 Lacs+","Rs 25,000 ~ 25 Thou+",0,ANDHRA PRADESH,Ongole
182,BATHULA VIJAYA BHARATHI,TDP,0,Not Given,0,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Ongole
183,BOYALLA RANGANAYAKULU,IND,0,Not Given,0,"Rs 12,00,000 ~ 12 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Ongole
184,GUDIPUDI NARASIMHA RAO,IND,0,Not Given,0,"Rs 20,000 ~ 20 Thou+","Rs 3,00,000 ~ 3 Lacs+",0,ANDHRA PRADESH,Ongole
185,NALAMALAPU LAKSHMI NARASA REDDY,IND,0,Not Given,35,"Rs 1,81,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Ongole
186,RAMA RAO DAGGUPATI,IND,0,Not Given,59,"Rs 1,30,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Ongole
187,SATISH KUMAR,IND,0,Post Graduate,58,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Ongole
188,VENU BABU NAIDU KAVURI,IND,0,Not Given,27,"Rs 3,03,270 ~ 3 Lacs+","Rs 88,000 ~ 88 Thou+",0,ANDHRA PRADESH,Ongole
189,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA   Winner ,INC,0,Post Graduate,57,"Rs 22,06,78,000 ~ 22 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Parvathipuram
190,ARIKA GUMPASWAMY,IND,0,Not Given,55,"Rs 4,42,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Parvathipuram
191,DADICHILUKA VEERA GOURI SANKARA RAO,TDP,0,Doctorate,35,"Rs 9,21,000 ~ 9 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Parvathipuram
192,UOOYAKA MUTYALU,IND,0,8th Pass,32,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Parvathipuram
193,G. VENKAT SWAMY   Winner ,INC,0,10th Pass,76,"Rs 1,94,64,700 ~ 1 Crore+",Rs 0 ~ ,1,ANDHRA PRADESH,Peddapalli
194,DR.MT. C. SUGUNA,TDP,0,Post Graduate,48,"Rs 5,02,79,356 ~ 5 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Peddapalli
195,KAMILLA JAYA RAO,IND,1,12th Pass,38,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Peddapalli
196,MADDELA ODELU,IND,0,Not Given,27,"Rs 4,78,000 ~ 4 Lacs+","Rs 60,000 ~ 60 Thou+",0,ANDHRA PRADESH,Peddapalli
197,ARUNA KUMAR VUNDAVALLI   Winner ,INC,2,Graduate Professional,50,"Rs 2,34,31,318 ~ 2 Crore+","Rs 8,81,017 ~ 8 Lacs+",1,ANDHRA PRADESH,Rajahmundry
198,DUGGIREDDY DHARMA REDDY,IND,0,Not Given,0,"Rs 59,500 ~ 59 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Rajahmundry
199,KANTIPUDI SARVARAYUDU,BJP,0,Graduate,53,"Rs 2,52,11,596 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Rajahmundry
200,S.B.P.B.K.SATYANARAYANA RAO,IND,0,Graduate,82,"Rs 8,97,12,000 ~ 8 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Rajahmundry
201,ANNAYYAGARI SAI PRATHAP   Winner ,INC,0,12th Pass,59,"Rs 97,09,190 ~ 97 Lacs+","Rs 11,60,909 ~ 11 Lacs+",1,ANDHRA PRADESH,Rajampet
202,ASHOKA RAO PEECHARA,TRS,0,12th Pass,47,"Rs 4,88,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Rajampet
203,GUNIPATI RAMAIAH,TDP,0,10th Pass,42,"Rs 42,39,986 ~ 42 Lacs+","Rs 6,06,000 ~ 6 Lacs+",0,ANDHRA PRADESH,Rajampet
204,HAJI MD. AZAM SHAIK,IND,0,10th Pass,76,"Rs 30,000 ~ 30 Thou+","Rs 37,000 ~ 37 Thou+",0,ANDHRA PRADESH,Rajampet
205,MUKKA NARASIMHA REDDY,JP,0,5th Pass,43,"Rs 42,42,000 ~ 42 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Rajampet
206,M. ANJAN KUMAR YADAV   Winner ,INC,0,12th Pass,39,"Rs 42,50,700 ~ 42 Lacs+","Rs 8,10,500 ~ 8 Lacs+",1,ANDHRA PRADESH,Secunderabad
207,ABDUS SATTAR MUJAHED,Muslim League Kerala State Committee,0,Not Given,37,"Rs 80,000 ~ 80 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
208,ACHANTA BAPIRAJU,IND,0,Graduate,64,"Rs 2,81,447 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
209,BANDARU DATTATRAYA,BJP,0,Graduate,57,"Rs 73,63,517 ~ 73 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
210,H.K. JAISWAL,IND,0,Not Given,62,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
211,HUMERA AZIZ,AIMIM,0,Graduate,34,"Rs 3,81,000 ~ 3 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
212,KAILASH CHANDRA,IND,0,12th Pass,64,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
213,M.D. PAUL VEDANTH,BSP,0,Graduate,44,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
214,MEGHA MURALI,PPOI,0,Not Given,0,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
215,N. CHANDRA SHEKAR,MCPI(S),0,10th Pass,47,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
216,PADM YADAGIRI,IND,0,Not Given,0,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
217,SEELAM NARAYANA,IND,0,Post Graduate,40,"Rs 25,48,000 ~ 25 Lacs+","Rs 36,02,500 ~ 36 Lacs+",0,ANDHRA PRADESH,Secunderabad
218,SYED NAWAZ AHMED,IND,0,10th Pass,42,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Secunderabad
219,SARVEY SATHYANARAYANA   Winner ,INC,0,Graduate Professional,49,"Rs 11,10,000 ~ 11 Lacs+","Rs 4,80,000 ~ 4 Lacs+",1,ANDHRA PRADESH,Siddipet
220,KILLI KRUPARANI,INC,0,Not Given,0,Nil,Rs 0 ~ ,1,ANDHRA PRADESH,Srikakulam
221,MYLAPALLI LAKSHMUDU,BSP,1,Post Graduate,36,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Srikakulam
222,TAMMINENI JAGANMOHAN RAO,IND,0,Graduate Professional,37,"Rs 1,00,543 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Srikakulam
223,BALASHOWRY VALLABHANENI   Winner ,INC,0,Graduate,36,"Rs 10,32,38,914 ~ 10 Crore+","Rs 3,50,000 ~ 3 Lacs+",1,ANDHRA PRADESH,Tenali
224,DILIP RAAJA DONEPUDI,BSP,0,Graduate,44,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Tenali
225,DUGGIRALA RAJA  RAMKUMAR,IND,0,Post Graduate,53,"Rs 15,00,000 ~ 15 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Tenali
226,MANDALI SUBRAHMANYAM,IND,0,Post Graduate,75,"Rs 15,60,000 ~ 15 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Tenali
227,NARASIMHA REDDY TERA,TRS,0,Post Graduate,42,"Rs 25,000 ~ 25 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Tenali
228,UMMAREDDY VENKATESWARLU,TDP,0,Post Graduate,69,"Rs 59,75,599 ~ 59 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Tenali
229,VENKATESWARLU PALLA,IND,0,Not Given,62,"Rs 8,48,200 ~ 8 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Tenali
230,CHINTA MOHAN   Winner ,INC,0,Graduate Professional,49,"Rs 39,82,900 ~ 39 Lacs+","Rs 13,25,256 ~ 13 Lacs+",1,ANDHRA PRADESH,Tirupathi
231,DR. N. VENKATA SWAMY,BJP,0,Post Graduate,72,"Rs 71,27,164 ~ 71 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Tirupathi
232,K. ESWAR RAO,TRS,0,12th Pass,27,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Tirupathi
233,KATTAMANCHI PRABHAKAR,IND,0,Post Graduate,35,"Rs 70,000 ~ 70 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Tirupathi
234,APPARAO DAMALAPATI,IND,0,10th Pass,60,"Rs 42,96,000 ~ 42 Lacs+",Rs 0 ~ ,1,ANDHRA PRADESH,Vijayawada
235,ASWINI DUTT CHALASANI,TDP,0,Others,53,"Rs 2,69,50,458 ~ 2 Crore+","Rs 59,35,000 ~ 59 Lacs+",0,ANDHRA PRADESH,Vijayawada
236,DOMAKONDA RAVI KUMAR,IND,0,10th Pass,36,"Rs 4,05,000 ~ 4 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
237,DONEPUDI SRINIVAS,IND,0,Others,41,"Rs 1,31,000 ~ 1 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
238,GATLA VENKATA NARAYANA REDDY,IND,0,Post Graduate,41,"Rs 6,15,000 ~ 6 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
239,GOTTUMUKKALA SIVA PRASADARAJU,IND,0,Post Graduate,42,"Rs 16,000 ~ 16 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
240,JAKKA TARAKA MALLIKARJUNA RAO,IND,0,Graduate,37,"Rs 45,400 ~ 45 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
241,RAMACHANDRA RAO. J,TRS,0,Post Graduate,36,"Rs 2,20,000 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
242,SOMESWARA RAO MADALA,IND,0,Post Graduate,41,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
243,SYED MOINUDDIN,IND,0,Post Graduate,60,"Rs 10,55,000 ~ 10 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Vijayawada
244,JANARDHANA REDDY NEDURUMALLI   Winner ,INC,0,Graduate Professional,69,"Rs 1,09,16,531 ~ 1 Crore+","Rs 11,212 ~ 11 Thou+",1,ANDHRA PRADESH,Visakhapatnam
245,APPARAO GUDIVADA,IND,0,Not Given,63,"Rs 2,26,200 ~ 2 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
246,BHARANIKANA RAMA RAO,IND,0,Post Graduate,0,"Rs 99,12,102 ~ 99 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
247,DR.M.V.V.S.MURTHY,TDP,0,Not Given,65,"Rs 2,73,39,275 ~ 2 Crore+",Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
248,KOLAVENTI SUNDARA RAO,BSP,0,Graduate Professional,64,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
249,MAMIDI SOMUNAIDU,RJD,0,Not Given,67,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
250,S.V.B.REDDY,IND,0,Post Graduate,57,"Rs 16,62,000 ~ 16 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
251,SATYANARAYANA MACHIRAJU,IND,0,Graduate,60,"Rs 72,20,000 ~ 72 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
252,VAMSI KIRAN.B,PPOI,0,Not Given,28,"Rs 10,000 ~ 10 Thou+",Rs 0 ~ ,0,ANDHRA PRADESH,Visakhapatnam
253,BELLAIAH TEJAVATH,IND,0,Not Given,52,Nil,Rs 0 ~ ,1,ANDHRA PRADESH,Warangal
254,BODAKUNTI VENKATESHWARLU,TDP,0,Graduate,47,"Rs 69,33,697 ~ 69 Lacs+","Rs 39,26,747 ~ 39 Lacs+",0,ANDHRA PRADESH,Warangal
255,GADE JHANSI,IND,0,Graduate,40,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Warangal
256,MAMIDALA ELIA,BSP,0,Post Graduate,59,"Rs 31,50,000 ~ 31 Lacs+",Rs 0 ~ ,0,ANDHRA PRADESH,Warangal
257,MUMJALA BIKSHAPATHI,IND,0,Graduate,29,Nil,Rs 0 ~ ,0,ANDHRA PRADESH,Warangal
258,TAPIR GAO   Winner ,BJP,0,Post Graduate,42,"Rs 55,16,640 ~ 55 Lacs+","Rs 50,000 ~ 50 Thou+",1,ARUNACHAL PRADESH,Arunachal East
259,MATWANG CHIMYANG,IND,0,10th Pass,39,"Rs 17,60,000 ~ 17 Lacs+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal East
260,OGONG TAMUK,IND,0,8th Pass,47,"Rs 15,20,000 ~ 15 Lacs+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal East
261,ONOM TAKNYO,IND,0,10th Pass,39,"Rs 15,000 ~ 15 Thou+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal East
262,TONY PERTIN,IND,0,Graduate,36,"Rs 1,16,72,964 ~ 1 Crore+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal East
263,WANGCHA RAJKUMAR,INC,0,12th Pass,37,"Rs 54,65,000 ~ 54 Lacs+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal East
264,KHIREN RIJIJU   Winner ,BJP,0,Graduate,32,"Rs 65,11,344 ~ 65 Lacs+",Rs 0 ~ ,1,ARUNACHAL PRADESH,Arunachal West
265,JODIK TALI,IND,0,Post Graduate,26,"Rs 5,50,729 ~ 5 Lacs+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal West
266,KAMEN RINGU,Arunachal Congress,0,12th Pass,51,"Rs 1,94,87,038 ~ 1 Crore+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal West
267,KARDU TAIPODIA,SP,0,12th Pass,54,"Rs 82,50,000 ~ 82 Lacs+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal West
268,KIDO INGO,SAP,0,Literate,33,"Rs 7,70,509 ~ 7 Lacs+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal West
269,TADAR TANIANG,AITC,0,10th Pass,51,"Rs 11,70,50,000 ~ 11 Crore+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal West
270,TUJO BAGRA,IND,0,10th Pass,35,"Rs 84,761 ~ 84 Thou+",Rs 0 ~ ,0,ARUNACHAL PRADESH,Arunachal West
271,BIREN SINGH ENGTI   Winner ,INC,0,Post Graduate,62,"Rs 53,89,194 ~ 53 Lacs+",Rs 0 ~ ,1,ASSAM,Autonomous District
272,CHEMBER G. MOMIN,IND,0,10th Pass,39,"Rs 50,000 ~ 50 Thou+",Rs 0 ~ ,0,ASSAM,Autonomous District
273,DR. JAYANTA RONGPI,CPI(ML)(L),0,Post Graduate,50,"Rs 57,68,428 ~ 57 Lacs+",Rs 0 ~ ,0,ASSAM,Autonomous District
274,ELWIN TERON,Autonomous State Demand Committee,0,Post Graduate,47,"Rs 7,16,926 ~ 7 Lacs+",Rs 0 ~ ,0,ASSAM,Autonomous District
275,HARSING TERON,SAP,0,Graduate,57,"Rs 15,95,000 ~ 15 Lacs+",Rs 0 ~ ,0,ASSAM,Autonomous District
276,RATAN TERON,BJP,0,Graduate,45,"Rs 32,46,423 ~ 32 Lacs+",Rs 0 ~ ,0,ASSAM,Autonomous District
277,SAILENDRA HASNU,AGP,0,Graduate,50,"Rs 10,34,829 ~ 10 Lacs+",Rs 0 ~ ,0,ASSAM,Autonomous District
278,SANMONI KEMPRAI,IND,0,12th Pass,35,"Rs 59,257 ~ 59 Thou+",Rs 0 ~ ,0,ASSAM,Autonomous District
279,A. F. GOLAM OSMANI   Winner ,INC,0,Graduate Professional,73,"Rs 10,05,000 ~ 10 Lacs+",Rs 0 ~ ,1,ASSAM,Barpeta
280,ABDUS  SALAM,LJNSP,0,Not Given,38,"Rs 1,60,000 ~ 1 Lacs+",Rs 0 ~ ,0,ASSAM,Barpeta
281,ABDUS SAMAD AHMED,UMFA,1,Doctorate,35,"Rs 10,40,000 ~ 10 Lacs+",Rs 0 ~ ,0,ASSAM,Barpeta
282,DR. TARA PRASAD DAS,IND,0,12th Pass,53,"Rs 2,47,25,263 ~ 2 Crore+","Rs 68,55,406 ~ 68 Lacs+",0,ASSAM,Barpeta
283,JILANE HOQUE LASKAR,IND,0,10th Pass,39,"Rs 60,000 ~ 60 Thou+",Rs 0 ~ ,0,ASSAM,Barpeta
284,KUMAR DEEPAK DAS,AGP,0,Post Graduate,49,"Rs 11,83,800 ~ 11 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,ASSAM,Barpeta
285,MANORANJAN TALUKDAR,CPM,0,Graduate,47,"Rs 3,11,061 ~ 3 Lacs+",Rs 0 ~ ,0,ASSAM,Barpeta
286,RANJIT THAKURIA,BJP,0,Graduate,47,"Rs 4,00,000 ~ 4 Lacs+",Rs 0 ~ ,0,ASSAM,Barpeta
287,SYED NURUR ROHMAN,SP,0,12th Pass,60,"Rs 12,15,000 ~ 12 Lacs+",Rs 0 ~ ,0,ASSAM,Barpeta
288,ANWAR HUSSAIN   Winner ,INC,0,Graduate Professional,58,"Rs 5,58,467 ~ 5 Lacs+","Rs 2,25,000 ~ 2 Lacs+",1,ASSAM,Dhubri
289,AFZALUR RAHMAN,AGP,0,Graduate,59,"Rs 33,28,400 ~ 33 Lacs+","Rs 5,23,000 ~ 5 Lacs+",0,ASSAM,Dhubri
290,DR. JOYASREE GOSWAMI MAHANTA,IND,0,Doctorate,43,"Rs 1,52,69,365 ~ 1 Crore+",Rs 0 ~ ,0,ASSAM,Dhubri
291,DR. MOTIUR RAHMAN MONDAL,IND,0,Doctorate,54,"Rs 19,51,136 ~ 19 Lacs+",Rs 0 ~ ,0,ASSAM,Dhubri
292,GANDHI NATH,IND,0,Graduate,32,"Rs 1,31,000 ~ 1 Lacs+",Rs 0 ~ ,0,ASSAM,Dhubri
293,JABEEN BORBHUYAN,BJP,0,12th Pass,45,"Rs 14,81,689 ~ 14 Lacs+",Rs 0 ~ ,0,ASSAM,Dhubri
294,LISTI RABHA,IND,0,Post Graduate,58,"Rs 3,30,408 ~ 3 Lacs+",Rs 0 ~ ,0,ASSAM,Dhubri
295,MINHAR ALI MANDAL,IND,0,Post Graduate,56,"Rs 6,56,500 ~ 6 Lacs+","Rs 42,844 ~ 42 Thou+",0,ASSAM,Dhubri
296,MOHOR UDDIN MONDAL,Muslim League Kerala State Committee,0,Post Graduate,35,"Rs 1,10,000 ~ 1 Lacs+",Rs 0 ~ ,0,ASSAM,Dhubri
297,RADHABALLAV ADHIKARY,IND,0,Graduate,63,"Rs 8,60,388 ~ 8 Lacs+",Rs 0 ~ ,0,ASSAM,Dhubri
298,SHAJAHAN SHEIKH,IND,0,Others,34,"Rs 21,500 ~ 21 Thou+",Rs 0 ~ ,0,ASSAM,Dhubri
299,SARBANANDA SONOWAL   Winner ,AGP,0,Graduate Professional,42,"Rs 20,38,397 ~ 20 Lacs+","Rs 7,58,854 ~ 7 Lacs+",1,ASSAM,Dibrugarh
300,AMRIT BORGOHAIN,IND,0,Post Graduate,47,"Rs 14,80,000 ~ 14 Lacs+",Rs 0 ~ ,0,ASSAM,Dibrugarh
301,BADHRAM RAJGARH,IND,0,Not Given,65,"Rs 35,000 ~ 35 Thou+",Rs 0 ~ ,0,ASSAM,Dibrugarh
302,KAMAKHAYA TASA,BJP,0,Post Graduate,29,"Rs 4,48,000 ~ 4 Lacs+",Rs 0 ~ ,0,ASSAM,Dibrugarh
303,PABAN SINGH GHATOWAR,INC,0,Graduate,57,"Rs 59,91,408 ~ 59 Lacs+",Rs 0 ~ ,0,ASSAM,Dibrugarh
304,SUBHAS SEN,CPI(ML)(L),0,12th Pass,52,"Rs 16,72,000 ~ 16 Lacs+","Rs 2,47,064 ~ 2 Lacs+",0,ASSAM,Dibrugarh
305,TITUS BHENGRA,SAP,0,Not Given,43,"Rs 6,500 ~ 6 Thou+",Rs 0 ~ ,0,ASSAM,Dibrugarh
306,KIRIP CHALIHA   Winner ,INC,0,Post Graduate,49,"Rs 92,02,689 ~ 92 Lacs+","Rs 2,05,430 ~ 2 Lacs+",1,ASSAM,Gauhati
307,BHABANI BORO,IND,0,12th Pass,33,"Rs 22,69,604 ~ 22 Lacs+",Rs 0 ~ ,0,ASSAM,Gauhati
308,BHRIGU KUMAR PHUKAN,AGP,0,Post Graduate,47,"Rs 31,89,300 ~ 31 Lacs+","Rs 6,40,000 ~ 6 Lacs+",0,ASSAM,Gauhati
309,BHUBANESWAR BARMAN,SP,0,8th Pass,80,"Rs 4,20,000 ~ 4 Lacs+",Rs 0 ~ ,0,ASSAM,Gauhati
310,BHUPEN HAZARIKA,BJP,0,Doctorate,78,"Rs 43,93,756 ~ 43 Lacs+","Rs 19,13,212 ~ 19 Lacs+",0,ASSAM,Gauhati
311,DEVEN DUTTA,TNGP,0,Graduate,60,"Rs 23,16,500 ~ 23 Lacs+","Rs 77,416 ~ 77 Thou+",0,ASSAM,Gauhati
312,DHWAJEN BRAHMA,IND,0,Graduate,61,"Rs 13,61,774 ~ 13 Lacs+",Rs 0 ~ ,0,ASSAM,Gauhati
313,KAZI NEKIB AHMED,IND,0,Graduate,46,"Rs 8,50,962 ~ 8 Lacs+",Rs 0 ~ ,0,ASSAM,Gauhati
314,NIPON DHOLUA,SAP,0,Post Graduate,33,"Rs 45,000 ~ 45 Thou+",Rs 0 ~ ,0,ASSAM,Gauhati
315,RAJAT CHANDRA RABHA,IND,0,Post Graduate,44,"Rs 1,65,104 ~ 1 Lacs+",Rs 0 ~ ,0,ASSAM,Gauhati
316,SUMITRA DAS,IND,0,10th Pass,35,"Rs 76,000 ~ 76 Thou+",Rs 0 ~ ,0,ASSAM,Gauhati
317,UMESH CHANDRA DAS,IND,0,Not Given,67,"Rs 7,33,800 ~ 7 Lacs+",Rs 0 ~ ,0,ASSAM,Gauhati
318,BIJOY KRISHNA HANDIQUE   Winner ,INC,0,Post Graduate,69,"Rs 13,56,192 ~ 13 Lacs+",Rs 0 ~ ,1,ASSAM,Jorhat
319,DAYANANDA BORGOHAIN,BJP,0,Doctorate,54,"Rs 15,10,000 ~ 15 Lacs+","Rs 90,000 ~ 90 Thou+",0,ASSAM,Jorhat
320,DRUPAD BORGOHAIN,CPI,0,Graduate,63,"Rs 5,46,000 ~ 5 Lacs+",Rs 0 ~ ,0,ASSAM,Jorhat
321,DULAL CHANDRA BARUAH,AGP,0,Graduate,69,"Rs 5,73,068 ~ 5 Lacs+",Rs 0 ~ ,0,ASSAM,Jorhat
322,JOYRAM MOUT,SAP,0,10th Pass,36,"Rs 3,41,739 ~ 3 Lacs+",Rs 0 ~ ,0,ASSAM,Jorhat
