Sno,Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,State,Constituency
6528,ACHHEYLAL NISHAD,NELU,0,Not Given,61,"Rs 19,95,000 ~ 19 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6529,AJAY KASYAP - GUDDU,IND,0,Literate,26,"Rs 9,60,500 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6530,BAHADUR SONKAR,IJP,0,Literate,48,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6531,GEETA SINGH,RDMP,0,Graduate Professional,46,"Rs 16,00,000 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6532,GIRAJA SHANKAR YADAVA,GGP,0,Others,49,"Rs 11,41,655 ~ 11 Lacs+",Rs 140 ~ 1 Hund+,0,UTTAR PRADESH,Jaunpur
6533,JAGDISH CHANDRA ASTHANA,IND,0,Graduate Professional,62,"Rs 22,81,000 ~ 22 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6534,PARAS NATH YADAVA,SP,0,12th Pass,54,"Rs 1,38,74,968 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6535,RAJESH S/O RAMESHCHANDRA,AD,0,Graduate,30,"Rs 2,97,000 ~ 2 Lacs+","Rs 50,000 ~ 50 Thou+",0,UTTAR PRADESH,Jaunpur
6536,RAJESH S/O RAMYAGYA,EKSP,0,10th Pass,32,"Rs 16,55,238 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6537,RAJKISHUN,Rashtriya Swabhimaan Party,0,Post Graduate,26,"Rs 9,50,000 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6538,RAMCHANDAR,RASD,0,8th Pass,52,"Rs 10,67,695 ~ 10 Lacs+","Rs 20,000 ~ 20 Thou+",0,UTTAR PRADESH,Jaunpur
6539,RAVI SHANKAR,LJP,0,Graduate,38,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6540,SEEMA,BJP,0,Post Graduate,37,"Rs 28,38,000 ~ 28 Lacs+","Rs 1,35,000 ~ 1 Lacs+",0,UTTAR PRADESH,Jaunpur
6541,TASLEEM AHMED REHMANI,IND,0,Others,45,"Rs 54,44,843 ~ 54 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jaunpur
6542,PRADEEP KUMAR JAIN   Winner ,INC, 2 ,Post Graduate,46,"Rs 33,43,719 ~ 33 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Jhansi
6543,ABDESH BHOOSHAN SRIVASTAVA,IND, 1 ,Not Given,43,"Rs 2,600 ~ 2 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6544,BABU LAL NANGAL,LSVP,0,Not Given,65,"Rs 21,16,000 ~ 21 Lacs+","Rs 88,000 ~ 88 Thou+",0,UTTAR PRADESH,Jhansi
6545,BAL KISHAN,IND,0,Not Given,28,"Rs 70,939 ~ 70 Thou+","Rs 28,000 ~ 28 Thou+",0,UTTAR PRADESH,Jhansi
6546,BALAK DAS,AD,0,Not Given,40,"Rs 4,37,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6547,CHANDRPAL SINGH YADAV,SP, 4 ,Not Given,49,"Rs 1,20,91,752 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6548,DEEPMALA KUSHWAHA,RTKP, 1 ,Not Given,28,"Rs 2,06,206 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6549,JAGAT VIKRAM SINGH,IND,0,Not Given,40,"Rs 14,15,000 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6550,KAMTA PRASAD RAJPUT,IND,0,Not Given,59,"Rs 72,23,775 ~ 72 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6551,MAHENDRA,IND,0,Not Given,39,"Rs 2,43,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6552,MANMOHAN GUPTA,IJP,0,Not Given,62,"Rs 35,28,456 ~ 35 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6553,MATHURA PRASAD,IND,0,Not Given,58,"Rs 2,28,400 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6554,PANKAJ RAWAT,IND,0,Not Given,37,"Rs 4,96,330 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6555,PARWAT SINGH,IND,0,Not Given,39,"Rs 13,40,000 ~ 13 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6556,RAMDAS,BJTP,0,Not Given,50,"Rs 49,766 ~ 49 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6557,RAMESH KUMAR SHARMA,BSP,0,Not Given,58,"Rs 6,97,93,000 ~ 6 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Jhansi
6558,RAVINDRA SHUKLA,BJP,0,Not Given,50,"Rs 90,64,094 ~ 90 Lacs+","Rs 18,19,376 ~ 18 Lacs+",0,UTTAR PRADESH,Jhansi
6559,SUJAN SINGH BUNDELA,RSMD,0,Not Given,63,"Rs 11,57,70,215 ~ 11 Crore+","Rs 2,60,536 ~ 2 Lacs+",0,UTTAR PRADESH,Jhansi
6560,TABASSUM BEGAM   Winner ,BSP,0,10th Pass,39,"Rs 1,16,67,328 ~ 1 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,Kairana
6561,ABHISHEK,IND,0,10th Pass,25,"Rs 3,60,000 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6562,BRAHAM PAL GURJAR,IND,0,Graduate Professional,38,"Rs 22,55,723 ~ 22 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6563,HUKUM SINGH,BJP, 1 ,Graduate Professional,71,"Rs 1,34,88,895 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6564,KARAN SINGH,JSP,0,Graduate,40,"Rs 2,000 ~ 2 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6565,KULDEEP,IND,0,Graduate,32,"Rs 43,62,000 ~ 43 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6566,KUNWAR PAL,RDMP,0,12th Pass,50,"Rs 37,01,000 ~ 37 Lacs+","Rs 20,000 ~ 20 Thou+",0,UTTAR PRADESH,Kairana
6567,LAKHMI,IND,0,8th Pass,53,"Rs 67,84,937 ~ 67 Lacs+","Rs 1,500 ~ 1 Thou+",0,UTTAR PRADESH,Kairana
6568,MUKTA SINGH,IND,0,Post Graduate,35,"Rs 39,75,000 ~ 39 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6569,PRIYA KUMAR,ABHM,0,12th Pass,37,"Rs 6,44,000 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6570,RAJ BAHADUR,IJP,0,Graduate,26,"Rs 1,03,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6571,RAJNISH NOTIAL,Ambedkar Samaj Party,0,Literate,28,"Rs 2,50,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6572,SHAFIK,UNLP,0,Literate,52,"Rs 85,000 ~ 85 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kairana
6573,SHAJAN MASOOD,SP, 3 ,Graduate,36,"Rs 71,19,617 ~ 71 Lacs+","Rs 7,84,480 ~ 7 Lacs+",0,UTTAR PRADESH,Kairana
6574,SURENDRA KUMAR,INC,0,10th Pass,45,"Rs 58,25,591 ~ 58 Lacs+","Rs 2,19,000 ~ 2 Lacs+",0,UTTAR PRADESH,Kairana
6575,BRIJBHUSHAN SARAN SINGH   Winner ,SP, 2 ,Graduate Professional,52,"Rs 5,35,37,885 ~ 5 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,Kaiserganj
6576,ANOKHI LAL,IND,0,Literate,49,"Rs 1,20,500 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6577,CHANDRA BHAN,IND, 1 ,Literate,42,"Rs 19,51,003 ~ 19 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6578,DAYA RAM,PDFO, 1 ,Not Given,41,"Rs 6,53,534 ~ 6 Lacs+","Rs 1,40,000 ~ 1 Lacs+",0,UTTAR PRADESH,Kaiserganj
6579,DR LALTA PRASAD MISHRA ALIS DR L P MISHRA,BJP,0,Doctorate,59,"Rs 3,59,03,033 ~ 3 Crore+","Rs 32,75,766 ~ 32 Lacs+",0,UTTAR PRADESH,Kaiserganj
6580,HAFEEZ,AD,0,8th Pass,47,"Rs 18,80,000 ~ 18 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6581,JAGDISH,IND,0,Literate,40,"Rs 17,26,000 ~ 17 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6582,JAGDISH PRASAD,IND,0,12th Pass,38,"Rs 45,25,532 ~ 45 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6583,JITENDRA BAHADUR,IND,0,Graduate Professional,57,"Rs 3,52,895 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6584,MANOJ KUMAR,Lok Dal,0,Graduate,33,"Rs 7,21,000 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6585,MOHD ALEEM,INC,0,12th Pass,46,"Rs 89,57,811 ~ 89 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6586,OM PRAKASH,IND,0,12th Pass,35,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6587,RADHEYSHYAM BOAT,IND,0,8th Pass,62,"Rs 6,20,404 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6588,RAJ KISHORE SINGH,IND,0,12th Pass,38,"Rs 14,70,000 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6589,RAM PRAKSH,RPI(A),0,10th Pass,39,"Rs 4,17,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6590,RAMENDER DEV PATHAK,PECP,0,Graduate Professional,60,"Rs 56,61,821 ~ 56 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6591,RAMFEER ALIS CHUNTI,IND,0,Not Given,59,"Rs 2,59,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6592,SURENDRA NATH AWASTHI,BSP,0,Post Graduate,53,"Rs 1,65,40,782 ~ 1 Crore+","Rs 20,61,909 ~ 20 Lacs+",0,UTTAR PRADESH,Kaiserganj
6593,UDAI RAJ,IND,0,Literate,52,"Rs 11,45,000 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6594,VIMAL VERMA,IND,0,10th Pass,30,"Rs 6,65,000 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6595,VINESH KUMAR,IND,0,10th Pass,32,"Rs 3,15,000 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6596,ZAMEER AHAMAD,ANC,0,10th Pass,53,"Rs 1,07,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaiserganj
6597,AKHILESH YADAV   Winner ,SP,0,Graduate Professional,35,"Rs 4,85,82,202 ~ 4 Crore+","Rs 77,26,354 ~ 77 Lacs+",1,UTTAR PRADESH,Kannauj
6598,AJAB SINGH,Akhil Bharatiya Ashok Sena,0,12th Pass,30,"Rs 25,55,500 ~ 25 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6599,BALRAM,BSP(K), 2 ,Not Given,29,"Rs 6,21,000 ~ 6 Lacs+","Rs 2,00,000 ~ 2 Lacs+",0,UTTAR PRADESH,Kannauj
6600,LAL SINGH,IND,0,8th Pass,40,"Rs 7,42,300 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6601,NARAYAN KUMAR,RDMP,0,Graduate,39,"Rs 3,13,196 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6602,PRADEEP,IND, 1 ,12th Pass,35,"Rs 16,60,026 ~ 16 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6603,RAM BABU,IND,0,8th Pass,37,"Rs 80,500 ~ 80 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6604,RAM BABU TRIVEDI,BPD,0,Post Graduate,62,"Rs 15,59,370 ~ 15 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6605,RAM KARAN,VAJP,0,Graduate,37,"Rs 14,98,600 ~ 14 Lacs+","Rs 7,000 ~ 7 Thou+",0,UTTAR PRADESH,Kannauj
6606,RAM SWAROOP,JPS,0,Graduate,70,"Rs 21,20,187 ~ 21 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6607,SANJEEV,IND,0,Post Graduate,25,"Rs 14,10,000 ~ 14 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6608,SHAHAN SHAH,IND,0,8th Pass,37,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6609,SHRIKRISHNA SHAKYA,IND,0,Graduate Professional,56,"Rs 50,50,000 ~ 50 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kannauj
6610,SUBRAT PATHAK,BJP,0,Graduate,29,"Rs 1,01,72,404 ~ 1 Crore+","Rs 4,68,672 ~ 4 Lacs+",0,UTTAR PRADESH,Kannauj
6611,VIJAY SINGH CHAUHAN,Mahan Dal,0,12th Pass,53,"Rs 62,25,000 ~ 62 Lacs+","Rs 1,00,000 ~ 1 Lacs+",0,UTTAR PRADESH,Kannauj
6612,SRI PRAKASH JAISWAL   Winner ,INC,0,12th Pass,64,"Rs 3,07,67,980 ~ 3 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,Kanpur
6613,AHAMED HUSSAIN,IND, 1 ,Not Given,68,"Rs 5,379 ~ 5 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6614,ANIL KUMAR JAIN,IND,0,Post Graduate,49,"Rs 17,76,623 ~ 17 Lacs+","Rs 2,16,292 ~ 2 Lacs+",0,UTTAR PRADESH,Kanpur
6615,BADRI VISHAL PRAJAPATI,IND,0,Others,35,"Rs 70,000 ~ 70 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6616,GAYA PRASAD,IND,0,Others,55,"Rs 3,44,500 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6617,GUFRAN AHMED,RWSP,0,12th Pass,49,"Rs 7,00,000 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6618,JAGDISH PRASAD,ABHM,0,Not Given,48,"Rs 2,84,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6619,JAGESWAR DAYAL 1 VIKAL,IND,0,Post Graduate,47,"Rs 6,15,000 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6620,MAHESH CHANDRA SHARMA,IND,0,Post Graduate,65,"Rs 38,12,000 ~ 38 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6621,MAYA KAUSHAL,IND, 1 ,Graduate,55,"Rs 7,05,800 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6622,MOHAMMD ISHA,IND,0,5th Pass,34,"Rs 30,500 ~ 30 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6623,MOTI LAL SHARMA,IJP,0,8th Pass,59,"Rs 19,650 ~ 19 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6624,NISHA,IND,0,10th Pass,38,"Rs 2,40,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6625,OMENDRA BHARAT,BPD,0,Post Graduate,29,"Rs 35,457 ~ 35 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6626,SATISH MAHANA,BJP,0,Graduate,48,"Rs 1,87,17,462 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6627,SUKHDA MISHRA,BSP,0,Graduate,67,"Rs 4,61,79,000 ~ 4 Crore+","Rs 15,83,789 ~ 15 Lacs+",0,UTTAR PRADESH,Kanpur
6628,SURENDRA MOHAN AGRAWAL,SP, 4 ,12th Pass,65,"Rs 1,64,79,277 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6629,V.N.AWASTHI,IND,0,Not Given,75,"Rs 20,25,500 ~ 20 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kanpur
6630,SHAILENDRA KUMAR   Winner ,SP,0,Graduate,51,"Rs 2,08,00,327 ~ 2 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,Kaushambi
6631,GAUTAM CHAUDHARY,BJP,0,Graduate Professional,44,"Rs 35,18,000 ~ 35 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6632,GIRISH CHANDRA PASI,BSP, 9 ,Graduate,39,"Rs 24,07,001 ~ 24 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6633,GULAB CHANDRA,IND,0,5th Pass,39,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6634,GULAB SONKAR,IJP,0,Graduate,45,"Rs 2,43,000 ~ 2 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6635,JAGDEO,IND,0,12th Pass,53,"Rs 3,15,367 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6636,MAN SINGH,IND,0,12th Pass,28,"Rs 76,000 ~ 76 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6637,RAM NIHOR RAKESH,INC,0,Not Given,64,"Rs 3,29,586 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6638,RAM SARAN,IND,0,12th Pass,56,"Rs 9,35,053 ~ 9 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kaushambi
6639,UMESH CHANDRA PASI,AD,0,10th Pass,40,"Rs 29,54,000 ~ 29 Lacs+","Rs 5,000 ~ 5 Thou+",0,UTTAR PRADESH,Kaushambi
6640,ZAFAR ALI NAQVI   Winner ,INC,0,Graduate Professional,61,"Rs 39,79,881 ~ 39 Lacs+",Rs 0 ~ ,1,UTTAR PRADESH,Kheri
6641,AJAY KUMAR,BJP, 2 ,Graduate Professional,50,"Rs 1,53,25,070 ~ 1 Crore+","Rs 15,60,020 ~ 15 Lacs+",0,UTTAR PRADESH,Kheri
6642,ANIL KISHORE,Lok Dal,0,12th Pass,41,"Rs 6,48,000 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6643,ANUPAM VERMA,AD,0,Not Given,30,"Rs 6,46,300 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6644,ARVIND,IND,0,Graduate,33,"Rs 82,000 ~ 82 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6645,BAJRANGI LAL,IND,0,Not Given,36,"Rs 20,000 ~ 20 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6646,ILIYAS AZMI,BSP,0,Others,68,"Rs 1,76,19,316 ~ 1 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6647,KASHINATH SINGH,JPS,0,Graduate Professional,49,"Rs 20,72,000 ~ 20 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6648,MOHD. ILIYAS,IND,0,8th Pass,49,"Rs 3,51,242 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6649,MUJEEB KHAN,IND, 1 ,5th Pass,38,"Rs 26,10,000 ~ 26 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6650,RAMDARASH,CPI(ML)(L), 17 ,8th Pass,45,"Rs 30,000 ~ 30 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kheri
6651,RAVI PRAKASH VERMA,SP, 1 ,Graduate Professional,49,"Rs 53,89,781 ~ 53 Lacs+","Rs 3,50,160 ~ 3 Lacs+",0,UTTAR PRADESH,Kheri
6652,KU. RATANJEET PRATAP NARAYAN SINGH   Winner ,INC,0,Graduate,45,"Rs 3,99,75,893 ~ 3 Crore+","Rs 1,00,000 ~ 1 Lacs+",1,UTTAR PRADESH,Kushi Nagar
6653,AMEERUDDIN,IND,0,Graduate,31,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6654,ANIL,RPI(A),0,Not Given,43,"Rs 8,30,000 ~ 8 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6655,BABU LAL,BRPP,0,8th Pass,40,"Rs 5,67,000 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6656,BRAMHA SHANKER,SP, 2 ,Graduate Professional,56,"Rs 2,84,69,369 ~ 2 Crore+","Rs 10,74,290 ~ 10 Lacs+",0,UTTAR PRADESH,Kushi Nagar
6657,DAROGA,IND,0,8th Pass,37,"Rs 36,000 ~ 36 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6658,DHEERAJ SHEKHAR SHRIWASTAWA,RALOP,0,Not Given,49,"Rs 16,000 ~ 16 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6659,JAGDISH,IND,0,5th Pass,57,"Rs 28,78,000 ~ 28 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6660,JAI GOVIND,IND,0,10th Pass,35,"Rs 31,000 ~ 31 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6661,JANGI,SBSP, 2 ,Not Given,55,Nil,Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6662,K KUMAR,PRBD,0,12th Pass,56,"Rs 3,900 ~ 3 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6663,KISHOR KUMAR,IPP, 1 ,Graduate Professional,40,"Rs 33,87,500 ~ 33 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6664,MADAN LAL,MADP,0,12th Pass,46,"Rs 6,57,000 ~ 6 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6665,MATIULLAH,NLHP,0,Graduate Professional,43,"Rs 35,000 ~ 35 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6666,RAM BRIKSH,IND,0,12th Pass,54,"Rs 4,00,000 ~ 4 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6667,RAMESH,IND,0,12th Pass,35,"Rs 24,13,000 ~ 24 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6668,SWAMI PRASAD MAURYA,BSP, 1 ,Post Graduate,54,"Rs 66,24,790 ~ 66 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6669,VIJAY DUBEY,BJP, 2 ,12th Pass,41,"Rs 89,13,000 ~ 89 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Kushi Nagar
6670,DR. BALIRAM   Winner ,BSP,0,Doctorate,56,"Rs 80,03,036 ~ 80 Lacs+","Rs 6,38,922 ~ 6 Lacs+",1,UTTAR PRADESH,Lalganj
6671,ACHCHHELAL,IND,0,8th Pass,42,"Rs 1,20,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6672,CHANDRA RAM ALIAS CHANDU SAROJ,IND,0,Post Graduate,36,"Rs 85,584 ~ 85 Thou+","Rs 3,50,000 ~ 3 Lacs+",0,UTTAR PRADESH,Lalganj
6673,DAROGA PRASAD SAROJ,SP, 5 ,Graduate,60,"Rs 55,73,553 ~ 55 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6674,DHARMRAJ,IND,0,10th Pass,55,"Rs 7,54,201 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6675,HARI PRASAD SONKAR,CPI,0,Literate,50,"Rs 1,32,569 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6676,MANBHAWAN,BRPP,0,Not Given,32,"Rs 7,59,500 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6677,NEELAM SONKAR,BJP,0,Post Graduate,33,"Rs 1,15,55,274 ~ 1 Crore+","Rs 13,00,000 ~ 13 Lacs+",0,UTTAR PRADESH,Lalganj
6678,RAM DAYAL ALIAS MOHAN,SBSP,0,8th Pass,32,"Rs 9,000 ~ 9 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6679,SUKHNAYAN,IND,0,12th Pass,29,"Rs 1,95,000 ~ 1 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6680,URMILA DEVI,IND,0,Literate,27,"Rs 5,96,000 ~ 5 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lalganj
6681,LAL JI TANDON   Winner ,BJP,0,Graduate,73,"Rs 2,17,00,160 ~ 2 Crore+",Rs 0 ~ ,1,UTTAR PRADESH,Lucknow
6682,A. HAROON ALI,IND,0,Graduate,48,"Rs 17,51,500 ~ 17 Lacs+","Rs 34,380 ~ 34 Thou+",0,UTTAR PRADESH,Lucknow
6683,AMBIKA PRASAD,IND,0,Post Graduate,49,"Rs 39,49,407 ~ 39 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6684,AMIT PANDEY,IND,0,Post Graduate,33,"Rs 7,80,000 ~ 7 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6685,AMRESH MISHRA,IND,0,Post Graduate,43,"Rs 11,05,000 ~ 11 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6686,ANUPAM MISHRA,SWPI,0,Graduate,37,"Rs 14,52,714 ~ 14 Lacs+","Rs 1,25,867 ~ 1 Lacs+",0,UTTAR PRADESH,Lucknow
6687,ASHOK KUMAR PAL,IND,0,Post Graduate,31,"Rs 90,868 ~ 90 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6688,BAL MUKUND TIWARI,IND,0,Literate,26,"Rs 40,000 ~ 40 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6689,CHANDRA BHUSHAN PANDEY (C.B.PANDEY),IND,0,Graduate Professional,60,"Rs 2,00,14,570 ~ 2 Crore+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6690,CHATURI PRASAD,IND,0,Not Given,56,"Rs 3,00,000 ~ 3 Lacs+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6691,DASHARATH,RMEP,0,Post Graduate,36,"Rs 12,404 ~ 12 Thou+",Rs 0 ~ ,0,UTTAR PRADESH,Lucknow
6692,DHEERAJ,IND, 7 ,10th Pass,37,"Rs 5,73,000 ~ 5 Lacs+","Rs 98,000 ~ 98 Thou+",0,UTTAR PRADESH,Lucknow
